tinh,huyen,xa,diaban,hoso,m4b16ma,m4b16c2a,m4b16c2b,m4b16c2c,m4b16c2d,m4b16c2e
115,11,43.0,9,13,1.0,228.0,0.0,0.0,0.0,228.0
115,11,43.0,9,13,16.0,160.0,0.0,0.0,0.0,160.0
115,11,43.0,9,13,6.0,394.0,0.0,0.0,0.0,394.0
115,11,43.0,9,13,13.0,661.0,0.0,0.0,0.0,661.0
115,11,43.0,9,13,19.0,54.0,0.0,0.0,0.0,54.0
115,11,43.0,9,13,2.0,0.0,0.0,0.0,146.0,146.0
115,11,43.0,9,13,15.0,0.0,0.0,0.0,263.0,263.0
115,11,43.0,9,13,4.0,291.0,0.0,0.0,0.0,291.0
115,11,43.0,9,13,8.0,77.0,0.0,0.0,0.0,77.0
115,11,43.0,9,13,7.0,30.0,0.0,0.0,0.0,30.0
115,11,43.0,9,13,3.0,1868.0,0.0,0.0,467.0,2335.0
115,11,43.0,9,14,6.0,79.0,11.0,4.0,0.0,94.0
115,11,43.0,9,14,1.0,21.0,0.0,0.0,0.0,21.0
115,11,43.0,9,14,13.0,176.0,95.0,0.0,0.0,271.0
115,11,43.0,9,14,3.0,174.0,90.0,11.0,4.0,279.0
115,11,43.0,9,14,16.0,39.0,0.0,0.0,0.0,39.0
115,11,43.0,9,14,19.0,10.0,0.0,0.0,0.0,10.0
115,11,43.0,9,14,2.0,0.0,26.0,23.0,0.0,49.0
115,11,43.0,9,14,8.0,28.0,0.0,0.0,0.0,28.0
115,11,43.0,9,14,4.0,28.0,28.0,19.0,19.0,94.0
115,11,43.0,9,14,7.0,7.0,0.0,0.0,0.0,7.0
115,11,43.0,9,15,3.0,832.0,56.0,0.0,0.0,888.0
115,11,43.0,9,15,1.0,168.0,19.0,0.0,0.0,187.0
115,11,43.0,9,15,4.0,94.0,48.0,0.0,0.0,142.0
115,11,43.0,9,15,16.0,131.0,0.0,0.0,0.0,131.0
115,11,43.0,9,15,13.0,616.0,52.0,0.0,0.0,668.0
115,11,43.0,9,15,7.0,32.0,0.0,0.0,0.0,32.0
115,11,43.0,9,15,6.0,114.0,0.0,0.0,0.0,114.0
115,11,43.0,9,15,8.0,56.0,0.0,0.0,0.0,56.0
115,11,43.0,9,15,19.0,42.0,0.0,0.0,0.0,42.0
115,11,45.0,14,13,16.0,203.0,0.0,0.0,0.0,203.0
115,11,45.0,14,13,13.0,438.0,0.0,0.0,0.0,438.0
115,11,45.0,14,13,8.0,30.0,0.0,0.0,0.0,30.0
115,11,45.0,14,13,19.0,220.0,0.0,0.0,0.0,220.0
115,11,45.0,14,13,4.0,97.0,0.0,0.0,0.0,97.0
115,11,45.0,14,13,12.0,134.0,0.0,0.0,0.0,134.0
115,11,45.0,14,13,7.0,30.0,0.0,0.0,0.0,30.0
115,11,45.0,14,13,1.0,272.0,0.0,0.0,0.0,272.0
115,11,45.0,14,13,3.0,856.0,0.0,0.0,0.0,856.0
115,11,45.0,14,13,6.0,291.0,0.0,0.0,0.0,291.0
115,11,45.0,14,14,1.0,57.0,0.0,0.0,0.0,57.0
115,11,45.0,14,14,7.0,6.0,0.0,0.0,0.0,6.0
115,11,45.0,14,14,19.0,44.0,0.0,0.0,0.0,44.0
115,11,45.0,14,14,3.0,184.0,0.0,0.0,0.0,184.0
115,11,45.0,14,14,16.0,41.0,0.0,0.0,0.0,41.0
115,11,45.0,14,14,6.0,75.0,0.0,0.0,0.0,75.0
115,11,45.0,14,14,13.0,107.0,0.0,0.0,0.0,107.0
115,11,45.0,14,14,15.0,204.0,0.0,0.0,0.0,204.0
115,11,45.0,14,15,3.0,496.0,0.0,0.0,0.0,496.0
115,11,45.0,14,15,8.0,82.0,0.0,0.0,0.0,82.0
115,11,45.0,14,15,19.0,130.0,0.0,0.0,0.0,130.0
115,11,45.0,14,15,1.0,156.0,0.0,0.0,0.0,156.0
115,11,45.0,14,15,13.0,321.0,0.0,0.0,0.0,321.0
115,11,45.0,14,15,7.0,17.0,0.0,0.0,0.0,17.0
115,11,45.0,14,15,16.0,121.0,0.0,0.0,0.0,121.0
115,11,45.0,14,15,15.0,58.0,0.0,0.0,0.0,58.0
115,11,45.0,14,15,6.0,146.0,0.0,0.0,0.0,146.0
115,11,61.0,11,13,6.0,0.0,156.0,0.0,0.0,156.0
115,11,61.0,11,13,7.0,0.0,38.0,0.0,0.0,38.0
115,11,61.0,11,13,8.0,0.0,48.0,29.0,0.0,77.0
115,11,61.0,11,13,4.0,0.0,142.0,0.0,0.0,142.0
115,11,61.0,11,13,3.0,0.0,586.0,577.0,0.0,1163.0
115,11,61.0,11,13,15.0,0.0,0.0,156.0,0.0,156.0
115,11,61.0,11,13,2.0,0.0,102.0,0.0,0.0,102.0
115,11,61.0,11,13,16.0,0.0,0.0,24.0,0.0,24.0
115,11,61.0,11,13,19.0,0.0,237.0,29.0,0.0,266.0
115,11,61.0,11,13,13.0,0.0,152.0,0.0,0.0,152.0
115,11,61.0,11,14,19.0,0.0,134.0,14.0,0.0,148.0
115,11,61.0,11,14,2.0,0.0,50.0,0.0,0.0,50.0
115,11,61.0,11,14,15.0,0.0,0.0,71.0,0.0,71.0
115,11,61.0,11,14,4.0,0.0,42.0,0.0,0.0,42.0
115,11,61.0,11,14,8.0,0.0,67.0,17.0,0.0,84.0
115,11,61.0,11,14,3.0,0.0,927.0,260.0,0.0,1187.0
115,11,61.0,11,14,16.0,0.0,0.0,10.0,0.0,10.0
115,11,61.0,11,14,1.0,0.0,101.0,0.0,0.0,101.0
115,11,61.0,11,14,6.0,0.0,136.0,0.0,0.0,136.0
115,11,61.0,11,15,15.0,0.0,0.0,279.0,0.0,279.0
115,11,61.0,11,15,1.0,35.0,264.0,0.0,0.0,299.0
115,11,61.0,11,15,19.0,10.0,803.0,25.0,0.0,838.0
115,11,61.0,11,15,8.0,10.0,237.0,29.0,0.0,276.0
115,11,61.0,11,15,2.0,0.0,112.0,0.0,0.0,112.0
115,11,61.0,11,15,7.0,6.0,85.0,0.0,0.0,91.0
115,11,61.0,11,15,16.0,5.0,0.0,31.0,0.0,36.0
115,11,61.0,11,15,13.0,75.0,246.0,0.0,0.0,321.0
115,11,61.0,11,15,6.0,43.0,274.0,0.0,0.0,317.0
115,11,61.0,11,15,4.0,0.0,114.0,0.0,0.0,114.0
115,11,61.0,11,15,3.0,218.0,3347.0,1002.0,0.0,4567.0
115,13,3.0,11,13,3.0,515.0,40.0,0.0,0.0,555.0
115,13,3.0,11,13,7.0,24.0,0.0,0.0,0.0,24.0
115,13,3.0,11,13,15.0,94.0,0.0,0.0,0.0,94.0
115,13,3.0,11,13,1.0,99.0,46.0,0.0,0.0,145.0
115,13,3.0,11,13,8.0,56.0,0.0,0.0,0.0,56.0
115,13,3.0,11,13,6.0,189.0,0.0,0.0,0.0,189.0
115,13,3.0,11,13,13.0,274.0,0.0,0.0,0.0,274.0
115,13,3.0,11,13,19.0,36.0,0.0,0.0,0.0,36.0
115,13,3.0,11,13,16.0,83.0,0.0,0.0,0.0,83.0
115,13,3.0,11,14,4.0,190.0,0.0,0.0,0.0,190.0
115,13,3.0,11,14,19.0,91.0,0.0,0.0,0.0,91.0
115,13,3.0,11,14,1.0,285.0,0.0,0.0,0.0,285.0
115,13,3.0,11,14,13.0,427.0,0.0,0.0,0.0,427.0
115,13,3.0,11,14,3.0,968.0,0.0,0.0,0.0,968.0
115,13,3.0,11,14,8.0,36.0,0.0,0.0,0.0,36.0
115,13,3.0,11,14,16.0,219.0,0.0,0.0,0.0,219.0
115,13,3.0,11,14,7.0,48.0,0.0,0.0,0.0,48.0
115,13,3.0,11,20,16.0,158.0,0.0,0.0,0.0,158.0
115,13,3.0,11,20,6.0,387.0,0.0,0.0,0.0,387.0
115,13,3.0,11,20,3.0,1733.0,81.0,0.0,0.0,1814.0
115,13,3.0,11,20,12.0,906.0,0.0,0.0,0.0,906.0
115,13,3.0,11,20,19.0,98.0,0.0,0.0,0.0,98.0
115,13,3.0,11,20,1.0,358.0,66.0,0.0,0.0,424.0
115,13,3.0,11,20,13.0,976.0,0.0,0.0,0.0,976.0
115,13,3.0,11,20,8.0,64.0,0.0,0.0,0.0,64.0
115,13,3.0,11,20,7.0,43.0,0.0,0.0,0.0,43.0
115,13,9.0,12,13,1.0,320.0,47.0,0.0,0.0,367.0
115,13,9.0,12,13,7.0,28.0,0.0,0.0,0.0,28.0
115,13,9.0,12,13,19.0,25.0,0.0,0.0,0.0,25.0
115,13,9.0,12,13,4.0,84.0,0.0,0.0,0.0,84.0
115,13,9.0,12,13,3.0,1085.0,52.0,0.0,0.0,1137.0
115,13,9.0,12,13,6.0,468.0,0.0,0.0,0.0,468.0
115,13,9.0,12,13,8.0,10.0,0.0,0.0,0.0,10.0
115,13,9.0,12,13,13.0,622.0,0.0,0.0,0.0,622.0
115,13,9.0,12,13,2.0,0.0,10.0,0.0,0.0,10.0
115,13,9.0,12,13,16.0,141.0,0.0,0.0,0.0,141.0
115,13,9.0,12,13,12.0,184.0,0.0,0.0,0.0,184.0
115,13,9.0,12,14,2.0,0.0,49.0,0.0,0.0,49.0
115,13,9.0,12,14,3.0,1596.0,88.0,0.0,0.0,1684.0
115,13,9.0,12,14,1.0,572.0,0.0,0.0,0.0,572.0
115,13,9.0,12,14,12.0,340.0,0.0,0.0,0.0,340.0
115,13,9.0,12,14,16.0,432.0,0.0,0.0,0.0,432.0
115,13,9.0,12,14,19.0,37.0,0.0,0.0,0.0,37.0
115,13,9.0,12,14,13.0,1021.0,0.0,0.0,0.0,1021.0
115,13,9.0,12,14,6.0,1089.0,0.0,0.0,0.0,1089.0
115,13,9.0,12,14,8.0,97.0,0.0,0.0,0.0,97.0
115,13,9.0,12,14,7.0,54.0,0.0,0.0,0.0,54.0
115,13,9.0,12,19,12.0,497.0,0.0,0.0,0.0,497.0
115,13,9.0,12,19,1.0,186.0,14.0,0.0,0.0,200.0
115,13,9.0,12,19,6.0,331.0,19.0,0.0,0.0,350.0
115,13,9.0,12,19,7.0,29.0,0.0,0.0,0.0,29.0
115,13,9.0,12,19,19.0,31.0,0.0,0.0,0.0,31.0
115,13,9.0,12,19,8.0,19.0,0.0,0.0,0.0,19.0
115,13,9.0,12,19,4.0,85.0,0.0,0.0,0.0,85.0
115,13,9.0,12,19,16.0,140.0,0.0,0.0,0.0,140.0
115,13,9.0,12,19,2.0,0.0,14.0,0.0,0.0,14.0
115,13,9.0,12,19,3.0,1029.0,36.0,0.0,0.0,1065.0
115,13,9.0,12,19,13.0,467.0,0.0,0.0,0.0,467.0
115,13,17.0,11,13,4.0,94.0,0.0,0.0,0.0,94.0
115,13,17.0,11,13,19.0,250.0,0.0,0.0,0.0,250.0
115,13,17.0,11,13,2.0,0.0,56.0,0.0,0.0,56.0
115,13,17.0,11,13,6.0,941.0,14.0,0.0,5.0,960.0
115,13,17.0,11,13,13.0,1182.0,0.0,0.0,0.0,1182.0
115,13,17.0,11,13,3.0,1912.0,75.0,0.0,19.0,2006.0
115,13,17.0,11,13,16.0,261.0,0.0,0.0,0.0,261.0
115,13,17.0,11,13,8.0,52.0,0.0,0.0,0.0,52.0
115,13,17.0,11,13,1.0,491.0,0.0,0.0,0.0,491.0
115,13,17.0,11,13,7.0,47.0,0.0,0.0,0.0,47.0
115,13,17.0,11,13,12.0,965.0,0.0,0.0,0.0,965.0
115,13,17.0,11,14,13.0,680.0,0.0,0.0,0.0,680.0
115,13,17.0,11,14,8.0,32.0,0.0,0.0,0.0,32.0
115,13,17.0,11,14,2.0,0.0,54.0,0.0,0.0,54.0
115,13,17.0,11,14,4.0,93.0,0.0,0.0,0.0,93.0
115,13,17.0,11,14,16.0,130.0,0.0,0.0,0.0,130.0
115,13,17.0,11,14,19.0,124.0,0.0,0.0,0.0,124.0
115,13,17.0,11,14,3.0,1466.0,77.0,0.0,45.0,1588.0
115,13,17.0,11,14,1.0,225.0,0.0,0.0,0.0,225.0
115,13,17.0,11,14,6.0,185.0,0.0,0.0,0.0,185.0
115,13,17.0,11,15,16.0,109.0,0.0,0.0,0.0,109.0
115,13,17.0,11,15,19.0,104.0,0.0,0.0,0.0,104.0
115,13,17.0,11,15,4.0,95.0,0.0,0.0,0.0,95.0
115,13,17.0,11,15,6.0,379.0,14.0,0.0,5.0,398.0
115,13,17.0,11,15,2.0,0.0,66.0,0.0,0.0,66.0
115,13,17.0,11,15,13.0,494.0,0.0,0.0,0.0,494.0
115,13,17.0,11,15,15.0,379.0,0.0,0.0,0.0,379.0
115,13,17.0,11,15,8.0,29.0,0.0,0.0,0.0,29.0
115,13,17.0,11,15,7.0,19.0,0.0,0.0,0.0,19.0
115,13,17.0,11,15,3.0,999.0,66.0,0.0,15.0,1080.0
115,13,17.0,11,15,1.0,193.0,0.0,0.0,0.0,193.0
115,13,33.0,7,13,13.0,422.0,0.0,0.0,0.0,422.0
115,13,33.0,7,13,4.0,47.0,0.0,0.0,0.0,47.0
115,13,33.0,7,13,3.0,539.0,10.0,0.0,0.0,549.0
115,13,33.0,7,13,19.0,158.0,0.0,0.0,0.0,158.0
115,13,33.0,7,13,8.0,42.0,0.0,0.0,0.0,42.0
115,13,33.0,7,13,15.0,187.0,0.0,0.0,0.0,187.0
115,13,33.0,7,13,6.0,375.0,0.0,0.0,0.0,375.0
115,13,33.0,7,13,1.0,351.0,14.0,0.0,0.0,365.0
115,13,33.0,7,13,2.0,0.0,10.0,0.0,0.0,10.0
115,13,33.0,7,13,7.0,14.0,0.0,0.0,0.0,14.0
115,13,33.0,7,13,16.0,30.0,0.0,0.0,0.0,30.0
115,13,33.0,7,14,6.0,396.0,0.0,0.0,0.0,396.0
115,13,33.0,7,14,15.0,584.0,0.0,0.0,0.0,584.0
115,13,33.0,7,14,1.0,370.0,0.0,0.0,0.0,370.0
115,13,33.0,7,14,13.0,447.0,0.0,0.0,0.0,447.0
115,13,33.0,7,14,16.0,32.0,0.0,0.0,0.0,32.0
115,13,33.0,7,14,19.0,158.0,0.0,0.0,0.0,158.0
115,13,33.0,7,14,4.0,49.0,0.0,0.0,0.0,49.0
115,13,33.0,7,14,7.0,14.0,0.0,0.0,0.0,14.0
115,13,33.0,7,14,8.0,49.0,0.0,0.0,0.0,49.0
115,13,33.0,7,14,3.0,977.0,0.0,0.0,0.0,977.0
115,13,33.0,7,15,15.0,187.0,0.0,0.0,0.0,187.0
115,13,33.0,7,15,4.0,93.0,0.0,0.0,0.0,93.0
115,13,33.0,7,15,13.0,562.0,0.0,0.0,0.0,562.0
115,13,33.0,7,15,7.0,19.0,0.0,0.0,0.0,19.0
115,13,33.0,7,15,16.0,41.0,0.0,0.0,0.0,41.0
115,13,33.0,7,15,3.0,944.0,10.0,47.0,0.0,1001.0
115,13,33.0,7,15,1.0,394.0,19.0,93.0,0.0,506.0
115,13,33.0,7,15,19.0,216.0,0.0,0.0,0.0,216.0
115,13,33.0,7,15,8.0,47.0,0.0,0.0,0.0,47.0
115,13,33.0,7,15,6.0,517.0,0.0,0.0,0.0,517.0
115,13,33.0,7,15,2.0,0.0,19.0,0.0,0.0,19.0
115,13,35.0,5,13,12.0,976.0,0.0,0.0,0.0,976.0
115,13,35.0,5,13,8.0,48.0,0.0,0.0,0.0,48.0
115,13,35.0,5,13,19.0,65.0,0.0,0.0,0.0,65.0
115,13,35.0,5,13,3.0,688.0,189.0,0.0,0.0,877.0
115,13,35.0,5,13,16.0,84.0,0.0,0.0,0.0,84.0
115,13,35.0,5,13,1.0,133.0,29.0,0.0,0.0,162.0
115,13,35.0,5,13,13.0,341.0,0.0,0.0,0.0,341.0
115,13,35.0,5,13,2.0,0.0,48.0,0.0,0.0,48.0
115,13,35.0,5,13,6.0,199.0,24.0,0.0,14.0,237.0
115,13,35.0,5,13,7.0,24.0,5.0,0.0,0.0,29.0
115,13,35.0,5,14,2.0,0.0,286.0,0.0,0.0,286.0
115,13,35.0,5,14,8.0,48.0,48.0,0.0,0.0,96.0
115,13,35.0,5,14,13.0,503.0,48.0,0.0,0.0,551.0
115,13,35.0,5,14,3.0,838.0,192.0,0.0,0.0,1030.0
115,13,35.0,5,14,4.0,192.0,0.0,0.0,0.0,192.0
115,13,35.0,5,14,16.0,163.0,0.0,0.0,0.0,163.0
115,13,35.0,5,14,19.0,72.0,0.0,0.0,0.0,72.0
115,13,35.0,5,14,6.0,294.0,48.0,0.0,0.0,342.0
115,13,35.0,5,14,7.0,27.0,0.0,0.0,0.0,27.0
115,13,35.0,5,14,1.0,201.0,0.0,0.0,0.0,201.0
115,13,35.0,5,19,3.0,1074.0,43.0,96.0,0.0,1213.0
115,13,35.0,5,19,13.0,447.0,29.0,19.0,0.0,495.0
115,13,35.0,5,19,2.0,0.0,48.0,0.0,0.0,48.0
115,13,35.0,5,19,19.0,52.0,0.0,0.0,0.0,52.0
115,13,35.0,5,19,1.0,178.0,0.0,75.0,0.0,253.0
115,13,35.0,5,19,16.0,136.0,0.0,0.0,0.0,136.0
115,13,35.0,5,19,7.0,35.0,4.0,0.0,0.0,39.0
115,13,35.0,5,19,8.0,38.0,0.0,0.0,0.0,38.0
115,13,35.0,5,19,6.0,358.0,29.0,19.0,0.0,406.0
115,13,39.0,6,13,16.0,89.0,0.0,0.0,0.0,89.0
115,13,39.0,6,13,8.0,34.0,17.0,0.0,0.0,51.0
115,13,39.0,6,13,13.0,265.0,17.0,0.0,0.0,282.0
115,13,39.0,6,13,3.0,588.0,86.0,0.0,0.0,674.0
115,13,39.0,6,13,7.0,13.0,0.0,0.0,0.0,13.0
115,13,39.0,6,13,1.0,175.0,25.0,0.0,0.0,200.0
115,13,39.0,6,13,4.0,0.0,9.0,0.0,0.0,9.0
115,13,39.0,6,13,15.0,270.0,0.0,0.0,0.0,270.0
115,13,39.0,6,13,19.0,49.0,0.0,0.0,0.0,49.0
115,13,39.0,6,13,6.0,149.0,0.0,0.0,0.0,149.0
115,13,39.0,6,14,15.0,663.0,0.0,0.0,0.0,663.0
115,13,39.0,6,14,6.0,322.0,0.0,0.0,0.0,322.0
115,13,39.0,6,14,2.0,0.0,33.0,0.0,0.0,33.0
115,13,39.0,6,14,13.0,606.0,0.0,0.0,0.0,606.0
115,13,39.0,6,14,11.0,0.0,0.0,0.0,189.0,189.0
115,13,39.0,6,14,19.0,104.0,0.0,0.0,0.0,104.0
115,13,39.0,6,14,7.0,31.0,0.0,0.0,0.0,31.0
115,13,39.0,6,14,1.0,114.0,0.0,0.0,0.0,114.0
115,13,39.0,6,14,3.0,1174.0,38.0,0.0,29.0,1241.0
115,13,39.0,6,14,8.0,57.0,24.0,0.0,29.0,110.0
115,13,39.0,6,14,4.0,0.0,19.0,0.0,38.0,57.0
115,13,39.0,6,14,16.0,166.0,0.0,0.0,0.0,166.0
115,13,39.0,6,15,8.0,133.0,48.0,0.0,48.0,229.0
115,13,39.0,6,15,19.0,51.0,0.0,0.0,0.0,51.0
115,13,39.0,6,15,6.0,379.0,29.0,0.0,0.0,408.0
115,13,39.0,6,15,13.0,663.0,0.0,0.0,0.0,663.0
115,13,39.0,6,15,16.0,198.0,29.0,0.0,0.0,227.0
115,13,39.0,6,15,7.0,32.0,0.0,0.0,0.0,32.0
115,13,39.0,6,15,3.0,1452.0,225.0,0.0,222.0,1899.0
115,13,39.0,6,15,4.0,0.0,48.0,0.0,48.0,96.0
115,13,39.0,6,15,15.0,454.0,0.0,0.0,0.0,454.0
115,13,39.0,6,15,1.0,215.0,19.0,0.0,0.0,234.0
115,13,39.0,6,15,2.0,0.0,75.0,0.0,0.0,75.0
115,13,43.0,10,13,19.0,283.0,0.0,0.0,0.0,283.0
115,13,43.0,10,13,8.0,29.0,0.0,0.0,0.0,29.0
115,13,43.0,10,13,13.0,1381.0,0.0,0.0,0.0,1381.0
115,13,43.0,10,13,2.0,0.0,19.0,0.0,0.0,19.0
115,13,43.0,10,13,4.0,152.0,10.0,0.0,0.0,162.0
115,13,43.0,10,13,6.0,1560.0,0.0,0.0,0.0,1560.0
115,13,43.0,10,13,1.0,383.0,6.0,0.0,0.0,389.0
115,13,43.0,10,13,3.0,2281.0,94.0,0.0,14.0,2389.0
115,13,43.0,10,13,7.0,38.0,0.0,0.0,0.0,38.0
115,13,43.0,10,13,16.0,46.0,0.0,0.0,0.0,46.0
115,13,43.0,10,13,14.0,66.0,0.0,0.0,0.0,66.0
115,13,43.0,10,14,19.0,100.0,0.0,0.0,0.0,100.0
115,13,43.0,10,14,1.0,139.0,5.0,0.0,0.0,144.0
115,13,43.0,10,14,13.0,223.0,0.0,0.0,0.0,223.0
115,13,43.0,10,14,8.0,10.0,0.0,0.0,0.0,10.0
115,13,43.0,10,14,7.0,14.0,0.0,0.0,0.0,14.0
115,13,43.0,10,14,14.0,47.0,0.0,0.0,0.0,47.0
115,13,43.0,10,14,18.0,625.0,0.0,0.0,0.0,625.0
115,13,43.0,10,14,16.0,17.0,0.0,0.0,0.0,17.0
115,13,43.0,10,14,6.0,252.0,0.0,0.0,0.0,252.0
115,13,43.0,10,14,3.0,337.0,10.0,0.0,0.0,347.0
115,13,43.0,10,15,6.0,730.0,0.0,0.0,0.0,730.0
115,13,43.0,10,15,2.0,0.0,24.0,0.0,0.0,24.0
115,13,43.0,10,15,3.0,2490.0,117.0,0.0,0.0,2607.0
115,13,43.0,10,15,4.0,233.0,0.0,0.0,0.0,233.0
115,13,43.0,10,15,13.0,730.0,0.0,0.0,0.0,730.0
115,13,43.0,10,15,16.0,49.0,0.0,0.0,0.0,49.0
115,13,43.0,10,15,8.0,34.0,0.0,0.0,0.0,34.0
115,13,43.0,10,15,7.0,39.0,0.0,0.0,0.0,39.0
115,13,43.0,10,15,1.0,414.0,5.0,0.0,0.0,419.0
115,13,43.0,10,15,19.0,291.0,0.0,0.0,0.0,291.0
115,13,43.0,10,15,14.0,77.0,0.0,0.0,0.0,77.0
115,13,43.0,10,15,15.0,973.0,0.0,0.0,0.0,973.0
115,13,57.0,4,13,2.0,0.0,14.0,0.0,0.0,14.0
115,13,57.0,4,13,4.0,189.0,0.0,0.0,0.0,189.0
115,13,57.0,4,13,1.0,160.0,5.0,0.0,0.0,165.0
115,13,57.0,4,13,16.0,119.0,0.0,0.0,0.0,119.0
115,13,57.0,4,13,19.0,142.0,0.0,0.0,0.0,142.0
115,13,57.0,4,13,7.0,31.0,0.0,0.0,0.0,31.0
115,13,57.0,4,13,14.0,38.0,0.0,0.0,0.0,38.0
115,13,57.0,4,13,15.0,189.0,0.0,0.0,0.0,189.0
115,13,57.0,4,13,13.0,341.0,0.0,0.0,0.0,341.0
115,13,57.0,4,13,8.0,10.0,0.0,0.0,0.0,10.0
115,13,57.0,4,13,3.0,730.0,48.0,0.0,0.0,778.0
115,13,57.0,4,13,6.0,318.0,10.0,0.0,0.0,328.0
115,13,57.0,4,14,,,,,,
115,13,57.0,4,19,7.0,47.0,0.0,0.0,0.0,47.0
115,13,57.0,4,19,13.0,632.0,0.0,0.0,0.0,632.0
115,13,57.0,4,19,14.0,175.0,0.0,0.0,0.0,175.0
115,13,57.0,4,19,4.0,195.0,30.0,0.0,0.0,225.0
115,13,57.0,4,19,2.0,0.0,19.0,0.0,0.0,19.0
115,13,57.0,4,19,19.0,156.0,0.0,0.0,0.0,156.0
115,13,57.0,4,19,16.0,175.0,0.0,0.0,0.0,175.0
115,13,57.0,4,19,1.0,291.0,146.0,58.0,0.0,495.0
115,13,57.0,4,19,15.0,681.0,0.0,0.0,0.0,681.0
115,13,57.0,4,19,6.0,505.0,0.0,0.0,0.0,505.0
115,13,57.0,4,19,3.0,1797.0,49.0,165.0,0.0,2011.0
115,13,57.0,4,19,8.0,49.0,0.0,0.0,0.0,49.0
115,13,75.0,10,13,13.0,883.0,0.0,0.0,0.0,883.0
115,13,75.0,10,13,16.0,84.0,0.0,0.0,0.0,84.0
115,13,75.0,10,13,2.0,0.0,40.0,0.0,54.0,94.0
115,13,75.0,10,13,19.0,112.0,0.0,0.0,0.0,112.0
115,13,75.0,10,13,3.0,2138.0,51.0,0.0,31.0,2220.0
115,13,75.0,10,13,1.0,406.0,0.0,0.0,0.0,406.0
115,13,75.0,10,13,12.0,1802.0,0.0,0.0,0.0,1802.0
115,13,75.0,10,13,6.0,771.0,0.0,0.0,0.0,771.0
115,13,75.0,10,13,8.0,60.0,0.0,0.0,0.0,60.0
115,13,75.0,10,13,7.0,18.0,0.0,0.0,0.0,18.0
115,13,75.0,10,14,16.0,68.0,0.0,0.0,0.0,68.0
115,13,75.0,10,14,6.0,607.0,37.0,0.0,0.0,644.0
115,13,75.0,10,14,2.0,0.0,75.0,0.0,0.0,75.0
115,13,75.0,10,14,8.0,42.0,28.0,0.0,0.0,70.0
115,13,75.0,10,14,3.0,1714.0,93.0,0.0,37.0,1844.0
115,13,75.0,10,14,7.0,19.0,0.0,0.0,0.0,19.0
115,13,75.0,10,14,19.0,157.0,0.0,0.0,0.0,157.0
115,13,75.0,10,14,13.0,461.0,0.0,0.0,0.0,461.0
115,13,75.0,10,14,1.0,299.0,0.0,0.0,0.0,299.0
115,13,75.0,10,15,2.0,0.0,29.0,0.0,0.0,29.0
115,13,75.0,10,15,6.0,586.0,0.0,0.0,0.0,586.0
115,13,75.0,10,15,3.0,1674.0,48.0,0.0,19.0,1741.0
115,13,75.0,10,15,16.0,62.0,0.0,0.0,0.0,62.0
115,13,75.0,10,15,1.0,285.0,0.0,0.0,0.0,285.0
115,13,75.0,10,15,13.0,427.0,0.0,0.0,0.0,427.0
115,13,75.0,10,15,8.0,38.0,0.0,0.0,0.0,38.0
115,13,75.0,10,15,7.0,14.0,0.0,0.0,0.0,14.0
115,13,75.0,10,15,19.0,146.0,0.0,0.0,0.0,146.0
115,13,79.0,8,13,7.0,42.0,0.0,0.0,0.0,42.0
115,13,79.0,8,13,3.0,1480.0,5.0,0.0,0.0,1485.0
115,13,79.0,8,13,6.0,562.0,14.0,0.0,0.0,576.0
115,13,79.0,8,13,2.0,0.0,10.0,0.0,0.0,10.0
115,13,79.0,8,13,15.0,235.0,0.0,0.0,0.0,235.0
115,13,79.0,8,13,19.0,131.0,0.0,0.0,0.0,131.0
115,13,79.0,8,13,8.0,93.0,0.0,0.0,0.0,93.0
115,13,79.0,8,13,1.0,351.0,0.0,0.0,0.0,351.0
115,13,79.0,8,13,16.0,245.0,0.0,0.0,0.0,245.0
115,13,79.0,8,13,13.0,765.0,0.0,0.0,0.0,765.0
115,13,79.0,8,13,4.0,93.0,0.0,0.0,0.0,93.0
115,13,79.0,8,15,7.0,25.0,0.0,0.0,0.0,25.0
115,13,79.0,8,15,13.0,523.0,0.0,0.0,0.0,523.0
115,13,79.0,8,15,16.0,130.0,0.0,0.0,0.0,130.0
115,13,79.0,8,15,2.0,0.0,13.0,0.0,0.0,13.0
115,13,79.0,8,15,4.0,42.0,0.0,0.0,0.0,42.0
115,13,79.0,8,15,19.0,139.0,0.0,0.0,0.0,139.0
115,13,79.0,8,15,3.0,802.0,30.0,0.0,0.0,832.0
115,13,79.0,8,15,8.0,21.0,0.0,0.0,0.0,21.0
115,13,79.0,8,15,1.0,192.0,0.0,0.0,0.0,192.0
115,13,79.0,8,15,6.0,343.0,5.0,0.0,0.0,348.0
115,13,79.0,8,20,1.0,378.0,0.0,0.0,0.0,378.0
115,13,79.0,8,20,19.0,174.0,0.0,0.0,0.0,174.0
115,13,79.0,8,20,15.0,378.0,0.0,0.0,0.0,378.0
115,13,79.0,8,20,6.0,454.0,0.0,0.0,0.0,454.0
115,13,79.0,8,20,3.0,1770.0,10.0,0.0,5.0,1785.0
115,13,79.0,8,20,7.0,46.0,0.0,0.0,0.0,46.0
115,13,79.0,8,20,13.0,907.0,0.0,0.0,0.0,907.0
115,13,79.0,8,20,2.0,0.0,10.0,0.0,0.0,10.0
115,13,79.0,8,20,8.0,33.0,0.0,0.0,0.0,33.0
