tinh,huyen,xa,diaban,hoso,quyen,tsphieu,ttnt,dantoc,phdich,dtv,dt,tinh06,huyen06,xa06,diaban06,ttnt06,hoso06,ghepho,ngaydt,thangdt,tsnguoi,m1b1,tsmuc1b,m1c1,tsmuc1c,m1d1,m2act,m2atn
813,19,13.0,12,14,1,1,2,5,2,26,11,813,19.0,13.0,12.0,2.0,14.0,1,13,6,2,2,,2,,1,0,0
813,19,13.0,12,15,1,1,2,1,2,27,11,813,19.0,13.0,12.0,2.0,15.0,1,13,6,5,2,,2,,1,50,0
813,19,13.0,12,20,1,1,2,1,2,27,11,0,,,,,,0,19,6,4,2,,2,,2,130,0
813,21,1.0,2,13,1,1,1,1,2,30,13,813,21.0,1.0,2.0,1.0,19.0,1,20,10,6,2,,2,,1,6000,0
813,21,1.0,2,15,1,1,1,1,2,30,13,813,21.0,1.0,2.0,1.0,15.0,1,14,10,4,2,,2,,1,0,0
813,21,1.0,2,20,1,1,1,1,2,30,13,813,21.0,1.0,2.0,1.0,20.0,1,16,10,6,2,,2,,1,955,0
813,21,5.0,9,13,1,1,2,1,2,30,13,0,,,,,,0,2,7,5,2,,2,,2,400,0
813,21,5.0,9,14,1,1,2,1,2,30,13,0,,,,,,0,4,7,6,2,,2,,2,295,0
813,21,5.0,9,15,1,1,2,1,2,31,13,0,,,,,,0,18,7,4,2,,2,,2,1347,0
813,21,13.0,2,13,1,1,1,1,2,30,13,0,,,,,,0,19,6,6,2,,2,,2,0,0
813,21,13.0,2,14,1,1,1,1,2,30,13,0,,,,,,0,29,6,6,1,3.0,2,,2,320,0
813,21,13.0,2,20,1,1,1,1,2,31,13,0,,,,,,0,7,7,9,2,,2,,2,0,0
813,24,3.0,37,13,1,1,2,1,2,29,12,0,,,,,,0,20,6,5,2,,2,,2,2205,0
813,24,3.0,37,14,1,1,2,1,2,28,12,0,,,,,,0,20,6,8,2,,2,,2,968,0
813,24,3.0,37,15,1,1,2,1,2,28,12,0,,,,,,0,3,7,5,2,,2,,2,1717,0
815,15,3.0,12,14,1,1,1,1,2,4,1,815,15.0,3.0,12.0,1.0,14.0,1,21,9,9,1,1.0,2,,1,6880,0
815,15,3.0,12,15,1,1,1,1,2,2,1,0,,,,,,0,20,9,5,2,,2,,2,8280,0
815,15,3.0,12,19,1,1,1,1,2,4,1,0,,,,,,0,20,9,4,2,,2,,2,4840,32
815,15,5.0,30,13,1,1,1,1,2,2,1,0,,,,,,0,3,7,3,2,,2,,2,3610,0
815,15,5.0,30,14,1,1,1,1,2,3,1,0,,,,,,0,1,7,2,2,,2,,2,13320,1726
815,15,5.0,30,15,1,1,1,4,2,3,1,0,,,,,,0,3,7,4,2,,2,,2,8490,0
815,15,9.0,24,13,1,1,1,1,2,4,1,0,,,,,,0,25,9,6,2,,2,,2,11075,0
815,15,9.0,24,14,1,1,1,1,2,4,1,0,,,,,,0,27,9,3,1,1.0,1,1.0,2,5500,0
815,15,9.0,24,15,1,1,1,1,2,2,1,0,,,,,,0,27,9,6,2,,2,,2,0,0
815,15,15.0,8,13,1,1,1,1,2,4,1,815,15.0,15.0,8.0,1.0,13.0,1,3,10,7,2,,2,,1,5750,0
815,15,15.0,8,14,1,1,1,1,2,4,1,0,,,,,,0,4,10,3,2,,2,,2,780,0
815,15,15.0,8,15,1,1,1,1,2,2,1,815,15.0,15.0,8.0,1.0,15.0,1,3,10,5,2,,2,,1,2900,0
815,15,19.0,9,13,1,1,1,1,2,3,1,0,,,,,,0,22,6,7,2,,2,,2,4360,0
815,15,19.0,9,14,1,1,1,1,2,1,1,815,15.0,19.0,9.0,1.0,19.0,1,23,6,4,2,,2,,1,2460,48
815,15,19.0,9,15,1,1,1,1,2,3,1,815,15.0,19.0,9.0,1.0,15.0,1,24,6,2,2,,2,,1,0,0
815,15,23.0,25,13,1,1,1,1,2,3,1,0,,,,,,0,15,6,7,2,,2,,2,3860,0
815,15,23.0,25,14,1,1,1,1,2,3,1,0,,,,,,0,17,6,2,2,,2,,2,0,0
815,15,23.0,25,15,1,1,1,1,2,1,1,0,,,,,,0,15,6,3,2,,2,,2,0,0
815,17,1.0,13,13,1,1,1,1,2,5,2,815,17.0,1.0,13.0,1.0,13.0,1,23,6,4,2,,2,,1,720,19
815,17,1.0,13,14,1,1,1,1,2,6,2,815,17.0,1.0,13.0,1.0,14.0,1,22,6,4,2,,2,,1,2065,0
815,17,1.0,13,15,1,1,1,1,2,6,2,815,17.0,1.0,13.0,1.0,15.0,1,24,6,6,2,,2,,1,0,0
815,17,3.0,15,13,1,1,1,1,2,5,2,0,,,,,,0,26,9,7,2,,2,,2,2697,72
815,17,3.0,15,14,1,1,1,1,2,6,2,815,17.0,3.0,15.0,1.0,14.0,1,27,9,5,2,,2,,1,4000,0
815,17,3.0,15,15,1,1,1,1,2,6,2,815,17.0,3.0,15.0,1.0,15.0,1,29,9,5,2,,2,,1,0,0
815,17,5.0,17,13,1,1,1,1,2,6,2,815,17.0,5.0,17.0,1.0,13.0,1,19,9,6,2,,1,1.0,1,0,0
815,17,5.0,17,14,1,1,1,1,2,7,2,815,17.0,5.0,17.0,1.0,14.0,1,20,9,1,2,,2,,1,0,0
815,17,5.0,17,15,1,1,1,1,2,5,2,815,17.0,5.0,17.0,1.0,15.0,1,20,9,2,2,,2,,1,0,0
815,17,7.0,26,13,1,1,1,1,2,5,2,815,17.0,7.0,26.0,1.0,13.0,1,14,6,3,2,,2,,1,0,0
815,17,7.0,26,14,1,1,1,1,2,7,2,815,17.0,7.0,26.0,1.0,14.0,1,11,6,3,2,,2,,1,0,0
815,17,7.0,26,15,1,1,1,1,2,6,2,815,17.0,7.0,26.0,1.0,15.0,1,16,6,5,2,,2,,1,0,0
815,19,1.0,20,13,1,1,1,1,2,8,3,815,19.0,1.0,20.0,1.0,13.0,1,28,6,3,2,,2,,1,0,0
815,19,1.0,20,14,1,1,1,1,2,8,3,815,19.0,1.0,20.0,1.0,14.0,1,29,6,4,2,,2,,1,3680,0
815,19,1.0,20,15,1,1,1,1,2,8,3,815,19.0,1.0,20.0,1.0,15.0,1,30,6,9,2,,2,,1,7440,0
815,19,7.0,24,13,1,1,1,1,2,9,3,0,,,,,,0,15,6,2,2,,2,,2,0,0
815,19,7.0,24,14,1,1,1,1,2,8,3,0,,,,,,0,17,6,4,2,,2,,2,1970,0
815,19,7.0,24,15,1,1,1,1,2,9,3,0,,,,,,0,19,6,3,2,,1,1.0,2,2520,0
815,21,1.0,25,13,1,1,1,1,2,10,4,815,21.0,1.0,25.0,1.0,13.0,1,22,6,6,2,,2,,1,710,42
815,21,1.0,25,14,1,1,1,1,2,10,4,815,21.0,1.0,25.0,1.0,14.0,1,24,6,5,2,,2,,1,1347,29
815,21,1.0,25,15,1,1,1,1,2,10,4,0,,,,,,0,28,6,1,1,1.0,2,,2,0,0
815,21,11.0,21,13,1,1,1,1,2,11,4,815,21.0,11.0,21.0,1.0,13.0,1,17,9,3,2,,2,,1,820,0
815,21,11.0,21,14,1,1,1,1,2,10,4,815,21.0,11.0,21.0,1.0,14.0,1,20,9,7,2,,2,,1,0,0
815,21,11.0,21,15,1,1,1,1,2,10,4,815,21.0,11.0,21.0,1.0,15.0,1,20,9,4,2,,2,,1,0,0
815,23,1.0,41,13,1,1,1,1,2,12,5,0,,,,,,0,2,7,6,2,,2,,2,16700,0
815,23,1.0,41,14,1,1,1,1,2,12,5,0,,,,,,0,30,6,4,2,,2,,2,2908,0
815,23,1.0,41,15,1,1,1,1,2,12,5,0,,,,,,0,1,7,5,2,,2,,2,8868,0
815,23,3.0,6,13,1,1,2,1,2,12,5,815,23.0,3.0,6.0,2.0,13.0,1,26,6,3,2,,1,1.0,1,5170,0
815,23,3.0,6,14,1,1,2,1,2,12,5,815,23.0,3.0,6.0,2.0,14.0,1,27,6,7,2,,2,,1,414,0
815,23,3.0,6,15,1,1,2,1,2,12,5,815,23.0,3.0,6.0,2.0,15.0,1,28,6,3,2,,1,1.0,1,478,0
815,23,5.0,5,13,1,1,2,1,2,12,5,815,23.0,5.0,5.0,2.0,13.0,1,24,6,4,2,,2,,1,284,0
815,23,5.0,5,14,1,1,2,1,2,12,5,815,23.0,5.0,5.0,2.0,14.0,1,25,6,3,2,,2,,1,0,0
815,23,5.0,5,15,1,1,2,1,2,12,5,815,23.0,5.0,5.0,2.0,15.0,1,26,6,6,2,,2,,1,356,0
815,23,9.0,56,13,1,1,2,1,2,14,5,0,,,,,,0,23,9,5,2,,2,,2,0,0
815,23,9.0,56,14,1,1,2,1,2,15,5,0,,,,,,0,23,9,4,2,,2,,2,0,0
815,23,9.0,56,15,1,1,2,1,2,13,5,0,,,,,,0,23,9,7,2,,2,,2,2074,0
815,23,11.0,2,13,1,1,2,1,2,14,5,0,,,,,,0,21,9,4,2,,2,,2,6000,0
815,23,11.0,2,14,1,1,2,1,2,15,5,0,,,,,,0,19,9,1,2,,2,,2,0,0
815,23,11.0,2,15,1,1,2,1,2,12,5,0,,,,,,0,20,9,3,2,,2,,2,0,0
815,23,15.0,6,13,1,1,2,1,2,13,5,815,23.0,15.0,6.0,2.0,13.0,1,14,6,4,2,,1,3.0,1,3615,0
815,23,15.0,6,14,1,1,2,1,2,14,5,815,23.0,15.0,6.0,2.0,14.0,1,13,6,2,2,,2,,1,0,0
815,23,15.0,6,15,1,1,2,1,2,15,5,815,23.0,15.0,6.0,2.0,15.0,1,15,6,3,2,,2,,1,0,0
815,25,3.0,17,13,1,1,2,1,2,16,6,0,,,,,,0,20,9,3,2,,2,,2,372,0
815,25,3.0,17,14,1,1,2,1,2,16,6,0,,,,,,0,21,9,6,2,,2,,2,231,0
815,25,3.0,17,15,1,1,2,1,2,16,6,0,,,,,,0,19,9,3,2,,2,,2,0,0
815,25,5.0,26,13,1,1,2,1,2,16,6,0,,,,,,0,28,9,9,2,,2,,2,685,0
815,25,5.0,26,14,1,1,2,1,2,16,6,0,,,,,,0,27,9,2,2,,2,,2,0,0
815,25,5.0,26,15,1,1,2,1,2,16,6,0,,,,,,0,29,9,4,2,,2,,2,595,0
815,25,7.0,6,13,1,1,2,1,2,16,6,815,25.0,7.0,6.0,2.0,13.0,1,2,7,5,2,,2,,1,39746,0
815,25,7.0,6,14,1,1,2,1,2,16,6,815,25.0,7.0,6.0,2.0,14.0,1,4,7,4,2,,1,2.0,1,0,0
815,25,7.0,6,15,1,1,2,1,2,16,6,815,25.0,7.0,6.0,2.0,15.0,1,5,7,3,2,,1,1.0,1,1007,0
815,25,15.0,5,13,1,1,2,1,2,16,6,0,,,,,,0,28,6,8,2,,2,,2,0,0
815,25,15.0,5,14,1,1,2,1,2,16,6,0,,,,,,0,29,6,4,2,,2,,2,316,0
815,25,15.0,5,15,1,1,2,1,2,16,6,0,,,,,,0,30,6,6,2,,2,,2,0,0
815,25,17.0,47,13,1,1,2,1,2,16,6,815,25.0,17.0,47.0,2.0,13.0,1,15,6,5,2,,2,,1,0,0
815,25,17.0,47,14,1,1,2,1,2,16,6,815,25.0,17.0,47.0,2.0,14.0,1,16,6,4,2,,2,,1,896,0
815,25,17.0,47,15,1,1,2,1,2,16,6,815,25.0,17.0,47.0,2.0,15.0,1,16,6,6,2,,2,,1,2007,0
815,27,3.0,22,13,1,1,1,5,2,19,7,0,,,,,,0,20,6,5,2,,2,,2,0,0
815,27,3.0,22,14,1,1,1,1,2,20,7,0,,,,,,0,23,6,4,2,,2,,2,130,0
815,27,3.0,22,15,1,1,1,1,2,21,7,0,,,,,,0,29,6,4,2,,2,,2,130,90
815,27,11.0,23,13,1,1,2,1,2,19,7,815,27.0,11.0,23.0,2.0,19.0,1,28,6,5,2,,2,,1,0,0
815,27,11.0,23,14,1,1,2,1,2,20,7,815,27.0,11.0,23.0,2.0,14.0,1,30,6,3,2,,2,,1,0,0
815,27,11.0,23,15,1,1,2,1,2,21,7,815,27.0,11.0,23.0,2.0,15.0,1,1,7,2,2,,2,,1,0,0
815,27,13.0,16,13,1,1,2,5,2,19,7,0,,,,,,0,11,6,6,2,,2,,2,202,52
815,27,13.0,16,14,1,1,2,5,2,21,7,0,,,,,,0,12,6,7,2,,2,,2,0,0
815,27,13.0,16,15,1,1,2,1,2,20,7,0,,,,,,0,14,6,3,2,,1,1.0,2,0,0
815,27,19.0,38,13,1,1,2,1,2,21,7,815,27.0,19.0,38.0,2.0,13.0,1,23,9,2,2,,1,1.0,1,0,0
815,27,19.0,38,14,1,1,2,1,2,19,7,815,27.0,19.0,38.0,2.0,14.0,1,24,9,4,2,,2,,1,870,0
815,27,19.0,38,15,1,1,2,1,2,20,7,815,27.0,19.0,38.0,2.0,15.0,1,25,9,4,2,,2,,1,520,0
815,27,23.0,22,13,1,1,2,1,2,19,7,0,,,,,,0,16,9,4,2,,2,,2,435,0
815,27,23.0,22,14,1,1,2,1,2,20,7,0,,,,,,0,17,9,5,2,,1,1.0,2,350,0
815,27,23.0,22,15,1,1,2,1,2,21,7,0,,,,,,0,18,9,3,2,,2,,2,0,0
815,29,1.0,45,13,1,1,2,1,2,24,8,0,,,,,,0,5,7,5,2,,2,,2,1450,0
815,29,1.0,45,14,1,1,2,1,2,23,8,0,,,,,,0,6,7,6,2,,2,,2,592,85
815,29,1.0,45,15,1,1,2,1,2,22,8,0,,,,,,0,4,7,3,2,,2,,2,325,0
815,29,3.0,15,13,1,1,2,1,2,24,8,815,29.0,3.0,15.0,2.0,13.0,1,23,6,2,2,,2,,1,0,0
815,29,3.0,15,14,1,1,2,1,2,24,8,815,29.0,3.0,15.0,2.0,14.0,1,21,6,3,2,,1,1.0,1,1650,0
815,29,3.0,15,15,1,1,2,1,2,23,8,815,29.0,3.0,15.0,2.0,15.0,1,27,6,5,2,,2,,1,0,0
815,29,5.0,58,13,1,1,2,1,2,24,8,815,29.0,5.0,58.0,2.0,13.0,1,27,9,2,2,,2,,1,0,0
815,29,5.0,58,14,1,1,2,1,2,24,8,815,29.0,5.0,58.0,2.0,14.0,1,29,9,9,2,,2,,1,2850,0
815,29,5.0,58,15,1,1,2,1,2,23,8,815,29.0,5.0,58.0,2.0,15.0,1,26,9,3,2,,2,,1,0,0
815,29,11.0,60,13,1,1,2,1,2,24,8,0,,,,,,0,18,6,4,2,,2,,2,585,0
815,29,11.0,60,14,1,1,2,1,2,24,8,0,,,,,,0,19,6,4,2,,2,,2,1290,0
815,29,11.0,60,15,1,1,2,1,2,23,8,0,,,,,,0,19,6,4,2,,2,,2,1595,0
816,1,3.0,14,13,1,1,1,1,2,11,30,816,1.0,3.0,14.0,1.0,13.0,1,6,6,4,2,,2,,1,825,0
816,1,3.0,14,14,1,1,1,1,2,21,30,816,1.0,3.0,14.0,1.0,14.0,1,6,6,3,2,,2,,1,835,0
816,1,3.0,14,15,1,1,1,1,2,31,30,816,1.0,3.0,14.0,1.0,15.0,1,6,6,3,2,,2,,1,1678,0
816,1,9.0,4,14,1,1,1,1,2,31,40,0,,,,,,0,17,9,3,2,,2,,2,953,112
816,1,9.0,4,15,1,1,1,1,2,31,40,0,,,,,,0,18,9,5,2,,2,,2,691,0
816,1,9.0,4,19,1,1,1,1,2,31,40,0,,,,,,0,17,9,4,2,,1,1.0,2,1600,0
816,1,13.0,22,13,1,1,2,1,2,31,40,0,,,,,,0,11,6,4,2,,2,,2,4384,0
816,1,13.0,22,14,1,1,2,1,2,31,40,0,,,,,,0,11,6,2,2,,2,,2,0,0
816,1,13.0,22,15,1,1,2,1,2,31,40,0,,,,,,0,12,6,4,2,,2,,2,0,0
816,3,1.0,20,13,1,1,1,1,2,11,10,816,3.0,1.0,20.0,1.0,13.0,1,4,7,5,2,,2,,1,0,0
816,3,1.0,20,14,1,1,1,1,2,11,10,816,3.0,1.0,20.0,1.0,14.0,1,6,7,4,2,,2,,1,0,0
816,3,1.0,20,15,1,1,1,1,2,11,10,816,3.0,1.0,20.0,1.0,15.0,1,8,7,6,2,,2,,1,1778,0
816,3,7.0,24,13,1,1,2,1,2,11,10,0,,,,,,0,10,7,5,2,,2,,2,0,0
816,3,7.0,24,14,1,1,2,1,2,11,10,0,,,,,,0,15,7,6,2,,2,,2,9217,0
816,3,7.0,24,15,1,1,2,1,2,11,10,0,,,,,,0,17,7,4,2,,2,,2,671,0
816,3,13.0,24,13,1,1,2,1,2,21,20,816,3.0,13.0,24.0,2.0,13.0,1,20,7,4,2,,2,,1,0,0
816,3,13.0,24,14,1,1,2,1,2,21,20,816,3.0,13.0,24.0,2.0,14.0,1,21,7,6,2,,2,,1,0,0
816,3,13.0,24,15,1,1,2,1,2,21,20,816,3.0,13.0,24.0,2.0,15.0,1,21,7,4,2,,2,,1,298,0
816,3,15.0,37,13,1,1,1,1,2,11,10,816,3.0,15.0,37.0,2.0,13.0,1,15,9,2,2,,2,,1,0,0
816,3,15.0,37,14,1,1,1,1,2,11,10,816,3.0,15.0,37.0,2.0,14.0,1,17,9,4,2,,2,,1,7227,4299
816,3,15.0,37,15,1,1,1,5,2,11,10,816,3.0,15.0,37.0,2.0,15.0,1,29,9,4,2,,2,,1,1180,2322
816,5,3.0,28,13,1,1,2,1,2,11,10,816,5.0,3.0,28.0,2.0,13.0,1,12,6,3,2,,2,,1,0,0
816,5,3.0,28,14,1,1,2,1,2,11,10,816,5.0,3.0,28.0,2.0,14.0,1,15,6,7,2,,2,,1,2912,60
816,5,3.0,28,15,1,1,2,1,2,11,10,816,5.0,3.0,28.0,2.0,15.0,1,18,6,5,2,,2,,1,0,0
816,5,5.0,1,13,1,1,2,1,2,11,10,816,5.0,5.0,1.0,2.0,13.0,1,21,9,4,2,,2,,1,3722,27
816,5,5.0,1,14,1,1,2,1,2,11,10,816,5.0,5.0,1.0,2.0,14.0,1,23,9,3,2,,2,,1,0,0
816,5,5.0,1,15,1,1,2,1,2,11,10,816,5.0,5.0,1.0,2.0,15.0,1,22,9,4,2,,2,,1,340,0
816,5,9.0,62,14,1,1,2,1,2,11,10,0,,,,,,0,23,6,5,2,,2,,2,200,0
816,5,9.0,62,15,1,1,2,1,2,11,10,0,,,,,,0,27,6,5,2,,1,1.0,2,616,54
816,5,9.0,62,20,1,1,2,1,2,11,10,0,,,,,,0,27,6,5,2,,2,,2,3631,0
816,5,15.0,36,13,1,1,2,1,2,11,10,816,5.0,15.0,36.0,2.0,13.0,1,30,9,2,2,,2,,1,0,0
816,5,15.0,36,14,1,1,2,1,2,11,10,816,5.0,15.0,36.0,2.0,14.0,1,1,10,7,2,,2,,1,1405,0
816,5,15.0,36,15,1,1,2,1,2,11,10,816,5.0,15.0,36.0,2.0,19.0,1,3,10,5,2,,2,,1,0,0
816,7,1.0,31,13,1,1,1,1,2,11,10,816,7.0,1.0,31.0,1.0,13.0,1,19,7,2,2,,2,,1,0,0
816,7,1.0,31,14,1,1,1,1,2,11,10,816,7.0,1.0,31.0,1.0,14.0,1,22,7,5,2,,1,1.0,1,0,0
816,7,1.0,31,15,1,1,1,1,2,11,10,816,7.0,1.0,31.0,1.0,15.0,1,24,7,2,2,,2,,1,0,0
816,7,7.0,37,13,1,1,2,1,2,21,20,0,,,,,,0,25,6,3,2,,2,,2,0,0
816,7,7.0,37,14,1,1,2,1,2,21,20,0,,,,,,0,19,6,4,2,,2,,2,888,0
816,7,7.0,37,15,1,1,2,1,2,21,20,0,,,,,,0,21,6,4,2,,2,,2,175,0
816,7,13.0,20,13,1,1,2,1,2,11,10,0,,,,,,0,11,10,2,2,,2,,2,0,0
816,7,13.0,20,14,1,1,2,1,2,11,10,0,,,,,,0,13,10,1,2,,2,,2,0,0
816,7,13.0,20,15,1,1,2,1,2,11,10,0,,,,,,0,15,10,4,2,,2,,2,599,0
816,7,17.0,11,13,1,1,2,1,2,11,10,816,7.0,17.0,11.0,2.0,13.0,1,7,8,3,2,,1,1.0,1,0,0
816,7,17.0,11,14,1,1,2,1,2,11,10,816,7.0,17.0,11.0,2.0,14.0,1,9,8,4,2,,2,,1,378,0
816,7,17.0,11,19,1,1,2,1,2,11,10,0,,,,,,0,12,8,4,2,,2,,2,357,8
816,7,21.0,20,13,1,1,2,1,2,21,20,816,7.0,21.0,20.0,2.0,13.0,1,20,6,4,2,,1,1.0,1,325,0
816,7,21.0,20,15,1,1,2,1,2,21,20,816,7.0,21.0,20.0,2.0,15.0,1,20,6,4,2,,1,1.0,1,425,0
816,7,21.0,20,19,1,1,2,1,2,21,20,0,,,,,,0,19,6,4,2,,2,,2,200,0
816,7,23.0,46,13,1,1,2,5,2,21,20,0,,,,,,0,16,6,5,2,,2,,2,358,76
816,7,23.0,46,14,1,1,2,5,2,21,20,0,,,,,,0,20,6,3,2,,1,3.0,2,0,0
816,7,23.0,46,15,1,1,2,1,2,21,20,0,,,,,,0,18,6,4,2,,2,,2,385,37
816,7,27.0,42,13,1,1,2,1,2,21,20,0,,,,,,0,8,10,5,2,,2,,2,0,0
816,7,27.0,42,14,1,1,2,1,2,21,20,0,,,,,,0,10,10,2,2,,1,3.0,2,0,0
816,7,27.0,42,15,1,1,2,1,2,21,20,0,,,,,,0,12,10,3,2,,2,,2,0,0
816,7,29.0,8,13,1,1,1,1,2,11,10,0,,,,,,0,29,7,3,2,,2,,2,845,0
816,7,29.0,8,14,1,1,1,1,2,11,10,0,,,,,,0,31,7,4,2,,2,,2,3835,140
816,7,29.0,8,15,1,1,1,1,2,11,10,0,,,,,,0,2,8,3,2,,2,,2,0,0
816,7,31.0,12,13,1,1,2,1,2,21,20,816,7.0,31.0,12.0,2.0,13.0,1,15,6,5,2,,1,3.0,1,0,0
816,7,31.0,12,14,1,1,2,1,2,21,20,816,7.0,31.0,12.0,2.0,14.0,1,17,6,3,2,,2,,1,0,0
816,7,31.0,12,15,1,1,2,1,2,21,20,816,7.0,31.0,12.0,2.0,15.0,1,16,6,5,2,,2,,1,644,0
816,9,3.0,19,13,1,1,2,5,2,21,20,0,,,,,,0,1,10,4,2,,2,,2,434,0
816,9,3.0,19,14,1,1,2,1,2,21,20,0,,,,,,0,3,10,4,2,,1,1.0,2,429,44
816,9,3.0,19,15,1,1,2,1,2,21,20,0,,,,,,0,5,10,5,2,,1,2.0,2,265,0
816,9,5.0,24,13,1,1,2,1,2,21,20,816,9.0,5.0,24.0,2.0,13.0,1,6,7,4,2,,2,,1,259,0
816,9,5.0,24,14,1,1,2,1,2,21,20,816,9.0,5.0,24.0,2.0,14.0,1,10,7,4,2,,1,1.0,1,0,0
816,9,5.0,24,15,1,1,2,1,2,21,20,816,9.0,5.0,24.0,2.0,15.0,1,21,7,2,2,,2,,1,0,0
816,9,7.0,2,13,1,1,2,1,2,21,20,816,9.0,7.0,2.0,2.0,14.0,1,22,10,5,2,,2,,1,0,0
816,9,7.0,2,14,1,1,2,1,2,21,20,816,9.0,7.0,2.0,2.0,15.0,1,24,10,7,2,,1,2.0,1,703,0
816,9,7.0,2,15,1,1,2,1,2,21,20,0,,,,,,0,26,10,9,2,,2,,2,0,0
816,9,9.0,50,13,1,1,2,1,2,31,30,816,9.0,9.0,50.0,2.0,14.0,1,21,6,5,2,,2,,1,1084,0
816,9,9.0,50,14,1,1,2,1,2,31,30,816,9.0,9.0,50.0,2.0,15.0,1,19,6,4,2,,2,,1,280,0
816,9,9.0,50,15,1,1,2,1,2,31,30,816,9.0,9.0,50.0,2.0,20.0,1,17,6,12,2,,2,,1,391,0
816,9,11.0,12,13,1,1,2,1,2,31,40,0,,,,,,0,24,6,4,2,,2,,2,736,60
816,9,11.0,12,14,1,1,2,1,2,31,40,0,,,,,,0,26,6,3,2,,2,,2,335,0
816,9,11.0,12,15,1,1,2,1,2,31,40,0,,,,,,0,25,6,6,2,,2,,2,0,0
816,9,17.0,21,14,1,1,2,1,2,33,30,0,,,,,,0,7,7,3,2,,2,,2,0,0
816,9,17.0,21,15,1,1,2,1,2,31,30,0,,,,,,0,1,7,5,2,,2,,2,0,0
816,9,17.0,21,19,1,1,2,1,2,31,30,0,,,,,,0,4,7,8,2,,2,,2,280,0
816,11,1.0,20,13,1,1,1,1,2,31,30,0,,,,,,0,13,10,3,2,,2,,2,0,0
816,11,1.0,20,14,1,1,1,1,2,31,30,0,,,,,,0,14,10,3,2,,2,,2,2600,50
816,11,1.0,20,15,1,1,1,1,2,31,30,0,,,,,,0,15,10,5,2,,2,,2,980,0
816,11,3.0,22,13,1,1,2,1,2,31,40,0,,,,,,0,7,7,6,2,,1,1.0,2,2910,0
816,11,3.0,22,14,1,1,2,1,2,31,40,0,,,,,,0,9,7,2,2,,2,,2,0,0
816,11,3.0,22,15,1,1,2,1,2,33,40,0,,,,,,0,9,7,4,2,,2,,2,1090,0
816,11,7.0,30,13,1,1,2,1,2,21,20,0,,,,,,0,28,6,5,2,,1,1.0,2,0,0
816,11,7.0,30,14,1,1,2,1,2,21,20,0,,,,,,0,27,6,6,2,,1,1.0,2,1255,0
816,11,7.0,30,15,1,1,2,1,2,21,20,0,,,,,,0,30,6,6,2,,2,,2,319,0
816,11,9.0,25,13,1,1,2,1,2,31,30,0,,,,,,0,1,10,8,2,,2,,2,811,0
816,11,9.0,25,14,1,1,2,1,2,31,30,0,,,,,,0,2,10,4,2,,2,,2,0,0
816,11,9.0,25,15,1,1,2,1,2,31,30,0,,,,,,0,3,10,4,2,,2,,2,1558,10
816,11,13.0,24,13,1,1,2,1,2,31,40,816,11.0,13.0,24.0,2.0,13.0,1,21,7,3,2,,2,,1,0,0
816,11,13.0,24,14,1,1,2,1,2,31,40,0,,,,,,0,23,7,6,2,,2,,2,5513,0
816,11,13.0,24,15,1,1,2,1,2,31,40,816,11.0,13.0,24.0,2.0,15.0,1,25,7,4,2,,2,,1,550,0
816,11,15.0,58,13,1,1,2,5,2,31,30,816,11.0,15.0,58.0,2.0,13.0,1,6,10,2,2,,2,,1,0,0
816,11,15.0,58,14,1,1,2,5,2,31,30,816,11.0,15.0,58.0,2.0,14.0,1,7,10,3,2,,2,,1,0,0
816,11,15.0,58,15,1,1,2,5,2,31,30,816,11.0,15.0,58.0,2.0,15.0,1,8,10,4,2,,2,,1,80,30
816,11,17.0,30,13,1,1,2,1,2,31,30,0,,,,,,0,19,8,3,2,,1,1.0,2,225,39
816,11,17.0,30,14,1,1,2,1,2,31,30,0,,,,,,0,17,8,2,2,,2,,2,0,0
816,11,17.0,30,15,1,1,2,1,2,31,30,0,,,,,,0,15,8,5,2,,2,,2,0,0
817,1,7.0,9,13,1,1,1,1,2,2,1,817,1.0,7.0,9.0,1.0,13.0,1,22,6,4,2,,2,,1,0,0
817,1,7.0,9,14,1,1,1,1,2,3,1,817,1.0,7.0,9.0,1.0,14.0,1,20,6,4,2,,2,,1,0,0
817,1,7.0,9,15,1,1,1,1,2,1,1,0,,,,,,0,27,6,5,2,,2,,2,1689,0
817,1,11.0,12,13,1,1,1,1,2,2,1,0,,,,,,0,21,9,4,2,,1,1.0,2,0,0
817,1,11.0,12,14,1,1,1,4,2,1,1,0,,,,,,0,24,9,4,2,,2,,2,855,0
817,1,11.0,12,15,1,1,1,1,2,3,1,0,,,,,,0,16,9,6,2,,2,,2,1350,168
817,1,17.0,16,13,1,1,1,5,2,2,1,817,1.0,17.0,16.0,1.0,13.0,1,29,6,3,2,,2,,1,230,0
817,1,17.0,16,14,1,1,1,5,2,3,1,817,1.0,17.0,16.0,1.0,19.0,1,6,7,4,2,,2,,1,0,0
817,1,17.0,16,15,1,1,1,5,2,1,1,817,1.0,17.0,16.0,1.0,15.0,1,6,7,6,2,,1,1.0,1,1545,0
817,3,1.0,6,13,1,1,1,1,2,7,2,817,3.0,1.0,6.0,1.0,13.0,1,14,9,3,2,,2,,1,1190,0
817,3,1.0,6,15,1,1,1,1,2,2,2,817,3.0,1.0,6.0,1.0,15.0,1,16,9,5,2,,2,,1,184,0
