tinh,huyen,xa,m3tt1,m3c6,m3c7,m3c8,m3c9,m3c10,m3c11,m3c12
107,03,29,4,93,4,4,1,1,18,18
107,03,35,1,14,5,4,1,2,15,15
107,03,35,2,14,5,5,1,2,-2,-2
107,05,09,1,20,3,2,1,1,11,10
107,05,09,2,20,3,2,2,1,10,9
107,05,09,3,20,3,2,2,1,8,7
107,05,09,4,20,3,2,1,1,15,13
107,05,09,5,20,3,2,2,1,7,6
107,05,17,1,10,4,4,1,1,12,6
107,05,17,2,10,4,4,1,1,15,9
107,05,17,3,10,4,4,1,1,17,8
107,05,17,4,10,4,4,1,1,15,9
107,05,17,5,10,4,4,1,1,20,10
107,05,29,1,23,3,5,1,1,44,24
107,05,37,1,13,5,4,1,1,-2,-2
107,05,37,2,15,5,4,1,1,-2,-2
107,05,45,1,14,5,4,1,2,110,98
107,05,45,2,14,5,4,1,2,200,195
107,05,45,3,14,5,4,1,2,180,180
107,05,45,4,41,3,4,1,1,6,0
107,05,45,5,41,3,4,1,1,10,0
107,07,09,1,14,4,5,1,2,40,35
107,07,09,2,30,2,5,1,2,30,30
107,07,15,1,10,4,3,1,1,20,15
107,07,15,2,49,4,5,1,1,30,30
107,07,15,3,30,4,5,1,1,50,50
107,07,21,1,14,4,4,1,1,50,50
107,07,21,2,46,4,3,1,1,4,2
107,07,21,3,15,4,5,1,2,30,2
107,07,21,4,10,5,5,1,2,50,50
107,07,21,5,14,4,5,1,2,70,60
107,07,29,1,14,4,5,1,2,80,73
107,07,29,2,14,4,5,1,2,40,34
107,07,29,3,15,4,5,1,2,30,30
107,07,39,1,15,4,5,1,2,20,20
107,07,39,2,50,4,5,1,1,25,4
107,07,39,3,15,4,5,1,2,20,20
107,07,49,1,23,2,5,1,1,25,9
107,07,49,2,15,4,5,1,2,115,115
107,07,49,3,15,4,5,1,2,10,10
107,09,09,1,17,4,4,1,1,60,10
107,09,09,2,23,4,3,1,1,20,5
107,09,09,3,21,4,5,1,1,10,3
107,09,09,4,23,4,5,1,1,30,4
107,09,09,5,23,4,5,1,1,30,5
107,09,17,1,15,4,5,1,2,70,70
107,09,25,1,23,4,5,1,2,10,5
107,09,25,2,15,4,4,1,2,18,18
107,09,33,1,15,4,4,1,2,40,38
107,09,33,2,23,4,4,1,2,10,4
107,09,43,1,23,4,4,1,1,52,0
107,09,43,2,23,4,4,1,1,40,10
107,09,43,3,23,2,3,1,1,40,15
107,09,43,4,23,2,5,1,1,60,20
107,09,49,1,30,2,1,1,1,5,2
107,09,49,2,30,4,5,1,1,15,3
107,09,49,3,23,4,5,1,1,8,1
107,11,13,1,14,5,9,1,2,-2,-2
107,11,13,2,23,4,9,1,2,-2,-2
107,11,13,3,14,4,9,1,2,-2,-2
107,11,13,4,17,4,9,1,2,-2,-2
107,11,13,5,23,4,9,1,2,-2,-2
107,11,21,1,14,5,9,1,2,-2,-2
107,11,21,2,15,4,9,1,2,-2,-2
107,11,21,3,23,4,9,1,2,-2,-2
107,11,21,4,23,4,9,1,2,-2,-2
107,11,21,5,14,5,9,1,2,-2,-2
107,11,29,1,26,4,9,1,2,-2,-2
107,11,29,2,14,5,9,1,2,-2,-2
107,11,29,3,23,4,9,1,2,-2,-2
107,11,29,4,13,4,9,1,2,-2,-2
107,11,29,5,15,4,4,1,1,-2,-2
107,11,39,1,14,5,3,1,2,-2,-2
107,11,39,2,14,4,3,1,2,-2,-2
107,11,39,3,23,4,3,1,2,-2,-2
107,11,39,4,13,5,3,1,2,-2,-2
107,11,39,5,15,4,3,1,2,-2,-2
107,13,07,1,41,3,3,1,1,12,2
107,13,07,2,31,3,2,1,1,8,0
107,13,07,3,38,3,1,1,1,10,4
107,13,07,4,38,3,3,1,1,7,3
107,13,07,5,14,5,4,1,2,112,103
107,13,17,1,14,5,4,1,2,120,102
107,13,17,2,14,5,4,1,2,65,60
107,13,17,3,41,3,3,1,1,15,3
107,13,17,4,41,3,3,1,1,9,0
107,13,17,5,41,3,3,1,1,12,2
107,13,25,1,10,3,1,2,1,-2,-2
107,13,25,2,10,3,1,2,1,-2,-2
107,13,35,1,14,5,4,1,2,156,142
107,13,35,2,14,5,3,1,2,58,58
107,13,35,3,14,1,3,1,2,40,40
107,13,35,4,25,1,4,1,1,10,0
107,13,35,5,25,3,4,1,1,6,0
107,13,43,1,41,3,2,1,1,17,2
107,13,43,2,46,3,5,1,1,9,4
107,13,43,3,25,3,3,1,1,5,0
107,13,43,4,49,4,5,1,1,7,0
107,13,43,5,14,3,2,1,1,5,5
107,15,07,1,14,5,5,1,2,-2,-2
107,15,07,2,23,4,4,1,2,-2,-2
107,15,07,3,23,4,4,1,2,-2,-2
107,15,07,4,23,4,4,1,2,-2,-2
107,15,07,5,14,4,1,1,2,-2,-2
107,15,15,1,36,4,4,1,1,45,31
107,15,25,1,14,4,5,1,2,-2,-2
107,15,25,2,14,4,9,1,2,-2,-2
107,15,35,1,23,4,1,1,1,8,3
107,15,35,2,31,4,3,1,1,5,1
107,15,35,3,47,4,3,1,1,6,5
107,15,35,4,46,4,4,1,1,4,4
107,15,35,5,23,4,5,1,1,5,1
107,15,43,1,13,3,1,2,1,800,800
107,15,43,2,23,3,2,1,1,23,8
107,15,43,3,14,3,5,1,1,15,13
107,15,43,4,13,4,5,1,2,42,42
107,15,43,5,23,4,4,1,2,17,2
107,15,51,1,17,3,5,1,1,80,80
107,15,51,2,14,3,5,1,1,30,30
107,15,51,3,10,3,5,1,1,150,120
107,15,51,4,14,4,5,1,2,30,30
107,15,51,5,14,3,4,1,1,70,70
107,17,07,1,26,5,5,1,2,310,240
107,17,07,2,26,5,5,1,2,180,110
107,17,07,3,15,4,4,1,2,130,85
107,17,07,4,25,5,4,1,2,75,12
107,17,07,5,27,5,4,1,2,40,10
107,17,17,1,10,3,1,2,1,460,-2
107,17,17,2,15,4,4,1,2,320,190
107,17,17,3,26,5,5,1,2,42,30
107,17,17,4,27,5,4,1,2,38,21
107,17,17,5,14,5,4,1,2,30,25
107,17,29,1,15,4,4,1,2,180,130
107,17,29,2,32,5,5,1,2,120,100
107,17,29,3,14,5,4,1,1,-2,-2
107,17,29,4,15,4,5,1,2,90,55
107,17,29,5,25,5,4,1,2,70,30
107,17,37,1,16,3,1,2,1,1500,650
107,17,37,2,26,5,5,1,2,280,190
107,17,37,3,26,5,5,1,2,240,160
107,17,37,4,15,4,4,1,2,150,120
107,17,37,5,14,5,4,1,2,80,60
107,19,13,1,15,4,0,1,2,30,25
107,19,13,2,15,4,0,1,2,40,16
107,19,13,3,27,4,0,1,2,45,20
107,19,21,1,15,4,5,1,2,40,18
107,19,29,1,22,4,4,1,1,20,15
107,19,29,2,31,4,4,1,1,30,25
107,19,29,3,31,4,4,1,1,35,30
107,19,29,4,24,4,4,1,1,25,15
107,21,03,1,49,4,4,1,1,12,1
107,21,03,2,14,4,5,1,1,60,51
107,21,03,3,46,4,5,1,1,5,1
107,21,03,4,16,2,5,2,1,500,264
107,21,03,5,47,3,3,1,1,7,3
107,21,13,1,16,3,1,2,1,550,495
107,21,13,2,16,3,4,1,1,45,45
107,21,21,1,14,3,5,1,1,12,12
107,21,21,2,16,3,3,1,1,6,1
107,21,21,3,23,3,3,1,1,7,1
107,21,29,1,14,3,5,1,1,45,42
107,21,29,2,31,3,4,1,1,4,0
107,21,29,3,23,3,3,1,1,8,5
107,21,29,4,23,3,4,1,1,5,3
107,21,29,5,23,3,4,1,1,4,3
107,21,37,1,22,3,5,1,1,16,-2
107,21,37,2,20,4,5,1,1,-2,-2
107,21,37,3,22,3,5,1,1,7,-1
107,23,09,1,10,4,3,1,1,50,30
107,23,19,1,13,4,1,2,1,700,700
107,23,31,1,15,4,2,1,2,150,150
107,23,53,1,25,4,3,1,1,10,0
107,23,53,2,16,4,9,2,1,500,-2
109,02,03,1,20,4,4,1,1,13,7
109,02,03,2,20,4,3,1,1,19,2
109,02,03,3,20,4,4,1,1,31,18
109,02,03,4,20,4,4,1,1,27,13
109,02,03,5,21,4,3,1,1,12,5
109,02,09,1,18,5,5,1,2,12,12
109,02,09,2,20,4,3,1,2,10,0
109,02,15,1,15,4,5,1,1,75,21
109,02,15,2,45,4,5,1,1,20,3
109,02,15,3,52,4,5,1,1,8,4
109,02,15,4,15,4,5,1,1,120,40
109,02,19,1,14,4,1,1,1,23,16
109,02,19,2,28,5,5,1,2,34,21
109,02,19,3,36,4,4,1,2,20,8
109,02,19,4,14,3,1,1,1,10,4
109,02,19,5,14,3,1,1,1,13,7
109,03,37,1,15,3,1,2,1,5,2
109,03,37,2,26,3,1,1,1,20,8
109,03,37,3,26,3,1,1,1,24,11
109,03,37,4,26,3,1,1,1,18,8
109,03,49,1,21,3,2,2,2,25,10
109,04,05,1,18,4,4,1,1,25,20
109,04,05,2,19,5,4,1,1,32,25
109,04,05,3,36,4,4,1,1,6,-2
109,04,05,4,36,5,4,1,1,12,2
109,04,05,5,18,4,4,1,2,16,14
109,04,11,1,21,4,4,1,1,17,10
109,04,11,2,18,4,4,1,2,10,5
109,04,11,3,19,5,4,1,2,10,7
109,04,11,4,18,4,4,1,2,18,4
109,04,11,5,21,4,5,1,1,12,9
109,04,15,1,15,4,4,1,1,82,62
109,04,15,2,15,5,4,1,1,53,16
109,04,15,3,36,4,4,1,1,42,38
109,04,15,4,18,5,4,1,2,5,3
109,04,15,5,19,5,4,1,2,3,0
109,04,21,1,21,4,4,1,2,2,-1
109,04,21,2,15,4,4,1,2,4,-1
109,04,21,3,19,4,4,1,2,12,-1
109,04,21,4,22,4,5,1,2,7,-1
109,04,21,5,27,4,5,1,2,4,-1
109,04,29,1,22,4,5,1,2,36,20
109,04,29,2,31,4,5,1,1,13,2
109,04,29,3,24,5,5,1,2,48,44
109,04,29,4,15,4,4,1,1,16,10
109,04,29,5,15,4,5,1,1,9,5
109,05,03,1,26,4,1,2,2,250,140
109,05,11,1,26,5,4,1,1,5,2
109,05,11,2,15,2,4,1,1,13,10
109,05,17,1,64,2,4,1,1,7,3
109,05,21,1,28,4,5,1,1,45,25
109,06,05,1,10,3,2,1,1,6,2
109,06,05,2,36,3,1,1,1,4,2
109,06,11,1,37,3,4,1,1,12,6
109,06,11,2,17,3,5,1,1,18,15
109,06,11,3,18,4,5,1,1,80,76
109,06,15,1,45,3,2,1,1,10,4
109,06,15,2,15,3,2,1,1,45,24
109,06,21,1,20,3,4,2,1,180,176
109,06,21,2,28,3,4,1,1,3,0
109,06,21,3,28,3,5,1,1,2,0
109,06,27,1,37,4,3,1,1,60,50
109,06,27,2,31,4,4,1,1,15,5
109,06,27,3,17,4,5,1,1,20,18
109,06,27,4,25,4,5,1,1,10,8
109,06,33,1,15,3,1,1,1,1,1
109,06,33,2,15,3,3,1,1,15,6
109,06,33,3,45,3,1,1,1,12,5
109,06,39,1,36,3,1,2,1,-2,-2
109,06,45,1,28,3,3,1,1,3,0
109,06,45,2,60,3,4,1,1,6,0
109,06,45,3,21,4,4,1,1,10,4
109,06,45,4,18,4,5,1,1,8,6
109,07,03,1,28,3,3,2,1,350,210
109,07,03,2,28,2,3,1,1,187,63
109,07,03,3,21,4,5,1,1,120,90
109,07,03,4,18,4,5,1,1,20,15
109,07,03,5,51,4,5,1,1,14,2
109,07,09,1,18,5,3,1,2,40,40
109,07,17,1,18,5,5,1,2,25,10
109,07,17,2,21,4,5,1,2,5,2
109,07,23,1,18,5,5,1,2,3,2
109,07,23,2,21,4,5,1,2,3,2
109,07,31,1,18,5,5,1,2,20,12
109,07,37,1,18,5,5,1,2,60,40
109,09,03,1,15,3,4,2,1,260,120
109,09,03,2,35,4,4,1,1,120,60
109,09,03,3,18,4,5,1,2,80,60
109,09,03,4,15,4,4,1,2,120,80
109,09,03,5,15,4,4,1,2,150,90
109,09,09,1,45,4,4,1,2,45,12
109,09,09,2,10,4,4,1,2,12,4
109,09,09,3,15,4,4,1,2,10,8
109,09,15,1,15,4,4,1,2,15,8
109,09,15,2,18,4,5,1,2,10,6
109,09,15,3,18,4,3,1,2,8,4
109,09,15,4,26,4,4,1,2,6,3
109,09,15,5,15,4,4,1,2,20,3
109,09,23,1,18,4,4,1,2,5,2
109,09,23,2,15,4,4,1,2,10,8
109,09,23,3,15,4,4,1,2,10,5
109,09,37,1,18,4,5,1,2,12,8
109,09,37,2,25,4,4,1,2,20,12
109,09,37,3,15,4,4,1,2,20,8
109,09,37,4,18,2,4,1,2,12,2
109,09,37,5,15,4,4,1,2,12,2
109,11,03,1,18,5,4,1,2,60,60
109,11,03,2,18,4,4,1,2,20,20
109,11,11,1,18,4,5,1,1,211,187
109,11,11,2,15,4,5,1,1,30,18
109,11,11,3,20,4,5,1,1,22,22
109,11,11,4,20,4,2,1,1,6,2
109,11,11,5,18,5,3,1,1,206,195
109,11,15,1,18,5,3,1,2,250,223
109,11,15,2,20,2,3,2,1,500,400
109,11,23,1,18,5,4,1,2,50,10
109,13,03,1,18,4,5,1,2,43,42
109,13,03,2,18,1,1,1,2,21,20
109,13,11,1,10,4,4,1,1,30,24
109,13,11,2,45,3,3,1,1,12,5
109,13,17,1,18,4,5,1,2,62,59
109,13,17,2,52,4,4,1,1,27,21
109,13,17,3,15,3,3,1,1,30,23
109,13,25,1,20,3,0,1,2,730,421
109,13,25,2,20,3,1,2,1,763,472
109,13,25,3,17,2,1,1,1,95,63
109,13,25,4,18,1,5,1,1,180,161
109,13,31,1,45,4,4,1,1,22,14
109,13,31,2,10,4,4,1,1,28,17
109,13,39,1,15,3,2,1,2,30,25
109,13,39,2,15,3,3,1,1,18,12
109,13,39,3,15,3,3,1,1,12,10
109,13,39,4,15,3,3,1,1,15,13
109,13,39,5,15,3,4,1,1,16,12
111,01,11,1,15,4,2,1,2,23,9
111,01,11,2,21,4,3,1,2,38,15
111,01,11,3,18,5,3,1,2,43,40
111,01,11,4,18,4,2,1,2,40,37
111,01,11,5,45,4,3,1,2,31,8
111,01,13,1,24,4,2,1,1,15,4
111,01,19,1,17,4,1,1,2,64,51
111,01,19,2,45,4,1,1,2,62,28
111,01,19,3,18,4,2,1,2,51,46
111,01,19,4,29,4,1,1,2,12,2
111,01,19,5,14,4,3,1,2,40,8
111,03,15,1,45,4,2,1,1,35,15
111,03,15,2,45,4,2,1,1,30,12
111,03,15,3,17,4,5,1,1,20,20
111,03,15,4,15,4,5,1,1,7,7
111,03,15,5,26,4,5,1,2,8,4
111,03,17,1,13,3,1,2,1,350,285
111,03,17,2,13,4,4,1,2,35,35
111,03,21,1,17,3,1,2,1,500,450
111,03,21,2,20,4,3,1,1,15,0
111,03,21,3,15,4,4,1,1,7,2
111,03,21,4,20,4,4,1,1,21,3
111,03,21,5,50,4,4,1,1,3,2
111,03,25,1,20,3,1,2,1,1500,980
111,03,25,2,20,4,4,1,1,150,150
111,03,25,3,20,4,4,1,1,45,41
111,03,25,4,20,4,4,1,1,30,27
111,03,25,5,26,4,4,1,1,15,7
111,03,31,1,26,4,4,1,1,12,3
111,03,31,2,15,4,4,1,1,15,8
111,03,31,3,15,4,4,1,1,0,0
111,03,31,4,20,4,4,1,1,30,26
111,03,31,5,26,4,4,1,1,13,3
111,05,09,1,45,4,3,1,2,20,0
111,05,09,2,18,5,4,1,2,30,30
111,05,09,3,15,5,4,1,2,35,15
111,05,09,4,31,5,4,1,2,40,20
111,05,13,1,31,5,4,1,2,80,20
111,05,13,2,45,4,3,1,2,50,0
111,05,13,3,18,5,4,1,2,45,45
111,05,13,4,15,5,4,1,2,40,15
111,05,13,5,19,1,4,1,2,40,40
111,05,29,1,14,4,2,1,1,155,110
111,05,29,2,14,4,2,1,1,64,50
111,05,29,3,26,4,4,1,1,43,25
111,05,29,4,26,3,4,1,1,48,40
111,05,29,5,26,4,5,1,1,30,8
111,05,33,1,23,1,2,1,2,50,20
111,05,33,2,23,1,1,1,1,80,50
111,05,33,3,23,1,1,1,1,50,30
111,05,33,4,23,2,2,1,1,30,20
111,05,33,5,23,2,1,1,2,5,0
111,05,39,1,17,4,1,2,1,100,60
111,05,39,2,17,4,1,2,1,50,30
111,05,39,3,17,3,1,2,1,60,50
111,05,39,4,36,3,1,2,1,45,5
111,05,39,5,37,4,4,1,1,50,45
111,07,15,1,16,3,1,2,1,1000,720
111,07,29,1,31,3,1,1,1,150,20
111,07,29,2,13,3,1,1,1,1200,1000
111,09,09,1,18,4,4,1,2,50,48
111,09,15,1,11,4,3,1,1,50,30
111,09,15,2,17,4,3,1,1,10,3
111,09,15,3,36,4,3,1,1,1,0
111,09,15,4,5,4,4,1,1,-2,0
111,09,15,5,10,4,4,1,1,3,1
111,09,21,1,14,4,4,1,1,100,0
111,09,21,2,35,4,4,1,1,20,0
111,09,25,1,23,4,3,1,1,150,70
111,09,31,1,17,4,2,1,1,200,190
111,09,31,2,28,4,5,1,2,30,0
111,09,31,3,26,4,1,1,1,50,20
111,09,31,4,15,3,1,2,1,100,100
111,09,37,1,41,4,5,1,1,10,0
111,09,37,2,41,4,5,1,1,10,0
111,09,41,1,20,3,1,2,1,610,580
111,09,41,2,20,3,1,2,1,620,550
111,11,05,1,15,3,1,2,1,200,103
111,11,21,1,27,3,1,2,1,600,310
111,11,27,1,10,4,4,1,1,50,32
111,11,31,1,-1,2,4,1,1,15,7
111,11,37,1,11,4,4,1,1,15,15
111,11,41,1,13,3,1,2,1,300,115
113,01,31,1,14,5,4,9,9,-1,-1
113,01,31,2,14,1,4,9,9,-1,-1
113,01,31,3,20,5,5,9,9,-1,-1
113,01,31,4,13,4,4,9,9,-1,-1
113,01,31,5,18,5,5,9,9,-1,-1
113,01,43,1,20,4,2,1,2,-2,-2
113,01,43,2,50,2,2,1,1,-2,-2
113,01,43,3,46,4,4,1,2,-2,-2
113,01,43,4,45,4,4,1,2,-2,-2
113,01,43,5,45,4,2,1,2,-2,-2
113,03,09,1,16,3,1,1,1,-2,-2
113,03,09,2,16,3,4,1,1,-2,-2
113,03,19,1,14,3,5,1,1,54,46
113,03,19,2,31,4,5,1,1,12,0
113,03,19,3,23,3,5,1,1,25,14
113,03,25,1,16,3,1,2,1,375,325
113,03,25,2,16,4,3,1,1,110,91
113,03,25,3,16,4,4,1,1,85,75
113,03,25,4,16,3,1,2,1,88,56
113,03,25,5,16,3,1,2,1,185,139
113,03,33,1,13,4,5,1,1,30,27
113,03,33,2,13,4,5,1,1,7,6
113,05,03,1,31,4,4,1,1,15,5
113,05,03,2,31,4,4,1,1,15,5
113,05,03,3,17,4,4,1,1,20,12
113,05,03,4,31,2,4,1,1,25,15
113,05,03,5,31,2,4,1,1,150,50
113,05,15,1,16,3,4,1,1,20,15
113,05,15,2,23,4,5,1,2,15,-2
113,07,31,1,10,2,1,2,1,-2,-2
113,07,41,1,16,4,4,1,1,65,15
113,07,53,1,14,4,3,1,1,1200,960
113,07,53,2,14,4,3,1,1,530,424
113,07,53,3,14,4,3,1,1,230,184
113,07,53,4,14,4,4,1,1,120,96
113,07,53,5,14,4,4,1,1,320,256
113,09,01,1,23,4,5,1,1,-2,-2
113,09,01,2,31,3,3,1,1,-2,-2
113,09,13,1,14,4,1,1,2,41,41
113,09,13,2,14,5,4,1,2,32,32
113,09,19,1,13,3,4,2,1,540,360
113,09,29,1,28,2,1,1,1,25,5
113,09,29,2,28,4,3,1,1,20,6
113,09,29,3,23,4,1,1,2,-2,-2
113,09,29,4,41,2,4,1,1,12,3
113,09,29,5,28,4,4,1,1,6,3
113,11,03,1,13,4,4,1,1,195,175
113,11,03,2,13,4,4,1,1,118,110
113,11,03,3,13,4,4,1,1,40,37
113,11,03,4,13,4,5,1,1,30,23
113,11,05,1,13,3,1,2,1,823,815
113,11,05,2,55,4,5,1,1,5,4
113,11,05,3,16,4,3,1,1,9,1
113,11,11,1,14,4,4,1,1,65,60
113,11,11,2,41,4,5,1,1,25,4
113,11,17,1,30,4,5,1,1,220,25
113,11,17,2,30,4,5,1,1,19,1
113,11,17,3,30,4,5,1,1,15,0
113,11,17,4,23,4,5,1,1,60,50
113,11,17,5,16,4,4,1,1,58,40
113,11,25,1,47,4,4,1,1,2,1
113,11,25,2,14,3,4,1,1,105,98
113,11,35,1,41,4,4,1,1,10,5
113,11,35,2,47,4,4,1,1,2,1
113,11,35,3,64,2,2,1,1,9,2
113,11,37,1,41,4,4,1,1,27,4
113,11,37,2,14,4,5,1,1,4,4
113,11,37,3,14,4,5,1,1,30,25
113,13,01,1,11,4,1,1,1,10,4
113,13,01,2,49,2,3,1,1,5,1
113,13,15,1,28,4,4,1,1,12,3
113,13,15,2,28,4,4,1,1,18,2
113,13,15,3,25,3,3,1,1,6,0
113,13,15,4,31,3,3,1,1,5,1
113,13,15,5,31,3,3,1,1,4,1
113,13,23,1,30,4,5,1,1,-2,-2
113,13,23,2,30,4,5,1,1,-2,-2
113,13,23,3,30,4,4,1,1,6,0
113,13,33,1,30,4,5,1,1,15,1
113,13,33,2,30,4,5,1,1,12,1
113,13,33,3,30,4,5,1,1,3,1
113,13,33,4,46,4,5,1,1,12,6
113,13,39,1,14,4,5,1,2,55,50
113,13,39,2,13,4,4,1,2,50,48
113,13,39,3,13,3,3,1,1,25,25
113,15,19,1,10,4,9,1,2,-2,-2
113,15,23,1,23,4,4,1,1,-2,-2
113,17,07,1,46,4,4,1,1,35,25
113,17,07,2,23,4,4,1,1,25,15
113,17,07,3,41,4,5,1,1,25,15
113,17,07,4,46,4,4,1,1,15,10
113,17,07,5,30,4,5,1,1,15,2
113,17,13,1,16,3,1,2,1,1050,840
113,17,13,2,16,3,1,2,1,890,712
113,17,19,1,25,4,5,1,1,90,59
113,17,19,2,14,4,5,1,1,650,600
113,17,19,3,30,3,4,1,1,21,2
113,17,19,4,23,4,5,1,1,97,57
113,17,19,5,16,3,1,2,1,400,320
113,17,25,1,13,3,4,1,1,296,278
113,17,45,1,16,3,1,2,1,350,345
113,19,25,1,46,4,5,1,1,20,20
113,19,43,1,14,4,4,1,1,-2,-2
113,19,63,1,10,4,4,1,1,-2,-2
115,01,15,1,28,4,4,1,1,10,0
115,01,15,2,45,4,3,1,1,30,0
115,01,15,3,23,4,4,1,1,60,0
115,01,15,4,27,4,3,1,1,30,0
115,01,15,5,14,4,4,1,1,20,20
115,01,23,1,16,4,4,1,1,100,100
115,01,23,2,31,4,4,1,1,50,15
115,01,23,3,16,4,4,1,1,15,1
115,01,23,4,23,4,5,1,1,20,10
115,03,09,1,14,4,2,1,1,35,20
115,03,09,2,11,4,4,1,1,150,150
115,03,09,3,11,4,4,1,1,210,210
115,03,09,4,27,4,4,1,1,150,150
115,03,09,5,27,4,4,1,1,400,400
115,03,15,1,20,4,4,1,1,150,150
115,03,15,2,26,4,5,1,1,25,5
115,03,15,3,15,4,5,1,1,100,80
115,03,15,4,20,4,4,2,1,70,65
115,03,27,1,11,4,4,1,2,4,4
115,03,31,1,14,4,4,1,1,70,62
115,03,31,2,16,4,2,2,1,1250,232
115,03,31,3,13,4,2,1,1,100,100
115,03,31,4,13,4,3,1,1,100,100
115,03,31,5,13,4,3,1,1,150,100
115,03,33,1,20,4,4,2,1,2000,1400
115,03,33,2,36,3,3,1,1,3,0
115,03,33,3,36,3,3,1,1,4,0
115,03,33,4,15,3,3,1,1,2,1
115,03,33,5,15,3,3,1,1,2,1
115,03,51,1,15,4,4,1,1,100,90
115,03,51,2,16,4,5,1,1,50,45
115,03,71,1,16,3,9,2,1,400,250
115,03,71,2,16,3,9,2,1,500,300
115,03,71,3,16,3,9,2,1,500,320
115,03,71,4,16,3,9,2,1,600,400
115,03,71,5,16,3,9,2,1,500,350
115,05,03,1,16,3,1,2,1,-1,-1
115,05,03,2,16,3,1,2,1,-1,-1
115,05,03,3,16,3,1,2,1,-1,-1
115,05,03,4,16,3,1,2,1,-1,-1
115,05,03,5,16,3,1,2,1,-1,-1
115,05,07,1,20,3,1,2,1,750,-2
115,05,07,2,17,3,4,2,1,120,-2
115,05,13,1,31,3,1,2,1,510,155
115,05,13,2,10,3,1,2,1,1000,500
115,05,13,3,16,3,1,1,1,-2,-2
115,05,13,4,23,3,1,1,1,-2,-2
115,05,27,1,13,4,2,2,1,365,-2
115,05,27,2,13,4,2,2,1,225,-2
115,05,27,3,13,4,1,2,1,215,-2
115,05,27,4,13,4,1,2,1,200,-2
115,05,27,5,13,4,4,2,1,190,-2
115,05,35,1,13,4,5,1,1,270,170
115,05,35,2,13,4,5,1,1,27,13
115,05,35,3,23,4,4,1,1,28,28
115,05,53,1,13,4,1,2,2,300,300
115,05,53,2,14,4,4,1,1,270,270
115,05,53,3,14,4,4,1,1,120,120
115,05,61,1,16,3,1,2,1,500,410
115,05,65,1,16,3,1,2,1,300,185
115,05,65,2,13,3,3,1,1,160,160
115,05,65,3,23,3,1,1,1,300,150
115,05,65,4,16,3,4,1,1,100,100
115,05,65,5,16,3,3,1,1,150,150
115,07,13,1,16,3,3,1,1,350,300
115,07,13,2,13,3,4,1,1,200,200
115,07,13,3,16,3,4,1,1,100,70
115,07,13,4,14,3,4,1,1,70,60
115,07,19,1,49,4,4,1,1,10,1
115,07,19,2,13,3,4,1,1,135,133
115,07,19,3,22,3,4,1,1,17,5
115,07,19,4,23,1,1,1,2,17,8
115,07,41,1,16,3,4,2,1,150,150
115,07,41,2,10,5,3,1,2,100,100
115,07,49,1,15,3,4,2,1,70,66
115,07,49,2,15,3,3,2,1,65,61
115,07,49,3,15,3,4,2,1,50,46
115,07,49,4,15,3,5,2,1,60,60
115,07,49,5,16,3,5,2,1,55,50
115,07,51,1,14,2,1,1,1,197,170
115,07,51,2,5,2,4,1,1,22,0
115,07,51,3,15,3,1,2,1,650,585
115,07,51,4,15,3,1,2,1,20,17
115,07,51,5,15,3,2,1,1,15,13
115,07,67,1,20,4,4,1,2,50,50
115,07,67,2,13,4,4,1,2,150,149
115,07,71,1,16,4,4,1,1,250,245
115,07,71,2,20,3,4,1,1,375,285
115,07,95,1,20,3,2,2,1,1650,1100
115,07,95,2,11,3,3,2,1,175,125
115,09,11,1,14,2,2,2,1,570,480
115,09,11,2,13,2,1,2,1,120,118
115,09,11,3,13,4,2,2,1,80,80
115,09,11,4,16,4,4,2,1,100,88
115,09,11,5,31,4,1,2,1,10,2
115,09,17,1,25,3,4,1,1,50,20
115,09,17,2,16,3,4,1,1,70,70
115,09,17,3,13,3,4,1,1,40,40
115,09,17,4,13,3,5,1,1,60,60
115,09,17,5,25,3,4,1,1,65,15
115,09,21,1,16,4,3,2,1,230,210
115,09,21,2,31,4,4,1,1,24,0
115,09,21,3,14,4,4,1,1,280,260
115,09,21,4,13,4,4,1,1,90,85
115,09,21,5,46,4,4,1,1,36,4
115,09,33,1,13,4,2,1,2,300,300
115,09,33,2,14,1,5,1,2,56,50
115,09,33,3,14,1,1,1,2,30,30
115,09,33,4,41,4,4,1,2,45,10
115,09,53,1,16,4,4,1,1,190,93
115,09,53,2,13,4,4,1,1,214,214
115,09,53,3,13,4,4,1,1,104,104
115,09,53,4,23,2,1,1,2,45,15
115,09,53,5,16,4,4,1,1,25,10
115,09,55,1,32,3,1,1,1,62,40
115,09,55,2,14,3,3,1,1,120,120
115,09,55,3,31,3,3,1,1,25,6
115,09,55,4,41,3,3,1,1,130,28
115,09,55,5,32,3,3,1,1,32,4
115,09,57,1,41,4,3,1,1,20,5
115,09,57,2,46,4,2,1,1,15,0
115,09,57,3,14,1,5,1,2,12,12
115,09,83,1,16,4,3,2,1,600,-2
115,09,83,2,25,4,3,1,1,-2,-2
115,09,83,3,46,4,1,1,1,-2,-2
115,09,83,4,31,4,1,1,1,-2,-2
115,09,83,5,49,4,1,1,1,-2,-2
115,09,85,1,13,3,3,1,1,109,100
115,09,85,2,31,3,4,1,1,50,0
115,09,85,3,25,4,4,1,2,-1,-1
115,09,85,4,31,4,3,1,2,-1,-1
115,09,85,5,41,3,3,1,1,-1,-1
