tinh,huyen,xa,diaban,hoso,m5b4c2_1,m5b4c2_2,m5b4c2_3,m5b4c2_4,m5b4c2_5,m5b4c2_6,m5b4c2_7,m5b4c2_8
113,1,13.0,10,14,0,0,0,0,0,0,0,0
113,1,13.0,10,15,0,0,0,0,0,0,0,0
113,1,20.0,22,13,0,0,0,0,0,0,0,0
113,1,20.0,22,14,0,0,7500,46000,0,0,0,0
113,1,20.0,22,20,0,0,0,0,0,0,0,0
113,1,25.0,19,13,5000,0,0,0,0,0,0,0
113,1,25.0,19,19,0,0,0,0,0,0,0,0
113,1,25.0,19,20,0,0,0,45000,0,0,0,0
113,1,29.0,12,13,0,0,0,0,0,0,0,0
113,1,29.0,12,15,0,0,0,0,0,0,0,0
113,1,29.0,12,22,0,0,0,0,0,0,0,0
113,1,31.0,14,13,0,0,0,0,0,0,0,0
113,1,31.0,14,14,80,0,0,0,0,0,0,0
113,1,31.0,14,15,0,0,0,0,0,0,0,0
113,1,33.0,9,13,0,0,0,0,0,0,0,40000
113,1,33.0,9,14,0,0,0,0,0,0,0,0
113,1,33.0,9,15,2160,0,0,0,0,0,0,0
113,1,43.0,2,13,0,0,0,0,0,0,0,0
113,1,43.0,2,14,0,0,0,0,0,0,0,0
113,1,43.0,2,19,0,0,0,0,0,0,0,0
113,3,9.0,8,14,0,0,0,0,0,0,0,0
113,3,9.0,8,15,0,10000,0,0,0,1396,0,0
113,3,9.0,8,20,0,0,0,9000,0,0,0,0
113,3,19.0,6,13,0,0,0,0,0,0,0,0
113,3,19.0,6,14,0,0,0,0,0,0,0,0
113,3,19.0,6,15,1000,0,0,0,0,0,1100,0
113,3,25.0,11,13,0,0,0,0,0,0,0,0
113,3,25.0,11,14,710,0,0,0,0,0,0,0
113,3,25.0,11,15,0,0,8000,12000,0,0,0,0
113,3,33.0,19,14,0,0,0,25000,0,0,0,0
113,3,33.0,19,15,0,0,0,0,0,0,0,100
113,3,33.0,19,19,0,0,0,0,0,0,0,0
113,5,3.0,7,13,370,0,0,0,0,0,0,65
113,5,3.0,7,14,0,0,0,0,0,0,0,0
113,5,3.0,7,15,0,0,0,0,0,0,0,0
113,5,15.0,10,13,0,0,0,0,0,0,0,0
113,5,15.0,10,14,0,0,0,0,0,0,0,0
113,5,15.0,10,15,0,0,0,0,0,0,0,0
113,7,5.0,6,13,0,0,0,0,0,0,0,235
113,7,5.0,6,14,0,0,0,0,0,0,0,0
113,7,5.0,6,15,0,0,0,0,0,0,0,0
113,7,15.0,16,13,350,0,0,0,0,0,0,137
113,7,15.0,16,14,0,0,0,0,0,0,0,0
113,7,15.0,16,15,810,0,0,0,0,0,0,1000
113,7,23.0,12,13,200,0,0,0,0,0,0,151
113,7,23.0,12,14,0,0,0,0,0,0,0,0
113,7,23.0,12,15,1914,0,0,0,0,0,0,0
113,7,31.0,12,13,0,0,0,0,0,0,0,0
113,7,31.0,12,14,0,0,0,0,0,0,0,0
113,7,31.0,12,15,0,0,0,0,0,0,0,0
113,7,41.0,11,13,0,0,0,0,0,0,0,920
113,7,41.0,11,14,4320,0,0,0,0,0,0,0
113,7,41.0,11,15,0,0,0,0,0,0,0,0
113,7,47.0,8,13,0,0,0,0,0,0,0,0
113,7,47.0,8,14,70000,0,0,0,0,0,0,0
113,7,47.0,8,15,0,0,0,0,0,0,0,0
113,7,53.0,19,13,0,0,0,0,0,0,0,0
113,7,53.0,19,14,0,0,0,0,0,0,0,0
113,7,53.0,19,15,0,0,0,0,0,0,0,0
113,7,59.0,10,13,0,0,0,0,0,0,0,0
113,7,59.0,10,14,0,0,0,0,0,0,0,0
113,7,59.0,10,15,0,0,0,0,0,0,0,0
113,9,1.0,20,13,0,2000,0,0,0,0,0,0
113,9,1.0,20,14,8100,0,0,0,0,0,0,0
113,9,1.0,20,15,15,0,0,0,0,0,0,0
113,9,7.0,26,13,9390,0,0,0,0,0,0,0
113,9,7.0,26,14,0,0,0,0,0,0,0,0
113,9,7.0,26,15,0,0,0,0,0,0,0,0
113,9,13.0,4,13,0,4000,17000,40000,0,0,0,0
113,9,13.0,4,14,6300,0,0,0,0,0,0,0
113,9,13.0,4,19,0,0,0,0,0,0,0,0
113,9,19.0,13,13,0,0,0,0,0,0,0,0
113,9,19.0,13,14,15000,8000,0,0,0,0,0,0
113,9,19.0,13,20,0,0,0,0,0,0,0,0
113,9,23.0,29,13,0,12000,0,20000,0,0,0,0
113,9,23.0,29,15,22500,0,0,0,0,0,0,0
113,9,23.0,29,20,14500,1500,0,0,0,0,0,0
113,9,29.0,32,13,0,0,0,0,0,0,0,20
113,9,29.0,32,14,0,0,0,20000,0,0,0,0
113,9,29.0,32,15,0,0,0,0,0,0,0,0
113,9,35.0,20,13,0,7250,0,0,0,0,0,0
113,9,35.0,20,14,1750,0,0,0,0,0,0,0
113,9,35.0,20,15,2720,0,0,0,0,0,0,0
113,11,3.0,21,13,432,0,0,0,0,0,0,0
113,11,3.0,21,14,0,0,0,0,0,0,0,0
113,11,3.0,21,15,0,0,0,0,0,0,0,0
113,11,5.0,20,13,0,0,0,0,0,0,0,0
113,11,5.0,20,15,0,0,0,0,0,0,0,0
113,11,5.0,20,19,0,0,0,0,0,0,0,0
113,11,11.0,8,13,1458,0,0,0,0,0,0,0
113,11,11.0,8,15,0,0,0,0,0,0,0,0
113,11,11.0,8,19,477,0,0,0,0,0,0,1000
113,11,17.0,12,13,2880,0,0,0,0,0,0,0
113,11,17.0,12,14,0,0,0,0,0,0,0,0
113,11,17.0,12,15,0,0,0,0,0,0,0,0
113,11,25.0,3,13,15750,0,0,0,960,60,0,0
113,11,25.0,3,14,0,1500,0,0,0,0,0,0
113,11,25.0,3,15,0,0,0,0,0,0,0,0
113,11,35.0,12,13,435,0,0,0,0,80,0,0
113,11,35.0,12,14,3500,0,0,0,0,0,0,0
113,11,35.0,12,15,0,0,0,0,0,0,0,0
113,11,37.0,15,13,0,0,0,0,0,0,0,0
113,11,37.0,15,14,0,0,0,0,0,0,0,0
113,11,37.0,15,15,720,0,0,0,0,0,0,0
113,13,1.0,7,13,0,0,0,0,0,0,0,0
113,13,1.0,7,14,0,0,0,0,0,0,0,0
113,13,1.0,7,20,0,0,0,0,0,0,0,0
113,13,11.0,9,13,2000,6000,0,0,0,0,0,0
113,13,11.0,9,14,4500,9000,0,0,0,0,0,0
113,13,11.0,9,15,2160,7540,0,0,0,0,0,0
113,13,15.0,3,14,5000,0,0,0,0,0,25000,0
113,13,15.0,3,15,150000,0,0,0,0,0,0,0
113,13,15.0,3,20,0,0,0,0,0,0,0,0
113,13,23.0,5,13,0,0,0,0,0,0,0,0
113,13,23.0,5,15,0,0,6000,0,0,0,600,0
113,13,23.0,5,19,0,0,0,0,0,0,0,0
113,13,33.0,14,14,1300,0,0,0,0,0,0,0
113,13,33.0,14,15,43950,0,0,0,0,0,0,0
113,13,33.0,14,20,4000,6200,0,0,0,0,0,0
113,13,39.0,14,13,0,1500,0,0,0,0,0,0
113,13,39.0,14,14,0,6260,0,0,0,0,0,0
113,13,39.0,14,15,0,0,0,0,0,0,0,0
113,15,1.0,7,13,0,4450,0,0,0,0,0,0
113,15,1.0,7,14,75350,6520,0,0,0,0,0,0
113,15,1.0,7,15,0,6550,0,20000,0,0,0,0
113,15,7.0,11,13,6440,2570,0,0,0,0,0,0
113,15,7.0,11,14,0,4520,0,0,0,0,0,0
113,15,7.0,11,15,0,4250,0,0,0,0,0,0
113,15,15.0,12,13,7200,0,0,0,0,0,0,0
113,15,15.0,12,14,0,4500,0,0,0,0,0,0
113,15,15.0,12,15,0,0,0,0,0,0,0,0
113,15,19.0,37,13,6075,3250,0,0,0,0,0,0
113,15,19.0,37,14,0,3500,0,0,0,0,0,0
113,15,19.0,37,15,0,0,0,0,0,0,0,0
113,15,23.0,12,14,0,0,0,0,0,0,0,0
113,15,23.0,12,19,0,3600,0,0,0,0,0,0
113,15,23.0,12,20,0,4000,0,0,0,0,0,0
113,15,33.0,5,14,4350,4200,0,0,0,0,0,0
113,15,33.0,5,15,2025,4900,0,0,0,0,0,0
113,15,33.0,5,19,0,6500,0,0,0,0,0,0
113,15,41.0,3,13,480,3500,0,0,0,0,0,0
113,15,41.0,3,14,0,4210,0,0,0,0,0,0
113,15,41.0,3,15,2460,4650,0,0,0,0,0,0
113,15,43.0,20,13,0,0,0,0,0,0,0,0
113,15,43.0,20,15,0,3850,0,0,0,0,0,0
113,15,43.0,20,20,0,7850,0,0,0,0,0,0
113,17,7.0,18,13,0,0,0,0,0,0,0,0
113,17,7.0,18,14,0,0,0,0,0,0,0,0
113,17,7.0,18,15,0,0,0,0,0,0,0,0
113,17,13.0,17,13,0,0,0,0,0,0,0,0
113,17,13.0,17,14,0,0,0,0,0,0,0,0
113,17,13.0,17,15,800,1200,20000,0,0,0,0,0
113,17,19.0,17,13,0,3000,0,0,0,160,0,0
113,17,19.0,17,14,0,2000,0,0,0,0,0,0
113,17,19.0,17,15,0,0,0,0,0,0,0,0
113,17,25.0,13,13,0,0,0,0,0,0,0,0
113,17,25.0,13,14,234,0,0,0,0,0,0,0
113,17,25.0,13,19,0,8200,8100,0,0,0,0,100
113,17,31.0,10,13,170,10200,0,0,0,0,0,0
113,17,31.0,10,14,0,1700,0,0,0,0,0,0
113,17,31.0,10,15,3500,6800,0,0,0,0,0,0
113,17,39.0,2,13,6801,0,0,0,0,0,0,0
113,17,39.0,2,14,15250,0,0,0,0,0,0,0
113,17,39.0,2,15,0,4000,0,0,0,0,0,0
113,17,45.0,7,13,0,0,0,0,0,0,0,0
113,17,45.0,7,14,3470,0,0,0,0,0,0,0
113,17,45.0,7,15,0,1000,0,0,0,0,0,0
113,19,5.0,5,13,0,0,10721,0,0,0,0,0
113,19,5.0,5,14,0,0,0,0,0,0,0,0
113,19,5.0,5,15,0,0,0,0,0,0,0,12000
113,19,11.0,3,14,0,24000,0,0,0,0,0,0
113,19,11.0,3,15,0,2000,0,0,0,0,0,0
113,19,11.0,3,19,0,0,5700,5500,0,0,0,0
113,19,19.0,23,13,0,0,12612,0,0,0,0,0
113,19,19.0,23,14,0,0,0,20000,1600,0,0,0
113,19,19.0,23,15,0,0,10200,0,0,0,0,0
113,19,25.0,8,13,18304,5200,0,0,0,0,0,0
113,19,25.0,8,14,0,0,0,0,0,0,0,0
113,19,25.0,8,19,0,0,0,0,0,0,0,0
113,19,31.0,22,13,11920,0,0,0,0,0,0,0
113,19,31.0,22,14,0,0,0,0,0,0,0,0
113,19,31.0,22,20,0,0,0,0,0,0,0,0
113,19,35.0,7,13,0,0,0,0,0,0,0,0
113,19,35.0,7,14,0,0,18000,0,0,0,12000,0
113,19,35.0,7,15,0,0,7500,0,0,0,0,0
113,19,43.0,13,13,0,0,0,0,0,0,0,0
113,19,43.0,13,14,0,0,4000,0,0,0,0,0
113,19,43.0,13,19,0,0,0,0,0,0,0,0
113,19,47.0,15,13,0,0,26794,0,0,0,0,0
113,19,47.0,15,14,0,13000,28000,0,0,0,20000,0
113,19,47.0,15,15,3050,0,0,0,0,0,0,0
113,19,55.0,4,13,0,0,0,0,0,0,0,0
113,19,55.0,4,14,875,0,0,0,0,0,0,0
113,19,55.0,4,15,624,0,0,0,0,0,0,0
113,19,63.0,9,13,22367,0,0,0,0,0,0,0
113,19,63.0,9,14,0,0,12300,0,0,0,0,0
113,19,63.0,9,15,0,0,0,0,0,0,0,0
115,1,1.0,9,13,9240,0,0,0,0,0,0,0
115,1,1.0,9,14,0,0,15000,0,0,0,0,0
115,1,1.0,9,15,3468,0,0,0,0,0,0,0
115,1,7.0,32,13,0,0,0,20000,0,0,0,0
115,1,7.0,32,14,0,0,0,0,0,150,0,0
115,1,7.0,32,15,0,0,0,10000,0,70,0,0
115,1,9.0,17,13,0,0,0,10000,0,0,0,0
115,1,9.0,17,14,0,0,0,15000,0,0,0,0
115,1,9.0,17,15,0,0,1870,0,0,0,0,0
115,1,15.0,21,13,0,0,40000,10000,0,0,0,0
115,1,15.0,21,14,0,0,0,0,0,0,0,0
115,1,15.0,21,15,0,2000,0,5000,0,0,0,0
115,1,23.0,20,13,0,0,0,0,0,0,0,0
115,1,23.0,20,14,0,0,0,12000,0,70,0,0
115,1,23.0,20,15,0,0,6000,10000,0,70,0,0
115,3,3.0,2,13,1950,0,0,0,0,60,30000,0
115,3,3.0,2,14,0,0,0,0,0,0,0,0
115,3,3.0,2,15,480,0,0,0,0,0,1300,0
115,3,9.0,14,13,0,0,19000,0,0,0,0,0
115,3,9.0,14,14,0,0,0,0,0,0,14000,0
115,3,9.0,14,15,0,0,0,5000,0,0,0,3500
115,3,15.0,14,13,0,3000,0,0,0,0,0,0
115,3,15.0,14,14,0,0,0,0,0,0,0,0
115,3,15.0,14,15,0,0,0,9000,0,0,0,0
115,3,27.0,6,13,0,0,17500,0,0,0,0,0
115,3,27.0,6,14,0,0,0,0,0,0,0,0
115,3,27.0,6,15,0,1000,12000,0,0,0,0,0
115,3,31.0,4,13,0,4000,0,0,0,0,0,0
115,3,31.0,4,14,396,0,0,0,0,0,0,0
115,3,31.0,4,15,546,0,0,0,0,0,0,0
115,3,33.0,3,13,0,0,6920,0,0,0,0,0
115,3,33.0,3,14,7420,0,0,0,0,0,0,0
115,3,33.0,3,15,0,0,0,0,0,0,0,0
115,3,45.0,2,13,0,6000,0,0,0,0,0,0
115,3,45.0,2,14,0,2000,0,0,0,0,0,0
115,3,45.0,2,15,0,5000,0,0,0,0,0,0
115,3,51.0,3,13,0,6000,0,0,0,50,0,0
115,3,51.0,3,14,120,0,0,0,0,0,0,0
115,3,51.0,3,15,0,0,0,0,0,0,0,0
115,3,71.0,7,13,0,0,0,0,0,0,0,0
115,3,71.0,7,14,0,0,0,0,0,0,0,0
115,3,71.0,7,15,0,0,0,0,0,0,0,0
115,5,3.0,26,13,0,0,0,0,0,0,0,0
115,5,3.0,26,14,0,0,0,0,0,0,0,0
115,5,3.0,26,15,0,0,0,0,0,0,0,0
115,5,7.0,11,13,0,0,0,0,0,0,0,0
115,5,7.0,11,14,0,0,0,0,0,0,0,0
115,5,7.0,11,15,0,0,5000,0,0,0,0,0
115,5,13.0,7,13,0,0,0,0,0,0,0,0
115,5,13.0,7,14,0,0,0,0,0,0,0,0
115,5,13.0,7,15,0,0,0,45000,0,0,0,0
115,5,17.0,21,13,0,0,0,0,0,0,0,0
115,5,17.0,21,14,0,5000,0,5000,0,0,0,0
115,5,17.0,21,15,0,2000,0,5000,0,0,0,0
115,5,27.0,19,13,0,4000,0,0,0,0,0,0
115,5,27.0,19,14,0,0,0,0,0,0,0,0
115,5,27.0,19,15,0,18000,0,0,0,0,0,0
115,5,35.0,3,13,0,0,15000,0,0,0,0,0
115,5,35.0,3,14,50000,0,0,20000,0,0,0,0
115,5,35.0,3,15,0,0,0,0,0,0,0,0
115,5,53.0,8,13,0,0,0,0,0,0,0,0
115,5,53.0,8,15,0,0,0,0,0,0,0,0
115,5,53.0,8,19,0,0,0,0,0,140,0,0
115,5,61.0,20,13,0,0,5770,0,0,0,0,0
115,5,61.0,20,15,7504,0,0,0,352,0,0,0
115,5,61.0,20,20,0,0,0,7500,0,0,0,0
115,5,65.0,10,13,0,0,0,10000,0,0,0,0
115,5,65.0,10,14,0,0,0,5700,0,0,0,0
115,5,65.0,10,15,0,0,0,0,0,0,0,0
115,7,1.0,12,14,0,0,0,18000,0,0,0,0
115,7,1.0,12,19,0,10000,0,10000,0,0,0,0
115,7,1.0,12,20,0,0,0,16000,0,0,0,0
115,7,13.0,17,13,0,7800,0,0,0,0,0,4500
115,7,13.0,17,14,2472,0,0,0,0,0,0,0
115,7,13.0,17,15,2000,1000,0,0,0,0,0,0
115,7,19.0,7,13,708,0,0,0,0,0,0,0
115,7,19.0,7,14,0,2000,0,0,0,0,500,0
115,7,19.0,7,15,0,12000,0,10000,0,0,0,0
115,7,41.0,8,13,0,0,8000,0,0,0,0,0
115,7,41.0,8,14,0,1500,0,0,0,0,0,0
115,7,41.0,8,15,0,5000,0,20000,0,0,0,0
115,7,47.0,6,13,0,0,0,0,0,0,0,0
115,7,47.0,6,14,0,0,0,0,0,0,0,0
115,7,47.0,6,15,10700,0,4000,0,0,0,0,0
115,7,49.0,3,13,45636,0,0,0,0,0,0,0
115,7,49.0,3,14,0,0,0,0,0,0,0,20000
115,7,49.0,3,15,5000,0,0,9000,0,0,0,0
115,7,51.0,18,13,0,0,0,0,0,0,0,35000
115,7,51.0,18,14,0,3000,2000,0,0,0,0,0
115,7,51.0,18,15,0,7000,0,12000,0,0,0,0
115,7,59.0,10,13,156,0,0,15000,0,0,0,0
115,7,59.0,10,14,0,5000,0,0,0,0,0,0
115,7,59.0,10,15,0,0,0,5000,0,0,0,0
115,7,67.0,2,13,3234,0,0,7000,0,120,0,0
115,7,67.0,2,14,0,0,0,0,0,0,0,0
115,7,67.0,2,15,1132,380,0,0,0,0,0,0
115,7,71.0,16,13,0,3800,0,0,0,0,0,0
115,7,71.0,16,14,0,5000,0,0,0,0,0,0
115,7,71.0,16,15,0,700,0,0,0,0,0,0
115,7,95.0,13,13,0,0,0,0,0,0,0,0
115,7,95.0,13,14,8500,0,0,0,0,150,0,0
115,7,95.0,13,15,780,2000,0,0,0,0,0,0
115,9,11.0,20,13,0,0,0,0,0,0,0,0
115,9,11.0,20,14,0,0,0,0,0,0,0,0
115,9,11.0,20,15,0,0,0,0,0,0,0,0
115,9,17.0,6,13,0,0,0,0,0,0,0,0
115,9,17.0,6,15,0,7000,0,0,0,0,0,0
115,9,17.0,6,19,5000,0,0,0,0,0,0,0
115,9,21.0,13,13,5000,1520,0,9000,0,0,0,0
115,9,21.0,13,14,6150,0,0,0,0,0,0,0
115,9,21.0,13,15,0,0,0,0,0,0,0,0
115,9,33.0,9,13,0,0,0,16000,0,0,0,0
115,9,33.0,9,14,600,0,0,0,0,0,0,0
115,9,33.0,9,15,3150,0,0,0,0,0,0,0
115,9,53.0,8,13,0,0,0,0,0,0,0,0
115,9,53.0,8,14,0,0,0,0,0,0,0,0
115,9,53.0,8,15,0,0,0,0,0,0,0,0
115,9,55.0,10,13,3000,0,0,0,0,0,0,0
115,9,55.0,10,14,0,0,0,0,0,0,0,0
115,9,55.0,10,15,0,0,0,0,0,0,0,0
115,9,57.0,6,13,0,0,0,12000,0,0,0,0
115,9,57.0,6,14,6292,0,16000,0,0,0,0,0
115,9,57.0,6,15,0,0,0,6000,0,0,0,0
115,9,83.0,3,13,0,0,0,20000,0,0,0,0
115,9,83.0,3,14,0,0,4000,30000,0,0,0,0
115,9,83.0,3,15,0,0,0,0,0,0,0,0
115,9,85.0,6,13,0,0,0,0,0,0,0,0
115,9,85.0,6,14,0,0,0,0,0,0,0,0
115,9,85.0,6,15,0,0,0,0,0,0,0,0
115,11,5.0,14,13,0,0,0,0,0,0,0,0
115,11,5.0,14,14,0,0,6000,0,0,0,0,0
115,11,5.0,14,15,0,0,0,0,0,0,0,0
115,11,13.0,12,13,0,0,0,0,0,0,0,0
115,11,13.0,12,14,0,0,20000,15000,0,0,0,0
115,11,13.0,12,15,0,0,0,0,0,0,0,0
115,11,17.0,20,13,2000,0,0,0,0,0,0,0
115,11,17.0,20,14,0,0,0,0,0,0,0,0
115,11,17.0,20,15,10000,0,0,0,0,0,0,0
115,11,19.0,5,13,0,0,25000,0,0,0,0,0
115,11,19.0,5,15,0,0,3000,0,0,0,0,0
115,11,19.0,5,19,0,0,5000,0,0,0,0,0
115,11,35.0,15,13,0,0,0,0,0,0,0,0
115,11,35.0,15,14,10000,3000,0,0,0,0,0,0
115,11,35.0,15,15,0,0,0,0,0,0,0,0
115,11,43.0,9,13,40000,4000,3800,0,0,0,0,0
115,11,43.0,9,14,0,0,0,0,0,700,0,0
115,11,43.0,9,15,0,4500,0,0,0,0,0,0
115,11,45.0,14,13,0,18000,0,0,0,0,0,0
115,11,45.0,14,14,0,0,0,0,0,0,0,0
115,11,45.0,14,15,0,0,0,0,0,90,0,0
115,11,61.0,11,13,0,0,0,0,0,0,0,0
115,11,61.0,11,14,9000,0,0,0,0,0,0,0
115,11,61.0,11,15,0,0,8000,0,0,0,0,0
115,13,3.0,11,13,0,0,2000,0,0,0,0,0
115,13,3.0,11,14,0,0,0,2000,0,0,0,0
115,13,3.0,11,20,65,0,9000,0,0,0,0,0
115,13,9.0,12,13,0,0,0,0,0,0,0,0
115,13,9.0,12,14,4160,0,0,0,0,0,0,0
115,13,9.0,12,19,0,10000,0,0,0,80,0,0
115,13,17.0,11,13,0,0,10000,15000,0,0,0,0
115,13,17.0,11,14,3000,2000,0,0,0,0,0,0
115,13,17.0,11,15,6000,0,0,0,0,0,0,0
115,13,33.0,7,13,0,1000,0,0,0,0,0,0
115,13,33.0,7,14,0,7000,0,0,0,0,0,0
115,13,33.0,7,15,0,0,0,0,0,0,0,0
115,13,35.0,5,13,9000,10800,0,0,0,0,0,0
115,13,35.0,5,14,0,0,0,4000,0,0,0,0
115,13,35.0,5,19,0,0,10000,4000,0,0,0,0
115,13,39.0,6,13,0,1000,1300,0,0,0,0,0
115,13,39.0,6,14,0,0,5000,5000,0,0,0,0
115,13,39.0,6,15,0,0,0,0,0,0,0,0
115,13,43.0,10,13,0,0,0,10000,0,0,0,0
115,13,43.0,10,14,750,0,0,0,0,0,0,0
115,13,43.0,10,15,0,0,0,0,0,0,0,0
115,13,57.0,4,13,0,0,0,10000,0,0,0,0
115,13,57.0,4,14,0,1000,0,5000,0,0,0,0
115,13,57.0,4,19,0,0,4000,10000,0,0,0,0
115,13,75.0,10,13,0,2000,0,0,0,0,0,0
115,13,75.0,10,14,0,1000,0,0,0,0,0,0
115,13,75.0,10,15,0,0,0,0,0,0,0,0
115,13,79.0,8,13,0,0,0,5000,0,0,0,0
115,13,79.0,8,15,0,0,0,0,0,0,0,0
115,13,79.0,8,20,0,0,3000,2000,0,0,0,0
115,15,13.0,15,13,180,0,0,0,0,0,0,0
115,15,13.0,15,14,0,3500,0,0,0,0,0,0
115,15,13.0,15,15,0,0,3680,0,0,0,0,0
115,15,21.0,16,14,0,0,13000,0,0,0,0,0
115,15,21.0,16,15,0,2000,0,0,0,0,0,0
115,15,21.0,16,19,0,0,15000,0,0,0,0,0
115,15,29.0,7,13,0,2000,0,5000,0,0,2800,0
115,15,29.0,7,14,720,7470,0,0,0,0,500,400
115,15,29.0,7,15,0,2000,0,7000,0,65,0,0
115,15,39.0,12,13,0,0,0,0,0,0,0,0
115,15,39.0,12,14,5800,0,0,0,0,0,0,0
115,15,39.0,12,15,480,0,0,0,0,0,0,0
115,15,49.0,13,13,3354,0,0,0,0,0,0,0
115,15,49.0,13,14,4000,0,0,0,0,0,0,0
115,15,49.0,13,15,2000,1500,5000,0,0,0,0,0
115,15,59.0,3,13,2143,2000,0,0,0,0,0,0
115,15,59.0,3,14,5360,1500,2066,0,0,0,0,0
115,15,59.0,3,20,0,8165,0,0,0,0,0,0
115,15,67.0,23,14,3200,3000,0,0,0,0,0,0
115,15,67.0,23,15,0,2000,3500,5000,0,0,0,0
115,15,67.0,23,19,4560,1440,8000,0,0,0,0,0
117,1,1.0,4,13,12600,0,0,0,0,0,0,0
117,1,1.0,4,14,0,0,0,0,0,0,0,0
117,1,1.0,4,15,0,0,0,0,0,0,0,0
117,1,7.0,20,13,0,96000,0,35000,2000,0,0,0
117,1,7.0,20,15,0,60000,0,0,0,144,0,0
117,1,7.0,20,20,0,50000,0,0,0,0,0,0
117,1,11.0,8,13,0,25000,0,0,6700,0,0,0
117,1,11.0,8,14,2000,0,0,0,0,0,0,0
117,1,11.0,8,15,0,0,0,19000,0,0,0,0
117,1,25.0,10,13,10000,0,0,0,0,0,0,0
117,1,25.0,10,15,2690,0,0,0,0,0,18000,0
117,1,25.0,10,19,3000,0,0,0,0,0,0,0
117,3,1.0,11,13,0,0,0,0,0,0,0,0
117,3,1.0,11,15,20897,0,0,0,0,0,0,30000
117,3,1.0,11,19,0,0,0,0,0,0,0,0
117,3,5.0,18,13,0,0,0,0,0,0,0,0
117,3,5.0,18,14,0,0,0,0,0,0,0,0
117,3,5.0,18,15,360,0,0,0,0,0,0,0
117,3,9.0,11,13,0,0,0,0,40,0,0,0
117,3,9.0,11,14,0,0,0,0,0,0,0,0
117,3,9.0,11,15,1125,0,0,0,0,0,0,0
117,5,7.0,11,13,192,0,0,0,0,65,2500,1450
117,5,7.0,11,14,0,0,0,0,0,0,0,500
117,5,7.0,11,15,1392,0,0,0,40,0,0,1450
117,5,15.0,10,13,360,0,0,0,0,0,0,0
117,5,15.0,10,14,252,0,0,0,0,0,0,0
117,5,15.0,10,15,0,0,0,0,0,0,685,0
117,5,25.0,4,13,16800,0,0,0,0,61,0,0
117,5,25.0,4,14,312,0,0,0,0,0,0,0
117,5,25.0,4,15,2430,0,0,0,0,0,0,0
117,5,33.0,5,13,540,0,0,0,0,0,0,0
117,5,33.0,5,14,1200,0,0,0,0,0,0,0
117,5,33.0,5,15,0,0,0,0,0,0,0,0
117,5,43.0,11,14,9000,0,0,0,0,65,0,0
117,5,43.0,11,15,0,0,0,0,0,65,0,0
117,5,43.0,11,20,0,0,0,0,0,65,0,0
117,5,51.0,8,13,0,0,0,0,0,61,0,0
117,5,51.0,8,14,0,0,0,0,0,61,0,0
117,5,51.0,8,15,48,0,0,0,0,0,0,0
117,7,5.0,12,13,0,0,300,8000,1560,0,0,0
117,7,5.0,12,14,960,60,0,0,0,0,0,0
117,7,5.0,12,15,8185,0,9000,0,0,0,0,0
117,7,11.0,13,13,0,0,0,0,0,0,85000,0
117,7,11.0,13,14,1792,0,0,0,0,60,0,0
117,7,11.0,13,15,18150,0,0,0,0,0,0,0
117,7,19.0,12,13,0,0,0,0,0,60,0,0
117,7,19.0,12,14,0,0,0,0,0,0,0,0
117,7,19.0,12,15,0,0,0,0,0,0,0,0
117,7,25.0,5,13,234,0,1200,0,0,0,0,0
117,7,25.0,5,14,0,0,0,0,0,0,0,0
117,7,25.0,5,15,264,0,0,0,0,0,0,0
117,7,31.0,16,14,0,0,0,0,0,0,0,0
117,7,31.0,16,15,0,40,0,0,0,0,0,0
117,7,31.0,16,19,1338,0,0,0,0,0,0,0
117,7,41.0,6,13,0,0,0,0,2300,60,0,0
117,7,41.0,6,14,25000,0,0,0,0,0,0,0
117,7,41.0,6,15,72,0,0,0,0,0,0,0
117,9,5.0,16,13,0,0,0,0,0,0,0,0
117,9,5.0,16,14,0,0,0,0,0,0,0,0
117,9,5.0,16,15,0,0,0,0,0,0,0,0
117,9,11.0,9,13,0,0,0,0,0,0,0,0
117,9,11.0,9,14,0,0,0,0,0,0,0,0
117,9,11.0,9,15,0,0,0,0,0,0,0,0
117,9,15.0,3,13,312,0,0,0,0,0,0,40
117,9,15.0,3,14,6930,0,0,0,0,0,0,0
117,9,15.0,3,15,0,0,0,0,0,0,0,0
117,9,29.0,5,13,0,0,0,0,0,0,0,0
117,9,29.0,5,14,26300,0,0,0,0,40,0,0
117,9,29.0,5,15,0,0,0,0,0,0,0,0
117,11,4.0,5,13,80000,0,0,0,0,2000,0,0
117,11,4.0,5,14,0,0,0,0,0,0,0,0
117,11,4.0,5,15,4000,0,0,0,75,0,0,0
117,11,9.0,17,14,0,0,0,0,0,0,0,0
117,11,9.0,17,15,705,0,0,0,0,0,0,0
117,11,9.0,17,19,14750,0,0,0,0,60,0,0
117,11,15.0,5,13,5449,2000,0,0,0,0,0,0
117,11,15.0,5,14,5196,0,0,0,0,0,0,0
117,11,15.0,5,15,276,0,0,0,0,0,0,0
117,11,19.0,21,13,940,0,0,0,0,0,0,0
117,11,19.0,21,14,0,0,0,0,0,0,0,0
117,11,19.0,21,15,0,0,0,3000,0,0,0,0
117,11,23.0,16,13,120,5000,6600,0,0,0,0,0
117,11,23.0,16,14,324,0,0,6000,0,54,0,0
