tinh,huyen,xa,diaban,hoso,matv,m4ac1a,m4ac1b,m4ac1c,m4ac2,m4ac3,m4ac4,m4ac5,m4ac6,m4ac7,m4ac8,m4ac9,m4ac10a,m4ac10b,m4ac11,m4ac12a,m4ac12b,m4ac12c,m4ac12d,m4ac12e,m4ac12f,m4ac13,m4ac14,m4ac15,m4ac16,m4ac17,m4ac18,m4ac19,m4ac20,m4ac21,m4ac22a,m4ac22b,m4ac22c,m4ac22d,m4ac22e,m4ac22f,m4ac23,m4ac24,m4ac25,m4ac26,m4ac27
201,9,7,7,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,9,7,7,15,1,1,1,1,1,,92,1,7,15,6,10,2,,,,,,,,0,1,93,41,5,15,8,1,3,3389,0,0,0,0,825,825,1,2,,1,1
201,9,7,7,15,2,2,1,2,1,,92,1,12,17,6,8,2,,,,,,,,0,1,92,2,10,6,4,8,2,,,,,,,0,1,2,,1,2
201,9,11,8,13,1,2,1,1,1,,92,1,10,9,6,14,2,,,,,,,,0,1,93,11,11,5,3,7,2,,,,,,,0,1,2,,1,2
201,9,11,8,13,2,2,1,2,1,,92,1,8,10,6,15,2,,,,,,,,0,1,92,1,6,15,3,8,2,,,,,,,0,1,2,,1,2
201,9,11,8,15,1,2,1,1,1,,92,1,9,10,6,30,2,,,,,,,,0,1,93,11,12,8,6,10,2,,,,,,,0,1,2,,1,2
201,9,11,8,15,2,2,1,2,1,,92,1,10,15,4,10,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,9,11,8,15,3,2,1,2,1,,92,1,10,8,5,4,2,,,,,,,,0,1,92,1,8,10,2,3,2,,,,,,,0,1,2,,1,2
201,9,11,8,15,4,2,1,2,1,,92,2,6,5,3,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,9,11,8,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,9,11,8,15,6,2,1,2,1,,92,1,10,8,5,8,2,,,,,,,,0,1,92,1,6,15,2,6,2,,,,,,,0,1,2,,1,2
201,9,11,8,20,1,2,1,1,1,,92,1,9,10,6,14,2,,,,,,,,0,1,93,11,12,5,3,11,2,,,,,,,0,1,2,,1,1
201,9,11,8,20,2,2,1,2,1,,92,1,10,8,6,16,2,,,,,,,,0,1,92,1,9,10,1,10,2,,,,,,,0,1,2,,1,2
201,9,11,8,20,3,2,1,2,1,,92,1,9,10,7,6,2,,,,,,,,0,1,92,1,8,10,1,3,2,,,,,,,0,1,2,,1,1
201,9,11,8,20,4,2,1,2,1,,92,1,10,10,6,8,2,,,,,,,,0,1,92,1,7,8,2,4,2,,,,,,,0,1,2,,2,
201,9,11,8,20,7,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,3
201,11,11,8,13,1,2,1,2,1,,92,1,12,17,6,37,2,,,,,,,,0,1,92,1,12,10,2,30,2,,,,,,,0,1,2,,1,2
201,11,11,8,13,2,1,1,2,1,,93,41,8,25,8,3,3,,9088,0,0,0,0,0,0,1,92,1,4,15,5,12,2,,,,,,,0,1,2,,1,1
201,11,11,8,13,3,2,1,2,1,,92,1,12,17,6,9,2,,,,,,,,0,1,92,1,12,10,2,8,2,,,,,,,0,1,2,,1,2
201,11,11,8,13,4,2,1,2,1,,92,1,12,16,5,6,2,,,,,,,,0,1,92,2,7,4,4,6,2,,,,,,,0,1,2,,1,1
201,11,11,8,13,5,2,1,2,1,,92,1,12,16,6,12,2,,,,,,,,0,1,92,1,12,11,1,12,2,,,,,,,0,1,2,,1,1
201,11,11,8,14,1,2,1,2,1,,92,1,12,15,5,34,2,,,,,,,,0,1,92,3,7,9,2,3,2,,,,,,,0,1,2,,1,1
201,11,11,8,14,2,1,1,2,1,,15,84,12,22,8,2,4,1,10195,0,0,0,50,0,50,1,92,1,8,10,4,7,2,,,,,,,0,1,2,,1,1
201,11,11,8,14,3,2,1,2,1,,92,1,12,16,6,7,2,,,,,,,,0,1,92,2,6,4,3,3,2,,,,,,,0,1,2,,1,1
201,11,11,8,14,4,2,1,2,1,,92,1,12,15,5,10,2,,,,,,,,0,1,92,1,12,12,4,8,2,,,,,,,0,1,2,,1,2
201,11,11,8,14,5,2,1,2,1,,92,1,8,10,4,3,2,,,,,,,,0,1,92,1,6,17,3,2,2,,,,,,,0,1,2,,1,1
201,11,11,8,15,1,1,1,2,1,,92,1,12,16,5,35,2,,,,,,,,0,1,93,41,5,10,4,2,3,2470,0,0,0,0,0,0,1,2,,1,1
201,11,11,8,15,2,2,1,2,1,,92,1,12,15,6,36,2,,,,,,,,0,1,92,1,12,12,2,30,2,,,,,,,0,1,2,,1,2
201,11,11,8,15,3,1,1,2,1,,92,1,12,12,4,2,2,,,,,,,,0,1,93,41,5,10,4,2,3,2470,0,0,0,0,0,0,1,2,,1,1
201,13,19,3,13,1,1,1,2,1,,92,1,6,21,9,17,2,,,,,,,,0,1,93,2,4,10,4,3,3,1976,0,0,0,0,0,0,1,2,,1,1
201,13,19,3,13,2,2,1,2,1,,92,1,7,22,9,16,2,,,,,,,,0,1,92,2,7,8,3,6,2,,,,,,,0,1,2,,1,1
201,13,19,3,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,13,19,3,14,1,2,1,1,1,,92,1,7,22,7,46,2,,,,,,,,0,1,91,11,3,10,4,9,2,,,,,,,0,1,2,,2,
201,13,19,3,14,2,2,1,2,1,,92,1,7,20,7,44,2,,,,,,,,0,1,92,1,4,20,2,15,2,,,,,,,0,2,,,1,1
201,13,19,3,14,3,2,1,2,1,,92,1,6,24,8,5,2,,,,,,,,0,1,92,2,2,12,3,3,2,,,,,,,0,2,,,1,1
201,13,19,3,14,4,2,1,2,1,,92,2,6,18,6,8,2,,,,,,,,0,1,92,1,4,18,6,16,2,,,,,,,0,1,2,,2,
201,13,19,3,14,5,2,1,2,1,,92,1,9,26,4,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,3
201,13,19,3,15,1,2,1,2,1,,92,2,6,20,9,21,2,,,,,,,,0,1,92,2,3,16,4,20,2,,,,,,,0,2,,,2,
201,13,19,3,15,2,1,1,1,1,,92,1,5,18,8,24,2,,,,,,,,0,1,91,11,3,10,5,17,2,,,,,,,0,1,2,,1,1
201,13,19,3,15,3,2,1,2,1,,92,1,5,20,4,3,2,,,,,,,,0,1,92,2,5,13,3,2,2,,,,,,,0,2,,,1,1
201,13,19,3,15,4,2,1,2,1,,92,1,5,18,3,2,2,,,,,,,,0,1,92,1,8,20,2,1,2,,,,,,,0,2,,,2,
201,13,19,3,15,5,2,1,2,1,,92,2,5,15,4,1,2,,,,,,,,0,1,92,1,8,16,3,1,2,,,,,,,0,2,,,2,
201,13,19,3,15,6,2,1,2,1,,92,1,10,24,4,37,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,13,23,4,13,1,2,1,1,1,,92,1,6,21,9,27,2,,,,,,,,0,1,93,24,4,15,8,4,2,,,,,,,0,1,2,,1,1
201,13,23,4,13,2,2,1,2,1,,92,1,7,20,10,22,2,,,,,,,,0,1,92,1,5,20,3,10,2,,,,,,,0,1,2,,1,1
201,13,23,4,13,3,2,1,2,1,,92,1,6,16,5,2,2,,,,,,,,0,1,92,2,4,12,4,1,2,,,,,,,0,1,2,,2,
201,13,23,4,13,4,2,1,2,1,,92,1,6,12,5,1,2,,,,,,,,0,1,92,1,8,12,3,1,2,,,,,,,0,2,,,2,
201,13,23,4,13,5,2,1,2,1,,92,2,4,8,4,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,13,23,4,14,1,1,1,2,1,,92,1,6,21,9,26,2,,,,,,,,0,1,93,41,4,26,8,2,6,3457,0,0,0,0,0,0,2,,,1,5
201,13,23,4,14,2,2,1,1,1,,93,11,5,20,9,21,2,,,,,,,,0,1,92,2,5,15,4,7,2,,,,,,,0,1,2,,1,1
201,13,23,4,14,3,2,1,2,1,,92,2,5,16,4,3,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,1
201,13,23,4,14,4,2,1,2,1,,92,1,4,18,4,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,13,23,4,15,1,1,1,2,1,,92,1,6,21,6,24,2,,,,,,,,0,1,93,41,2,25,8,1,6,1601,0,0,0,0,0,0,1,2,,1,1
201,13,23,4,15,2,2,1,2,1,,92,1,7,22,8,25,2,,,,,,,,0,1,92,1,6,15,3,8,2,,,,,,,0,1,2,,1,1
201,13,23,4,15,3,2,1,2,1,,92,2,7,15,4,1,2,,,,,,,,0,1,92,1,4,14,3,1,2,,,,,,,0,2,,,2,
201,13,23,4,15,4,2,1,2,1,,92,1,10,20,3,1,2,,,,,,,,0,1,92,1,3,12,2,1,2,,,,,,,0,2,,,2,
201,13,47,4,13,1,2,1,2,1,,92,1,3,20,4,33,2,,,,,,,,0,1,92,1,4,15,6,30,2,,,,,,,0,1,2,,1,1
201,13,47,4,13,2,2,1,2,1,,92,1,5,19,5,32,2,,,,,,,,0,1,92,1,7,18,2,30,2,,,,,,,0,1,2,,1,1
201,13,47,4,13,3,2,1,2,1,,92,1,6,23,6,11,2,,,,,,,,0,1,92,1,4,18,4,12,2,,,,,,,0,1,2,,1,1
201,13,47,4,13,4,2,1,2,1,,92,1,6,24,6,8,2,,,,,,,,0,1,92,1,8,20,2,10,2,,,,,,,0,1,2,,1,1
201,13,47,4,13,5,2,1,2,1,,92,1,3,19,6,8,2,,,,,,,,0,1,92,2,7,10,3,6,2,,,,,,,0,1,2,,1,1
201,13,47,4,13,6,2,1,2,1,,92,1,11,26,4,7,2,,,,,,,,0,1,92,1,3,17,4,8,2,,,,,,,0,1,2,,1,1
201,13,47,4,13,7,2,1,2,1,,92,2,6,13,4,6,2,,,,,,,,0,1,92,1,9,16,3,7,2,,,,,,,0,1,2,,1,1
201,13,47,4,14,1,2,1,2,1,,92,1,6,21,6,24,2,,,,,,,,0,1,92,1,3,10,4,27,2,,,,,,,0,1,2,,1,1
201,13,47,4,14,2,2,1,2,1,,92,1,6,24,5,25,2,,,,,,,,0,1,92,1,12,28,1,27,2,,,,,,,0,1,2,,1,1
201,13,47,4,14,3,2,1,2,1,,92,1,3,19,4,6,2,,,,,,,,0,1,92,2,7,10,4,7,2,,,,,,,0,1,2,,1,1
201,13,47,4,14,4,2,1,2,1,,92,2,11,13,4,5,2,,,,,,,,0,1,92,1,3,15,2,6,2,,,,,,,0,1,2,,1,1
201,13,47,4,14,5,2,1,2,1,,92,1,10,24,3,7,2,,,,,,,,0,1,92,2,3,13,1,4,2,,,,,,,0,1,2,,1,1
201,13,47,4,15,1,2,1,1,1,,92,1,6,20,4,21,2,,,,,,,,0,1,91,10,6,17,3,1,2,,,,,,,0,1,2,,1,1
201,13,47,4,15,2,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,15,1,5,13,1,1,1,2,1,,93,43,11,27,8,2,3,,16764,0,0,0,0,0,0,1,92,1,1,20,7,10,2,,,,,,,0,2,,,2,
201,15,1,5,13,2,2,1,2,1,,92,1,7,28,8,10,2,,,,,,,,0,1,92,1,5,20,6,3,2,,,,,,,0,2,,,1,1
201,15,1,5,13,3,2,1,2,1,,92,1,3,20,6,2,2,,,,,,,,0,1,92,1,4,12,3,1,2,,,,,,,0,2,,,1,1
201,15,1,5,13,4,2,1,2,1,,92,1,5,22,4,1,2,,,,,,,,0,1,92,1,6,15,3,2,2,,,,,,,0,2,,,2,
201,15,1,5,14,1,1,2,2,1,,23,85,9,24,8,11,4,1,24318,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,1
201,15,1,5,14,2,1,2,2,1,,23,85,9,24,8,12,4,1,26252,0,0,0,0,0,0,2,,,,,,,,,,,,,,0,,,,1,2
201,15,1,5,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,1,5,15,1,1,2,2,1,,93,84,12,22,8,10,4,1,10132,184,0,0,276,0,460,2,,,,,,,,,,,,,,0,,,,1,2
201,15,1,5,15,2,1,2,2,1,,23,85,10,22,8,10,4,1,18791,138,0,0,0,0,138,2,,,,,,,,,,,,,,0,,,,1,1
201,15,1,5,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,7,2,13,1,1,1,2,1,,92,1,7,22,10,30,2,,,,,,,,0,1,93,8,3,25,10,1,4,4801,0,0,0,0,0,0,2,,,2,
201,15,7,2,13,2,2,1,2,1,,92,1,12,24,10,31,2,,,,,,,,0,1,92,1,10,17,4,30,2,,,,,,,0,2,,,1,1
201,15,7,2,13,3,2,1,2,1,,92,1,12,26,9,4,2,,,,,,,,0,1,92,2,12,4,4,4,2,,,,,,,0,2,,,1,2
201,15,7,2,13,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,15,7,2,14,1,2,1,2,1,,92,1,12,21,9,43,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,15,7,2,14,2,2,1,2,1,,92,1,10,22,6,39,2,,,,,,,,0,1,92,1,12,18,2,30,2,,,,,,,0,2,,,2,
201,15,7,2,14,3,2,1,2,1,,92,1,12,20,10,14,2,,,,,,,,0,1,92,2,11,7,5,13,2,,,,,,,0,2,,,2,
201,15,7,2,14,4,2,1,2,1,,92,1,12,24,9,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
201,15,7,2,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,2
201,15,7,2,14,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,15,7,2,14,7,2,1,2,1,,92,1,8,24,6,15,2,,,,,,,,0,1,92,1,4,10,4,16,2,,,,,,,0,2,,,2,
201,15,7,2,15,1,2,1,2,1,,92,1,12,21,9,22,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,15,7,2,15,2,2,1,2,1,,92,1,12,22,9,31,2,,,,,,,,0,1,92,2,10,14,4,30,2,,,,,,,0,2,,,1,1
201,15,7,2,15,3,2,1,2,1,,92,1,8,20,8,3,2,,,,,,,,0,1,92,1,12,10,3,6,2,,,,,,,0,2,,,2,
201,15,7,2,15,4,2,1,2,1,,92,1,7,20,8,1,2,,,,,,,,0,1,92,1,12,13,3,2,2,,,,,,,0,2,,,2,
201,15,7,2,15,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,7,2,15,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,13,9,13,1,1,1,2,1,,92,1,7,20,9,10,2,,,,,,,,0,1,92,2,8,6,3,10,2,,,,,,,0,1,2,,1,1
201,15,13,9,13,2,1,1,2,1,,92,1,7,21,9,15,2,,,,,,,,0,1,93,41,4,24,9,1,3,5120,0,0,0,0,0,0,1,2,,2,
201,15,13,9,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,13,9,13,4,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,15,13,9,14,1,1,1,2,1,,92,1,7,23,7,20,2,,,,,,,,0,1,92,2,3,10,8,1,2,,,,,,,0,1,1,1432,2,
201,15,13,9,14,2,1,1,2,1,,92,1,7,23,7,20,2,,,,,,,,0,1,92,1,10,6,5,4,2,,,,,,,0,1,1,938,1,1
201,15,13,9,14,3,2,1,2,1,,92,1,5,16,4,2,2,,,,,,,,0,1,92,1,8,14,3,2,2,,,,,,,0,1,2,,2,
201,15,13,9,14,4,2,1,2,1,,92,2,9,12,4,2,2,,,,,,,,0,1,92,1,7,5,4,1,2,,,,,,,0,2,,,1,1
201,15,13,9,14,5,2,1,2,1,,92,1,10,15,3,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,15,13,9,15,1,1,1,2,1,,92,1,5,15,6,27,2,,,,,,,,0,1,91,75,10,15,5,6,4,1267,0,0,0,0,0,0,1,2,,2,
201,15,13,9,15,2,2,1,2,1,,92,1,7,21,8,28,2,,,,,,,,0,1,92,1,6,7,3,17,2,,,,,,,0,1,2,,1,1
201,15,13,9,15,3,2,1,2,1,,92,1,7,20,8,3,2,,,,,,,,0,1,92,2,6,15,3,2,2,,,,,,,0,1,2,,2,
201,15,13,9,15,4,2,1,2,1,,92,1,8,27,7,3,2,,,,,,,,0,1,92,2,4,1,5,2,2,,,,,,,0,1,2,,2,
201,15,13,9,15,5,2,1,2,1,,92,3,5,15,7,4,2,,,,,,,,0,1,92,2,4,10,5,1,2,,,,,,,0,1,2,,1,1
201,15,13,9,15,6,2,2,2,2,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,15,37,7,13,1,1,2,1,1,,93,43,6,30,8,2,6,,8290,148,0,0,1382,0,1530,1,91,47,4,12,4,2,2,,,,,,,0,2,,,2,
201,15,37,7,13,2,1,1,1,1,,91,47,12,14,8,2,2,,,,,,,,0,1,32,86,12,15,5,12,4,921,0,0,0,0,0,0,1,2,,1,1
201,15,37,7,13,3,2,1,1,1,,91,47,5,20,3,1,2,,,,,,,,0,1,92,1,6,16,3,1,2,,,,,,,0,2,,,1,1
201,15,37,7,14,1,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,4
201,15,37,7,15,1,1,2,1,1,,92,46,10,17,9,4,2,,,,,,,,0,1,91,63,2,10,5,2,2,,,,,,,0,1,1,4606,1,1
201,15,37,7,15,2,1,1,2,1,,33,85,10,24,8,5,4,1,29476,184,0,0,0,0,184,1,92,1,10,19,2,3,2,,,,,,,0,1,2,,1,2
201,15,41,5,13,1,2,1,2,1,,92,1,8,22,8,10,2,,,,,,,,0,1,92,3,6,15,4,2,2,,,,,,,0,1,2,,2,
201,15,41,5,13,2,2,1,2,1,,92,1,8,20,8,9,2,,,,,,,,0,1,92,1,7,26,3,3,2,,,,,,,0,2,,,1,2
201,15,41,5,13,3,2,1,2,1,,92,1,7,24,8,2,2,,,,,,,,0,1,92,1,10,25,3,1,2,,,,,,,0,1,2,,1,1
201,15,41,5,13,4,2,1,2,1,,92,2,5,17,4,1,2,,,,,,,,0,1,92,1,6,14,4,1,2,,,,,,,0,1,2,,2,
201,15,41,5,13,5,2,2,2,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,41,5,14,1,2,1,2,1,,92,1,8,22,8,12,2,,,,,,,,0,1,92,2,3,16,4,3,2,,,,,,,0,1,2,,2,
201,15,41,5,14,2,2,1,2,1,,92,1,8,20,7,10,2,,,,,,,,0,1,92,1,4,14,3,4,2,,,,,,,0,1,2,,1,1
201,15,41,5,14,3,2,1,2,1,,92,1,5,18,4,3,2,,,,,,,,0,1,92,1,6,15,4,2,2,,,,,,,0,2,,,2,
201,15,41,5,15,1,2,1,2,1,,92,1,6,18,7,16,2,,,,,,,,0,1,92,1,8,16,3,4,2,,,,,,,0,1,2,,2,
201,15,41,5,15,2,2,1,2,1,,92,1,7,19,8,12,2,,,,,,,,0,1,92,2,4,10,3,5,2,,,,,,,0,1,2,,1,1
201,15,41,5,15,3,2,1,2,1,,92,1,8,21,8,3,2,,,,,,,,0,1,92,1,5,11,2,1,2,,,,,,,0,1,2,,1,1
201,15,41,5,15,4,2,1,2,1,,92,2,7,12,4,2,2,,,,,,,,0,1,92,1,6,15,2,1,2,,,,,,,0,2,,,2,
201,15,41,5,15,5,2,1,2,1,,92,1,11,16,3,2,2,,,,,,,,0,1,92,2,1,16,2,1,2,,,,,,,0,2,,,2,
201,15,41,5,15,6,2,1,2,1,,92,2,3,12,3,1,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,15,45,5,13,1,2,1,2,1,,92,1,7,20,7,34,2,,,,,,,,0,1,92,1,6,12,3,30,2,,,,,,,0,1,2,,1,1
201,15,45,5,13,2,2,1,2,1,,92,1,6,25,6,26,2,,,,,,,,0,1,92,2,4,12,4,23,2,,,,,,,0,1,2,,1,2
201,15,45,5,13,3,2,1,2,1,,92,1,8,18,7,13,2,,,,,,,,0,1,92,2,3,8,3,14,2,,,,,,,0,1,2,,1,1
201,15,45,5,13,4,2,1,2,1,,92,1,6,26,8,8,2,,,,,,,,0,1,92,1,5,15,3,6,2,,,,,,,0,1,2,,1,1
201,15,45,5,13,5,2,1,2,1,,92,1,8,10,3,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,15,45,5,13,6,2,1,2,1,,92,1,8,20,7,4,2,,,,,,,,0,1,92,1,6,12,4,8,2,,,,,,,0,1,2,,1,1
201,15,45,5,13,7,2,1,2,1,,92,1,7,18,8,5,2,,,,,,,,0,1,92,2,6,10,5,5,2,,,,,,,0,1,2,,1,1
201,15,45,5,14,1,2,1,2,1,,92,1,8,22,7,24,2,,,,,,,,0,1,92,1,6,18,3,25,2,,,,,,,0,1,2,,1,1
201,15,45,5,14,2,2,1,2,1,,92,1,8,20,8,20,2,,,,,,,,0,1,92,1,7,20,2,21,2,,,,,,,0,1,2,,1,2
201,15,45,5,14,3,2,1,2,1,,92,1,7,20,3,2,2,,,,,,,,0,1,92,2,4,15,3,1,2,,,,,,,0,2,,,1,1
201,15,45,5,14,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,15,45,5,14,5,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,45,5,14,6,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,15,45,5,15,1,2,1,2,1,,92,1,8,22,8,12,2,,,,,,,,0,1,92,1,6,18,3,12,2,,,,,,,0,1,2,,1,1
201,15,45,5,15,2,2,1,2,1,,92,1,7,21,8,13,2,,,,,,,,0,1,92,1,7,15,3,13,2,,,,,,,0,1,2,,1,2
201,15,45,5,15,3,2,2,2,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,17,13,3,13,1,2,1,2,1,,92,1,9,24,8,38,2,,,,,,,,0,1,92,2,4,4,6,2,2,,,,,,,0,1,2,,2,
201,17,13,3,13,2,2,1,2,1,,92,1,10,20,8,29,2,,,,,,,,0,1,92,1,3,6,3,18,2,,,,,,,0,1,2,,1,2
201,17,13,3,13,3,2,1,2,1,,92,1,8,24,8,7,2,,,,,,,,0,1,92,2,6,5,2,8,2,,,,,,,0,1,2,,2,
201,17,13,3,13,4,2,1,2,1,,92,1,3,18,6,8,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,1,2
201,17,13,3,14,1,1,1,1,1,,92,1,6,18,9,10,2,,,,,,,,0,1,93,43,4,18,8,1,3,3161,0,0,0,0,0,0,1,1,988,1,1
201,17,13,3,14,2,2,1,2,1,,92,1,6,21,8,13,2,,,,,,,,0,1,92,2,6,10,3,6,2,,,,,,,0,1,2,,1,1
201,17,13,3,14,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,17,13,3,14,5,2,1,1,1,,92,1,7,20,6,40,2,,,,,,,,0,1,91,10,5,6,5,10,2,,,,,,,0,1,2,,1,1
201,17,13,3,14,6,2,1,2,1,,92,1,4,18,4,30,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,17,13,3,15,1,1,1,2,1,,92,1,7,24,8,12,2,,,,,,,,0,1,15,84,12,6,4,3,4,2026,97,0,0,877,0,974,1,2,,1,1
201,17,13,3,15,2,2,1,2,1,,92,1,7,20,7,16,2,,,,,,,,0,1,92,2,8,7,3,8,2,,,,,,,0,1,2,,1,1
201,17,13,3,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,17,13,3,15,4,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,2,
201,17,33,4,13,1,1,1,2,1,,92,1,7,19,7,23,2,,,,,,,,0,1,92,2,7,10,4,20,2,,,,,,,0,1,1,2118,1,1
201,17,33,4,13,2,1,1,1,1,,92,1,7,19,7,24,2,,,,,,,,0,1,91,11,4,6,5,9,2,,,,,,,0,1,1,1382,1,1
201,17,33,4,13,3,1,1,2,1,,92,1,6,15,6,2,2,,,,,,,,0,1,93,1,4,21,7,2,3,3961,0,0,0,0,0,0,1,2,,2,
201,17,33,4,13,4,1,1,2,1,,92,1,7,17,7,3,2,,,,,,,,0,1,92,1,5,20,7,3,3,4744,0,0,0,0,0,0,1,2,,2,
201,17,33,4,13,5,1,1,2,1,,33,85,6,24,8,3,4,1,21831,0,0,2579,0,0,2579,1,92,1,4,14,4,4,2,,,,,,,0,1,2,,1,1
201,17,33,4,14,1,1,1,1,1,,92,1,8,14,6,25,2,,,,,,,,0,1,91,11,11,8,4,3,2,,,,,,,0,1,1,2303,1,1
201,17,33,4,14,2,2,1,2,1,,92,1,8,18,8,25,2,,,,,,,,0,1,92,1,10,8,3,8,2,,,,,,,0,1,2,,1,1
201,17,33,4,14,3,1,1,2,1,,92,1,7,18,7,4,2,,,,,,,,0,1,93,42,4,15,9,1,5,2810,0,0,0,0,0,0,1,2,,2,
201,17,33,4,14,4,1,1,2,1,,92,1,7,17,7,3,2,,,,,,,,0,1,93,42,4,18,9,1,5,3961,0,0,0,0,0,0,1,2,,2,
201,17,33,4,14,5,2,1,2,1,,92,1,7,18,8,2,2,,,,,,,,0,1,92,3,10,17,2,1,2,,,,,,,0,1,2,,1,1
201,17,33,4,15,1,1,1,1,1,,92,1,7,20,7,19,2,,,,,,,,0,1,92,10,6,17,4,10,2,,,,,,,0,1,1,3224,1,1
201,17,33,4,15,2,1,1,2,1,,92,1,7,20,7,19,2,,,,,,,,0,1,92,1,10,12,3,5,2,,,,,,,0,1,1,2948,1,1
201,17,33,4,15,3,2,1,2,1,,92,1,4,10,3,2,2,,,,,,,,0,2,,,,,,,,,,,,,,0,,,,2,
201,19,3,6,13,1,1,1,1,1,,92,1,12,16,5,12,2,,,,,,,,0,1,92,2,10,10,8,2,3,4568,0,0,0,0,240,240,1,2,,1,1
201,19,3,6,13,2,2,1,1,1,,91,47,12,20,10,2,2,,,,,,,,0,1,91,1,4,10,5,10,2,,,,,,,0,2,,,1,1
201,19,3,6,13,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,3,6,14,1,2,1,2,1,,92,1,12,10,4,31,2,,,,,,,,0,1,92,1,12,12,11,2,2,,,,,,,0,1,2,,2,
201,19,3,6,14,2,2,1,2,1,,92,1,2,15,5,28,2,,,,,,,,0,1,92,1,12,19,3,10,2,,,,,,,0,2,,,1,2
201,19,3,6,15,1,1,1,2,1,,92,1,12,10,4,12,2,,,,,,,,0,1,93,8,6,20,7,3,3,3846,0,0,0,0,0,0,1,2,,2,
201,19,3,6,15,2,1,1,2,1,,92,1,12,16,5,10,2,,,,,,,,0,1,93,8,6,17,6,3,3,3269,0,0,0,0,0,0,1,2,,1,2
201,19,3,6,15,3,2,2,2,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,1,1
201,19,9,3,13,1,2,1,2,1,,92,1,12,25,7,20,2,,,,,,,,0,1,92,1,12,7,2,15,2,,,,,,,0,2,,,1,5
201,19,9,3,13,2,2,1,1,1,,92,1,12,14,5,22,2,,,,,,,,0,1,91,11,9,10,4,4,2,,,,,,,0,2,,,1,2
