tinh,huyen,xa,diaban,hoso,m4c1ma1,m4c1c2,m4c1c3,m4c1c4,m4c1c5,m4c1c6,m4c1c7,m4c1c8,m4c1c9a,m4c1c9b,m4c1c9c,m4c1c10,m4c1c11,m4c1c12,m4c1c13,m4c1c14,m4c1c15,m4c1c16,m4c1c17,m4c1c18,m4c1c19,m4c1c20,m4c1c21,m4c1c22,m4c1c23,m4c1c24,m4c1c25,m4c1c25a
115,13,43.0,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,43.0,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,57.0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,57.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,57.0,4,19,1.0,56.0,2.0,12.0,26.0,1.0,,100.0,4.0,0.0,,1.0,1.0,1.0,1.0,2003.0,3.0,1.0,2167.0,26004.0,2.0,,2.0,,1.0,644.0,26648.0,26648.0
115,13,75.0,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,75.0,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,75.0,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,79.0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,79.0,8,15,1.0,77.0,1.0,4.0,25.0,1.0,,100.0,7.0,1.0,0.0,2.0,1.0,2.0,1.0,2004.0,2.0,1.0,3466.0,13864.0,2.0,,2.0,,2.0,,13864.0,13864.0
115,13,79.0,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,13.0,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,13.0,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,13.0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,21.0,16,14,2.0,17.0,1.0,3.0,30.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1993.0,3.0,1.0,491.0,1473.0,2.0,,1.0,98.0,2.0,,1571.0,1571.0
115,15,21.0,16,14,1.0,17.0,1.0,3.0,30.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1993.0,3.0,1.0,491.0,1473.0,2.0,,2.0,,2.0,,1473.0,1473.0
115,15,21.0,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,21.0,16,19,1.0,47.0,2.0,10.0,30.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,,495.0,4950.0,,,,,2.0,,4950.0,4950.0
115,15,29.0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,29.0,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,29.0,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,39.0,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,39.0,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,39.0,12,15,1.0,16.0,1.0,12.0,25.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1980.0,2.0,1.0,839.0,10068.0,2.0,,2.0,,1.0,318.0,10386.0,10386.0
115,15,49.0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,49.0,13,14,1.0,10.0,1.0,8.0,15.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,2.0,1.0,495.0,3960.0,2.0,,2.0,,2.0,,3960.0,3960.0
115,15,49.0,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,59.0,3,13,1.0,10.0,4.0,10.0,19.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1997.0,3.0,1.0,376.0,3760.0,2.0,,2.0,,2.0,,3760.0,3760.0
115,15,59.0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,59.0,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,67.0,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,67.0,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15,67.0,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,1.0,4,13,1.0,47.0,3.0,12.0,28.0,1.0,,100.0,5.0,0.0,,1.0,1.0,0.0,0.0,2007.0,2.0,,2856.0,34272.0,,,,,2.0,,34272.0,34272.0
117,1,1.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,1.0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,7.0,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,7.0,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,7.0,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,11.0,8,13,1.0,56.0,1.0,12.0,26.0,1.0,,100.0,1.0,0.0,,4.0,2.0,2.0,0.0,1998.0,2.0,1.0,35329.0,423948.0,2.0,,2.0,,2.0,,423948.0,423948.0
117,1,11.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,11.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,25.0,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,25.0,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1,25.0,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3,1.0,11,13,1.0,47.0,2.0,12.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1998.0,1.0,,2209.0,26508.0,,,,,2.0,,26508.0,26508.0
117,3,1.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3,1.0,11,19,1.0,47.0,1.0,12.0,25.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1996.0,2.0,,485.0,5820.0,,,,,2.0,,5820.0,5820.0
117,3,1.0,11,19,2.0,33.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2006.0,2.0,1.0,761.0,9132.0,2.0,,2.0,,2.0,,9132.0,9132.0
117,3,5.0,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3,5.0,18,14,1.0,46.0,1.0,10.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,,2499.0,24990.0,,,,,2.0,,24990.0,24990.0
117,3,5.0,18,15,1.0,47.0,1.0,12.0,25.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,,1071.0,12852.0,,,,,2.0,,12852.0,12852.0
117,3,9.0,11,13,1.0,49.0,1.0,6.0,28.0,1.0,,100.0,7.0,0.0,,2.0,2.0,0.0,0.0,1996.0,3.0,1.0,5167.0,31002.0,2.0,,2.0,,2.0,,31002.0,31002.0
117,3,9.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3,9.0,11,15,1.0,95.0,1.0,10.0,20.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,1.0,177.0,1770.0,2.0,,2.0,,2.0,,1770.0,1770.0
117,5,7.0,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,7.0,11,14,1.0,10.0,2.0,12.0,24.0,1.0,,100.0,5.0,0.0,,2.0,2.0,0.0,0.0,2004.0,2.0,1.0,2600.0,31200.0,2.0,,2.0,,1.0,720.0,31920.0,31920.0
117,5,7.0,11,14,2.0,47.0,3.0,10.0,20.0,1.0,,100.0,5.0,0.0,,2.0,2.0,0.0,0.0,2004.0,3.0,,2522.0,25220.0,,,,,2.0,,25220.0,25220.0
117,5,7.0,11,15,1.0,47.0,2.0,10.0,10.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1993.0,3.0,,76.0,760.0,,,,,2.0,,760.0,760.0
117,5,15.0,10,13,1.0,47.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2003.0,3.0,,717.0,8604.0,,,,,2.0,,8604.0,8604.0
117,5,15.0,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,15.0,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,25.0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,25.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,25.0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,33.0,5,13,1.0,11.0,2.0,12.0,7.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2001.0,3.0,1.0,560.0,6720.0,2.0,,1.0,288.0,1.0,1680.0,8688.0,8688.0
117,5,33.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,33.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,43.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,43.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,43.0,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,51.0,8,13,1.0,47.0,2.0,6.0,25.0,1.0,,100.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,2007.0,3.0,,536.0,3216.0,,,,,2.0,,3216.0,3216.0
117,5,51.0,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5,51.0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,5.0,12,13,1.0,42.0,1.0,8.0,28.0,1.0,,100.0,7.0,0.0,,19.0,1.0,19.0,1.0,1996.0,3.0,1.0,26000.0,208000.0,2.0,,2.0,,2.0,,208000.0,208000.0
117,7,5.0,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,5.0,12,15,1.0,47.0,1.0,6.0,30.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,,1250.0,7500.0,,,,,2.0,,7500.0,7500.0
117,7,11.0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,11.0,13,14,1.0,47.0,2.0,8.0,15.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,,472.0,3776.0,,,,,2.0,,3776.0,3776.0
117,7,11.0,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,19.0,12,13,1.0,47.0,3.0,10.0,20.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1992.0,3.0,,1305.0,13050.0,,,,,2.0,,13050.0,13050.0
117,7,19.0,12,13,2.0,47.0,2.0,10.0,10.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1958.0,3.0,,313.0,3130.0,,,,,2.0,,3130.0,3130.0
117,7,19.0,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,19.0,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,25.0,5,13,2.0,91.0,3.0,2.0,28.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2008.0,3.0,2.0,,,,,1.0,2473.0,2.0,,2473.0,2473.0
117,7,25.0,5,13,1.0,16.0,2.0,7.0,17.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1983.0,3.0,1.0,340.0,2380.0,2.0,,2.0,,1.0,25.0,2405.0,2405.0
117,7,25.0,5,14,1.0,16.0,1.0,9.0,27.0,1.0,,100.0,1.0,0.0,,4.0,4.0,0.0,0.0,1992.0,3.0,1.0,1180.0,10620.0,2.0,,2.0,,1.0,55.0,10675.0,10675.0
117,7,25.0,5,15,1.0,16.0,2.0,3.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,1.0,291.0,873.0,2.0,,2.0,,1.0,11.0,884.0,884.0
117,7,31.0,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,31.0,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7,31.0,16,19,1.0,47.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,,362.0,4344.0,,,,,2.0,,4344.0,4344.0
117,7,41.0,6,13,1.0,10.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,1.0,582.0,6984.0,2.0,,2.0,,1.0,2507.0,9491.0,9491.0
117,7,41.0,6,14,1.0,16.0,1.0,10.0,24.0,1.0,,100.0,1.0,0.0,,4.0,1.0,3.0,0.0,1981.0,3.0,1.0,6000.0,60000.0,2.0,,2.0,,1.0,450.0,60450.0,60450.0
117,7,41.0,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,5.0,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,5.0,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,5.0,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,11.0,9,13,1.0,47.0,2.0,10.0,25.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,,598.0,5980.0,,,,,2.0,,5980.0,5980.0
117,9,11.0,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,11.0,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,15.0,3,13,1.0,47.0,2.0,6.0,20.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,,321.0,1926.0,,,,,2.0,,1926.0,1926.0
117,9,15.0,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,15.0,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,29.0,5,13,1.0,47.0,2.0,12.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,,803.0,9636.0,,,,,2.0,,9636.0,9636.0
117,9,29.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9,29.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,4.0,5,13,1.0,49.0,2.0,8.0,25.0,1.0,,100.0,1.0,0.0,,2.0,1.0,1.0,0.0,2007.0,2.0,1.0,52994.0,423952.0,2.0,,2.0,,2.0,,423952.0,423952.0
117,11,4.0,5,14,1.0,23.0,1.0,11.0,26.0,1.0,,100.0,6.0,0.0,,18.0,2.0,16.0,0.0,2005.0,3.0,1.0,49100.0,540100.0,2.0,,1.0,150.0,1.0,54000.0,594250.0,594250.0
117,11,4.0,5,14,2.0,23.0,1.0,11.0,18.0,1.0,,100.0,6.0,0.0,,7.0,2.0,5.0,0.0,2005.0,3.0,1.0,18400.0,202400.0,2.0,,2.0,,2.0,,202400.0,202400.0
117,11,4.0,5,15,1.0,49.0,3.0,12.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2007.0,2.0,1.0,23052.0,276624.0,2.0,,2.0,,2.0,,276624.0,276624.0
117,11,9.0,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,9.0,17,15,1.0,46.0,2.0,9.0,20.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,1997.0,3.0,,451.0,4059.0,,,,,2.0,,4059.0,4059.0
117,11,9.0,17,19,1.0,49.0,1.0,11.0,20.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2006.0,3.0,1.0,7398.0,81378.0,2.0,,2.0,,2.0,,81378.0,81378.0
117,11,15.0,5,13,1.0,13.0,3.0,9.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,1.0,378.0,3402.0,2.0,,2.0,,2.0,,3402.0,3402.0
117,11,15.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,15.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,19.0,21,13,1.0,45.0,1.0,10.0,20.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2007.0,3.0,,1696.0,16960.0,,,,,1.0,1116.0,18076.0,18076.0
117,11,19.0,21,13,2.0,47.0,2.0,12.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,,1071.0,12852.0,,,,,1.0,179.0,13031.0,13031.0
117,11,19.0,21,13,3.0,11.0,2.0,12.0,6.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,488.0,5856.0,2.0,,1.0,780.0,1.0,225.0,6861.0,6861.0
117,11,19.0,21,14,1.0,16.0,1.0,6.0,28.0,1.0,,100.0,1.0,0.0,,4.0,4.0,0.0,0.0,1999.0,3.0,1.0,447.0,2682.0,2.0,,2.0,,2.0,,2682.0,2682.0
117,11,19.0,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,23.0,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,23.0,16,14,1.0,16.0,1.0,5.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2006.0,3.0,1.0,950.0,4750.0,2.0,,2.0,,2.0,,4750.0,4750.0
117,11,23.0,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,29.0,9,13,1.0,47.0,1.0,9.0,16.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,,1471.0,13239.0,,,,,2.0,,13239.0,13239.0
117,11,29.0,9,13,2.0,47.0,2.0,7.0,18.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2001.0,3.0,,1226.0,8582.0,,,,,2.0,,8582.0,8582.0
117,11,29.0,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,11,29.0,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,5.0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,5.0,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,5.0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,11.0,11,13,1.0,47.0,2.0,2.0,25.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2005.0,2.0,,875.0,1750.0,,,,,2.0,,1750.0,1750.0
117,13,11.0,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,11.0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,17.0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,17.0,7,14,1.0,46.0,1.0,10.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,,1111.0,11110.0,,,,,2.0,,11110.0,11110.0
117,13,17.0,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,23.0,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,23.0,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,23.0,16,15,1.0,16.0,2.0,5.0,23.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,189.0,945.0,2.0,,2.0,,2.0,,945.0,945.0
117,13,29.0,5,13,1.0,47.0,1.0,8.0,24.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,,451.0,3608.0,,,,,2.0,,3608.0,3608.0
117,13,29.0,5,14,1.0,47.0,1.0,12.0,25.0,1.0,,100.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,1996.0,2.0,,3045.0,36540.0,,,,,2.0,,36540.0,36540.0
117,13,29.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,33.0,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,33.0,16,14,1.0,16.0,1.0,4.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,1.0,300.0,1200.0,2.0,,2.0,,2.0,,1200.0,1200.0
117,13,33.0,16,15,1.0,16.0,1.0,6.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,3.0,1.0,400.0,2400.0,2.0,,2.0,,2.0,,2400.0,2400.0
117,13,39.0,5,13,1.0,47.0,3.0,12.0,22.0,1.0,,100.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,2004.0,3.0,,2490.0,29880.0,,,,,2.0,,29880.0,29880.0
117,13,39.0,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,13,39.0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,15,1.0,18,13,1.0,47.0,2.0,12.0,29.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2000.0,3.0,,536.0,6432.0,,,,,2.0,,6432.0,6432.0
117,15,1.0,18,13,2.0,10.0,1.0,12.0,24.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2000.0,3.0,1.0,940.0,11280.0,2.0,,1.0,140.0,1.0,2400.0,13820.0,13820.0
117,15,1.0,18,13,3.0,11.0,2.0,11.0,20.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1988.0,3.0,1.0,5400.0,59400.0,2.0,,1.0,360.0,1.0,2600.0,62360.0,62360.0
117,15,1.0,18,14,1.0,47.0,1.0,12.0,29.0,1.0,,100.0,4.0,0.0,,2.0,2.0,0.0,0.0,1988.0,3.0,,4909.0,58908.0,,,,,2.0,,58908.0,58908.0
117,15,1.0,18,15,1.0,56.0,2.0,12.0,29.0,1.0,,100.0,4.0,0.0,,3.0,3.0,0.0,0.0,1998.0,3.0,1.0,8606.0,103272.0,2.0,,1.0,1690.0,2.0,,104962.0,104962.0
117,15,11.0,14,13,1.0,16.0,2.0,6.0,25.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,1.0,390.0,2340.0,2.0,,2.0,,2.0,,2340.0,2340.0
117,15,11.0,14,15,1.0,16.0,2.0,4.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,1.0,300.0,1200.0,2.0,,2.0,,2.0,,1200.0,1200.0
117,15,11.0,14,20,1.0,16.0,2.0,10.0,20.0,1.0,,100.0,1.0,0.0,,3.0,3.0,0.0,0.0,2001.0,3.0,1.0,200.0,2000.0,2.0,,2.0,,2.0,,2000.0,2000.0
117,15,19.0,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,15,19.0,9,14,2.0,11.0,2.0,5.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1997.0,3.0,1.0,5600.0,28000.0,2.0,,1.0,350.0,1.0,1000.0,29350.0,29350.0
117,15,19.0,9,14,1.0,47.0,1.0,12.0,24.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2003.0,3.0,,928.0,11136.0,,,,,2.0,,11136.0,11136.0
117,15,19.0,9,14,3.0,49.0,1.0,2.0,20.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2001.0,2.0,1.0,1060.0,2120.0,2.0,,2.0,,2.0,,2120.0,2120.0
117,15,19.0,9,15,1.0,16.0,2.0,10.0,25.0,1.0,,100.0,1.0,0.0,,3.0,3.0,0.0,0.0,1995.0,3.0,1.0,2800.0,28000.0,2.0,,1.0,180.0,1.0,30.0,28210.0,28210.0
117,15,25.0,12,13,2.0,14.0,2.0,12.0,24.0,2.0,2.0,50.0,5.0,0.0,,2.0,1.0,0.0,0.0,2000.0,3.0,1.0,2000.0,24000.0,2.0,,1.0,200.0,2.0,,24200.0,12200.0
117,15,25.0,12,13,1.0,47.0,2.0,8.0,30.0,1.0,,100.0,5.0,0.0,,1.0,1.0,0.0,0.0,2007.0,3.0,,1607.0,12856.0,,,,,2.0,,12856.0,12856.0
117,15,25.0,12,14,1.0,16.0,1.0,12.0,28.0,1.0,,100.0,1.0,0.0,,2.0,1.0,1.0,0.0,1980.0,3.0,1.0,5040.0,60480.0,2.0,,1.0,200.0,1.0,15.0,60695.0,60695.0
117,15,25.0,12,15,1.0,33.0,1.0,10.0,20.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1998.0,3.0,1.0,150.0,1500.0,2.0,,2.0,,2.0,,1500.0,1500.0
117,15,31.0,10,13,2.0,47.0,2.0,12.0,29.0,1.0,,100.0,4.0,0.0,,1.0,1.0,0.0,0.0,1998.0,2.0,,1365.0,16380.0,,,,,2.0,,16380.0,16380.0
117,15,31.0,10,13,1.0,49.0,1.0,11.0,26.0,1.0,,100.0,6.0,0.0,,1.0,1.0,0.0,0.0,2006.0,2.0,1.0,517.0,5687.0,2.0,,2.0,,2.0,,5687.0,5687.0
117,15,31.0,10,14,1.0,47.0,2.0,12.0,28.0,1.0,,100.0,6.0,0.0,,2.0,2.0,0.0,0.0,2003.0,3.0,,893.0,10716.0,,,,,2.0,,10716.0,10716.0
117,15,31.0,10,15,1.0,47.0,2.0,11.0,28.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2005.0,2.0,,312.0,3432.0,,,,,2.0,,3432.0,3432.0
117,15,37.0,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,15,37.0,15,14,1.0,16.0,2.0,6.0,27.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1999.0,3.0,1.0,1430.0,8580.0,2.0,,2.0,,2.0,,8580.0,8580.0
117,15,37.0,15,15,1.0,14.0,1.0,4.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1989.0,3.0,1.0,2000.0,8000.0,2.0,,1.0,450.0,2.0,,8450.0,8450.0
117,15,37.0,15,15,2.0,16.0,2.0,9.0,27.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2000.0,3.0,1.0,1400.0,12600.0,2.0,,2.0,,2.0,,12600.0,12600.0
117,15,37.0,15,15,3.0,52.0,2.0,2.0,28.0,1.0,,100.0,7.0,0.0,,1.0,1.0,0.0,0.0,2008.0,3.0,1.0,1369.0,2738.0,2.0,,2.0,,2.0,,2738.0,2738.0
117,15,41.0,4,13,1.0,13.0,1.0,8.0,26.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,1978.0,3.0,1.0,2860.0,22880.0,2.0,,1.0,120.0,1.0,10.0,23010.0,23010.0
117,15,41.0,4,14,1.0,16.0,2.0,11.0,25.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2004.0,3.0,1.0,550.0,6050.0,2.0,,2.0,,1.0,10.0,6060.0,6060.0
117,15,41.0,4,19,1.0,31.0,1.0,10.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,1997.0,3.0,1.0,3900.0,39000.0,2.0,,2.0,,1.0,170.0,39170.0,39170.0
117,15,41.0,4,19,2.0,16.0,2.0,7.0,26.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2004.0,3.0,1.0,370.0,2590.0,2.0,,2.0,,2.0,,2590.0,2590.0
117,15,49.0,1,14,1.0,16.0,2.0,12.0,26.0,1.0,,100.0,1.0,0.0,,3.0,3.0,0.0,0.0,2007.0,3.0,1.0,1335.0,16020.0,2.0,,2.0,,2.0,,16020.0,16020.0
117,15,49.0,1,15,1.0,16.0,2.0,5.0,29.0,1.0,,100.0,1.0,0.0,,1.0,1.0,0.0,0.0,2002.0,3.0,1.0,468.0,2340.0,2.0,,2.0,,2.0,,2340.0,2340.0
117,15,49.0,1,19,1.0,16.0,2.0,10.0,28.0,1.0,,100.0,1.0,0.0,,2.0,2.0,0.0,0.0,2004.0,3.0,1.0,879.0,8790.0,2.0,,2.0,,2.0,,8790.0,8790.0
