tinh,huyen,xa,diaban,hoso,m4b12ma,m4b12c3,m4b12c3b,m4b12c4,m4b12c5,m4b12c6,m4b12c7,m4b12c8
705,4,15.0,4,15,50.0,12.0,2.0,180.0,50.0,113.0,130.0,407.0
705,4,15.0,4,15,42.0,3.0,2.0,80.0,70.0,132.0,10.0,150.0
705,4,15.0,4,15,41.0,10.0,2.0,100.0,60.0,113.0,40.0,189.0
705,4,19.0,5,14,8.0,4000.0,1.0,250.0,200.0,724.0,50.0,905.0
705,4,19.0,5,14,50.0,5.0,2.0,50.0,0.0,,50.0,78.0
705,4,19.0,5,14,41.0,4.0,2.0,30.0,0.0,,30.0,39.0
705,4,19.0,5,14,46.0,8.0,2.0,32.0,0.0,,32.0,50.0
705,4,19.0,5,14,10.0,100.0,1.0,80.0,0.0,,80.0,37.0
705,4,19.0,5,14,42.0,2.0,2.0,20.0,0.0,,20.0,26.0
705,4,19.0,5,14,21.0,3000.0,1.0,,,517.0,,621.0
705,4,19.0,5,15,46.0,10.0,2.0,50.0,0.0,,5.0,78.0
705,4,19.0,5,15,8.0,5000.0,1.0,750.0,500.0,1810.0,250.0,2715.0
705,4,19.0,5,15,41.0,8.0,2.0,20.0,0.0,,20.0,26.0
705,4,19.0,5,15,21.0,5000.0,1.0,,,414.0,,621.0
705,4,19.0,5,15,10.0,100.0,1.0,100.0,0.0,,100.0,47.0
705,4,19.0,5,15,50.0,5.0,2.0,80.0,0.0,,80.0,124.0
705,4,19.0,5,15,37.0,10.0,2.0,20.0,20.0,113.0,0.0,113.0
705,4,19.0,5,15,35.0,1.0,2.0,5.0,0.0,,5.0,13.0
705,4,19.0,5,20,8.0,18000.0,1.0,850.0,650.0,5045.0,200.0,6597.0
705,4,19.0,5,20,46.0,2.0,2.0,10.0,0.0,,10.0,33.0
705,4,19.0,5,20,42.0,5.0,2.0,30.0,0.0,,30.0,84.0
705,4,19.0,5,20,50.0,2.0,2.0,30.0,0.0,,30.0,101.0
705,4,19.0,5,20,37.0,4.0,2.0,15.0,15.0,183.0,0.0,183.0
705,4,19.0,5,20,41.0,10.0,2.0,50.0,0.0,,50.0,138.0
705,4,19.0,5,20,21.0,4000.0,1.0,,,720.0,,1331.0
705,4,19.0,5,20,53.0,1.0,1.0,,,56.0,,56.0
705,4,19.0,5,20,52.0,2.0,2.0,,,0.0,,33.0
705,4,19.0,5,20,10.0,150.0,1.0,150.0,0.0,,150.0,150.0
705,5,1.0,18,13,,,,,,,,
705,5,1.0,18,14,,,,,,,,
705,5,1.0,18,15,,,,,,,,
705,5,7.0,2,13,,,,,,,,
705,5,7.0,2,14,13.0,800.0,1.0,3600.0,1800.0,3582.0,1800.0,7163.0
705,5,7.0,2,15,,,,,,,,
705,5,9.0,3,13,13.0,100.0,1.0,390.0,270.0,574.0,120.0,829.0
705,5,9.0,3,14,,,,,,,,
705,5,9.0,3,15,13.0,500.0,1.0,786.0,75.0,980.0,36.0,1025.0
705,5,11.0,19,13,,,,,,,,
705,5,11.0,19,14,,,,,,,,
705,5,11.0,19,15,,,,,,,,
705,5,15.0,13,13,,,,,,,,
705,5,15.0,13,14,,,,,,,,
705,5,15.0,13,15,,,,,,,,
705,5,17.0,13,13,,,,,,,,
705,5,17.0,13,14,,,,,,,,
705,5,17.0,13,15,,,,,,,,
705,5,23.0,13,13,,,,,,,,
705,5,23.0,13,14,13.0,150.0,1.0,1500.0,0.0,,1500.0,1492.0
705,5,23.0,13,14,49.0,6.0,2.0,50.0,0.0,,50.0,100.0
705,5,23.0,13,20,46.0,10.0,2.0,160.0,160.0,238.0,0.0,238.0
705,7,1.0,3,13,21.0,1000.0,1.0,,,0.0,,2835.0
705,7,1.0,3,15,,,,,,,,
705,7,1.0,3,19,,,,,,,,
705,7,4.0,2,13,20.0,7000.0,1.0,,,7485.0,,7485.0
705,7,4.0,2,13,26.0,7000.0,1.0,1500.0,1500.0,28070.0,0.0,28070.0
705,7,4.0,2,13,8.0,31000.0,1.0,13950.0,13950.0,52210.0,0.0,52210.0
705,7,4.0,2,14,37.0,30000.0,1.0,100.0,100.0,926.0,0.0,926.0
705,7,4.0,2,15,8.0,10000.0,1.0,6150.0,6150.0,15229.0,0.0,15229.0
705,7,7.0,2,13,,,,,,,,
705,7,7.0,2,14,,,,,,,,
705,7,7.0,2,15,25.0,50.0,1.0,200.0,200.0,167.0,0.0,167.0
705,7,7.0,2,15,21.0,1300.0,1.0,,,0.0,,1085.0
705,7,9.0,21,13,44.0,4500.0,1.0,1250.0,1250.0,7539.0,0.0,7539.0
705,7,9.0,21,14,,,,,,,,
705,7,9.0,21,15,,,,,,,,
705,7,11.0,20,13,44.0,3700.0,1.0,8580.0,8570.0,76736.0,10.0,76826.0
705,7,11.0,20,13,21.0,1200.0,1.0,,,0.0,,299.0
705,7,11.0,20,14,30.0,10000.0,1.0,,,4974.0,,4974.0
705,7,11.0,20,15,,,,,,,,
705,7,15.0,6,13,,,,,,,,
705,7,15.0,6,15,,,,,,,,
705,7,15.0,6,19,,,,,,,,
705,7,19.0,19,13,,,,,,,,
705,7,19.0,19,14,,,,,,,,
705,7,19.0,19,20,,,,,,,,
705,7,23.0,4,13,8.0,1000.0,1.0,200.0,0.0,,200.0,1144.0
705,7,23.0,4,14,8.0,2000.0,1.0,160.0,0.0,,160.0,893.0
705,7,23.0,4,15,8.0,2000.0,1.0,400.0,300.0,931.0,100.0,1242.0
707,1,3.0,8,13,25.0,1300.0,1.0,13300.0,13300.0,3251.0,0.0,3251.0
707,1,3.0,8,13,41.0,200.0,1.0,500.0,450.0,732.0,50.0,812.0
707,1,3.0,8,14,50.0,1.0,2.0,70.0,0.0,,70.0,226.0
707,1,3.0,8,14,41.0,3.0,2.0,25.0,0.0,,25.0,121.0
707,1,3.0,8,19,37.0,10000.0,1.0,400.0,400.0,4227.0,0.0,4227.0
707,1,9.0,19,13,37.0,8000.0,1.0,600.0,600.0,6056.0,0.0,6056.0
707,1,9.0,19,14,37.0,20000.0,1.0,2500.0,2500.0,26241.0,0.0,26241.0
707,1,9.0,19,19,37.0,5000.0,1.0,600.0,600.0,6459.0,0.0,6459.0
707,1,9.0,19,19,41.0,6.0,2.0,90.0,0.0,,90.0,291.0
707,1,13.0,5,13,42.0,2.0,2.0,20.0,0.0,,20.0,81.0
707,1,13.0,5,13,39.0,2.0,2.0,5.0,0.0,,5.0,20.0
707,1,13.0,5,13,35.0,1.0,2.0,120.0,0.0,,120.0,129.0
707,1,13.0,5,13,41.0,10.0,2.0,175.0,100.0,242.0,75.0,424.0
707,1,13.0,5,13,37.0,30000.0,1.0,6000.0,6000.0,58135.0,0.0,58135.0
707,1,13.0,5,13,50.0,20.0,2.0,1000.0,900.0,1453.0,100.0,1615.0
707,1,13.0,5,19,41.0,10.0,2.0,120.0,0.0,,120.0,356.0
707,1,13.0,5,19,37.0,3000.0,1.0,150.0,150.0,1481.0,0.0,1481.0
707,1,13.0,5,20,42.0,2.0,2.0,20.0,0.0,,20.0,81.0
707,1,13.0,5,20,13.0,10.0,1.0,60.0,0.0,,60.0,145.0
707,1,13.0,5,20,46.0,4.0,2.0,15.0,0.0,,15.0,61.0
707,1,13.0,5,20,20.0,10.0,1.0,,,0.0,,242.0
707,1,13.0,5,20,9.0,20.0,1.0,50.0,0.0,,50.0,81.0
707,1,13.0,5,20,16.0,10.0,1.0,50.0,0.0,,50.0,161.0
707,1,13.0,5,20,50.0,3.0,2.0,250.0,200.0,323.0,50.0,404.0
707,1,13.0,5,20,37.0,6200.0,1.0,1000.0,1000.0,9689.0,0.0,9689.0
707,2,4.0,19,13,,,,,,,,
707,2,4.0,19,14,,,,,,,,
707,2,4.0,19,15,,,,,,,,
707,2,13.0,8,13,,,,,,,,
707,2,13.0,8,14,,,,,,,,
707,2,13.0,8,15,,,,,,,,
707,3,3.0,12,13,,,,,,,,
707,3,3.0,12,14,,,,,,,,
707,3,3.0,12,15,,,,,,,,
707,3,7.0,8,13,37.0,50000.0,1.0,7000.0,7000.0,68352.0,0.0,68352.0
707,3,7.0,8,13,50.0,3.0,2.0,100.0,80.0,486.0,20.0,608.0
707,3,7.0,8,13,47.0,5.0,2.0,100.0,0.0,,100.0,151.0
707,3,7.0,8,13,30.0,10000.0,1.0,,,6835.0,,6835.0
707,3,7.0,8,13,42.0,2.0,2.0,5.0,0.0,,5.0,38.0
707,3,7.0,8,13,46.0,3.0,2.0,50.0,0.0,,50.0,95.0
707,3,7.0,8,14,37.0,15000.0,1.0,2800.0,2800.0,27644.0,0.0,27644.0
707,3,7.0,8,14,30.0,5000.0,1.0,,,6379.0,,6379.0
707,3,7.0,8,15,42.0,15.0,2.0,15.0,0.0,,15.0,121.0
707,3,7.0,8,15,37.0,34000.0,1.0,5600.0,5600.0,60557.0,0.0,60557.0
707,3,10.0,8,13,,,,,,,,
707,3,10.0,8,14,30.0,3000.0,1.0,,,6379.0,,6379.0
707,3,10.0,8,14,37.0,20000.0,1.0,3000.0,3000.0,31898.0,0.0,31898.0
707,3,10.0,8,15,37.0,30000.0,1.0,6500.0,6500.0,76100.0,0.0,76100.0
707,3,10.0,8,15,41.0,50.0,2.0,120.0,0.0,,120.0,388.0
707,3,10.0,8,15,50.0,4.0,2.0,80.0,0.0,,80.0,646.0
707,3,10.0,8,15,47.0,3.0,2.0,200.0,0.0,,200.0,646.0
707,3,13.0,9,13,39.0,6.0,2.0,60.0,0.0,,60.0,388.0
707,3,13.0,9,13,37.0,20000.0,1.0,2200.0,2200.0,23415.0,0.0,23415.0
707,3,13.0,9,13,34.0,200.0,2.0,600.0,600.0,24223.0,0.0,24223.0
707,3,13.0,9,14,10.0,5000.0,1.0,6000.0,6000.0,5851.0,0.0,5851.0
707,3,13.0,9,14,37.0,24000.0,1.0,4500.0,4500.0,53032.0,0.0,53032.0
707,3,13.0,9,15,,,,,,,,
707,3,15.0,15,13,37.0,30000.0,1.0,5500.0,5500.0,58519.0,0.0,58519.0
707,3,15.0,15,14,,,,,,,,
707,3,15.0,15,15,,,,,,,,
707,3,19.0,3,14,37.0,20000.0,1.0,4000.0,4000.0,41986.0,0.0,41986.0
707,3,19.0,3,15,34.0,500.0,1.0,80.0,80.0,3251.0,0.0,3251.0
707,3,19.0,3,15,32.0,10000.0,1.0,2500.0,2500.0,79244.0,0.0,79244.0
707,3,19.0,3,19,37.0,10000.0,1.0,1720.0,1720.0,19443.0,0.0,19443.0
707,3,19.0,3,19,32.0,7000.0,1.0,1500.0,1500.0,31490.0,0.0,31490.0
707,3,19.0,3,19,47.0,2.0,2.0,150.0,100.0,161.0,50.0,242.0
707,3,19.0,3,19,50.0,3.0,2.0,200.0,180.0,291.0,20.0,323.0
707,3,23.0,6,14,20.0,100.0,1.0,,,0.0,,74.0
707,3,23.0,6,14,46.0,6.0,2.0,100.0,0.0,,100.0,222.0
707,3,23.0,6,14,52.0,1.0,2.0,,,222.0,,333.0
707,3,23.0,6,14,50.0,1.0,2.0,150.0,0.0,,150.0,111.0
707,3,23.0,6,14,9.0,100.0,1.0,5.0,0.0,,5.0,22.0
707,3,23.0,6,14,49.0,4.0,2.0,15.0,0.0,,15.0,89.0
707,3,23.0,6,14,41.0,10.0,2.0,200.0,0.0,,200.0,178.0
707,3,23.0,6,14,37.0,6000.0,1.0,600.0,600.0,5777.0,0.0,5777.0
707,3,23.0,6,15,39.0,10.0,2.0,60.0,0.0,,30.0,732.0
707,3,23.0,6,15,37.0,80000.0,1.0,12000.0,12000.0,126789.0,0.0,126789.0
707,3,23.0,6,15,9.0,400.0,1.0,20.0,0.0,,20.0,82.0
707,3,23.0,6,15,49.0,10.0,2.0,20.0,0.0,,20.0,325.0
707,3,23.0,6,15,41.0,100.0,2.0,1500.0,1200.0,1951.0,300.0,2438.0
707,3,23.0,6,19,37.0,20000.0,1.0,3500.0,3500.0,37387.0,0.0,37387.0
707,3,23.0,6,19,47.0,5.0,2.0,100.0,70.0,171.0,30.0,244.0
707,3,23.0,6,19,10.0,1000.0,1.0,800.0,700.0,975.0,100.0,1137.0
707,3,23.0,6,19,41.0,30.0,2.0,150.0,0.0,,150.0,244.0
707,3,23.0,6,19,32.0,16000.0,1.0,6000.0,6000.0,81276.0,0.0,81276.0
707,3,23.0,6,19,42.0,3.0,2.0,30.0,0.0,,30.0,122.0
707,3,23.0,6,19,52.0,2.0,2.0,,,0.0,,82.0
707,3,23.0,6,19,46.0,1.0,2.0,20.0,0.0,,20.0,82.0
707,3,23.0,6,19,13.0,200.0,1.0,60.0,0.0,,60.0,650.0
707,3,23.0,6,19,39.0,40.0,2.0,20.0,0.0,,20.0,162.0
707,3,25.0,14,13,,,,,,,,
707,3,25.0,14,14,37.0,40000.0,1.0,8000.0,8000.0,94279.0,0.0,94279.0
707,3,25.0,14,15,50.0,4.0,2.0,250.0,220.0,2665.0,30.0,3028.0
707,3,25.0,14,15,34.0,300.0,2.0,280.0,280.0,11304.0,0.0,11304.0
707,3,25.0,14,15,37.0,3000.0,1.0,600.0,600.0,7105.0,0.0,7105.0
707,3,27.0,13,14,,,,,,,,
707,3,27.0,13,15,37.0,4000.0,1.0,160.0,160.0,1626.0,0.0,1626.0
707,3,27.0,13,15,33.0,3000.0,1.0,1300.0,1300.0,16256.0,0.0,16256.0
707,3,27.0,13,19,,,,,,,,
707,5,1.0,3,13,,,,,,,,
707,5,1.0,3,14,,,,,,,,
707,5,1.0,3,19,,,,,,,,
707,5,9.0,20,14,,,,,,,,
707,5,9.0,20,19,,,,,,,,
707,5,9.0,20,20,,,,,,,,
707,5,19.0,3,15,34.0,4000.0,1.0,1200.0,1200.0,45568.0,0.0,45568.0
707,5,19.0,3,19,,,,,,,,
707,5,19.0,3,20,34.0,3400.0,1.0,1000.0,1000.0,30986.0,0.0,30986.0
707,5,24.0,9,13,34.0,150.0,2.0,300.0,300.0,10981.0,0.0,10981.0
707,5,24.0,9,13,50.0,5.0,2.0,40.0,0.0,,40.0,388.0
707,5,24.0,9,13,41.0,2.0,2.0,30.0,0.0,,30.0,48.0
707,5,24.0,9,13,32.0,3000.0,1.0,500.0,500.0,7671.0,0.0,7671.0
707,5,24.0,9,14,37.0,30.0,2.0,200.0,200.0,1974.0,0.0,1974.0
707,5,24.0,9,14,32.0,20.0,2.0,100.0,100.0,1519.0,0.0,1519.0
707,5,24.0,9,14,34.0,50.0,2.0,100.0,100.0,3797.0,0.0,3797.0
707,5,24.0,9,19,34.0,6000.0,1.0,1800.0,1800.0,81925.0,0.0,81925.0
707,5,24.0,9,19,37.0,4500.0,1.0,1000.0,1000.0,10566.0,0.0,10566.0
707,5,25.0,12,14,,,,,,,,
707,5,25.0,12,15,30.0,6000.0,1.0,,,11257.0,,11257.0
707,5,25.0,12,22,37.0,5000.0,1.0,450.0,450.0,3950.0,0.0,3950.0
707,5,27.0,5,14,41.0,2.0,2.0,80.0,0.0,,80.0,145.0
707,5,27.0,5,14,52.0,2.0,2.0,,,0.0,,81.0
707,5,27.0,5,14,46.0,3.0,2.0,30.0,0.0,,30.0,73.0
707,5,27.0,5,14,34.0,300.0,2.0,800.0,800.0,22608.0,0.0,22608.0
707,5,27.0,5,15,47.0,30.0,2.0,3000.0,3000.0,9689.0,0.0,9689.0
707,5,27.0,5,15,32.0,30.0,2.0,500.0,500.0,7267.0,0.0,7267.0
707,5,27.0,5,20,52.0,4.0,2.0,,,0.0,,97.0
707,5,27.0,5,20,34.0,1000.0,2.0,1800.0,1800.0,64594.0,0.0,64594.0
707,5,27.0,5,20,41.0,10.0,2.0,150.0,0.0,,150.0,242.0
707,6,5.0,26,13,37.0,13000.0,1.0,1600.0,1600.0,16149.0,0.0,16149.0
707,6,5.0,26,14,34.0,15335.0,1.0,3000.0,3000.0,126789.0,0.0,126789.0
707,6,5.0,26,15,37.0,21940.0,1.0,810.0,810.0,7900.0,0.0,7900.0
707,6,5.0,26,15,34.0,4989.0,1.0,2650.0,2650.0,107690.0,0.0,107690.0
707,6,9.0,5,13,30.0,1200.0,1.0,,,5555.0,,5555.0
707,6,9.0,5,13,37.0,12000.0,1.0,2000.0,2000.0,22217.0,0.0,22217.0
707,6,9.0,5,13,34.0,2000.0,1.0,300.0,300.0,11108.0,0.0,11108.0
707,6,9.0,5,15,34.0,700.0,1.0,60.0,60.0,1925.0,0.0,1925.0
707,6,9.0,5,20,,,,,,,,
707,7,1.0,13,13,41.0,20.0,2.0,100.0,0.0,,100.0,244.0
707,7,1.0,13,13,42.0,1.0,2.0,10.0,0.0,,10.0,40.0
707,7,1.0,13,13,10.0,100.0,1.0,300.0,0.0,,300.0,244.0
707,7,1.0,13,13,20.0,30.0,1.0,,,0.0,,162.0
707,7,1.0,13,13,45.0,1.0,2.0,5.0,0.0,,5.0,32.0
707,7,1.0,13,13,50.0,4.0,2.0,80.0,0.0,,80.0,325.0
707,7,1.0,13,13,35.0,2.0,2.0,50.0,0.0,,50.0,82.0
707,7,1.0,13,13,37.0,20000.0,1.0,3000.0,3000.0,34136.0,0.0,34136.0
707,7,1.0,13,13,32.0,1000.0,1.0,150.0,150.0,3657.0,0.0,3657.0
707,7,1.0,13,13,52.0,1.0,2.0,,,0.0,,48.0
707,7,1.0,13,13,34.0,500.0,1.0,170.0,170.0,6908.0,0.0,6908.0
707,7,1.0,13,13,39.0,3.0,2.0,10.0,0.0,,10.0,48.0
707,7,1.0,13,13,46.0,2.0,2.0,30.0,0.0,,30.0,73.0
707,7,1.0,13,14,37.0,9500.0,1.0,1000.0,1000.0,9020.0,0.0,9020.0
707,7,1.0,13,14,30.0,3000.0,1.0,,,3866.0,,3866.0
707,7,1.0,13,15,10.0,120.0,1.0,200.0,0.0,,200.0,151.0
707,7,1.0,13,15,41.0,30.0,2.0,200.0,0.0,,200.0,455.0
707,7,1.0,13,15,37.0,58000.0,1.0,6500.0,6500.0,64174.0,0.0,64174.0
707,7,7.0,3,13,50.0,5.0,2.0,60.0,0.0,,60.0,487.0
707,7,7.0,3,13,47.0,3.0,2.0,50.0,0.0,,50.0,203.0
707,7,7.0,3,13,37.0,70000.0,1.0,16000.0,16000.0,169052.0,0.0,169052.0
707,7,7.0,3,13,32.0,30000.0,1.0,8000.0,8000.0,168078.0,0.0,168078.0
707,7,7.0,3,14,,,,,,,,
707,7,7.0,3,20,,,,,,,,
707,7,9.0,7,14,37.0,8000.0,1.0,2000.0,2000.0,19746.0,0.0,19746.0
707,7,9.0,7,14,50.0,4000.0,1.0,500.0,400.0,1823.0,100.0,2278.0
707,7,9.0,7,15,34.0,50.0,2.0,45.0,40.0,1292.0,5.0,1453.0
707,7,9.0,7,15,37.0,12000.0,1.0,1200.0,1200.0,12596.0,0.0,12596.0
707,7,9.0,7,20,37.0,10000.0,1.0,1550.0,1550.0,15304.0,0.0,15304.0
707,7,15.0,18,15,,,,,,,,
707,7,15.0,18,20,37.0,7000.0,1.0,1250.0,1250.0,13121.0,0.0,13121.0
707,7,15.0,18,21,32.0,20000.0,1.0,1730.0,1730.0,36334.0,0.0,36334.0
707,7,19.0,4,13,32.0,10000.0,1.0,900.0,900.0,17772.0,0.0,17772.0
707,7,19.0,4,15,,,,,,,,
707,7,19.0,4,19,37.0,3000.0,1.0,846.0,846.0,8941.0,0.0,8941.0
707,7,19.0,4,19,32.0,27000.0,1.0,5000.0,5000.0,101594.0,0.0,101594.0
707,9,1.0,21,13,,,,,,,,
707,9,1.0,21,14,,,,,,,,
707,9,1.0,21,15,,,,,,,,
707,9,5.0,2,13,34.0,2000.0,1.0,300.0,300.0,13323.0,0.0,13323.0
707,9,5.0,2,13,37.0,20000.0,1.0,2800.0,2800.0,29390.0,0.0,29390.0
707,9,5.0,2,15,30.0,15000.0,1.0,,,8074.0,,8074.0
707,9,5.0,2,15,39.0,200.0,2.0,2500.0,2450.0,11869.0,50.0,12111.0
707,9,5.0,2,15,37.0,15000.0,1.0,1500.0,1500.0,15745.0,0.0,15745.0
707,9,5.0,2,19,37.0,4300.0,1.0,1300.0,1300.0,12834.0,0.0,12834.0
707,9,5.0,2,19,34.0,70.0,2.0,100.0,100.0,3797.0,0.0,3797.0
707,9,9.0,23,13,37.0,20.0,2.0,500.0,500.0,4444.0,0.0,4444.0
707,9,9.0,23,14,,,,,,,,
707,9,9.0,23,15,34.0,270.0,2.0,400.0,397.0,15075.0,3.0,15190.0
707,9,11.0,21,13,47.0,5.0,2.0,550.0,500.0,1481.0,50.0,1629.0
707,9,11.0,21,13,34.0,150.0,2.0,180.0,180.0,5998.0,0.0,5998.0
707,9,11.0,21,19,34.0,400.0,2.0,605.0,600.0,19995.0,5.0,20162.0
707,9,11.0,21,20,33.0,320.0,2.0,1800.0,1800.0,24870.0,0.0,24870.0
707,9,15.0,5,13,34.0,5000.0,1.0,600.0,600.0,24223.0,0.0,24223.0
707,9,15.0,5,13,37.0,7000.0,1.0,2000.0,2000.0,19378.0,0.0,19378.0
707,9,15.0,5,14,,,,,,,,
707,9,15.0,5,15,37.0,3800.0,1.0,700.0,700.0,7396.0,0.0,7396.0
707,9,21.0,4,13,,,,,,,,
707,9,21.0,4,19,,,,,,,,
707,9,21.0,4,22,,,,,,,,
707,9,25.0,12,13,23.0,9000.0,1.0,1200.0,1200.0,7109.0,0.0,7109.0
707,9,25.0,12,13,8.0,5000.0,1.0,1500.0,1500.0,3888.0,0.0,3888.0
707,9,25.0,12,14,34.0,30.0,2.0,20.0,20.0,759.0,0.0,759.0
707,9,25.0,12,14,37.0,8000.0,1.0,200.0,200.0,1823.0,0.0,1823.0
707,9,25.0,12,15,39.0,4.0,2.0,20.0,0.0,,20.0,121.0
707,9,25.0,12,15,50.0,15.0,2.0,70.0,65.0,641.0,5.0,691.0
707,9,25.0,12,15,42.0,10.0,2.0,250.0,200.0,455.0,50.0,570.0
707,9,25.0,12,15,47.0,10.0,2.0,300.0,280.0,1702.0,20.0,1823.0
707,9,25.0,12,15,40.0,1.0,2.0,90.0,0.0,,90.0,136.0
707,9,25.0,12,15,20.0,10000.0,1.0,,,15190.0,,15190.0
707,9,25.0,12,15,8.0,2000.0,1.0,300.0,0.0,,300.0,1481.0
707,9,25.0,12,15,21.0,10000.0,1.0,,,34176.0,,34176.0
707,10,1.0,28,13,,,,,,,,
707,10,1.0,28,14,33.0,20000.0,1.0,4800.0,4800.0,43601.0,0.0,43601.0
707,10,1.0,28,15,,,,,,,,
707,10,5.0,23,14,,,,,,,,
707,10,5.0,23,15,33.0,8000.0,1.0,3500.0,3500.0,54861.0,0.0,54861.0
707,10,5.0,23,19,,,,,,,,
707,10,7.0,4,13,13.0,50.0,1.0,180.0,0.0,,180.0,439.0
707,10,7.0,4,13,16.0,100.0,1.0,120.0,0.0,,120.0,585.0
707,10,7.0,4,13,20.0,100.0,1.0,,,0.0,,650.0
707,10,7.0,4,14,34.0,50.0,2.0,21.0,20.0,807.0,1.0,848.0
707,10,7.0,4,14,37.0,23.0,2.0,120.0,120.0,1292.0,0.0,1292.0
707,10,7.0,4,14,33.0,200.0,2.0,750.0,750.0,8074.0,0.0,8074.0
707,10,7.0,4,14,38.0,2000.0,1.0,,,12111.0,,12111.0
707,10,7.0,4,15,37.0,2600.0,1.0,415.0,400.0,4064.0,15.0,4216.0
707,10,7.0,4,15,34.0,100.0,2.0,85.0,80.0,3381.0,5.0,3593.0
707,10,7.0,4,15,33.0,23000.0,1.0,13000.0,13000.0,150360.0,0.0,150360.0
707,10,15.0,4,13,,,,,,,,
707,10,15.0,4,14,21.0,10000.0,1.0,,,9689.0,,9689.0
707,10,15.0,4,14,37.0,4000.0,1.0,500.0,500.0,6056.0,0.0,6056.0
707,10,15.0,4,14,47.0,15000.0,1.0,20000.0,19050.0,40371.0,50.0,40472.0
707,10,15.0,4,14,34.0,5000.0,1.0,1200.0,600.0,25676.0,1.0,45700.0
707,10,15.0,4,19,,,,,,,,
709,1,1.0,1,13,,,,,,,,
709,1,1.0,1,14,,,,,,,,
709,1,1.0,1,15,,,,,,,,
709,1,3.0,2,13,,,,,,,,
709,1,3.0,2,14,,,,,,,,
709,1,3.0,2,20,,,,,,,,
709,1,4.0,21,13,,,,,,,,
709,1,4.0,21,14,,,,,,,,
709,1,4.0,21,20,,,,,,,,
709,1,7.0,7,13,41.0,10.0,2.0,200.0,160.0,272.0,40.0,341.0
709,1,7.0,7,13,20.0,12.0,1.0,,,0.0,,468.0
709,1,7.0,7,13,35.0,2.0,2.0,250.0,200.0,341.0,50.0,426.0
709,1,7.0,7,14,52.0,1.0,2.0,,,0.0,,106.0
709,1,7.0,7,14,42.0,2.0,2.0,50.0,0.0,,50.0,176.0
709,1,7.0,7,14,41.0,10.0,2.0,100.0,0.0,,100.0,220.0
709,1,7.0,7,15,,,,,,,,
709,1,13.0,27,13,,,,,,,,
709,1,13.0,27,14,,,,,,,,
709,1,13.0,27,15,35.0,3.0,2.0,60.0,0.0,,60.0,90.0
709,1,13.0,27,15,41.0,15.0,2.0,180.0,0.0,,180.0,326.0
709,1,15.0,20,13,,,,,,,,
709,1,15.0,20,14,10.0,14000.0,1.0,18000.0,18000.0,15333.0,0.0,15333.0
709,1,15.0,20,15,,,,,,,,
709,3,1.0,1,13,,,,,,,,
709,3,1.0,1,14,37.0,5.0,2.0,150.0,150.0,1628.0,0.0,1628.0
709,3,1.0,1,15,,,,,,,,
709,3,9.0,2,13,37.0,5.0,2.0,70.0,70.0,552.0,0.0,552.0
709,3,9.0,2,13,41.0,10.0,2.0,30.0,20.0,54.0,10.0,81.0
709,3,9.0,2,14,,,,,,,,
709,3,9.0,2,15,37.0,10.0,2.0,110.0,110.0,859.0,0.0,859.0
709,3,9.0,2,15,42.0,3.0,2.0,10.0,0.0,,10.0,63.0
709,3,9.0,2,15,41.0,15.0,2.0,50.0,0.0,,50.0,136.0
709,3,13.0,17,13,20.0,30.0,1.0,,,136.0,,136.0
709,3,13.0,17,13,52.0,5.0,1.0,,,0.0,,54.0
709,3,13.0,17,14,41.0,10.0,2.0,60.0,0.0,,60.0,132.0
709,3,13.0,17,14,42.0,2.0,2.0,40.0,0.0,,40.0,194.0
709,3,13.0,17,14,35.0,3.0,2.0,130.0,130.0,263.0,0.0,263.0
709,3,13.0,17,15,35.0,1.0,2.0,60.0,60.0,122.0,0.0,122.0
709,3,13.0,17,15,41.0,8.0,2.0,70.0,0.0,,70.0,124.0
709,3,13.0,17,15,42.0,2.0,2.0,40.0,0.0,,40.0,190.0
709,5,3.0,11,13,,,,,,,,
709,5,3.0,11,15,25.0,27000.0,1.0,189000.0,189000.0,76919.0,0.0,76919.0
709,5,3.0,11,19,20.0,40.0,1.0,,,0.0,,736.0
709,5,5.0,18,13,,,,,,,,
709,5,5.0,18,14,,,,,,,,
709,5,5.0,18,15,,,,,,,,
709,5,13.0,8,13,,,,,,,,
709,5,13.0,8,14,,,,,,,,
709,5,13.0,8,15,19.0,10.0,1.0,,,0.0,,72.0
709,5,13.0,8,15,18.0,30.0,1.0,24.0,0.0,,24.0,152.0
709,5,13.0,8,15,16.0,100.0,1.0,25.0,0.0,,15.0,113.0
709,5,13.0,8,15,8.0,40.0,1.0,65.0,0.0,,40.0,470.0
709,5,13.0,8,15,13.0,40.0,1.0,35.0,0.0,,23.0,111.0
709,5,21.0,13,13,13.0,500.0,1.0,3060.0,3000.0,5426.0,60.0,5535.0
709,5,21.0,13,13,47.0,2.0,2.0,20.0,0.0,,20.0,72.0
709,5,21.0,13,13,10.0,27000.0,1.0,57000.0,57000.0,51551.0,0.0,51551.0
709,5,21.0,13,13,35.0,5.0,2.0,170.0,150.0,407.0,20.0,461.0
709,5,21.0,13,13,39.0,3.0,2.0,6.0,0.0,,6.0,33.0
709,5,21.0,13,13,37.0,3000.0,1.0,200.0,200.0,1809.0,0.0,1809.0
