tinh,huyen,xa,diaban,hoso,m5a1ct,m5a1c4,m5a1c5,m5a2ct,m5a2c11,m5a2c12,m5b1ct,m5b1c6,m5b1c7,m5b2ct,m5b2c4,m5b2c5,m5b3ct,m5b4c
816,7,21.0,20,13,806.2,806.2,0.0,12677.8,8582.8,4095.0,7356.0,6996.0,360.0,4510.0,4510.0,0.0,6680.0,37000.0
816,7,21.0,20,15,316.4,261.8,54.6,11132.3,9580.7,1551.6,2739.0,2289.0,450.0,3045.0,3045.0,0.0,3370.0,0.0
816,7,21.0,20,19,691.9,373.4,318.5,14286.2,12111.3,2174.9001,4406.0,3231.0,1175.0,5740.0,4290.0,1450.0,14160.0,0.0
816,7,23.0,46,13,197.3,101.8,95.5,6495.7,6124.2,371.5,887.0,527.0,360.0,1265.0,1265.0,0.0,865.0,0.0
816,7,23.0,46,14,709.80005,477.7,232.1,11879.9,10521.2,1358.7,1510.0,1160.0,350.0,2390.0,2390.0,0.0,3570.0,0.0
816,7,23.0,46,15,541.0,541.0,0.0,6416.5,5176.8,1239.7,3920.0,3670.0,250.0,885.0,885.0,0.0,1150.0,0.0
816,7,27.0,42,13,347.5,347.5,0.0,11469.3,8045.6,3423.7,1973.0,1323.0,650.0,1740.0,1740.0,0.0,3145.0,0.0
816,7,27.0,42,14,964.4,782.4,182.0,9343.5,7550.8,1792.7,3360.0,2910.0,450.0,1030.0,1030.0,0.0,3540.0,0.0
816,7,27.0,42,15,96.0,96.0,0.0,5998.4,4709.0,1289.4,1364.0,1364.0,0.0,2120.0,1970.0,150.0,500.0,58.0
816,7,29.0,8,13,1017.0,539.5,477.5,19084.3,19084.3,0.0,6756.0,6756.0,0.0,3335.0,3335.0,0.0,1500.0,33500.0
816,7,29.0,8,14,3558.0,2125.5,1432.5,31541.4,31541.4,0.0,11565.0,11565.0,0.0,6230.0,6230.0,0.0,19000.0,35500.0
816,7,29.0,8,15,1550.6,959.1,591.5,15536.601,15536.601,0.0,4992.0,4992.0,0.0,1860.0,1860.0,0.0,3780.0,2640.0
816,7,31.0,12,13,1301.7,1301.7,0.0,25186.6,25186.6,0.0,10320.0,10320.0,0.0,2000.0,2000.0,0.0,20143.0,140000.0
816,7,31.0,12,14,220.5,193.2,27.3,10266.6,10266.6,0.0,2176.0,2016.0,160.0,661.0,641.0,20.0,2980.0,2700.0
816,7,31.0,12,15,477.0,477.0,0.0,10211.0,9771.0,440.0,4092.0,4092.0,0.0,730.0,730.0,0.0,2700.0,0.0
816,9,3.0,19,13,295.6,295.6,0.0,8724.4,4579.0,4145.4,2622.0,2622.0,0.0,790.0,790.0,0.0,1020.0,624.0
816,9,3.0,19,14,196.5,98.5,98.0,8996.9,7732.7,1264.2,2948.0,2948.0,0.0,615.0,365.0,250.0,3020.0,0.0
816,9,3.0,19,15,324.7,246.3,78.4,12169.801,7568.7,4601.1,3182.0,2582.0,600.0,695.0,445.0,250.0,1720.0,0.0
816,9,5.0,24,13,614.3,359.5,254.8,10336.3,6141.9,4194.4,2013.0,1563.0,450.0,920.0,920.0,0.0,2385.0,6500.0
816,9,5.0,24,14,890.10004,853.7,36.4,16232.1,12232.6,3999.5,5564.0,5014.0,550.0,2070.0,2070.0,0.0,10565.0,0.0
816,9,5.0,24,15,301.6,237.9,63.7,5472.6997,4961.3,511.4,1180.0,730.0,450.0,445.0,325.0,120.0,4500.0,0.0
816,9,7.0,2,13,715.7,715.7,0.0,14888.3,8882.3,6006.0,7580.0,7580.0,0.0,3210.0,3110.0,100.0,1573.0,310.0
816,9,7.0,2,14,431.3,288.0,143.3,15613.3,15231.2,382.1,2736.0,1936.0,800.0,1700.0,1350.0,350.0,4340.0,10260.0
816,9,7.0,2,15,639.8,503.3,136.5,18276.898,10996.899,7280.0,11655.0,11255.0,400.0,2762.0,2512.0,250.0,31330.0,0.0
816,9,9.0,50,13,922.5,922.5,0.0,33356.8,22753.5,10603.3,11428.2,10978.2,450.0,7094.0,7094.0,0.0,2050.0,0.0
816,9,9.0,50,14,373.4,373.4,0.0,15448.0,12652.4,2795.6,2264.0,2094.0,170.0,2185.0,1785.0,400.0,2020.0,4000.0
816,9,9.0,50,15,2466.1,2466.1,0.0,54343.203,41871.6,12471.6,19848.6,19498.6,350.0,16687.0,16687.0,0.0,5860.0,18720.0
816,9,11.0,12,13,857.10004,791.60004,65.5,19008.6,18145.9,862.7,6195.0,6035.0,160.0,4800.0,4800.0,0.0,5840.0,6500.0
816,9,11.0,12,14,437.5,437.5,0.0,11358.2,10534.7,823.5,3898.0,3718.0,180.0,4278.0,4278.0,0.0,1120.0,0.0
816,9,11.0,12,15,690.6,533.8,156.8,13970.801,6586.5,7384.3003,1701.0,1471.0,230.0,1070.0,1070.0,0.0,2400.0,0.0
816,9,17.0,21,14,636.10004,636.10004,0.0,10268.899,7282.3,2986.5999,1100.0,1100.0,0.0,3715.0,3715.0,0.0,885.0,0.0
816,9,17.0,21,15,649.8,649.8,0.0,12373.601,10140.4,2233.2,2777.0,2497.0,280.0,1190.0,1190.0,0.0,1595.0,0.0
816,9,17.0,21,19,700.39996,700.39996,0.0,16865.7,10133.1,6732.6,2647.0,2457.0,190.0,3300.0,3300.0,0.0,3685.0,0.0
816,11,1.0,20,13,702.0,622.0,80.0,7794.0,5966.0,1828.0,1672.0,1462.0,210.0,1275.0,1275.0,0.0,4550.0,234.0
816,11,1.0,20,14,1635.8,1635.8,0.0,16679.9,16679.9,0.0,13315.0,13315.0,0.0,8035.0,8035.0,0.0,3310.0,0.0
816,11,1.0,20,15,625.0,625.0,0.0,13424.0,13424.0,0.0,4744.0,4744.0,0.0,1475.0,1475.0,0.0,3995.0,1620.0
816,11,3.0,22,13,1264.0,1127.5,136.5,25396.299,24017.6,1378.7,3358.0,3098.0,260.0,6356.0,6356.0,0.0,6635.0,45.0
816,11,3.0,22,14,457.6,457.6,0.0,7626.4,7298.8,327.6,1432.0,1112.0,320.0,3580.0,3580.0,0.0,2150.0,3850.0
816,11,3.0,22,15,1055.1,1055.1,0.0,10973.4,10336.4,637.0,4372.0,3972.0,400.0,4105.0,4105.0,0.0,2950.0,0.0
816,11,7.0,30,13,714.7,714.7,0.0,16838.1,12415.5,4422.5996,2636.0,2136.0,500.0,1330.0,1330.0,0.0,4095.0,10000.0
816,11,7.0,30,14,688.1,506.1,182.0,16359.7,10535.7,5824.0,12122.0,11472.0,650.0,8200.0,8200.0,0.0,8170.0,13320.0
816,11,7.0,30,15,845.39996,640.6,204.8,15470.2,9737.2,5733.0,4940.0,4260.0,680.0,1865.0,1865.0,0.0,4595.0,0.0
816,11,9.0,25,13,2713.7,2645.4,68.3,28345.398,15159.5,13185.899,10474.0,10084.0,390.0,7025.0,7025.0,0.0,8210.0,74920.0
816,11,9.0,25,14,293.6,274.5,19.1,6234.4995,5222.1997,1012.3,1140.0,960.0,180.0,490.0,490.0,0.0,1300.0,5500.0
816,11,9.0,25,15,1251.7,1251.7,0.0,12426.9,8222.7,4204.2,8452.0,8452.0,0.0,2640.0,2640.0,0.0,3410.0,4994.0
816,11,13.0,24,13,1469.7,1469.7,0.0,12282.0,11237.3,1044.7,3921.0,3601.0,320.0,4414.0,4414.0,0.0,4033.0,27200.0
816,11,13.0,24,14,1098.3,1098.3,0.0,15285.301,7000.7,8284.601,4742.0,4152.0,590.0,4748.0,4748.0,0.0,6843.0,0.0
816,11,13.0,24,15,447.1,447.1,0.0,9709.5,9268.5,441.0,2200.0,1950.0,250.0,2981.0,2981.0,0.0,2053.0,0.0
816,11,15.0,58,13,276.4,276.4,0.0,4859.4,4654.6,204.8,698.0,488.0,210.0,354.0,354.0,0.0,560.0,6000.0
816,11,15.0,58,14,487.6,452.30002,35.3,7350.2,5984.1,1366.1,1410.0,1140.0,270.0,1240.0,1240.0,0.0,1450.0,18500.0
816,11,15.0,58,15,389.6,351.4,38.2,8153.0,5271.8003,2881.2,2016.0,1796.0,220.0,988.0,988.0,0.0,2070.0,3720.0
816,11,17.0,30,13,368.3,286.4,81.9,5925.7,3537.9,2387.8,810.0,600.0,210.0,895.0,895.0,0.0,2333.0,0.0
816,11,17.0,30,14,514.60004,432.7,81.9,7051.7,4462.7,2589.0,1126.0,816.0,310.0,1015.0,1015.0,0.0,3085.0,0.0
816,11,17.0,30,15,1191.6,1191.6,0.0,16734.2,8066.4,8667.8,2135.0,1785.0,350.0,4000.0,4000.0,0.0,4215.0,0.0
817,1,7.0,9,13,1251.8,1251.8,0.0,15183.3,15183.3,0.0,7510.0,7510.0,0.0,4410.0,4410.0,0.0,710.0,7050.0
817,1,7.0,9,14,1614.8,1614.8,0.0,18669.5,18669.5,0.0,7636.0,7636.0,0.0,4535.0,4535.0,0.0,1565.0,9000.0
817,1,7.0,9,15,1386.4,1386.4,0.0,19360.5,19360.5,0.0,6716.0,6716.0,0.0,3730.0,3730.0,0.0,1540.0,9660.0
817,1,11.0,12,13,935.1,935.1,0.0,18252.3,18252.3,0.0,8214.0,8214.0,0.0,2500.0,2500.0,0.0,920.0,960.0
817,1,11.0,12,14,1096.3,1096.3,0.0,21084.9,21084.9,0.0,5243.0,5243.0,0.0,3657.0,3657.0,0.0,1020.0,5000.0
817,1,11.0,12,15,824.7,824.7,0.0,15036.1,15036.1,0.0,8313.0,8313.0,0.0,3125.0,3125.0,0.0,1220.0,2750.0
817,1,17.0,16,13,1189.6,1189.6,0.0,9511.3,9511.3,0.0,4012.0,4012.0,0.0,847.0,847.0,0.0,1540.0,2160.0
817,1,17.0,16,14,1911.0,1911.0,0.0,10208.0,4773.0,5435.0,2367.0,1567.0,800.0,1852.0,1852.0,0.0,2040.0,5052.0
817,1,17.0,16,15,1053.3,1053.3,0.0,20022.102,12854.9,7167.2,4355.0,3203.0,1152.0,2232.0,2232.0,0.0,2340.0,8068.0
817,3,1.0,6,13,1927.9,672.0,1255.9,12268.9,12268.9,0.0,6835.0,6259.0,576.0,4770.0,4520.0,250.0,1550.0,6000.0
817,3,1.0,6,15,448.4,448.4,0.0,16099.9,16099.9,0.0,6237.0,6237.0,0.0,1650.0,1650.0,0.0,2450.0,1050.0
817,3,1.0,6,20,474.1,474.1,0.0,9667.601,7884.9004,1782.7,3002.0,2852.0,150.0,1813.0,1813.0,0.0,23200.0,74.0
817,3,3.0,15,13,1435.7001,963.9,471.80002,12472.7,9393.7,3079.0,1238.0,1238.0,0.0,1779.0,1779.0,0.0,8873.0,3847.0
817,3,3.0,15,14,941.5,723.1,218.40001,4877.1997,1683.1,3194.0999,3152.0,2912.0,240.0,1601.0,1601.0,0.0,5070.0,5000.0
817,3,3.0,15,15,751.7,751.7,0.0,6281.4,6281.4,0.0,2826.0,2826.0,0.0,1586.0,1586.0,0.0,0.0,0.0
817,3,5.0,30,13,826.89996,772.3,54.6,6475.5,4062.2,2413.3,906.0,486.0,420.0,1280.0,860.0,420.0,4500.0,9900.0
817,3,5.0,30,15,1084.8,1084.8,0.0,7243.9,5426.5,1817.4,2818.0,2428.0,390.0,1342.0,1342.0,0.0,6150.0,0.0
817,3,5.0,30,19,1400.4,781.60004,618.8,7885.4,6721.5,1163.9,1502.0,602.0,900.0,965.0,965.0,0.0,3029.0,2590.0
817,3,9.0,11,14,2823.2002,1361.7001,1461.5,22490.6,15288.8,7201.8,4256.0,2756.0,1500.0,8388.0,8388.0,0.0,1980.0,0.0
817,3,9.0,11,15,517.9,220.8,297.1,3215.5,1510.8,1704.7,956.0,956.0,0.0,390.0,270.0,120.0,16000.0,196.0
817,3,9.0,11,20,1344.0,1299.0,45.0,18273.0,6401.0,11872.0,3264.0,3264.0,0.0,2658.0,2658.0,0.0,4600.0,21000.0
817,3,13.0,17,14,1025.5,710.4,315.1,10174.2,8422.7,1751.5,1261.0,1261.0,0.0,2122.0,2122.0,0.0,1008.0,3000.0
817,3,13.0,17,15,118.8,91.5,27.3,11548.101,10164.7,1383.4,4459.0,3939.0,520.0,1935.0,1885.0,50.0,1368.0,0.0
817,3,13.0,17,20,435.9,157.6,278.3,13433.7,6632.5,6801.2,1420.0,1060.0,360.0,855.0,755.0,100.0,1000.0,7875.0
817,3,17.0,7,13,986.0,986.0,0.0,6831.9004,3603.0,3228.9001,1024.0,924.0,100.0,1056.0,1056.0,0.0,300.0,835.0
817,3,17.0,7,14,1782.6,1209.6,573.0,16821.2,10947.9,5873.3,6514.0,6134.0,380.0,4390.0,4390.0,0.0,23030.0,7300.0
817,3,17.0,7,15,495.3,296.9,198.4,17978.201,17374.8,603.4,1410.0,1070.0,340.0,1350.0,1200.0,150.0,1028.0,1250.0
817,3,19.0,20,13,809.8,454.9,354.9,9486.6,5382.5,4104.1,1320.0,1220.0,100.0,1052.0,1052.0,0.0,5020.0,12200.0
817,3,19.0,20,14,1208.8999,562.8,646.1,14231.6,7594.2,6637.4,8324.0,6524.0,1800.0,2482.0,2482.0,0.0,2957.0,15540.0
817,3,19.0,20,15,354.19998,354.19998,0.0,12120.1,7533.7,4586.4,7526.0,7526.0,0.0,2830.0,2830.0,0.0,1050.0,0.0
817,5,3.0,24,13,1745.3,1282.1,463.2,11226.4,6168.6,5057.8,2244.0,1764.0,480.0,2070.0,2070.0,0.0,1850.0,47250.0
817,5,3.0,24,14,885.1,504.0,381.1,7644.3,4469.8,3174.5,1890.0,1690.0,200.0,1788.0,1338.0,450.0,3500.0,77.0
817,5,3.0,24,15,989.5,689.2,300.3,13842.1,9844.5,3997.5999,3726.0,3276.0,450.0,2352.0,2352.0,0.0,1520.0,18200.0
817,5,4.0,14,13,791.6,467.6,324.0,13766.5,11377.7,2388.8,4953.0,4953.0,0.0,1789.0,1789.0,0.0,3640.0,10900.0
817,5,4.0,14,14,1591.1001,890.4,700.7,12968.3,8959.6,4008.7,3539.0,3009.0,530.0,3290.0,3290.0,0.0,4750.0,1271.0
817,5,4.0,14,15,1205.0,334.0,871.0,12746.199,9490.6,3255.6,4855.0,4405.0,450.0,1680.0,1680.0,0.0,15400.0,40000.0
817,5,5.0,10,14,707.6,545.2,162.4,13970.5,12530.4,1440.1,4617.0,4602.0,15.0,2638.0,2603.0,35.0,78050.0,26545.0
817,5,5.0,10,15,3869.1,766.0,3103.1,12338.9,6328.3,6010.6,6739.0,6039.0,700.0,2005.0,2005.0,0.0,2120.0,1800.0
817,5,5.0,10,19,494.8,447.5,47.3,12799.301,9127.4,3671.9,5101.0,4801.0,300.0,8486.0,8411.0,75.0,1530.0,8670.0
817,5,7.0,14,13,425.5,202.5,223.0,8862.2,8648.3,213.90001,3512.0,3512.0,0.0,1870.0,1870.0,0.0,15800.0,1704.0
817,5,7.0,14,14,356.4,233.5,122.9,7227.6,7154.8003,72.8,968.0,968.0,0.0,263.0,163.0,100.0,3000.0,1400.0
817,5,7.0,14,19,675.6,550.0,125.600006,19259.201,17118.9,2140.3,7026.0,6816.0,210.0,2600.0,2500.0,100.0,2940.0,15930.0
817,5,17.0,15,13,898.39996,201.29999,697.1,12807.5,7311.9,5495.6,3174.0,2814.0,360.0,1162.0,1132.0,30.0,1410.0,750.0
817,5,17.0,15,14,1473.7,817.5,656.2,11504.199,6641.9,4862.3,1662.0,1362.0,300.0,2034.0,1319.0,715.0,2960.0,160000.0
817,5,17.0,15,15,454.4,44.0,410.4,5349.7,3400.5,1949.2,954.0,522.0,432.0,650.0,570.0,80.0,2050.0,10000.0
817,5,21.0,19,13,913.9,695.5,218.4,12384.9,9453.8,2931.1,3676.0,3676.0,0.0,3350.0,3350.0,0.0,4260.0,27946.0
817,5,21.0,19,14,1848.3,496.9,1351.4,10542.5,5551.1,4991.4,1356.0,696.0,660.0,2090.0,1690.0,400.0,1750.0,28.0
817,5,21.0,19,15,462.0,237.0,225.0,7849.0,6540.0,1309.0,1298.0,1098.0,200.0,625.0,625.0,0.0,2850.0,0.0
817,7,1.0,9,13,1011.0,848.6,162.4,18578.9,18325.8,253.09999,5280.0,4780.0,500.0,1885.0,1885.0,0.0,31930.0,0.0
817,7,1.0,9,14,451.1,451.1,0.0,10009.9,10009.9,0.0,3106.0,3106.0,0.0,1945.0,1945.0,0.0,18996.0,10650.0
817,7,1.0,9,15,1967.7,1351.7,616.0,24239.2,24239.2,0.0,9358.0,9358.0,0.0,5020.0,5020.0,0.0,6120.0,44800.0
817,7,5.0,14,13,335.0,335.0,0.0,7822.2,7343.7,478.5,1632.0,852.0,780.0,2315.0,2315.0,0.0,600.0,800.0
817,7,5.0,14,14,733.3,615.7,117.6,13754.3,12312.7,1441.6,1510.0,1344.0,166.0,1022.0,1022.0,0.0,870.0,0.0
817,7,5.0,14,15,633.1,587.6,45.5,6387.5,4795.9,1591.6,1572.0,1122.0,450.0,411.0,411.0,0.0,1800.0,0.0
817,7,8.0,22,13,1675.1,1629.6,45.5,14064.0,13460.7,603.3,6041.0,5691.0,350.0,5240.0,5240.0,0.0,3972.0,7682.0
817,7,8.0,22,15,1082.0,992.0,90.0,12227.0,8410.0,3817.0,3522.0,3072.0,450.0,839.0,814.0,25.0,2036.0,800.0
817,7,8.0,22,19,659.9,507.9,152.0,12592.101,11263.4,1328.7,1792.0,1542.0,250.0,841.0,841.0,0.0,680.0,2500.0
817,7,9.0,13,13,0.0,0.0,0.0,6951.6997,5261.4,1690.2999,2510.0,1920.0,590.0,1493.0,1493.0,0.0,1160.0,0.0
817,7,9.0,13,14,2056.7002,1965.7001,91.0,19668.1,18304.0,1364.1,8488.0,7968.0,520.0,6942.0,6942.0,0.0,4650.0,0.0
817,7,9.0,13,15,932.1,667.2,264.9,16409.8,9791.3,6618.5,6182.0,5802.0,380.0,2385.0,2385.0,0.0,4940.0,0.0
817,7,13.0,23,13,831.0,531.0,300.0,17161.0,12174.0,4987.0,2436.0,2196.0,240.0,1261.0,1261.0,0.0,950.0,1250.0
817,7,13.0,23,14,769.10004,679.9,89.2,12968.199,6757.5,6210.6997,3875.0,3507.0,368.0,5041.0,5041.0,0.0,1000.0,0.0
817,7,13.0,23,15,1482.0,1193.0,289.0,20260.0,9506.0,10754.0,3885.0,2865.0,1020.0,3723.0,3723.0,0.0,4785.0,20000.0
817,7,17.0,8,13,1161.9,752.3,409.6,20483.5,10837.4,9646.1,3722.0,3072.0,650.0,2765.0,2765.0,0.0,7800.0,0.0
817,7,17.0,8,14,1325.5,1092.5,233.0,13413.4,7011.5,6401.9,3108.0,2568.0,540.0,1868.0,1868.0,0.0,2210.0,85.0
817,7,17.0,8,15,1003.1,1003.1,0.0,17800.5,8124.4,9676.101,3175.0,2688.0,487.0,1847.0,1847.0,0.0,6560.0,0.0
817,9,7.0,11,13,538.4,509.80002,28.6,7601.4,7601.4,0.0,2134.0,2134.0,0.0,9828.0,3328.0,6500.0,3400.0,9350.0
817,9,7.0,11,14,1244.7,604.9,639.8,18199.7,17931.2,268.5,7488.0,7188.0,300.0,1372.0,1372.0,0.0,0.0,0.0
817,9,7.0,11,15,677.1,513.3,163.8,15699.7,10239.7,5460.0,3642.0,2622.0,1020.0,2650.0,2650.0,0.0,1500.0,33952.0
817,9,11.0,20,14,292.19998,177.59999,114.6,8324.199,5426.6997,2897.5,792.0,328.0,464.0,389.0,205.0,184.0,0.0,0.0
817,9,11.0,20,15,190.70001,104.700005,86.0,3613.9,3113.4,500.5,1140.0,740.0,400.0,1678.0,1248.0,430.0,400.0,0.0
817,9,11.0,20,19,358.2,235.3,122.9,11174.0,9941.8,1232.2001,2622.0,1682.0,940.0,3098.0,3098.0,0.0,1720.0,240.0
817,9,14.0,17,13,522.9,419.2,103.7,16531.3,9198.5,7332.8003,4296.0,3756.0,540.0,1130.0,1130.0,0.0,5500.0,3900.0
817,9,14.0,17,14,268.0,268.0,0.0,11993.4,10858.7,1134.7001,1384.0,808.0,576.0,1020.0,250.0,770.0,650.0,2700.0
817,9,14.0,17,15,1001.6,910.6,91.0,16213.699,11199.6,5014.1,3436.0,2916.0,520.0,1254.0,1254.0,0.0,4000.0,2100.0
817,9,15.0,7,14,293.0,293.0,0.0,4136.7,4061.1,75.6,832.0,412.0,420.0,222.0,182.0,40.0,1000.0,0.0
817,9,15.0,7,15,244.70001,244.70001,0.0,2692.2,2407.7,284.5,846.0,174.0,672.0,66.0,36.0,30.0,250.0,0.0
817,9,15.0,7,19,741.0,511.69998,229.3,11594.6,10344.3,1250.3,2490.0,1890.0,600.0,487.0,487.0,0.0,1850.0,4538.0
817,11,1.0,14,13,1062.1,1007.5,54.6,17183.2,17183.2,0.0,6684.0,6684.0,0.0,2248.0,2098.0,150.0,1550.0,65970.0
817,11,1.0,14,15,1045.0,1015.0,30.0,19808.0,19458.0,350.0,6132.0,6132.0,0.0,1740.0,1740.0,0.0,1220.0,390.0
817,11,1.0,14,20,535.0,511.0,24.0,10735.0,10735.0,0.0,2434.0,2184.0,250.0,590.0,590.0,0.0,850.0,2500.0
817,11,7.0,5,13,1270.4,955.2,315.2,18363.3,17742.5,620.8,7930.0,7930.0,0.0,6780.0,6780.0,0.0,3650.0,36000.0
817,11,7.0,5,14,900.0,438.0,462.0,8505.0,7286.0,1219.0,842.0,492.0,350.0,958.0,958.0,0.0,1800.0,1700.0
817,11,7.0,5,15,1430.5,472.2,958.3,12171.4,9286.7,2884.7,2146.0,1584.0,562.0,2210.0,2210.0,0.0,3400.0,18540.0
817,11,11.0,11,13,820.0,820.0,0.0,11344.0,6754.0,4590.0,2512.0,1912.0,600.0,1150.0,1150.0,0.0,2580.0,0.0
817,11,11.0,11,14,1100.0,733.0,367.0,10700.0,9332.0,1368.0,1906.0,1186.0,720.0,2150.0,2150.0,0.0,800.0,900.0
817,11,11.0,11,15,919.2001,688.10004,231.1,11044.1,9283.3,1760.7999,3628.0,3480.0,148.0,2053.0,1853.0,200.0,8530.0,0.0
817,11,17.0,22,13,593.0,593.0,0.0,16264.7,16088.3,176.4,2614.0,2214.0,400.0,2085.0,2085.0,0.0,2200.0,3000.0
817,11,17.0,22,14,673.10004,605.7,67.4,10307.7,8942.7,1365.0,1874.0,1874.0,0.0,1085.0,945.0,140.0,1550.0,3200.0
817,11,17.0,22,15,443.69998,94.299995,349.4,5535.3,3296.7,2238.5999,752.0,352.0,400.0,290.0,70.0,220.0,1100.0,13000.0
817,11,21.0,5,13,124.8,124.8,0.0,4695.2,4695.2,0.0,492.0,192.0,300.0,95.0,95.0,0.0,350.0,0.0
817,11,21.0,5,14,374.3,374.3,0.0,9310.3,9016.3,294.0,1174.0,694.0,480.0,730.0,730.0,0.0,1100.0,0.0
817,11,21.0,5,19,1142.5,924.1,218.4,10439.4,5388.9,5050.5,3718.0,3068.0,650.0,1976.0,1976.0,0.0,1515.0,4750.0
817,11,25.0,12,13,756.4,316.80002,439.6,7398.1,4793.6,2604.5,1508.0,988.0,520.0,740.0,660.0,80.0,400.0,750.0
817,11,25.0,12,14,902.0,518.0,384.0,11012.4,6331.3003,4681.0996,2830.0,2280.0,550.0,1813.0,1813.0,0.0,2100.0,0.0
817,11,25.0,12,15,445.0,445.0,0.0,8862.0,8862.0,0.0,1756.0,1356.0,400.0,1420.0,1420.0,0.0,1310.0,0.0
817,13,3.0,19,13,1081.6001,568.4,513.2,9839.5,5780.0,4059.5,1584.0,984.0,600.0,1697.0,1697.0,0.0,4050.0,0.0
817,13,3.0,19,14,1426.6,1426.6,0.0,20383.4,19695.8,687.6,5880.0,5280.0,600.0,2110.0,1810.0,300.0,4100.0,1200.0
817,13,3.0,19,19,194.29999,157.9,36.4,8627.3,8627.3,0.0,1102.0,802.0,300.0,630.0,510.0,120.0,2800.0,4378.0
817,13,7.0,6,13,164.0,124.0,40.0,6420.0,6420.0,0.0,3645.0,3645.0,0.0,81.0,81.0,0.0,700.0,0.0
817,13,7.0,6,14,723.8,723.8,0.0,13530.9,13530.9,0.0,2220.0,2220.0,0.0,648.0,628.0,20.0,4100.0,0.0
817,13,7.0,6,15,0.0,0.0,0.0,6553.9,6553.9,0.0,1108.0,1048.0,60.0,220.0,220.0,0.0,1300.0,0.0
817,13,14.0,21,14,535.9,535.9,0.0,15455.0,11490.9,3964.1,1380.0,1380.0,0.0,2531.0,2161.0,370.0,700.0,0.0
817,13,14.0,21,15,620.39996,620.39996,0.0,7932.8,7932.8,0.0,2232.0,2232.0,0.0,544.0,544.0,0.0,3550.0,0.0
817,13,14.0,21,20,614.4,614.4,0.0,19944.6,19944.6,0.0,21900.0,21900.0,0.0,4970.0,4970.0,0.0,6050.0,2376.0
817,13,17.0,5,13,1829.1,988.3,840.8,15037.9,11943.9,3094.0,5916.0,5316.0,600.0,2073.0,2073.0,0.0,4810.0,26500.0
817,13,17.0,5,14,269.4,167.5,101.9,6969.7,6387.3003,582.4,1252.0,1002.0,250.0,623.0,473.0,150.0,1050.0,65000.0
817,13,17.0,5,15,454.7,454.7,0.0,8874.2,7236.2,1638.0,1639.0,1639.0,0.0,2810.0,2810.0,0.0,1790.0,24000.0
817,13,21.0,22,13,47.0,47.0,0.0,7551.7,7182.1,369.59998,654.0,654.0,0.0,301.0,301.0,0.0,100.0,0.0
817,13,21.0,22,14,0.0,0.0,0.0,7581.8003,7169.2,412.59998,1132.0,772.0,360.0,423.0,423.0,0.0,1090.0,0.0
817,13,21.0,22,15,178.2,123.6,54.6,5170.9,5163.6,7.3,4150.0,4150.0,0.0,664.0,664.0,0.0,430.0,1800.0
817,13,27.0,14,13,402.9,402.9,0.0,3247.7002,2698.1,549.6,1352.0,1182.0,170.0,3030.0,3030.0,0.0,750.0,0.0
817,13,27.0,14,14,802.0,529.0,273.0,27725.7,13492.4,14233.3,5472.0,4992.0,480.0,5203.0,5203.0,0.0,3030.0,16936.0
817,13,27.0,14,15,1728.6001,1564.8,163.8,14021.9,10937.0,3084.9,4416.0,3936.0,480.0,3686.0,3662.0,24.0,2200.0,13600.0
817,15,1.0,4,13,988.6,960.0,28.6,21544.8,20717.8,827.0,12778.0,12778.0,0.0,7530.0,7330.0,200.0,3550.0,111000.0
817,15,1.0,4,14,551.0,551.0,0.0,5043.1,5043.1,0.0,2130.0,2130.0,0.0,1190.0,1190.0,0.0,3397.0,50000.0
817,15,1.0,4,15,698.3,698.3,0.0,9364.0,9364.0,0.0,2966.0,2466.0,500.0,3290.0,3290.0,0.0,400.0,0.0
817,15,5.0,13,13,778.5,514.6,263.9,14300.3,12123.5,2176.8,7684.0,7098.0,586.0,3977.0,3777.0,200.0,6760.0,22900.0
817,15,5.0,13,14,1053.4,907.8,145.6,22132.0,13700.8,8431.2,8197.0,7297.0,900.0,1750.0,1750.0,0.0,4840.0,80.0
817,15,5.0,13,15,533.80005,392.7,141.1,10867.8,8911.3,1956.5,1203.0,723.0,480.0,880.0,880.0,0.0,1030.0,0.0
817,15,9.0,8,13,1036.7,674.5,362.2,14586.6,11859.3,2727.3,4498.0,4398.0,100.0,3690.0,3690.0,0.0,5422.0,12000.0
817,15,9.0,8,14,892.1,182.3,709.8,9708.5,8709.3,999.2,958.0,358.0,600.0,684.0,324.0,360.0,630.0,0.0
817,15,9.0,8,15,470.5,470.5,0.0,9722.3,8996.5,725.8,3088.0,1788.0,1300.0,1295.0,1295.0,0.0,230.0,0.0
817,15,13.0,8,13,913.69995,634.3,279.4,13159.601,10866.4,2293.2002,7680.0,7680.0,0.0,2160.0,2160.0,0.0,1840.0,8500.0
817,15,13.0,8,14,977.7,823.0,154.7,16322.5,15981.2,341.3,5019.0,4984.0,35.0,2995.0,2995.0,0.0,4140.0,35250.0
817,15,13.0,8,15,514.6,514.6,0.0,6617.2,6617.2,0.0,2202.0,2202.0,0.0,1720.0,1720.0,0.0,1180.0,0.0
817,15,17.0,5,14,544.3,441.4,102.899994,16073.9,14407.9,1666.0,3284.0,3284.0,0.0,1080.0,880.0,200.0,920.0,0.0
817,15,17.0,5,15,216.6,216.6,0.0,5715.0,5715.0,0.0,1704.0,1704.0,0.0,845.0,845.0,0.0,800.0,1000.0
