tinh,huyen,xa,m6stt,m6c31,m6c32,m6c33,m6c34
105,19,21,6,2,,,
105,19,21,7,2,,,
105,19,27,1,1,2.0,1.0,1.0
105,19,27,2,1,2.0,1.0,1.0
105,19,27,3,1,2.0,1.0,1.0
105,19,27,4,2,,,
105,19,27,5,2,,,
105,19,27,6,2,,,
105,19,27,7,2,,,
105,19,39,1,1,2.0,1.0,1.0
105,19,39,2,1,2.0,1.0,1.0
105,19,39,3,1,2.0,1.0,1.0
105,19,39,4,2,,,
105,19,39,5,1,2.0,1.0,1.0
105,19,39,6,2,,,
105,19,39,7,2,,,
105,19,47,1,1,2.0,1.0,4.0
105,19,47,2,1,2.0,1.0,1.0
105,19,47,3,1,2.0,1.0,1.0
105,19,47,4,2,,,
105,19,47,5,2,,,
105,19,47,6,2,,,
105,19,47,7,2,,,
105,21,07,1,1,2.0,1.0,1.0
105,21,07,2,1,2.0,1.0,1.0
105,21,07,3,1,2.0,1.0,1.0
105,21,07,4,2,,,
105,21,07,5,2,,,
105,21,07,6,2,,,
105,21,07,7,2,,,
105,21,15,1,1,2.0,1.0,1.0
105,21,15,2,1,2.0,1.0,1.0
105,21,15,3,1,2.0,1.0,1.0
105,21,15,4,2,,,
105,21,15,5,1,2.0,1.0,1.0
105,21,15,6,2,,,
105,21,15,7,2,,,
105,21,27,1,1,2.0,1.0,3.0
105,21,27,2,1,2.0,1.0,1.0
105,21,27,3,1,2.0,1.0,1.0
105,21,27,4,2,,,
105,21,27,5,2,,,
105,21,27,6,2,,,
105,21,27,7,2,,,
105,21,37,1,1,2.0,1.0,1.0
105,21,37,2,1,2.0,1.0,1.0
105,21,37,3,1,2.0,1.0,1.0
105,21,37,4,2,,,
105,21,37,5,2,,,
105,21,37,6,2,,,
105,21,37,7,2,,,
105,21,45,1,1,2.0,2.0,1.0
105,21,45,2,1,2.0,2.0,1.0
105,21,45,3,1,2.0,2.0,1.0
105,21,45,4,2,,,
105,21,45,5,2,,,
105,21,45,6,2,,,
105,21,45,7,2,,,
105,21,55,1,1,2.0,1.0,1.0
105,21,55,2,1,2.0,1.0,1.0
105,21,55,3,1,2.0,1.0,1.0
105,21,55,4,2,,,
105,21,55,5,2,,,
105,21,55,6,2,,,
105,21,55,7,2,,,
105,23,03,1,1,2.0,2.0,5.0
105,23,03,2,1,2.0,2.0,1.0
105,23,03,3,1,2.0,2.0,1.0
105,23,03,4,2,,,
105,23,03,5,2,,,
105,23,03,6,2,,,
105,23,03,7,2,,,
105,23,19,1,1,2.0,1.0,3.0
105,23,19,2,1,2.0,1.0,3.0
105,23,19,3,1,2.0,1.0,3.0
105,23,19,4,2,,,
105,23,19,5,2,,,
105,23,19,6,2,,,
105,23,19,7,2,,,
105,23,29,1,1,2.0,2.0,1.0
105,23,29,2,1,7.0,2.0,1.0
105,23,29,3,1,7.0,2.0,1.0
105,23,29,4,2,,,
105,23,29,5,2,,,
105,23,29,6,2,,,
105,23,29,7,2,,,
105,23,37,1,1,2.0,1.0,1.0
105,23,37,2,1,2.0,1.0,1.0
105,23,37,3,1,2.0,1.0,1.0
105,23,37,4,2,,,
105,23,37,5,2,,,
105,23,37,6,2,,,
105,23,37,7,2,,,
105,23,45,1,1,2.0,1.0,1.0
105,23,45,2,1,2.0,1.0,1.0
105,23,45,3,1,2.0,1.0,1.0
105,23,45,4,2,,,
105,23,45,5,2,,,
105,23,45,6,2,,,
105,23,45,7,2,,,
105,25,13,1,1,2.0,1.0,1.0
105,25,13,2,1,2.0,1.0,1.0
105,25,13,3,1,2.0,1.0,1.0
105,25,13,4,2,,,
105,25,13,5,2,,,
105,25,13,6,2,,,
105,25,13,7,2,,,
105,25,23,1,1,2.0,1.0,5.0
105,25,23,2,1,2.0,1.0,5.0
105,25,23,3,1,2.0,1.0,5.0
105,25,23,4,2,,,
105,25,23,5,2,,,
105,25,23,6,2,,,
105,25,23,7,2,,,
105,25,33,1,1,2.0,1.0,1.0
105,25,33,2,1,2.0,1.0,1.0
105,25,33,3,1,2.0,1.0,1.0
105,25,33,4,2,,,
105,25,33,5,2,,,
105,25,33,6,2,,,
105,25,33,7,2,,,
105,25,39,1,1,2.0,1.0,1.0
105,25,39,2,1,2.0,1.0,1.0
105,25,39,3,1,2.0,1.0,1.0
105,25,39,4,2,,,
105,25,39,5,2,,,
105,25,39,6,2,,,
105,25,39,7,2,,,
105,25,49,1,1,2.0,1.0,3.0
105,25,49,2,1,2.0,1.0,1.0
105,25,49,3,1,2.0,1.0,1.0
105,25,49,4,2,,,
105,25,49,5,2,,,
105,25,49,6,2,,,
105,25,49,7,2,,,
105,27,05,1,1,2.0,1.0,1.0
105,27,05,2,1,7.0,1.0,3.0
105,27,05,3,1,7.0,1.0,3.0
105,27,05,4,2,,,
105,27,05,5,2,,,
105,27,05,6,2,,,
105,27,05,7,2,,,
105,27,15,1,1,7.0,1.0,1.0
105,27,15,2,1,2.0,2.0,3.0
105,27,15,3,1,7.0,2.0,1.0
105,27,15,4,2,,,
105,27,15,5,2,,,
105,27,15,6,2,,,
105,27,15,7,2,,,
105,27,25,1,1,7.0,2.0,3.0
105,27,25,2,1,7.0,1.0,3.0
105,27,25,3,1,2.0,2.0,1.0
105,27,25,4,2,,,
105,27,25,5,2,,,
105,27,25,6,2,,,
105,27,25,7,2,,,
105,27,33,1,1,2.0,1.0,3.0
105,27,33,2,1,2.0,1.0,1.0
105,27,33,3,1,2.0,1.0,1.0
105,27,33,4,2,,,
105,27,33,5,2,,,
105,27,33,6,2,,,
105,27,33,7,2,,,
105,27,45,1,1,2.0,1.0,1.0
105,27,45,2,1,2.0,1.0,1.0
105,27,45,3,1,2.0,1.0,3.0
105,27,45,4,2,,,
105,27,45,5,2,,,
105,27,45,6,2,,,
105,27,45,7,2,,,
105,27,53,1,1,7.0,2.0,1.0
105,27,53,2,1,7.0,2.0,1.0
105,27,53,3,1,7.0,2.0,1.0
105,27,53,4,2,,,
105,27,53,5,2,,,
105,27,53,6,2,,,
105,27,53,7,2,,,
106,01,17,1,1,1.0,2.0,1.0
106,01,17,2,1,1.0,2.0,1.0
106,01,17,3,1,1.0,2.0,1.0
106,01,17,4,2,,,
106,01,17,5,1,1.0,2.0,1.0
106,01,17,6,2,,,
106,01,17,7,2,,,
106,03,05,1,1,2.0,1.0,1.0
106,03,05,2,1,2.0,1.0,1.0
106,03,05,3,1,2.0,1.0,1.0
106,03,05,4,2,,,
106,03,05,5,2,,,
106,03,05,6,2,,,
106,03,05,7,2,,,
106,03,09,1,1,2.0,1.0,1.0
106,03,09,2,1,2.0,1.0,1.0
106,03,09,3,1,2.0,1.0,1.0
106,03,09,4,2,,,
106,03,09,5,2,,,
106,03,09,6,2,,,
106,03,09,7,2,,,
106,03,17,1,1,1.0,2.0,1.0
106,03,17,2,1,1.0,2.0,1.0
106,03,17,3,2,,,
106,03,17,4,2,,,
106,03,17,5,2,,,
106,03,17,6,2,,,
106,03,17,7,2,,,
106,03,21,1,1,2.0,1.0,1.0
106,03,21,2,1,2.0,1.0,1.0
106,03,21,3,1,2.0,1.0,1.0
106,03,21,4,2,,,
106,03,21,5,2,,,
106,03,21,6,2,,,
106,03,21,7,2,,,
106,03,27,1,1,2.0,2.0,1.0
106,03,27,2,1,2.0,2.0,1.0
106,03,27,3,1,2.0,2.0,1.0
106,03,27,4,2,,,
106,03,27,5,2,,,
106,03,27,6,2,,,
106,03,27,7,2,,,
106,05,03,1,1,2.0,1.0,3.0
106,05,03,2,1,2.0,1.0,3.0
106,05,03,3,1,2.0,1.0,3.0
106,05,03,4,2,,,
106,05,03,5,2,,,
106,05,03,6,2,,,
106,05,03,7,2,,,
106,05,09,1,1,2.0,1.0,1.0
106,05,09,2,1,2.0,1.0,1.0
106,05,09,3,1,2.0,1.0,1.0
106,05,09,4,2,,,
106,05,09,5,2,,,
106,05,09,6,2,,,
106,05,09,7,2,,,
106,05,17,1,1,2.0,1.0,3.0
106,05,17,2,1,2.0,1.0,3.0
106,05,17,3,1,2.0,1.0,3.0
106,05,17,4,2,,,
106,05,17,5,2,,,
106,05,17,6,2,,,
106,05,17,7,2,,,
106,05,23,1,1,2.0,1.0,1.0
106,05,23,2,1,2.0,1.0,1.0
106,05,23,3,1,2.0,1.0,1.0
106,05,23,4,2,,,
106,05,23,5,2,,,
106,05,23,6,2,,,
106,05,23,7,2,,,
106,05,29,1,1,2.0,1.0,1.0
106,05,29,2,1,2.0,1.0,1.0
106,05,29,3,1,2.0,1.0,2.0
106,05,29,4,2,,,
106,05,29,5,2,,,
106,05,29,6,2,,,
106,05,29,7,2,,,
106,05,37,1,1,2.0,1.0,1.0
106,05,37,2,1,2.0,1.0,2.0
106,05,37,3,1,2.0,1.0,2.0
106,05,37,4,2,,,
106,05,37,5,1,2.0,1.0,2.0
106,05,37,6,2,,,
106,05,37,7,2,,,
106,05,41,1,1,2.0,1.0,1.0
106,05,41,2,1,8.0,2.0,3.0
106,05,41,3,1,8.0,2.0,3.0
106,05,41,4,2,,,
106,05,41,5,1,2.0,1.0,3.0
106,05,41,6,2,,,
106,05,41,7,2,,,
106,07,15,1,1,2.0,2.0,1.0
106,07,15,2,1,2.0,2.0,1.0
106,07,15,3,1,2.0,2.0,1.0
106,07,15,4,2,,,
106,07,15,5,2,,,
106,07,15,6,2,,,
106,07,15,7,2,,,
106,07,29,1,1,2.0,2.0,1.0
106,07,29,2,1,2.0,2.0,1.0
106,07,29,3,1,2.0,2.0,1.0
106,07,29,4,2,,,
106,07,29,5,2,,,
106,07,29,6,2,,,
106,07,29,7,2,,,
106,07,37,1,1,2.0,2.0,1.0
106,07,37,2,1,2.0,2.0,1.0
106,07,37,3,1,2.0,2.0,1.0
106,07,37,4,2,,,
106,07,37,5,2,,,
106,07,37,6,2,,,
106,07,37,7,2,,,
106,07,41,1,1,3.0,2.0,5.0
106,07,41,2,1,2.0,2.0,3.0
106,07,41,3,1,2.0,2.0,3.0
106,07,41,4,2,,,
106,07,41,5,2,,,
106,07,41,6,2,,,
106,07,41,7,2,,,
106,07,45,1,1,2.0,2.0,1.0
106,07,45,2,1,2.0,2.0,1.0
106,07,45,3,1,2.0,2.0,1.0
106,07,45,4,2,,,
106,07,45,5,1,2.0,2.0,1.0
106,07,45,6,2,,,
106,07,45,7,2,,,
106,07,53,1,1,2.0,1.0,1.0
106,07,53,2,1,2.0,1.0,1.0
106,07,53,3,1,2.0,1.0,1.0
106,07,53,4,2,,,
106,07,53,5,2,,,
106,07,53,6,2,,,
106,07,53,7,2,,,
106,08,03,1,1,2.0,1.0,1.0
106,08,03,2,1,2.0,1.0,1.0
106,08,03,3,1,2.0,1.0,1.0
106,08,03,4,2,,,
106,08,03,5,2,,,
106,08,03,6,2,,,
106,08,03,7,2,,,
106,08,07,1,1,2.0,1.0,1.0
106,08,07,2,1,2.0,1.0,1.0
106,08,07,3,1,2.0,1.0,1.0
106,08,07,4,2,,,
106,08,07,5,1,2.0,1.0,1.0
106,08,07,6,2,,,
106,08,07,7,2,,,
106,08,09,1,1,2.0,1.0,1.0
106,08,09,2,1,2.0,1.0,1.0
106,08,09,3,1,2.0,1.0,1.0
106,08,09,4,2,,,
106,08,09,5,2,,,
106,08,09,6,2,,,
106,08,09,7,2,,,
106,08,11,1,1,2.0,1.0,1.0
106,08,11,2,1,2.0,1.0,1.0
106,08,11,3,1,2.0,1.0,1.0
106,08,11,4,2,,,
106,08,11,5,2,,,
106,08,11,6,2,,,
106,08,11,7,2,,,
106,08,13,1,1,2.0,1.0,1.0
106,08,13,2,1,2.0,1.0,1.0
106,08,13,3,1,2.0,1.0,1.0
106,08,13,4,2,,,
106,08,13,5,1,2.0,1.0,1.0
106,08,13,6,2,,,
106,08,13,7,2,,,
106,08,17,1,1,2.0,1.0,1.0
106,08,17,2,1,2.0,1.0,1.0
106,08,17,3,1,2.0,1.0,1.0
106,08,17,4,2,,,
106,08,17,5,2,,,
106,08,17,6,2,,,
106,08,17,7,2,,,
106,09,05,1,1,2.0,1.0,1.0
106,09,05,2,1,2.0,1.0,1.0
106,09,05,3,1,2.0,1.0,1.0
106,09,05,4,2,,,
106,09,05,5,2,,,
106,09,05,6,2,,,
106,09,05,7,2,,,
106,09,11,1,1,2.0,2.0,2.0
106,09,11,2,1,2.0,2.0,2.0
106,09,11,3,1,2.0,2.0,2.0
106,09,11,4,2,,,
106,09,11,5,2,,,
106,09,11,6,2,,,
106,09,11,7,2,,,
106,09,21,1,1,2.0,2.0,1.0
106,09,21,2,1,2.0,1.0,1.0
106,09,21,3,1,2.0,1.0,1.0
106,09,21,4,2,,,
106,09,21,5,2,,,
106,09,21,6,2,,,
106,09,21,7,2,,,
106,09,33,1,1,2.0,2.0,3.0
106,09,33,2,1,2.0,2.0,3.0
106,09,33,3,1,2.0,2.0,3.0
106,09,33,4,2,,,
106,09,33,5,2,,,
106,09,33,6,2,,,
106,09,33,7,2,,,
106,11,33,1,1,2.0,1.0,3.0
106,11,33,2,1,7.0,2.0,3.0
106,11,33,3,1,7.0,2.0,3.0
106,11,33,4,2,,,
106,11,33,5,2,,,
106,11,33,6,2,,,
106,11,33,7,2,,,
106,11,41,1,1,7.0,2.0,1.0
106,11,41,2,1,3.0,1.0,3.0
106,11,41,3,1,3.0,1.0,3.0
106,11,41,4,2,,,
106,11,41,5,1,3.0,1.0,3.0
106,11,41,6,2,,,
106,11,41,7,2,,,
106,11,51,1,1,2.0,1.0,1.0
106,11,51,2,1,2.0,1.0,3.0
106,11,51,3,1,2.0,1.0,1.0
106,11,51,4,2,,,
106,11,51,5,2,,,
106,11,51,6,2,,,
106,11,51,7,2,,,
106,12,11,1,1,2.0,2.0,3.0
106,12,11,2,1,2.0,2.0,3.0
106,12,11,3,1,2.0,2.0,3.0
106,12,11,4,2,,,
106,12,11,5,2,,,
106,12,11,6,2,,,
106,12,11,7,2,,,
106,12,15,1,1,2.0,1.0,3.0
106,12,15,2,1,2.0,1.0,3.0
106,12,15,3,1,2.0,3.0,3.0
106,12,15,4,2,,,
106,12,15,5,2,,,
106,12,15,6,2,,,
106,12,15,7,2,,,
106,12,23,1,1,2.0,2.0,3.0
106,12,23,2,1,2.0,1.0,3.0
106,12,23,3,1,2.0,2.0,3.0
106,12,23,4,2,,,
106,12,23,5,2,,,
106,12,23,6,2,,,
106,12,23,7,2,,,
107,03,07,1,1,2.0,2.0,2.0
107,03,07,2,1,2.0,2.0,2.0
107,03,07,3,1,2.0,2.0,2.0
107,03,07,4,2,,,
107,03,07,5,2,,,
107,03,07,6,2,,,
107,03,07,7,2,,,
107,03,15,1,2,,,
107,03,15,2,1,2.0,2.0,1.0
107,03,15,3,1,2.0,2.0,1.0
107,03,15,4,2,,,
107,03,15,5,2,,,
107,03,15,6,2,,,
107,03,15,7,2,,,
107,03,21,1,1,2.0,2.0,4.0
107,03,21,2,1,8.0,2.0,1.0
107,03,21,3,1,8.0,2.0,2.0
107,03,21,4,2,,,
107,03,21,5,2,,,
107,03,21,6,2,,,
107,03,21,7,2,,,
107,03,29,1,1,2.0,2.0,1.0
107,03,29,2,1,2.0,2.0,1.0
107,03,29,3,1,2.0,2.0,1.0
107,03,29,4,2,,,
107,03,29,5,2,,,
107,03,29,6,2,,,
107,03,29,7,2,,,
107,03,35,1,1,2.0,2.0,1.0
107,03,35,2,1,3.0,2.0,1.0
107,03,35,3,1,2.0,2.0,1.0
107,03,35,4,2,,,
107,03,35,5,2,,,
107,03,35,6,2,,,
107,03,35,7,2,,,
107,05,09,1,1,2.0,2.0,1.0
107,05,09,2,1,2.0,2.0,1.0
107,05,09,3,1,2.0,2.0,1.0
107,05,09,4,2,,,
107,05,09,5,2,,,
107,05,09,6,2,,,
107,05,09,7,2,,,
107,05,17,1,1,2.0,2.0,4.0
107,05,17,2,1,2.0,1.0,4.0
107,05,17,3,1,2.0,1.0,4.0
107,05,17,4,2,,,
107,05,17,5,2,,,
107,05,17,6,2,,,
107,05,17,7,2,,,
107,05,29,1,1,1.0,1.0,1.0
107,05,29,2,1,1.0,1.0,2.0
107,05,29,3,1,1.0,1.0,2.0
107,05,29,4,2,,,
107,05,29,5,2,,,
107,05,29,6,2,,,
107,05,29,7,2,,,
107,05,37,1,1,7.0,1.0,2.0
107,05,37,2,1,7.0,1.0,1.0
107,05,37,3,1,7.0,2.0,3.0
107,05,37,4,2,,,
107,05,37,5,2,,,
107,05,37,6,2,,,
107,05,37,7,2,,,
107,05,45,1,1,2.0,2.0,1.0
107,05,45,2,1,2.0,2.0,1.0
107,05,45,3,1,2.0,2.0,1.0
107,05,45,4,2,,,
107,05,45,5,2,,,
107,05,45,6,2,,,
107,05,45,7,2,,,
107,07,09,1,1,7.0,1.0,1.0
107,07,09,2,1,7.0,1.0,1.0
107,07,09,3,1,7.0,1.0,1.0
107,07,09,4,2,,,
107,07,09,5,2,,,
107,07,09,6,2,,,
107,07,09,7,2,,,
107,07,15,1,1,3.0,2.0,3.0
107,07,15,2,1,1.0,2.0,1.0
107,07,15,3,1,7.0,2.0,1.0
107,07,15,4,2,,,
107,07,15,5,2,,,
107,07,15,6,2,,,
107,07,15,7,2,,,
107,07,21,1,1,1.0,2.0,1.0
107,07,21,2,1,1.0,2.0,1.0
107,07,21,3,1,1.0,2.0,1.0
107,07,21,4,2,,,
107,07,21,5,2,,,
107,07,21,6,2,,,
107,07,21,7,2,,,
107,07,29,1,1,7.0,2.0,1.0
107,07,29,2,1,7.0,2.0,3.0
107,07,29,3,1,7.0,2.0,3.0
107,07,29,4,2,,,
107,07,29,5,2,,,
107,07,29,6,2,,,
107,07,29,7,2,,,
107,07,39,1,1,7.0,9.0,1.0
107,07,39,2,1,7.0,9.0,3.0
107,07,39,3,1,7.0,9.0,3.0
107,07,39,4,2,,,
107,07,39,5,2,,,
107,07,39,6,2,,,
107,07,39,7,2,,,
107,07,49,1,1,3.0,2.0,3.0
107,07,49,2,1,3.0,2.0,3.0
107,07,49,3,1,3.0,2.0,3.0
107,07,49,4,2,,,
107,07,49,5,2,,,
107,07,49,6,2,,,
107,07,49,7,2,,,
107,09,09,1,1,2.0,1.0,1.0
107,09,09,2,1,2.0,1.0,1.0
107,09,09,3,1,2.0,1.0,1.0
107,09,09,4,2,,,
107,09,09,5,2,,,
107,09,09,6,2,,,
107,09,09,7,2,,,
107,09,17,1,1,2.0,1.0,1.0
107,09,17,2,1,2.0,1.0,1.0
107,09,17,3,1,2.0,1.0,2.0
107,09,17,4,2,,,
107,09,17,5,2,,,
107,09,17,6,2,,,
107,09,17,7,2,,,
107,09,25,1,1,2.0,1.0,3.0
107,09,25,2,1,2.0,1.0,1.0
107,09,25,3,1,2.0,1.0,1.0
107,09,25,4,2,,,
107,09,25,5,1,2.0,1.0,1.0
107,09,25,6,2,,,
107,09,25,7,2,,,
107,09,33,1,1,2.0,1.0,1.0
107,09,33,2,1,7.0,3.0,1.0
107,09,33,3,1,7.0,3.0,1.0
107,09,33,4,2,,,
107,09,33,5,2,,,
107,09,33,6,2,,,
107,09,33,7,2,,,
107,09,43,1,1,1.0,2.0,1.0
107,09,43,2,1,1.0,2.0,1.0
107,09,43,3,1,1.0,2.0,1.0
107,09,43,4,2,,,
107,09,43,5,2,,,
107,09,43,6,2,,,
107,09,43,7,2,,,
107,09,49,1,1,2.0,1.0,1.0
107,09,49,2,1,2.0,1.0,1.0
107,09,49,3,1,7.0,1.0,1.0
107,09,49,4,2,,,
107,09,49,5,2,,,
107,09,49,6,2,,,
107,09,49,7,2,,,
107,11,13,1,1,7.0,2.0,3.0
107,11,13,2,1,7.0,2.0,3.0
107,11,13,3,1,7.0,2.0,3.0
107,11,13,4,2,,,
107,11,13,5,2,,,
107,11,13,6,2,,,
107,11,13,7,2,,,
107,11,21,1,1,7.0,2.0,3.0
107,11,21,2,1,7.0,2.0,3.0
107,11,21,3,1,7.0,2.0,3.0
107,11,21,4,2,,,
107,11,21,5,2,,,
107,11,21,6,2,,,
107,11,21,7,2,,,
107,11,29,1,1,1.0,2.0,1.0
107,11,29,2,1,1.0,2.0,1.0
107,11,29,3,1,1.0,2.0,1.0
107,11,29,4,2,,,
107,11,29,5,2,,,
107,11,29,6,2,,,
107,11,29,7,2,,,
107,11,39,1,1,7.0,2.0,3.0
107,11,39,2,1,7.0,2.0,3.0
107,11,39,3,1,7.0,2.0,3.0
107,11,39,4,2,,,
107,11,39,5,2,,,
107,11,39,6,2,,,
107,11,39,7,2,,,
107,13,07,1,1,3.0,2.0,2.0
107,13,07,2,1,3.0,1.0,2.0
107,13,07,3,1,1.0,1.0,2.0
107,13,07,4,2,,,
107,13,07,5,2,,,
107,13,07,6,2,,,
107,13,07,7,2,,,
107,13,17,1,2,,,
107,13,17,1,2,,,
107,13,17,1,1,3.0,2.0,3.0
107,13,17,2,2,,,
107,13,17,5,1,2.0,2.0,1.0
107,13,17,6,2,,,
107,13,17,7,2,,,
107,13,25,1,1,7.0,2.0,3.0
107,13,25,2,1,1.0,1.0,3.0
107,13,25,3,1,1.0,1.0,3.0
107,13,25,4,2,,,
107,13,25,5,2,,,
107,13,25,6,2,,,
107,13,25,7,2,,,
107,13,35,1,1,3.0,1.0,3.0
107,13,35,2,1,2.0,1.0,3.0
107,13,35,3,1,3.0,1.0,3.0
107,13,35,4,2,,,
107,13,35,5,2,,,
107,13,35,6,2,,,
107,13,35,7,2,,,
107,13,43,1,1,2.0,1.0,1.0
107,13,43,2,1,2.0,1.0,1.0
107,13,43,3,1,2.0,1.0,1.0
107,13,43,4,2,,,
107,13,43,5,2,,,
107,13,43,6,2,,,
107,13,43,7,2,,,
107,15,07,1,1,1.0,2.0,1.0
107,15,07,2,1,1.0,2.0,1.0
107,15,07,3,1,1.0,2.0,3.0
107,15,07,4,2,,,
107,15,07,5,2,,,
107,15,07,6,2,,,
107,15,07,7,2,,,
107,15,15,1,1,7.0,2.0,3.0
107,15,15,2,1,7.0,2.0,3.0
107,15,15,3,1,7.0,2.0,3.0
107,15,15,4,2,,,
107,15,15,5,2,,,
107,15,15,6,2,,,
107,15,15,7,2,,,
107,15,25,1,1,3.0,2.0,1.0
107,15,25,2,1,3.0,2.0,1.0
107,15,25,3,1,7.0,2.0,1.0
107,15,25,4,2,,,
107,15,25,5,2,,,
107,15,25,6,2,,,
107,15,25,7,2,,,
107,15,35,1,1,3.0,2.0,1.0
107,15,35,2,1,7.0,2.0,1.0
107,15,35,3,1,2.0,1.0,1.0
107,15,35,4,2,,,
107,15,35,5,2,,,
107,15,35,6,2,,,
107,15,35,7,2,,,
107,15,43,1,1,1.0,2.0,1.0
107,15,43,2,1,1.0,2.0,1.0
107,15,43,3,1,1.0,2.0,1.0
107,15,43,4,2,,,
107,15,43,5,2,,,
107,15,43,6,2,,,
107,15,43,7,2,,,
107,15,51,1,1,7.0,2.0,2.0
107,15,51,2,1,7.0,1.0,1.0
107,15,51,3,1,2.0,1.0,3.0
107,15,51,4,2,,,
107,15,51,5,2,,,
107,15,51,6,2,,,
107,15,51,7,2,,,
107,17,07,1,1,2.0,1.0,2.0
107,17,07,2,1,2.0,1.0,2.0
107,17,07,3,1,2.0,1.0,2.0
107,17,07,4,2,,,
107,17,07,5,2,,,
107,17,07,6,2,,,
107,17,07,7,2,,,
107,17,17,1,1,7.0,2.0,3.0
107,17,17,2,1,7.0,2.0,3.0
107,17,17,2,2,,,
107,17,17,3,1,7.0,2.0,3.0
107,17,17,5,1,7.0,2.0,3.0
107,17,17,6,2,,,
107,17,17,7,2,,,
107,17,29,1,1,7.0,2.0,3.0
107,17,29,2,1,7.0,1.0,3.0
107,17,29,3,1,7.0,1.0,3.0
107,17,29,4,2,,,
107,17,29,5,2,,,
107,17,29,6,2,,,
107,17,29,7,2,,,
107,17,37,1,1,7.0,2.0,3.0
107,17,37,2,1,7.0,2.0,3.0
107,17,37,3,1,7.0,2.0,3.0
107,17,37,4,2,,,
107,17,37,5,2,,,
107,17,37,6,2,,,
107,17,37,7,2,,,
107,19,13,1,1,2.0,1.0,1.0
107,19,13,2,1,2.0,1.0,1.0
107,19,13,3,1,2.0,1.0,1.0
107,19,13,4,2,,,
107,19,13,5,2,,,
107,19,13,6,2,,,
107,19,13,7,2,,,
107,19,21,1,1,2.0,1.0,1.0
107,19,21,2,1,2.0,1.0,1.0
107,19,21,3,1,2.0,1.0,1.0
107,19,21,4,2,,,
107,19,21,5,2,,,
107,19,21,6,2,,,
107,19,21,7,2,,,
107,19,29,1,1,2.0,2.0,1.0
107,19,29,2,1,2.0,1.0,1.0
107,19,29,3,1,2.0,1.0,2.0
107,19,29,4,2,,,
107,19,29,5,2,,,
107,19,29,6,2,,,
107,19,29,7,2,,,
107,21,03,1,1,2.0,1.0,1.0
107,21,03,2,1,2.0,1.0,2.0
107,21,03,3,1,2.0,1.0,3.0
107,21,03,4,2,,,
107,21,03,5,2,,,
107,21,03,6,2,,,
107,21,03,7,2,,,
107,21,13,1,1,2.0,1.0,1.0
107,21,13,2,1,2.0,1.0,1.0
107,21,13,3,1,2.0,1.0,1.0
107,21,13,4,2,,,
107,21,13,5,1,2.0,1.0,1.0
107,21,13,6,2,,,
107,21,13,7,2,,,
107,21,21,1,1,7.0,1.0,1.0
107,21,21,2,2,,,
107,21,21,3,2,,,
107,21,21,4,2,,,
107,21,21,5,2,,,
107,21,21,6,2,,,
107,21,21,7,2,,,
107,21,29,1,1,2.0,1.0,1.0
107,21,29,2,1,2.0,1.0,1.0
107,21,29,3,1,2.0,1.0,1.0
107,21,29,4,2,,,
107,21,29,5,2,,,
107,21,29,6,2,,,
107,21,29,7,2,,,
107,21,37,1,1,7.0,2.0,1.0
107,21,37,2,1,7.0,2.0,1.0
107,21,37,3,1,7.0,2.0,1.0
107,21,37,4,2,,,
107,21,37,5,1,7.0,2.0,1.0
107,21,37,6,2,,,
107,21,37,7,2,,,
107,23,09,1,1,2.0,1.0,4.0
107,23,09,2,1,2.0,1.0,1.0
107,23,09,3,1,2.0,1.0,1.0
107,23,09,4,2,,,
107,23,09,5,2,,,
107,23,09,6,2,,,
107,23,09,7,2,,,
107,23,19,1,1,2.0,1.0,2.0
107,23,19,2,1,2.0,1.0,1.0
107,23,19,3,1,2.0,1.0,1.0
107,23,19,4,2,,,
107,23,19,5,2,,,
107,23,19,6,2,,,
107,23,19,7,2,,,
107,23,31,1,1,7.0,1.0,4.0
107,23,31,2,1,2.0,1.0,1.0
107,23,31,3,1,2.0,1.0,1.0
107,23,31,4,2,,,
107,23,31,5,2,,,
107,23,31,6,2,,,
107,23,31,7,2,,,
107,23,39,1,1,2.0,1.0,1.0
107,23,39,2,1,2.0,1.0,1.0
107,23,39,3,1,2.0,1.0,1.0
107,23,39,4,2,,,
107,23,39,5,2,,,
107,23,39,6,2,,,
107,23,39,7,2,,,
107,23,53,1,1,2.0,1.0,1.0
107,23,53,2,1,2.0,1.0,1.0
107,23,53,3,1,2.0,1.0,1.0
107,23,53,4,2,,,
107,23,53,5,2,,,
107,23,53,6,2,,,
107,23,53,7,2,,,
109,02,03,1,1,2.0,1.0,3.0
109,02,03,2,1,2.0,1.0,3.0
109,02,03,3,1,2.0,1.0,3.0
109,02,03,4,2,,,
109,02,03,5,1,2.0,3.0,3.0
109,02,03,6,2,,,
109,02,03,7,2,,,
109,02,09,1,1,2.0,1.0,1.0
109,02,09,2,1,2.0,1.0,1.0
109,02,09,3,1,2.0,1.0,1.0
109,02,09,4,1,2.0,1.0,1.0
109,02,09,5,2,,,
109,02,09,6,2,,,
109,02,09,7,2,,,
109,02,15,1,1,2.0,1.0,1.0
109,02,15,2,1,2.0,1.0,1.0
109,02,15,3,1,2.0,1.0,1.0
109,02,15,4,2,,,
109,02,15,5,2,,,
109,02,15,6,2,,,
109,02,15,7,2,,,
109,02,19,1,1,2.0,1.0,1.0
