tinh,huyen,xa,m6stt,m6c31,m6c32,m6c33,m6c34
207,12,17,1,1,3.0,2.0,3.0
207,12,17,2,1,2.0,2.0,3.0
207,12,17,3,2,,,
207,12,17,4,2,,,
207,12,17,5,2,,,
207,12,17,6,2,,,
207,12,17,7,2,,,
207,12,19,1,1,5.0,2.0,3.0
207,12,19,2,1,5.0,2.0,3.0
207,12,19,3,2,,,
207,12,19,4,2,,,
207,12,19,5,2,,,
207,12,19,6,1,5.0,2.0,3.0
207,12,19,7,2,,,
209,01,13,1,1,1.0,1.0,1.0
209,01,13,2,2,,,
209,01,13,3,2,,,
209,01,13,4,1,1.0,1.0,1.0
209,01,13,5,2,,,
209,01,13,6,1,1.0,1.0,1.0
209,01,13,7,2,,,
209,03,21,1,1,2.0,2.0,2.0
209,03,21,2,1,2.0,2.0,2.0
209,03,21,3,1,2.0,2.0,2.0
209,03,21,4,2,,,
209,03,21,5,2,,,
209,03,21,6,2,,,
209,03,21,7,2,,,
209,03,29,1,1,3.0,2.0,2.0
209,03,29,2,1,3.0,2.0,2.0
209,03,29,3,1,3.0,2.0,2.0
209,03,29,4,2,,,
209,03,29,5,2,,,
209,03,29,6,2,,,
209,03,29,7,2,,,
209,03,43,1,1,11.0,2.0,2.0
209,03,43,2,1,11.0,2.0,2.0
209,03,43,3,1,11.0,2.0,2.0
209,03,43,4,2,,,
209,03,43,5,1,11.0,2.0,2.0
209,03,43,6,2,,,
209,03,43,7,2,,,
209,05,19,1,1,5.0,1.0,5.0
209,05,19,2,1,5.0,1.0,5.0
209,05,19,3,1,5.0,2.0,5.0
209,05,19,4,1,5.0,2.0,5.0
209,05,19,5,2,,,
209,05,19,6,2,,,
209,05,19,7,2,,,
209,05,33,1,1,5.0,9.0,4.0
209,05,33,2,1,5.0,9.0,4.0
209,05,33,3,1,1.0,2.0,2.0
209,05,33,4,2,,,
209,05,33,5,2,,,
209,05,33,6,2,,,
209,05,33,7,2,,,
209,07,13,1,1,5.0,2.0,4.0
209,07,13,2,1,5.0,2.0,4.0
209,07,13,3,1,5.0,2.0,4.0
209,07,13,4,2,,,
209,07,13,5,2,,,
209,07,13,6,2,,,
209,07,13,7,2,,,
209,07,31,1,2,,,
209,07,31,2,1,4.0,2.0,4.0
209,07,31,3,1,4.0,2.0,4.0
209,07,31,4,2,,,
209,07,31,5,2,,,
209,07,31,6,2,,,
209,07,31,7,2,,,
209,09,05,1,2,,,
209,09,05,2,1,3.0,2.0,1.0
209,09,05,3,1,3.0,2.0,1.0
209,09,05,4,2,,,
209,09,05,5,2,,,
209,09,05,6,2,,,
209,09,05,7,2,,,
209,09,15,1,1,1.0,2.0,3.0
209,09,15,2,1,1.0,2.0,3.0
209,09,15,3,1,1.0,2.0,3.0
209,09,15,4,2,,,
209,09,15,5,2,,,
209,09,15,6,2,,,
209,09,15,7,2,,,
209,09,31,1,2,,,
209,09,31,2,1,2.0,2.0,1.0
209,09,31,3,1,2.0,2.0,1.0
209,09,31,4,2,,,
209,09,31,5,2,,,
209,09,31,6,2,,,
209,09,31,7,2,,,
209,11,09,1,1,6.0,2.0,3.0
209,11,09,2,2,,,
209,11,09,3,2,,,
209,11,09,4,1,6.0,2.0,3.0
209,11,09,5,2,,,
209,11,09,6,2,,,
209,11,09,7,2,,,
209,11,27,1,1,3.0,2.0,1.0
209,11,27,2,1,3.0,2.0,1.0
209,11,27,3,1,3.0,2.0,1.0
209,11,27,4,2,,,
209,11,27,5,2,,,
209,11,27,6,2,,,
209,11,27,7,2,,,
209,11,43,1,1,5.0,2.0,3.0
209,11,43,2,1,5.0,2.0,1.0
209,11,43,3,1,5.0,2.0,3.0
209,11,43,4,2,,,
209,11,43,5,2,,,
209,11,43,6,2,,,
209,11,43,7,2,,,
209,13,13,1,1,1.0,2.0,2.0
209,13,13,2,1,1.0,2.0,2.0
209,13,13,3,1,2.0,2.0,2.0
209,13,13,4,2,,,
209,13,13,5,2,,,
209,13,13,6,2,,,
209,13,13,7,2,,,
209,13,33,1,1,3.0,2.0,2.0
209,13,33,2,1,3.0,2.0,2.0
209,13,33,3,2,,,
209,13,33,4,2,,,
209,13,33,5,2,,,
209,13,33,6,2,,,
209,13,33,7,2,,,
209,15,07,1,1,5.0,2.0,3.0
209,15,07,2,1,5.0,2.0,3.0
209,15,07,3,1,5.0,2.0,3.0
209,15,07,4,2,,,
209,15,07,5,2,,,
209,15,07,6,2,,,
209,15,07,7,2,,,
209,15,33,1,1,5.0,2.0,4.0
209,15,33,2,1,5.0,2.0,4.0
209,15,33,3,1,5.0,2.0,4.0
209,15,33,4,2,,,
209,15,33,5,2,,,
209,15,33,6,2,,,
209,15,33,7,2,,,
209,15,47,1,1,3.0,2.0,4.0
209,15,47,2,1,3.0,2.0,4.0
209,15,47,3,1,3.0,2.0,4.0
209,15,47,4,2,,,
209,15,47,5,2,,,
209,15,47,6,2,,,
209,15,47,7,2,,,
209,17,09,1,1,5.0,2.0,5.0
209,17,09,2,1,4.0,2.0,1.0
209,17,09,3,1,5.0,2.0,4.0
209,17,09,4,2,,,
209,17,09,5,2,,,
209,17,09,6,2,,,
209,17,09,7,2,,,
209,17,19,1,1,2.0,1.0,1.0
209,17,19,2,1,1.0,2.0,3.0
209,17,19,3,1,1.0,2.0,1.0
209,17,19,4,1,3.0,2.0,3.0
209,17,19,5,2,,,
209,17,19,6,2,,,
209,17,19,7,2,,,
209,17,27,1,1,3.0,2.0,1.0
209,17,27,2,1,6.0,2.0,3.0
209,17,27,3,1,6.0,2.0,5.0
209,17,27,4,2,,,
209,17,27,5,2,,,
209,17,27,6,2,,,
209,17,27,7,2,,,
209,17,31,1,1,3.0,2.0,4.0
209,17,31,2,1,3.0,2.0,4.0
209,17,31,3,1,7.0,2.0,4.0
209,17,31,4,2,,,
209,17,31,5,2,,,
209,17,31,6,2,,,
209,17,31,7,2,,,
209,19,11,1,1,11.0,2.0,5.0
209,19,11,2,1,11.0,2.0,5.0
209,19,11,3,1,11.0,2.0,5.0
209,19,11,4,2,,,
209,19,11,5,2,,,
209,19,11,6,2,,,
209,19,11,7,2,,,
209,21,05,1,1,3.0,2.0,4.0
209,21,05,2,1,3.0,2.0,4.0
209,21,05,3,1,3.0,2.0,4.0
209,21,05,4,2,,,
209,21,05,5,2,,,
209,21,05,6,2,,,
209,21,05,7,2,,,
209,21,21,1,2,,,
209,21,21,2,2,,,
209,21,21,3,2,,,
209,21,21,4,1,3.0,2.0,3.0
209,21,21,5,2,,,
209,21,21,6,2,,,
209,21,21,7,2,,,
209,21,33,1,1,1.0,2.0,3.0
209,21,33,2,1,1.0,2.0,3.0
209,21,33,3,1,1.0,2.0,3.0
209,21,33,4,2,,,
209,21,33,5,2,,,
209,21,33,6,2,,,
209,21,33,7,2,,,
209,21,41,1,1,3.0,2.0,4.0
209,21,41,2,1,3.0,2.0,4.0
209,21,41,3,1,1.0,1.0,4.0
209,21,41,4,2,,,
209,21,41,5,2,,,
209,21,41,6,2,,,
209,21,41,7,2,,,
211,01,09,1,1,1.0,2.0,1.0
211,01,09,2,1,1.0,2.0,1.0
211,01,09,3,1,1.0,2.0,1.0
211,01,09,4,2,,,
211,01,09,5,1,1.0,2.0,1.0
211,01,09,6,2,,,
211,01,09,7,2,,,
211,01,13,1,1,1.0,1.0,1.0
211,01,13,2,1,1.0,2.0,1.0
211,01,13,3,1,2.0,2.0,1.0
211,01,13,4,2,,,
211,01,13,5,2,,,
211,01,13,6,2,,,
211,01,13,7,2,,,
211,03,09,1,1,6.0,2.0,2.0
211,03,09,2,1,6.0,2.0,2.0
211,03,09,3,1,6.0,2.0,3.0
211,03,09,4,2,,,
211,03,09,5,2,,,
211,03,09,6,2,,,
211,03,09,7,2,,,
211,03,23,1,1,6.0,2.0,3.0
211,03,23,2,1,6.0,2.0,3.0
211,03,23,3,1,6.0,2.0,3.0
211,03,23,4,2,,,
211,03,23,5,2,,,
211,03,23,6,2,,,
211,03,23,7,2,,,
211,03,37,1,1,2.0,2.0,4.0
211,03,37,2,1,2.0,2.0,4.0
211,03,37,3,1,2.0,2.0,4.0
211,03,37,4,2,,,
211,03,37,5,2,,,
211,03,37,6,2,,,
211,03,37,7,2,,,
211,05,09,1,1,3.0,2.0,1.0
211,05,09,2,1,3.0,2.0,3.0
211,05,09,3,1,3.0,2.0,1.0
211,05,09,4,2,,,
211,05,09,5,1,3.0,2.0,3.0
211,05,09,6,2,,,
211,05,09,7,2,,,
211,05,15,1,1,3.0,2.0,3.0
211,05,15,2,1,3.0,2.0,3.0
211,05,15,3,1,3.0,2.0,3.0
211,05,15,4,2,,,
211,05,15,5,2,,,
211,05,15,6,2,,,
211,05,15,7,2,,,
211,05,23,1,1,3.0,2.0,3.0
211,05,23,2,1,3.0,2.0,3.0
211,05,23,3,1,3.0,2.0,3.0
211,05,23,4,2,,,
211,05,23,5,2,,,
211,05,23,6,2,,,
211,05,23,7,2,,,
211,05,43,1,1,3.0,2.0,1.0
211,05,43,2,1,5.0,2.0,3.0
211,05,43,3,1,5.0,2.0,1.0
211,05,43,4,2,,,
211,05,43,5,1,3.0,2.0,4.0
211,05,43,6,2,,,
211,05,43,7,2,,,
211,05,45,1,1,3.0,2.0,3.0
211,05,45,2,1,3.0,2.0,3.0
211,05,45,3,1,3.0,2.0,3.0
211,05,45,4,2,,,
211,05,45,5,2,,,
211,05,45,6,2,,,
211,05,45,7,2,,,
211,07,07,1,1,3.0,2.0,3.0
211,07,07,2,1,3.0,2.0,1.0
211,07,07,3,1,3.0,2.0,1.0
211,07,07,4,2,,,
211,07,07,5,2,,,
211,07,07,6,2,,,
211,07,07,7,2,,,
211,07,11,1,1,2.0,2.0,1.0
211,07,11,2,1,3.0,2.0,1.0
211,07,11,3,1,3.0,2.0,1.0
211,07,11,4,2,,,
211,07,11,5,2,,,
211,07,11,6,2,,,
211,07,11,7,2,,,
211,07,19,1,1,3.0,2.0,5.0
211,07,19,2,1,3.0,2.0,4.0
211,07,19,3,1,3.0,2.0,3.0
211,07,19,4,2,,,
211,07,19,5,2,,,
211,07,19,6,2,,,
211,07,19,7,2,,,
211,07,27,1,1,3.0,2.0,1.0
211,07,27,2,1,3.0,2.0,1.0
211,07,27,3,1,3.0,2.0,1.0
211,07,27,4,2,,,
211,07,27,5,2,,,
211,07,27,6,2,,,
211,07,27,7,2,,,
211,07,33,1,1,3.0,2.0,4.0
211,07,33,2,1,3.0,2.0,4.0
211,07,33,3,1,2.0,2.0,4.0
211,07,33,4,2,,,
211,07,33,5,2,,,
211,07,33,6,2,,,
211,07,33,7,2,,,
211,09,21,1,1,3.0,2.0,4.0
211,09,21,2,1,3.0,2.0,4.0
211,09,21,3,1,3.0,2.0,4.0
211,09,21,4,2,,,
211,09,21,5,1,3.0,2.0,1.0
211,09,21,6,2,,,
211,09,21,7,2,,,
211,09,31,1,1,3.0,2.0,3.0
211,09,31,2,1,3.0,2.0,3.0
211,09,31,3,1,3.0,2.0,3.0
211,09,31,4,2,,,
211,09,31,5,2,,,
211,09,31,6,2,,,
211,09,31,7,2,,,
211,09,37,1,1,3.0,2.0,3.0
211,09,37,2,1,3.0,2.0,3.0
211,09,37,3,1,3.0,2.0,3.0
211,09,37,4,2,,,
211,09,37,5,2,,,
211,09,37,6,2,,,
211,09,37,7,2,,,
211,09,45,1,1,1.0,1.0,1.0
211,09,45,2,1,1.0,2.0,1.0
211,09,45,3,1,1.0,2.0,1.0
211,09,45,4,1,1.0,2.0,1.0
211,09,45,5,2,,,
211,09,45,6,2,,,
211,09,45,7,2,,,
211,09,53,1,1,1.0,2.0,3.0
211,09,53,2,1,3.0,2.0,1.0
211,09,53,3,1,2.0,3.0,2.0
211,09,53,4,2,,,
211,09,53,5,2,,,
211,09,53,6,2,,,
211,09,53,7,2,,,
211,09,57,1,1,3.0,2.0,3.0
211,09,57,2,1,3.0,2.0,3.0
211,09,57,3,1,3.0,2.0,3.0
211,09,57,4,2,,,
211,09,57,5,2,,,
211,09,57,6,2,,,
211,09,57,7,2,,,
211,09,63,1,1,2.0,2.0,3.0
211,09,63,2,1,2.0,2.0,3.0
211,09,63,3,1,3.0,2.0,3.0
211,09,63,4,2,,,
211,09,63,5,2,,,
211,09,63,6,2,,,
211,09,63,7,2,,,
211,09,65,1,1,3.0,2.0,1.0
211,09,65,2,1,3.0,2.0,1.0
211,09,65,3,1,3.0,2.0,1.0
211,09,65,4,2,,,
211,09,65,5,1,3.0,2.0,1.0
211,09,65,6,2,,,
211,09,65,7,2,,,
211,09,72,1,1,3.0,2.0,3.0
211,09,72,2,1,3.0,2.0,3.0
211,09,72,3,1,3.0,2.0,3.0
211,09,72,4,2,,,
211,09,72,5,2,,,
211,09,72,6,2,,,
211,09,72,7,2,,,
211,11,05,1,1,3.0,2.0,3.0
211,11,05,2,1,3.0,2.0,3.0
211,11,05,3,1,3.0,2.0,3.0
211,11,05,4,2,,,
211,11,05,5,2,,,
211,11,05,6,2,,,
211,11,05,7,2,,,
211,11,15,1,1,3.0,3.0,4.0
211,11,15,2,1,3.0,3.0,4.0
211,11,15,3,1,3.0,3.0,4.0
211,11,15,4,2,,,
211,11,15,5,2,,,
211,11,15,6,2,,,
211,11,15,7,2,,,
211,11,25,1,1,3.0,2.0,3.0
211,11,25,2,1,3.0,2.0,3.0
211,11,25,3,1,3.0,2.0,3.0
211,11,25,4,2,,,
211,11,25,5,1,3.0,2.0,3.0
211,11,25,6,2,,,
211,11,25,7,2,,,
211,11,29,1,1,3.0,2.0,3.0
211,11,29,2,1,3.0,2.0,3.0
211,11,29,3,1,3.0,2.0,3.0
211,11,29,4,2,,,
211,11,29,5,2,,,
211,11,29,6,2,,,
211,11,29,7,2,,,
211,11,41,1,1,1.0,2.0,3.0
211,11,41,2,1,1.0,2.0,3.0
211,11,41,3,1,1.0,2.0,3.0
211,11,41,4,2,,,
211,11,41,5,2,,,
211,11,41,6,2,,,
211,11,41,7,2,,,
211,11,47,1,1,3.0,2.0,3.0
211,11,47,2,1,3.0,2.0,3.0
211,11,47,3,1,3.0,2.0,3.0
211,11,47,4,2,,,
211,11,47,5,2,,,
211,11,47,6,2,,,
211,11,47,7,2,,,
211,11,55,1,1,3.0,2.0,1.0
211,11,55,2,1,3.0,2.0,1.0
211,11,55,3,1,3.0,2.0,1.0
211,11,55,4,2,,,
211,11,55,5,2,,,
211,11,55,6,2,,,
211,11,55,7,2,,,
211,11,65,1,1,3.0,2.0,3.0
211,11,65,2,1,3.0,2.0,3.0
211,11,65,3,1,3.0,1.0,3.0
211,11,65,4,2,,,
211,11,65,5,2,,,
211,11,65,6,2,,,
211,11,65,7,2,,,
213,01,17,1,2,,,
213,01,17,2,1,3.0,2.0,2.0
213,01,17,3,1,3.0,2.0,2.0
213,01,17,4,2,,,
213,01,17,5,2,,,
213,01,17,6,2,,,
213,01,17,7,2,,,
213,05,11,1,2,,,
213,05,11,2,2,,,
213,05,11,3,2,,,
213,05,11,4,1,3.0,2.0,4.0
213,05,11,5,2,,,
213,05,11,6,2,,,
213,05,11,7,2,,,
213,05,19,1,1,3.0,2.0,1.0
213,05,19,2,1,3.0,2.0,1.0
213,05,19,3,1,3.0,2.0,1.0
213,05,19,4,2,,,
213,05,19,5,2,,,
213,05,19,6,2,,,
213,05,19,7,2,,,
213,05,33,1,1,3.0,2.0,2.0
213,05,33,2,1,3.0,2.0,2.0
213,05,33,3,1,3.0,2.0,2.0
213,05,33,4,2,,,
213,05,33,5,2,,,
213,05,33,6,2,,,
213,05,33,7,2,,,
213,05,41,1,1,3.0,2.0,2.0
213,05,41,2,1,3.0,2.0,2.0
213,05,41,3,1,3.0,2.0,2.0
213,05,41,4,1,3.0,2.0,2.0
213,05,41,5,2,,,
213,05,41,6,2,,,
213,05,41,7,2,,,
213,07,03,1,1,3.0,2.0,4.0
213,07,03,2,1,3.0,2.0,4.0
213,07,03,3,1,3.0,2.0,4.0
213,07,03,4,2,,,
213,07,03,5,2,,,
213,07,03,6,2,,,
213,07,03,7,2,,,
213,07,11,1,1,1.0,2.0,2.0
213,07,11,2,1,1.0,2.0,2.0
213,07,11,3,1,1.0,2.0,2.0
213,07,11,4,2,,,
213,07,11,5,1,1.0,2.0,2.0
213,07,11,6,2,,,
213,07,11,7,2,,,
213,07,27,1,1,3.0,2.0,4.0
213,07,27,2,1,3.0,2.0,3.0
213,07,27,3,1,3.0,2.0,1.0
213,07,27,4,2,,,
213,07,27,5,2,,,
213,07,27,6,2,,,
213,07,27,7,2,,,
213,07,31,1,1,3.0,2.0,1.0
213,07,31,2,1,3.0,2.0,1.0
213,07,31,3,1,6.0,1.0,3.0
213,07,31,4,2,,,
213,07,31,5,1,5.0,1.0,1.0
213,07,31,6,2,,,
213,07,31,7,2,,,
213,07,39,1,1,12.0,2.0,3.0
213,07,39,2,2,,,
213,07,39,3,2,,,
213,07,39,4,1,12.0,2.0,3.0
213,07,39,5,2,,,
213,07,39,6,2,,,
213,07,39,7,2,,,
213,09,17,1,1,5.0,2.0,1.0
213,09,17,2,2,,,
213,09,17,3,2,,,
213,09,17,4,1,5.0,2.0,1.0
213,09,17,5,2,,,
213,09,17,6,2,,,
213,09,17,7,2,,,
213,11,07,1,1,3.0,2.0,1.0
213,11,07,2,1,3.0,2.0,2.0
213,11,07,3,1,3.0,2.0,2.0
213,11,07,4,2,,,
213,11,07,5,2,,,
213,11,07,6,2,,,
213,11,07,7,2,,,
213,11,21,1,1,3.0,2.0,1.0
213,11,21,2,2,,,
213,11,21,3,2,,,
213,11,21,4,1,3.0,2.0,1.0
213,11,21,5,2,,,
213,11,21,6,2,,,
213,11,21,7,2,,,
213,11,29,1,1,3.0,2.0,2.0
213,11,29,2,1,3.0,2.0,2.0
213,11,29,3,1,3.0,2.0,2.0
213,11,29,4,2,,,
213,11,29,5,2,,,
213,11,29,6,2,,,
213,11,29,7,2,,,
213,11,37,1,2,,,
213,11,37,2,1,5.0,2.0,1.0
213,11,37,3,2,,,
213,11,37,4,2,,,
213,11,37,5,2,,,
213,11,37,6,1,5.0,2.0,1.0
213,11,37,7,2,,,
213,11,53,1,1,3.0,2.0,3.0
213,11,53,2,1,3.0,2.0,3.0
213,11,53,3,1,3.0,2.0,3.0
213,11,53,4,2,,,
213,11,53,5,2,,,
213,11,53,6,2,,,
213,11,53,7,2,,,
213,13,07,1,1,1.0,2.0,1.0
213,13,07,2,1,1.0,2.0,1.0
213,13,07,3,1,1.0,2.0,1.0
213,13,07,4,2,,,
213,13,07,5,2,,,
213,13,07,6,2,,,
213,13,07,7,2,,,
213,13,19,1,1,3.0,2.0,3.0
213,13,19,2,1,3.0,2.0,3.0
213,13,19,3,1,3.0,2.0,1.0
213,13,19,4,2,,,
213,13,19,5,2,,,
213,13,19,6,2,,,
213,13,19,7,2,,,
213,13,25,1,1,3.0,2.0,1.0
213,13,25,2,1,3.0,2.0,1.0
213,13,25,3,1,3.0,2.0,1.0
213,13,25,4,2,,,
213,13,25,5,2,,,
213,13,25,6,2,,,
213,13,25,7,2,,,
213,13,43,1,1,3.0,2.0,3.0
213,13,43,2,1,3.0,2.0,1.0
213,13,43,3,1,3.0,2.0,3.0
213,13,43,4,2,,,
213,13,43,5,2,,,
213,13,43,6,2,,,
213,13,43,7,2,,,
213,13,49,1,1,3.0,2.0,1.0
213,13,49,2,1,3.0,2.0,4.0
213,13,49,3,1,3.0,2.0,1.0
213,13,49,4,2,,,
213,13,49,5,2,,,
213,13,49,6,2,,,
213,13,49,7,2,,,
213,15,13,1,1,5.0,2.0,2.0
213,15,13,2,1,5.0,2.0,2.0
213,15,13,3,1,6.0,2.0,2.0
213,15,13,4,2,,,
213,15,13,5,2,,,
213,15,13,6,2,,,
213,15,13,7,2,,,
213,15,31,1,1,3.0,2.0,1.0
213,15,31,2,1,3.0,2.0,3.0
213,15,31,3,1,3.0,2.0,3.0
213,15,31,4,2,,,
213,15,31,5,2,,,
213,15,31,6,2,,,
213,15,31,7,2,,,
213,15,41,1,1,1.0,2.0,1.0
213,15,41,2,1,1.0,2.0,1.0
213,15,41,3,1,1.0,2.0,1.0
213,15,41,4,2,,,
213,15,41,5,1,1.0,2.0,1.0
213,15,41,6,2,,,
213,15,41,7,2,,,
213,15,51,1,1,3.0,2.0,4.0
213,15,51,2,1,3.0,2.0,1.0
213,15,51,3,1,3.0,2.0,1.0
213,15,51,4,2,,,
213,15,51,5,2,,,
213,15,51,6,2,,,
213,15,51,7,2,,,
213,15,53,1,1,5.0,2.0,3.0
213,15,53,2,1,5.0,2.0,3.0
213,15,53,3,1,5.0,2.0,3.0
213,15,53,4,1,5.0,2.0,3.0
213,15,53,5,1,5.0,2.0,3.0
213,15,53,6,2,,,
213,15,53,7,2,,,
213,15,61,1,1,3.0,2.0,2.0
213,15,61,2,1,3.0,2.0,2.0
213,15,61,3,1,3.0,2.0,2.0
213,15,61,4,2,,,
213,15,61,5,2,,,
213,15,61,6,2,,,
213,15,61,7,2,,,
213,17,02,1,1,5.0,1.0,2.0
213,17,02,2,1,5.0,1.0,2.0
213,17,02,3,1,5.0,1.0,2.0
213,17,02,4,2,,,
213,17,02,5,2,,,
213,17,02,6,2,,,
213,17,02,7,2,,,
215,01,39,1,1,1.0,2.0,3.0
215,01,39,2,1,1.0,2.0,3.0
215,01,39,3,1,1.0,2.0,3.0
215,01,39,4,2,,,
215,01,39,5,2,,,
215,01,39,6,2,,,
215,01,39,7,2,,,
215,01,47,1,1,1.0,2.0,3.0
215,01,47,2,1,1.0,2.0,3.0
215,01,47,3,1,1.0,2.0,3.0
215,01,47,4,2,,,
215,01,47,5,2,,,
215,01,47,6,2,,,
215,01,47,7,2,,,
215,03,07,1,1,3.0,2.0,2.0
215,03,07,2,1,3.0,2.0,3.0
215,03,07,3,1,3.0,2.0,3.0
215,03,07,4,2,,,
215,03,07,5,2,,,
215,03,07,6,2,,,
215,03,07,7,2,,,
215,05,11,1,1,3.0,1.0,1.0
215,05,11,2,1,2.0,1.0,1.0
215,05,11,3,1,3.0,1.0,3.0
215,05,11,4,2,,,
215,05,11,5,2,,,
215,05,11,6,2,,,
215,05,11,7,2,,,
215,05,23,1,1,2.0,2.0,1.0
215,05,23,1,1,2.0,2.0,2.0
215,05,23,3,1,2.0,2.0,2.0
215,05,23,4,2,,,
215,05,23,5,2,,,
215,05,23,6,2,,,
215,05,23,7,2,,,
215,05,37,1,1,3.0,2.0,4.0
215,05,37,2,1,3.0,2.0,4.0
215,05,37,3,1,3.0,2.0,4.0
215,05,37,4,2,,,
215,05,37,5,2,,,
215,05,37,6,2,,,
215,05,37,7,2,,,
215,05,47,1,1,4.0,2.0,3.0
215,05,47,2,1,4.0,2.0,3.0
215,05,47,3,1,4.0,2.0,3.0
215,05,47,4,2,,,
215,05,47,5,2,,,
215,05,47,6,2,,,
215,05,47,7,2,,,
215,07,05,1,1,5.0,2.0,1.0
215,07,05,2,1,5.0,2.0,1.0
215,07,05,3,1,5.0,2.0,1.0
215,07,05,4,2,,,
215,07,05,5,2,,,
215,07,05,6,2,,,
215,07,05,7,2,,,
215,07,17,1,1,3.0,2.0,3.0
215,07,17,2,1,3.0,2.0,3.0
215,07,17,3,1,3.0,2.0,3.0
215,07,17,4,2,,,
215,07,17,5,1,2.0,2.0,3.0
215,07,17,6,2,,,
215,07,17,7,2,,,
215,07,27,1,1,3.0,2.0,3.0
215,07,27,2,1,3.0,2.0,3.0
215,07,27,3,1,3.0,2.0,3.0
215,07,27,4,2,,,
215,07,27,5,2,,,
215,07,27,6,2,,,
215,07,27,7,2,,,
215,09,11,1,1,3.0,2.0,4.0
215,09,11,2,1,3.0,2.0,3.0
215,09,11,3,1,3.0,2.0,3.0
215,09,11,4,2,,,
215,09,11,5,2,,,
215,09,11,6,2,,,
215,09,11,7,2,,,
215,09,21,1,1,2.0,3.0,4.0
215,09,21,2,1,2.0,2.0,4.0
215,09,21,3,1,2.0,2.0,3.0
215,09,21,4,2,,,
215,09,21,5,2,,,
215,09,21,6,2,,,
215,09,21,7,2,,,
215,09,25,1,1,3.0,2.0,3.0
215,09,25,2,1,3.0,2.0,3.0
215,09,25,3,1,3.0,2.0,3.0
215,09,25,4,2,,,
215,09,25,5,2,,,
215,09,25,6,2,,,
215,09,25,7,2,,,
215,09,31,1,1,3.0,1.0,1.0
215,09,31,2,1,3.0,1.0,2.0
215,09,31,3,1,3.0,1.0,3.0
215,09,31,4,2,,,
215,09,31,5,1,3.0,1.0,3.0
215,09,31,6,2,,,
215,09,31,7,2,,,
215,11,13,1,1,2.0,2.0,1.0
215,11,13,2,1,2.0,2.0,1.0
215,11,13,3,1,2.0,2.0,1.0
215,11,13,4,2,,,
215,11,13,5,2,,,
215,11,13,6,2,,,
215,11,13,7,2,,,
215,11,21,1,1,2.0,2.0,3.0
215,11,21,2,1,2.0,2.0,3.0
215,11,21,3,1,2.0,2.0,3.0
215,11,21,4,2,,,
215,11,21,5,2,,,
215,11,21,6,2,,,
215,11,21,7,2,,,
215,11,29,1,1,1.0,2.0,3.0
215,11,29,2,1,1.0,2.0,3.0
215,11,29,3,1,1.0,2.0,3.0
215,11,29,4,2,,,
215,11,29,5,2,,,
215,11,29,6,2,,,
215,11,29,7,2,,,
215,11,35,1,1,2.0,2.0,1.0
215,11,35,2,1,2.0,2.0,1.0
215,11,35,3,1,3.0,2.0,3.0
215,11,35,4,2,,,
215,11,35,5,2,,,
215,11,35,6,2,,,
215,11,35,7,2,,,
215,13,09,1,1,1.0,2.0,1.0
215,13,09,2,1,1.0,2.0,1.0
215,13,09,3,1,1.0,2.0,1.0
215,13,09,4,2,,,
215,13,09,5,2,,,
215,13,09,6,2,,,
215,13,09,7,2,,,
215,13,17,1,1,3.0,2.0,3.0
215,13,17,2,1,3.0,2.0,3.0
215,13,17,3,1,3.0,2.0,3.0
215,13,17,4,2,,,
215,13,17,5,2,,,
215,13,17,6,2,,,
215,13,17,7,2,,,
215,13,27,1,1,3.0,2.0,1.0
215,13,27,2,1,3.0,2.0,1.0
215,13,27,3,1,3.0,2.0,1.0
215,13,27,4,2,,,
215,13,27,5,2,,,
215,13,27,6,2,,,
215,13,27,7,2,,,
215,13,35,1,1,2.0,1.0,3.0
215,13,35,2,1,2.0,1.0,3.0
215,13,35,3,1,2.0,1.0,3.0
215,13,35,4,2,,,
215,13,35,5,2,,,
215,13,35,6,2,,,
215,13,35,7,2,,,
215,13,41,1,1,3.0,2.0,1.0
215,13,41,2,1,3.0,2.0,2.0
215,13,41,3,1,3.0,2.0,2.0
215,13,41,4,2,,,
215,13,41,5,2,,,
215,13,41,6,2,,,
215,13,41,7,2,,,
215,13,51,1,1,3.0,2.0,1.0
215,13,51,2,1,3.0,2.0,1.0
215,13,51,3,1,3.0,2.0,1.0
215,13,51,4,2,,,
215,13,51,5,2,,,
215,13,51,6,2,,,
215,13,51,7,2,,,
215,13,59,1,1,3.0,2.0,1.0
215,13,59,2,1,3.0,2.0,1.0
215,13,59,3,1,3.0,2.0,1.0
215,13,59,4,2,,,
215,13,59,5,2,,,
215,13,59,6,2,,,
215,13,59,7,2,,,
215,15,05,1,1,2.0,2.0,1.0
215,15,05,2,1,2.0,2.0,1.0
215,15,05,3,1,2.0,2.0,1.0
215,15,05,4,2,,,
215,15,05,5,2,,,
215,15,05,6,2,,,
215,15,05,7,2,,,
215,15,13,1,1,2.0,2.0,2.0
215,15,13,2,1,2.0,2.0,3.0
215,15,13,3,1,2.0,2.0,3.0
215,15,13,4,2,,,
215,15,13,5,2,,,
215,15,13,6,2,,,
215,15,13,7,2,,,
215,15,21,1,1,2.0,2.0,1.0
215,15,21,2,1,2.0,2.0,1.0
215,15,21,2,2,,,
215,15,21,3,1,3.0,2.0,3.0
215,15,21,5,2,,,
215,15,21,6,2,,,
215,15,21,7,2,,,
