tinh,huyen,xa,diaban,hoso,tongthu_01,tongthu_02,tongthu_03,tongthu_04,tongthu_05,tongthu_06,tongthu_07,tongthu_08,tongthu_09,tongthu_10,tongthu_11,tongthu_12,tongthu_13,tongthu_14,tongthu_15,m6ac8,m6ac9,m6bc7,m8c7
101,11,5.0,24,19,101654.0,0.0,0.0,50050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46204.0,5400.0,0.0,0,0,0,2
101,11,17.0,33,13,100597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73224.0,12013.0,15360.0,0.0,0,0,15600,2
101,11,17.0,33,14,117098.0,0.0,0.0,52702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30304.0,0.0,34092.0,0,0,0,2
101,11,17.0,33,15,64300.0,0.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62690.0,0.0,0.0,0,0,0,2
101,11,21.0,9,13,60987.0,0.0,2841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58146.0,0.0,0.0,0,0,0,2
101,11,21.0,9,14,54292.0,0.0,1755.0,34981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17556.0,0.0,0.0,0,0,0,2
101,11,21.0,9,15,123566.0,0.0,0.0,58958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64608.0,0.0,0.0,0.0,0,0,0,2
101,13,1.0,13,13,197685.0,0.0,0.0,4224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87228.0,64233.0,42000.0,0.0,0,0,420,1
101,13,1.0,13,14,118590.0,0.0,2367.0,87055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29168.0,0.0,0.0,0,0,0,2
101,13,1.0,13,20,98971.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84624.0,0.0,13637.0,0,0,9500,2
