tinh,huyen,xa,m5tt,m5c24,m5c25,m5c26,m5c27,m5c28a,m5c28b,m5c29,m5c30a,m5c30b
713,15,35,1.0,1.0,,,,,,,,
713,15,35,2.0,2.0,-2.0,,,,,,,
713,15,35,3.0,2.0,-2.0,,,,,,,
713,15,35,4.0,1.0,,,,,,,,
713,15,35,5.0,1.0,,,,,,,,
713,15,35,6.0,1.0,,,,,,,,
713,15,35,7.0,,20.0,2.0,2.0,,,,0.0,20.0
713,15,35,8.0,,43.0,2.0,2.0,,,,0.0,40.0
713,15,35,9.0,,73.0,1.0,1.0,2.0,3.0,30.0,1.0,20.0
713,17,03,1.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
713,17,03,2.0,2.0,-2.0,,,,,,,
713,17,03,3.0,2.0,10.0,2.0,2.0,,,,0.0,30.0
713,17,03,4.0,1.0,,,,,,,,
713,17,03,5.0,1.0,,,,,,,,
713,17,03,6.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
713,17,03,7.0,,12.0,2.0,2.0,,,,0.0,35.0
713,17,03,8.0,,40.0,2.0,2.0,,,,1.0,0.0
713,17,03,9.0,,45.0,2.0,2.0,,,,1.0,20.0
713,17,11,1.0,1.0,,,,,,,,
713,17,11,2.0,2.0,-2.0,,,,,,,
713,17,11,3.0,2.0,7.0,2.0,2.0,,,,0.0,25.0
713,17,11,4.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
713,17,11,5.0,2.0,8.0,2.0,2.0,,,,0.0,30.0
713,17,11,6.0,2.0,8.0,2.0,2.0,,,,0.0,30.0
713,17,11,7.0,,20.0,2.0,2.0,,,,0.0,40.0
713,17,11,8.0,,50.0,2.0,2.0,,,,1.0,20.0
713,17,11,9.0,,30.0,2.0,2.0,,,,0.0,50.0
713,17,19,1.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
713,17,19,2.0,2.0,-2.0,,,,,,,
713,17,19,3.0,2.0,-2.0,,,,,,,
713,17,19,4.0,1.0,,,,,,,,
713,17,19,5.0,1.0,,,,,,,,
713,17,19,6.0,2.0,15.0,2.0,2.0,,,,0.0,30.0
713,17,19,7.0,,-2.0,,,,,,,
713,17,19,8.0,,-2.0,,,,,,,
713,17,19,9.0,,-2.0,,,,,,,
715,01,29,1.0,2.0,14.0,2.0,2.0,,,,0.0,30.0
715,01,29,2.0,2.0,14.0,2.0,2.0,,,,0.0,30.0
715,01,29,3.0,2.0,15.0,2.0,2.0,,,,0.0,40.0
715,01,29,4.0,1.0,,,,,,,,
715,01,29,5.0,1.0,,,,,,,,
715,01,29,6.0,2.0,16.0,2.0,2.0,,,,0.0,40.0
715,01,29,7.0,,20.0,2.0,2.0,,,,0.0,50.0
715,01,29,8.0,,16.0,2.0,2.0,,,,0.0,40.0
715,01,29,9.0,,200.0,1.0,1.0,1.0,3.0,50.0,4.0,30.0
715,03,13,1.0,2.0,0.1,,,,,,,
715,03,13,2.0,2.0,-2.0,,,,,,,
715,03,13,3.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
715,03,13,4.0,1.0,,,,,,,,
715,03,13,5.0,1.0,,,,,,,,
715,03,13,6.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
715,03,13,7.0,,4.0,2.0,2.0,,,,0.0,10.0
715,03,13,8.0,,100.0,1.0,1.0,1.0,3.0,35.0,2.0,0.0
715,03,13,9.0,,400.0,1.0,1.0,1.0,3.0,100.0,6.0,0.0
715,03,21,1.0,2.0,0.4,,,,,,,
715,03,21,2.0,2.0,-2.0,,,,,,,
715,03,21,3.0,2.0,0.9,,,,,,,
715,03,21,4.0,2.0,0.2,,,,,,,
715,03,21,5.0,2.0,0.3,,,,,,,
715,03,21,6.0,2.0,0.9,,,,,,,
715,03,21,7.0,,1.0,3.0,1.0,24.0,3.0,2.0,0.0,20.0
715,03,21,8.0,,75.0,1.0,1.0,1.0,3.0,40.0,2.0,30.0
715,03,21,9.0,,280.0,1.0,1.0,2.0,3.0,60.0,6.0,0.0
715,05,13,1.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
715,05,13,2.0,2.0,-2.0,,,,,,,
715,05,13,3.0,2.0,-2.0,,,,,,,
715,05,13,4.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
715,05,13,5.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
715,05,13,6.0,2.0,7.0,2.0,2.0,,,,0.0,15.0
715,05,13,7.0,,7.0,2.0,2.0,,,,0.0,15.0
715,05,13,8.0,,70.0,1.0,1.0,20.0,3.0,25.0,1.0,30.0
715,05,13,9.0,,270.0,1.0,1.0,20.0,3.0,100.0,5.0,30.0
715,05,17,1.0,1.0,,,,,,,,
715,05,17,2.0,2.0,-2.0,,,,,,,
715,05,17,3.0,2.0,-2.0,,,,,,,
715,05,17,4.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
715,05,17,5.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
715,05,17,6.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
715,05,17,7.0,,1.0,2.0,2.0,,,,0.0,5.0
715,05,17,8.0,,60.0,1.0,1.0,20.0,3.0,20.0,1.0,30.0
715,05,17,9.0,,260.0,1.0,1.0,20.0,3.0,65.0,5.0,0.0
715,05,25,1.0,2.0,15.0,2.0,2.0,,,,0.0,20.0
715,05,25,2.0,2.0,-2.0,,,,,,,
715,05,25,3.0,2.0,57.0,2.0,2.0,,,,1.0,20.0
715,05,25,4.0,2.0,15.0,2.0,2.0,,,,0.0,20.0
715,05,25,5.0,1.0,,,,,,,,
715,05,25,6.0,2.0,33.0,2.0,2.0,,,,0.0,20.0
715,05,25,7.0,,33.0,2.0,2.0,,,,0.0,20.0
715,05,25,8.0,,57.0,2.0,2.0,,,,1.0,20.0
715,05,25,9.0,,242.0,1.0,1.0,6.0,3.0,80.0,5.0,30.0
715,07,09,1.0,2.0,0.2,,,,,,,
715,07,09,2.0,2.0,0.3,,,,,,,
715,07,09,3.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
715,07,09,4.0,2.0,0.3,,,,,,,
715,07,09,5.0,2.0,0.3,,,,,,,
715,07,09,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
715,07,09,7.0,,4.0,2.0,2.0,,,,0.0,10.0
715,07,09,8.0,,20.0,2.0,2.0,,,,0.0,30.0
715,07,09,9.0,,230.0,1.0,1.0,1.0,3.0,100.0,4.0,20.0
715,07,15,1.0,1.0,,,,,,,,
715,07,15,2.0,2.0,-2.0,,,,,,,
715,07,15,3.0,2.0,8.0,2.0,2.0,,,,0.0,10.0
715,07,15,4.0,2.0,0.5,,,,,,,
715,07,15,5.0,2.0,0.5,,,,,,,
715,07,15,6.0,2.0,8.0,2.0,2.0,,,,0.0,10.0
715,07,15,7.0,,8.0,2.0,2.0,,,,0.0,10.0
715,07,15,8.0,,18.0,2.0,2.0,,,,0.0,22.0
715,07,15,9.0,,220.0,1.0,1.0,1.0,9.0,80.0,4.0,10.0
715,07,23,1.0,2.0,3.0,2.0,2.0,,,,0.0,8.0
715,07,23,2.0,2.0,6.0,2.0,2.0,,,,0.0,15.0
715,07,23,3.0,2.0,6.0,2.0,2.0,,,,0.0,15.0
715,07,23,4.0,2.0,3.0,2.0,2.0,,,,0.0,8.0
715,07,23,5.0,2.0,3.0,2.0,2.0,,,,0.0,8.0
715,07,23,6.0,2.0,6.0,2.0,2.0,,,,0.0,15.0
715,07,23,7.0,,6.0,2.0,2.0,,,,0.0,15.0
715,07,23,8.0,,14.0,2.0,2.0,,,,0.0,30.0
715,07,23,9.0,,205.0,1.0,1.0,1.0,3.0,100.0,4.0,30.0
715,07,31,1.0,2.0,0.3,,,,,,,
715,07,31,2.0,2.0,6.0,2.0,2.0,,,,0.0,10.0
715,07,31,3.0,2.0,6.0,2.0,2.0,,,,0.0,10.0
715,07,31,4.0,2.0,0.3,,,,,,,
715,07,31,5.0,2.0,0.3,,,,,,,
715,07,31,6.0,2.0,6.0,2.0,2.0,,,,0.0,10.0
715,07,31,7.0,,20.0,2.0,2.0,,,,0.0,30.0
715,07,31,8.0,,6.0,2.0,2.0,,,,0.0,10.0
715,07,31,9.0,,190.0,1.0,1.0,1.0,3.0,80.0,3.0,30.0
715,09,11,1.0,1.0,,,,,,,,
715,09,11,2.0,2.0,-2.0,,,,,,,
715,09,11,3.0,2.0,-2.0,,,,,,,
715,09,11,4.0,1.0,,,,,,,,
715,09,11,5.0,1.0,,,,,,,,
715,09,11,6.0,2.0,20.0,2.0,2.0,,,,0.0,25.0
715,09,11,7.0,,38.0,2.0,2.0,,,,0.0,50.0
715,09,11,8.0,,25.0,2.0,2.0,,,,0.0,30.0
715,09,11,9.0,,200.0,1.0,1.0,1.0,3.0,85.0,4.0,30.0
715,09,21,1.0,1.0,,,,,,,,
715,09,21,2.0,2.0,-2.0,,,,,,,
715,09,21,3.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
715,09,21,4.0,2.0,2.0,2.0,2.0,,,,0.0,15.0
715,09,21,5.0,2.0,2.0,2.0,2.0,,,,0.0,15.0
715,09,21,6.0,2.0,15.0,2.0,2.0,,,,0.0,30.0
715,09,21,7.0,,20.0,2.0,2.0,,,,0.0,30.0
715,09,21,8.0,,45.0,1.0,1.0,2.0,3.0,10.0,1.0,0.0
715,09,21,9.0,,180.0,1.0,1.0,1.0,3.0,100.0,4.0,0.0
715,09,23,1.0,1.0,,,,,,,,
715,09,23,2.0,2.0,-2.0,,,,,,,
715,09,23,3.0,2.0,-2.0,,,,,,,
715,09,23,4.0,2.0,4.0,2.0,2.0,,,,0.0,5.0
715,09,23,5.0,2.0,4.0,2.0,2.0,,,,0.0,5.0
715,09,23,6.0,2.0,25.0,2.0,2.0,,,,0.0,35.0
715,09,23,7.0,,25.0,2.0,2.0,,,,0.0,35.0
715,09,23,8.0,,32.0,1.0,1.0,5.0,3.0,10.0,0.0,30.0
715,09,23,9.0,,200.0,1.0,1.0,1.0,3.0,60.0,3.0,30.0
715,11,03,1.0,2.0,2.0,2.0,2.0,,,,0.0,15.0
715,11,03,2.0,2.0,-2.0,,,,,,,
715,11,03,3.0,2.0,-2.0,,,,,,,
715,11,03,4.0,1.0,,,,,,,,
715,11,03,5.0,2.0,2.0,2.0,2.0,,,,0.0,15.0
715,11,03,6.0,2.0,2.0,2.0,2.0,,,,0.0,15.0
715,11,03,7.0,,23.0,2.0,2.0,,,,0.0,40.0
715,11,03,8.0,,120.0,1.0,1.0,6.0,3.0,40.0,3.0,0.0
715,11,03,9.0,,180.0,1.0,1.0,6.0,3.0,60.0,4.0,0.0
715,11,13,1.0,1.0,,,,,,,,
715,11,13,2.0,2.0,22.0,2.0,2.0,,,,0.0,30.0
715,11,13,3.0,2.0,12.0,2.0,2.0,,,,0.0,15.0
715,11,13,4.0,2.0,3.0,2.0,2.0,,,,0.0,5.0
715,11,13,5.0,2.0,3.0,2.0,2.0,,,,0.0,5.0
715,11,13,6.0,2.0,22.0,2.0,2.0,,,,0.0,30.0
715,11,13,7.0,,22.0,2.0,2.0,,,,0.0,30.0
715,11,13,8.0,,72.0,1.0,1.0,6.0,3.0,30.0,2.0,0.0
715,11,13,9.0,,160.0,1.0,1.0,12.0,3.0,60.0,4.0,0.0
715,11,21,1.0,2.0,0.5,,,,,,,
715,11,21,2.0,2.0,-2.0,,,,,,,
715,11,21,3.0,2.0,-2.0,,,,,,,
715,11,21,4.0,2.0,0.3,,,,,,,
715,11,21,5.0,2.0,0.3,,,,,,,
715,11,21,6.0,2.0,0.4,,,,,,,
715,11,21,7.0,,40.0,2.0,2.0,,,,0.0,30.0
715,11,21,8.0,,95.0,1.0,1.0,3.0,3.0,40.0,2.0,15.0
715,11,21,9.0,,250.0,1.0,1.0,2.0,3.0,60.0,5.0,10.0
715,13,05,1.0,1.0,,,,,,,,
715,13,05,2.0,2.0,-2.0,,,,,,,
715,13,05,3.0,2.0,160.0,1.0,1.0,6.0,2.0,60.0,3.0,40.0
715,13,05,4.0,2.0,2.0,2.0,2.0,,,,0.0,4.0
715,13,05,5.0,2.0,2.0,2.0,2.0,,,,0.0,4.0
715,13,05,6.0,2.0,2.0,2.0,2.0,,,,0.0,4.0
715,13,05,7.0,,12.0,2.0,2.0,,,,0.0,20.0
715,13,05,8.0,,60.0,1.0,1.0,10.0,2.0,20.0,1.0,10.0
715,13,05,9.0,,150.0,1.0,1.0,3.0,2.0,50.0,3.0,20.0
715,13,11,1.0,1.0,,,,,,,,
715,13,11,2.0,2.0,-2.0,,,,,,,
715,13,11,3.0,2.0,160.0,1.0,1.0,10.0,2.0,60.0,3.0,30.0
715,13,11,4.0,2.0,0.7,,,,,,,
715,13,11,5.0,2.0,5.0,2.0,2.0,,,,0.0,6.0
715,13,11,6.0,2.0,18.0,2.0,2.0,,,,0.0,30.0
715,13,11,7.0,,5.0,2.0,2.0,,,,0.0,6.0
715,13,11,8.0,,69.0,1.0,1.0,20.0,3.0,25.0,1.0,20.0
715,13,11,9.0,,170.0,1.0,1.0,10.0,2.0,60.0,3.0,30.0
715,13,17,1.0,1.0,,,,,,,,
715,13,17,2.0,2.0,-2.0,,,,,,,
715,13,17,3.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
715,13,17,4.0,2.0,3.0,2.0,2.0,,,,0.0,8.0
715,13,17,5.0,2.0,5.0,2.0,2.0,,,,0.0,17.0
715,13,17,6.0,2.0,6.0,2.0,2.0,,,,0.0,18.0
715,13,17,7.0,,22.0,2.0,2.0,,,,0.0,40.0
715,13,17,8.0,,75.0,1.0,1.0,6.0,3.0,25.0,1.0,40.0
715,13,17,9.0,,180.0,1.0,1.0,4.0,3.0,70.0,3.0,0.0
715,15,05,1.0,2.0,2.0,2.0,2.0,,,,0.0,3.0
715,15,05,2.0,2.0,-2.0,,,,,,,
715,15,05,3.0,2.0,50.0,2.0,2.0,,,,1.0,20.0
715,15,05,4.0,2.0,2.0,2.0,2.0,,,,0.0,3.0
715,15,05,5.0,2.0,2.0,2.0,2.0,,,,0.0,2.0
715,15,05,6.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
715,15,05,7.0,,5.0,2.0,2.0,,,,0.0,18.0
715,15,05,8.0,,130.0,1.0,1.0,3.0,2.0,40.0,3.0,30.0
715,15,05,9.0,,150.0,1.0,1.0,5.0,2.0,50.0,4.0,10.0
715,15,11,1.0,1.0,,,,,,,,
715,15,11,2.0,2.0,-2.0,,,,,,,
715,15,11,3.0,2.0,-2.0,,,,,,,
715,15,11,4.0,1.0,,,,,,,,
715,15,11,5.0,1.0,,,,,,,,
715,15,11,6.0,2.0,13.0,2.0,2.0,,,,0.0,20.0
715,15,11,7.0,,13.0,2.0,2.0,,,,0.0,20.0
715,15,11,8.0,,155.0,1.0,1.0,1.0,2.0,50.0,4.0,10.0
715,15,11,9.0,,165.0,1.0,1.0,1.0,2.0,60.0,5.0,15.0
715,15,21,1.0,2.0,0.5,,,,,,,
715,15,21,2.0,2.0,-2.0,,,,,,,
715,15,21,3.0,2.0,-2.0,,,,,,,
715,15,21,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
715,15,21,5.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
715,15,21,6.0,2.0,4.0,2.0,2.0,,,,0.0,20.0
715,15,21,7.0,,4.0,2.0,2.0,,,,0.0,20.0
715,15,21,8.0,,120.0,1.0,1.0,4.0,3.0,35.0,3.0,0.0
715,15,21,9.0,,120.0,1.0,1.0,25.0,3.0,35.0,3.0,30.0
717,03,13,1.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
717,03,13,2.0,1.0,,,,,,,,
717,03,13,3.0,2.0,8.0,2.0,2.0,,,,0.0,30.0
717,03,13,4.0,1.0,,,,,,,,
717,03,13,5.0,1.0,,,,,,,,
717,03,13,6.0,1.0,,,,,,,,
717,03,13,7.0,,2.0,2.0,2.0,,,,0.0,10.0
717,03,13,8.0,,30.0,2.0,2.0,,,,1.0,0.0
717,03,13,9.0,,80.0,1.0,1.0,6.0,3.0,50.0,2.0,0.0
717,05,03,1.0,1.0,,,,,,,,
717,05,03,2.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
717,05,03,3.0,2.0,-2.0,,,,,,,
717,05,03,4.0,1.0,,,,,,,,
717,05,03,5.0,1.0,,,,,,,,
717,05,03,6.0,2.0,4.0,2.0,2.0,,,,0.0,5.0
717,05,03,7.0,,3.5,2.0,2.0,,,,0.0,20.0
717,05,03,8.0,,61.0,2.0,2.0,,,,1.0,30.0
717,05,03,9.0,,100.0,1.0,1.0,3.0,3.0,50.0,2.0,30.0
717,05,05,1.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
717,05,05,2.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
717,05,05,3.0,2.0,8.0,2.0,2.0,,,,0.0,10.0
717,05,05,4.0,1.0,,,,,,,,
717,05,05,5.0,1.0,,,,,,,,
717,05,05,6.0,2.0,2.0,2.0,2.0,,,,0.0,6.0
717,05,05,7.0,,8.0,2.0,2.0,,,,0.0,10.0
717,05,05,8.0,,42.0,2.0,2.0,,,,1.0,10.0
717,05,05,9.0,,100.0,1.0,1.0,1.0,3.0,50.0,2.0,30.0
717,05,07,1.0,2.0,0.4,,,,,,,
717,05,07,2.0,2.0,0.5,,,,,,,
717,05,07,3.0,2.0,-1.0,,,,,,,
717,05,07,4.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
717,05,07,5.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
717,05,07,6.0,2.0,3.0,2.0,2.0,,,,0.0,10.0
717,05,07,7.0,,10.0,2.0,2.0,,,,0.0,25.0
717,05,07,8.0,,50.0,2.0,2.0,,,,1.0,30.0
717,05,07,9.0,,120.0,1.0,1.0,2.0,3.0,50.0,2.0,30.0
717,05,13,1.0,1.0,,,,,,,,
717,05,13,2.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
717,05,13,3.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
717,05,13,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
717,05,13,5.0,1.0,,,,,,,,
717,05,13,6.0,2.0,10.0,2.0,2.0,,,,0.0,30.0
717,05,13,7.0,,10.0,2.0,2.0,,,,0.0,30.0
717,05,13,8.0,,50.0,2.0,2.0,,,,1.0,0.0
717,05,13,9.0,,100.0,1.0,1.0,3.0,3.0,50.0,2.0,30.0
717,05,17,1.0,1.0,,,,,,,,
717,05,17,2.0,2.0,10.0,2.0,2.0,,,,0.0,45.0
717,05,17,3.0,2.0,50.0,2.0,2.0,,,,1.0,30.0
717,05,17,4.0,1.0,,,,,,,,
717,05,17,5.0,1.0,,,,,,,,
717,05,17,6.0,1.0,,,,,,,,
717,05,17,7.0,,5.0,2.0,2.0,,,,0.0,15.0
717,05,17,8.0,,20.0,2.0,2.0,,,,0.0,45.0
717,05,17,9.0,,120.0,1.0,1.0,5.0,3.0,50.0,2.0,30.0
717,05,23,1.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
717,05,23,2.0,2.0,1.5,2.0,2.0,,,,0.0,5.0
717,05,23,3.0,2.0,10.0,2.0,2.0,,,,0.0,30.0
717,05,23,4.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
717,05,23,5.0,2.0,4.0,2.0,2.0,,,,0.0,5.0
717,05,23,6.0,2.0,4.0,2.0,2.0,,,,0.0,5.0
717,05,23,7.0,,10.0,2.0,2.0,,,,0.0,15.0
717,05,23,8.0,,35.0,2.0,2.0,,,,0.0,45.0
717,05,23,9.0,,100.0,1.0,1.0,2.0,3.0,50.0,2.0,30.0
717,07,03,1.0,1.0,,,,,,,,
717,07,03,2.0,1.0,,,,,,,,
717,07,03,3.0,2.0,4.0,2.0,2.0,,,,0.0,15.0
717,07,03,4.0,1.0,,,,,,,,
717,07,03,5.0,1.0,,,,,,,,
717,07,03,6.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
717,07,03,7.0,,4.0,2.0,2.0,,,,0.0,15.0
717,07,03,8.0,,53.0,2.0,2.0,,,,1.0,30.0
717,07,03,9.0,,105.0,1.0,1.0,3.0,3.0,50.0,3.0,0.0
717,07,07,1.0,1.0,,,,,,,,
717,07,07,2.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
717,07,07,3.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
717,07,07,4.0,1.0,,,,,,,,
717,07,07,5.0,1.0,,,,,,,,
717,07,07,6.0,2.0,6.0,2.0,2.0,,,,0.0,20.0
717,07,07,7.0,,6.0,2.0,2.0,,,,0.0,20.0
717,07,07,8.0,,60.0,2.0,2.0,,,,1.0,20.0
717,07,07,9.0,,100.0,1.0,1.0,3.0,2.0,50.0,2.0,30.0
717,07,11,1.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
717,07,11,2.0,2.0,-1.0,,,,,,,
717,07,11,3.0,2.0,-1.0,,,,,,,
717,07,11,4.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
717,07,11,5.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
717,07,11,6.0,2.0,5.0,2.0,2.0,,,,0.0,20.0
717,07,11,7.0,,24.0,2.0,2.0,,,,1.0,0.0
717,07,11,8.0,,75.0,2.0,2.0,,,,2.0,0.0
717,07,11,9.0,,-1.0,,,,,,,
717,07,17,1.0,1.0,,,,,,,,
717,07,17,2.0,1.0,,,,,,,,
717,07,17,3.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
717,07,17,4.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
717,07,17,5.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
717,07,17,6.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
717,07,17,7.0,,20.0,2.0,2.0,,,,0.0,30.0
717,07,17,8.0,,95.0,1.0,1.0,2.0,3.0,20.0,1.0,0.0
717,07,17,9.0,,190.0,1.0,1.0,2.0,3.0,70.0,3.0,30.0
717,07,19,1.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
717,07,19,2.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
717,07,19,3.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
717,07,19,4.0,2.0,5.0,2.0,2.0,,,,0.0,15.0
717,07,19,5.0,2.0,4.5,2.0,2.0,,,,0.0,15.0
717,07,19,6.0,2.0,10.0,2.0,2.0,,,,0.0,30.0
717,07,19,7.0,,10.0,2.0,2.0,,,,0.0,3.0
717,07,19,8.0,,50.0,2.0,2.0,,,,1.0,30.0
717,07,19,9.0,,130.0,1.0,1.0,4.0,3.0,50.0,3.0,0.0
717,07,23,1.0,1.0,,,,,,,,
717,07,23,2.0,2.0,1.3,2.0,2.0,,,,0.0,5.0
717,07,23,3.0,2.0,1.3,2.0,2.0,,,,0.0,5.0
717,07,23,4.0,1.0,,,,,,,,
717,07,23,5.0,1.0,,,,,,,,
717,07,23,6.0,1.0,,,,,,,,
717,07,23,7.0,,20.0,2.0,2.0,,,,0.0,30.0
717,07,23,8.0,,90.0,1.0,1.0,4.0,3.0,15.0,0.0,50.0
717,07,23,9.0,,170.0,1.0,1.0,4.0,3.0,50.0,3.0,0.0
717,09,03,1.0,2.0,0.5,,,,,,,
717,09,03,2.0,2.0,-2.0,,,,,,,
717,09,03,3.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
717,09,03,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
717,09,03,5.0,2.0,2.0,2.0,2.0,,,,0.0,5.0
717,09,03,6.0,2.0,8.0,2.0,2.0,,,,0.0,20.0
717,09,03,7.0,,12.0,2.0,2.0,,,,0.0,25.0
717,09,03,8.0,,35.0,2.0,2.0,,,,0.0,40.0
717,09,03,9.0,,94.0,1.0,1.0,8.0,2.0,40.0,2.0,0.0
717,09,05,1.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
717,09,05,2.0,2.0,-2.0,,,,,,,
717,09,05,3.0,2.0,15.0,2.0,2.0,,,,0.0,30.0
717,09,05,4.0,1.0,,,,,,,,
717,09,05,5.0,1.0,,,,,,,,
717,09,05,6.0,1.0,,,,,,,,
717,09,05,7.0,,8.0,2.0,2.0,,,,0.0,10.0
717,09,05,8.0,,40.0,1.0,1.0,8.0,2.0,15.0,1.0,0.0
717,09,05,9.0,,90.0,1.0,1.0,8.0,2.0,50.0,2.0,0.0
717,09,07,1.0,2.0,0.5,,,,,,,
717,09,07,2.0,2.0,0.5,,,,,,,
717,09,07,3.0,2.0,25.0,2.0,2.0,,,,0.0,40.0
717,09,07,4.0,2.0,0.5,,,,,,,
717,09,07,5.0,2.0,0.5,,,,,,,
717,09,07,6.0,1.0,,,,,,,,
717,09,07,7.0,,4.0,2.0,2.0,,,,0.0,10.0
717,09,07,8.0,,50.0,2.0,2.0,,,,1.0,20.0
717,09,07,9.0,,62.0,2.0,2.0,,,,1.0,40.0
717,09,09,1.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
717,09,09,2.0,2.0,-2.0,,,,,,,
717,09,09,3.0,2.0,-2.0,,,,,,,
717,09,09,4.0,2.0,1.0,2.0,2.0,,,,0.0,5.0
717,09,09,5.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
717,09,09,6.0,2.0,5.0,2.0,2.0,,,,0.0,10.0
717,09,09,7.0,,20.0,2.0,2.0,,,,0.0,10.0
717,09,09,8.0,,70.0,1.0,1.0,2.0,3.0,30.0,1.0,0.0
717,09,09,9.0,,90.0,1.0,1.0,2.0,3.0,50.0,2.0,30.0
717,11,11,1.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
717,11,11,2.0,2.0,3.0,2.0,2.0,,,,0.0,15.0
717,11,11,3.0,2.0,4.0,2.0,2.0,,,,0.0,30.0
717,11,11,4.0,1.0,,,,,,,,
717,11,11,5.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
717,11,11,6.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
717,11,11,7.0,,2.0,2.0,2.0,,,,0.0,10.0
717,11,11,8.0,,35.0,2.0,2.0,,,,1.0,0.0
717,11,11,9.0,,100.0,1.0,1.0,10.0,3.0,50.0,3.0,0.0
717,11,13,1.0,1.0,,,,,,,,
717,11,13,2.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
717,11,13,3.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
717,11,13,4.0,1.0,,,,,,,,
717,11,13,5.0,1.0,,,,,,,,
717,11,13,6.0,2.0,7.0,2.0,2.0,,,,0.0,20.0
717,11,13,7.0,,3.0,2.0,2.0,,,,0.0,10.0
717,11,13,8.0,,30.0,2.0,2.0,,,,1.0,0.0
717,11,13,9.0,,90.0,1.0,1.0,5.0,3.0,50.0,2.0,30.0
717,11,15,1.0,1.0,,,,,,,,
717,11,15,2.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
717,11,15,3.0,2.0,2.0,2.0,2.0,,,,0.0,10.0
717,11,15,4.0,1.0,,,,,,,,
717,11,15,5.0,1.0,,,,,,,,
717,11,15,6.0,2.0,2.0,2.0,2.0,,,,0.0,15.0
717,11,15,7.0,,15.0,2.0,2.0,,,,1.0,0.0
717,11,15,8.0,,45.0,2.0,2.0,,,,1.0,30.0
717,11,15,9.0,,95.0,1.0,1.0,10.0,3.0,50.0,2.0,30.0
717,11,23,1.0,1.0,,,,,,,,
717,11,23,2.0,1.0,,,,,,,,
717,11,23,3.0,1.0,,,,,,,,
717,11,23,4.0,1.0,,,,,,,,
717,11,23,5.0,1.0,,,,,,,,
717,11,23,6.0,2.0,4.0,2.0,2.0,,,,0.0,10.0
717,11,23,7.0,,6.0,2.0,2.0,,,,0.0,15.0
717,11,23,8.0,,30.0,2.0,2.0,,,,1.0,0.0
717,11,23,9.0,,120.0,1.0,1.0,2.0,3.0,60.0,2.0,15.0
