tinh,huyen,xa,diaban,hoso,m8c1a,m8c1b,m8c1c,m8c1d,m8c2a,m8c2b,m8c2c,m8c2d,m8c3a_1,m8c3b_1,m8c3a_2,m8c3b_2,m8c3a_3,m8c3b_3,m8c3a_4,m8c3b_4,m8c3a_5,m8c3b_5,m8c3a_6,m8c3b_6,m8c3a_7,m8c3b_7,m8c3a_8,m8c3b_8,m8c4a_1,m8c4b_1,m8c4a_2,m8c4b_2,m8c4a_3,m8c4b_3,m8c5,m8c6a,m8c6b,m8c6c
209,15,7.0,3,15,1,1,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
209,15,33.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,15,33.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,15,33.0,8,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,15,47.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,15,47.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,15,47.0,2,20,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2,,,
209,17,3.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,17,3.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,17,3.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,17,9.0,6,13,1,1,2,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
209,17,9.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,17,9.0,6,15,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2,,,
209,17,19.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,17,19.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,17,19.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,17,27.0,4,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,17,27.0,4,14,2,2,1,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
209,17,27.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,17,31.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,4.0,0.0
209,17,31.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,17,31.0,5,15,1,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2,,,
209,19,11.0,7,13,2,2,1,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,,,
209,19,11.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,19,11.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,21,1.0,19,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
209,21,1.0,19,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,21,1.0,19,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,5.0,0.0
209,21,5.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,21,5.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,21,5.0,2,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
209,21,21.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,21,21.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,21,21.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,21,33.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,21,33.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,21,33.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
209,21,41.0,4,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,21,41.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
209,21,41.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,1,5.0,23,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,1,5.0,23,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,1,5.0,23,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,1,9.0,16,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,1,9.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,1,9.0,16,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,1,13.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,1,13.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,1,13.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,3,1.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,3,1.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,3,1.0,6,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,3,9.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
211,3,9.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,3,9.0,3,15,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4,2.0,3.0,0.0
211,3,23.0,5,13,1,1,1,1,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1,,,
211,3,23.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,3,23.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,3,37.0,2,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,
211,3,37.0,2,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2,,,
211,3,37.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,5,1.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,5,1.0,7,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,5.0,0.0
211,5,1.0,7,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,2.0,0.0
211,5,9.0,7,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4,2.0,3.0,1.0
211,5,9.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,5,9.0,7,15,2,2,2,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,,,
211,5,15.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,5,15.0,7,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
211,5,15.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,5,23.0,6,13,2,2,2,1,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4,3.0,0.0,
211,5,23.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,5,23.0,6,15,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,4.0,5.0
211,5,43.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,5,43.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,5,43.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,3.0,0.0
211,5,45.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,5,45.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,5,45.0,11,19,2,1,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
211,7,7.0,2,13,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,0.0,
211,7,7.0,2,14,1,1,1,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,,,
211,7,7.0,2,15,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.0,0.0,
211,7,11.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,7,11.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,7,11.0,5,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,7,19.0,15,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
211,7,19.0,15,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,7,19.0,15,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,7,27.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,7,27.0,5,14,1,1,1,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
211,7,27.0,5,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
211,7,33.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,7,33.0,8,14,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3,2.0,1.0,3.0
211,7,33.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,5.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,5.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,5.0,3,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,21.0,3,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
211,9,21.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,21.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,31.0,9,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,31.0,9,14,2,2,1,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2,,,
211,9,31.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,37.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,37.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,37.0,2,15,2,2,2,1,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,0.0,
211,9,45.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,45.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,45.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,53.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,53.0,13,14,1,1,2,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,,,
211,9,53.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,57.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,57.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,57.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,63.0,8,13,1,1,1,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
211,9,63.0,8,15,2,2,1,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
211,9,63.0,8,19,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,,,
211,9,65.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,65.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,65.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,9,72.0,4,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,9,72.0,4,14,1,2,2,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
211,9,72.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,1.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,1.0,16,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,11,1.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,5.0,9,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2,,,
211,11,5.0,9,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,5.0,9,15,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
211,11,15.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,15.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,15.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,25.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,25.0,15,14,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
211,11,25.0,15,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
211,11,29.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,11,29.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,29.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,41.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,41.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,11,41.0,4,23,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,47.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
211,11,47.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,47.0,5,15,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
211,11,55.0,9,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,55.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
211,11,55.0,9,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,65.0,19,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
211,11,65.0,19,19,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,,,
211,11,65.0,19,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,1,1.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,1.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,1.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,5.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,5.0,15,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,5.0,15,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.0,
213,1,7.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,1,7.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,7.0,5,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,1,11.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,11.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,1,11.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,1,13.0,4,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,13.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,13.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,17.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,1,17.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,1,17.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,3,5.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,3,5.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,3,5.0,6,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,5,1.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,1.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,1.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,11.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,11.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,11.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,19.0,12,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,19.0,12,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,5,19.0,12,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,33.0,1,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
213,5,33.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,5,33.0,1,15,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,1.0,3.0
213,5,41.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,5,41.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,5,41.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,7,3.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
213,7,3.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,3.0,8,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
213,7,11.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,11.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,11.0,5,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,27.0,1,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,0.0,
213,7,27.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,27.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,31.0,1,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,31.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,31.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,39.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
213,7,39.0,2,14,1,2,1,1,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,1.0,0.0
