tinh,huyen,xa,diaban,hoso,m8c1a,m8c1b,m8c1c,m8c1d,m8c2a,m8c2b,m8c2c,m8c2d,m8c3a_1,m8c3b_1,m8c3a_2,m8c3b_2,m8c3a_3,m8c3b_3,m8c3a_4,m8c3b_4,m8c3a_5,m8c3b_5,m8c3a_6,m8c3b_6,m8c3a_7,m8c3b_7,m8c3a_8,m8c3b_8,m8c4a_1,m8c4b_1,m8c4a_2,m8c4b_2,m8c4a_3,m8c4b_3,m8c5,m8c6a,m8c6b,m8c6c
103,1,7.0,25,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,1,7.0,25,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,1,7.0,25,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,1,11.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
103,1,11.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,1,11.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
103,1,17.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,1,17.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,1,17.0,7,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,1.0,27,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,3,1.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,3,1.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,5.0,7,15,2,1,1,1,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,0.0,
103,3,5.0,7,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,3,5.0,7,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,9.0,20,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,9.0,20,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,9.0,20,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,13.0,15,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,3,13.0,15,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,3,13.0,15,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,19.0,12,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,19.0,12,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,19.0,12,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,3,23.0,12,21,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,3,23.0,12,22,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,3,23.0,12,23,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,4,3.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,4,3.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,4,3.0,8,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,4,5.0,19,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,4,5.0,19,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,4,5.0,19,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,4,11.0,28,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,4,11.0,28,14,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,5.0,0.0
103,4,11.0,28,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,5,7.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,5,7.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,2.0,0.0
103,5,7.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,5,11.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
103,5,11.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,5,11.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,5,15.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,5,15.0,16,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,5,15.0,16,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,2.0,0.0
103,5,19.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,5,19.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,5,19.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,5,24.0,27,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,5,24.0,27,14,2,2,1,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,5.0,0.0,
103,5,24.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,5,27.0,27,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,5.0,0.0
103,5,27.0,27,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
103,5,27.0,27,23,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,7,1.0,21,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,7,1.0,21,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,7,1.0,21,19,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
103,7,7.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,7,7.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,7,7.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,7,13.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,7,13.0,18,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,7,13.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,9,3.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,9,3.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,9,3.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,10,7.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,10,7.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,10,7.0,7,25,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,10,39.0,1,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,10,39.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,10,39.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,5.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,5.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,5.0,13,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,7.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,7.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,7.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,14.0,26,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,14.0,26,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,14.0,26,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,21.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,21.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,1.0,0.0
103,11,21.0,6,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
103,11,27.0,4,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,27.0,4,15,1,1,1,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
103,11,27.0,4,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,35.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,35.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,35.0,7,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,43.0,17,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,43.0,17,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,43.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,11,51.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,11,51.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
103,11,51.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,57.0,17,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,57.0,17,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,57.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,63.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,63.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,63.0,7,19,1,1,1,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
103,11,71.0,14,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,5.0,0.0
103,11,71.0,14,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,11,71.0,14,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,1.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,13,1.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,1.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,7.0,12,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,7.0,12,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,13,7.0,12,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,13,13.0,9,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,13.0,9,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,13.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,13,21.0,6,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,13,21.0,6,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,21.0,6,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,29.0,19,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,13,29.0,19,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,13,29.0,19,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,15,3.0,21,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,15,3.0,21,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,15,3.0,21,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,15,11.0,2,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
103,15,11.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,15,11.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,15,19.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,15,19.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,15,19.0,8,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,15,25.0,4,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
103,15,25.0,4,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,15,25.0,4,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,15,33.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,15,33.0,13,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,5.0,0.0,
103,15,33.0,13,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.0,
103,17,17.0,11,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,17,17.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,17,17.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,17,23.0,24,13,2,2,2,1,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,,,
103,17,23.0,24,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,17,23.0,24,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,17,31.0,13,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,,,
103,17,31.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,17,31.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,17,47.0,18,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,17,47.0,18,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,17,47.0,18,24,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,9.0,1,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,9.0,1,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,19,9.0,1,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,0.0,
103,19,17.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,17.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,19,17.0,13,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,25.0,12,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,25.0,12,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,25.0,12,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,19,35.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,35.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,19,35.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,19,45.0,17,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,19,45.0,17,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,19,45.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
103,21,1.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,21,1.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,1.0,10,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,7.0,12,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,7.0,12,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,21,7.0,12,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,17.0,10,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,17.0,10,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,17.0,10,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,21,25.0,2,13,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
103,21,25.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,25.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,35.0,17,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,35.0,17,14,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,2.0,4.0
103,21,35.0,17,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,43.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,43.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,43.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,51.0,2,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
103,21,51.0,2,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
103,21,51.0,2,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,1,1.0,9,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,0.0,
104,1,1.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,1.0,9,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,3.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,3.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,0.0,
104,1,3.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,4.0,8,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,4.0,8,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,1,4.0,8,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,7.0,3,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,7.0,3,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,7.0,3,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,17.0,11,13,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,0.0,
104,1,17.0,11,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,1,17.0,11,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,2,1.0,7,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,2,1.0,7,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,2,1.0,7,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,0.0,
104,2,7.0,24,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,2,7.0,24,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,2,7.0,24,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,2,9.0,16,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,2,9.0,16,15,1,1,1,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
104,2,9.0,16,19,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
104,2,13.0,14,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,2,13.0,14,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,2,13.0,14,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
104,3,11.0,3,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,11.0,3,14,2,2,2,1,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,,,
104,3,11.0,3,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,29.0,9,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,29.0,9,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,3,29.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,3,33.0,9,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,33.0,9,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,3,33.0,9,15,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,3,43.0,4,14,2,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,,,
104,3,43.0,4,15,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,,,
104,3,43.0,4,19,1,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2.0,0.0,
104,3,53.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,53.0,13,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,53.0,13,15,2,2,1,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,
104,3,61.0,5,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,61.0,5,14,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,3,61.0,5,15,2,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3,1.0,2.0,3.0
104,3,69.0,13,13,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
104,3,69.0,13,19,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
104,3,69.0,13,20,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
