tinh,huyen,xa,diaban,wt45,wt36,wt9,tinh63,huyen63,xa63,diaban63,wt45_63,wt36_63,wt9_63
111,3,41.0,4,298,373,1491,111,3,41,4,298,373,1491
111,5,3.0,3,437,546,2184,111,5,3,3,437,546,2184
111,5,9.0,3,349,437,1747,111,5,9,3,349,437,1747
111,5,13.0,6,200,250,1002,111,5,13,6,200,250,1002
111,5,23.0,10,355,444,1774,111,5,23,10,355,444,1774
111,5,29.0,11,399,500,1998,111,5,29,11,399,500,1998
111,5,33.0,6,361,452,1806,111,5,33,6,361,452,1806
111,5,39.0,6,327,409,1636,111,5,39,6,327,409,1636
111,7,1.0,6,352,440,1761,111,7,1,6,352,440,1761
111,7,3.0,19,299,375,1499,111,7,3,19,299,375,1499
111,7,7.0,6,324,405,1619,111,7,7,6,324,405,1619
111,7,11.0,16,416,521,2081,111,7,11,16,416,521,2081
111,7,15.0,9,374,468,1871,111,7,15,9,374,468,1871
111,7,19.0,9,365,457,1824,111,7,19,9,365,457,1824
111,7,25.0,2,320,399,1599,111,7,25,2,320,399,1599
111,7,29.0,10,313,391,1565,111,7,29,10,313,391,1565
111,7,35.0,7,363,455,1819,111,7,35,7,363,455,1819
111,7,39.0,12,347,433,1734,111,7,39,12,347,433,1734
111,7,43.0,11,367,459,1834,111,7,43,11,367,459,1834
111,9,1.0,10,403,503,2012,111,9,1,10,403,503,2012
111,9,9.0,10,194,242,970,111,9,9,10,194,242,970
111,9,15.0,5,289,361,1445,111,9,15,5,289,361,1445
111,9,21.0,5,293,367,1467,111,9,21,5,293,367,1467
111,9,25.0,3,353,440,1762,111,9,25,3,353,440,1762
111,9,31.0,3,370,463,1853,111,9,31,3,370,463,1853
111,9,37.0,6,299,374,1496,111,9,37,6,299,374,1496
111,9,41.0,16,344,430,1720,111,9,41,16,344,430,1720
111,11,5.0,4,430,537,2147,111,11,5,4,430,537,2147
111,11,9.0,4,374,467,1868,111,11,9,4,374,467,1868
111,11,17.0,11,339,424,1696,111,11,17,11,339,424,1696
111,11,21.0,10,366,458,1830,111,11,21,10,366,458,1830
111,11,27.0,5,426,533,2133,111,11,27,5,426,533,2133
111,11,31.0,7,325,406,1625,111,11,31,7,325,406,1625
111,11,37.0,14,352,440,1760,111,11,37,14,352,440,1760
111,11,41.0,10,325,406,1623,111,11,41,10,325,406,1623
113,1,3.0,26,511,638,2555,113,1,3,26,511,638,2555
113,1,7.0,4,507,633,2532,113,1,7,4,507,633,2532
113,1,13.0,10,616,770,3079,113,1,13,10,616,770,3079
113,1,20.0,22,521,651,2604,113,1,20,22,521,651,2604
113,1,25.0,19,516,644,2578,113,1,25,19,516,644,2578
113,1,29.0,12,551,688,2751,113,1,29,12,551,688,2751
113,1,31.0,14,563,705,2818,113,1,31,14,563,705,2818
113,1,33.0,9,571,713,2853,113,1,33,9,571,713,2853
113,1,43.0,2,614,767,3068,113,1,43,2,614,767,3068
113,3,9.0,8,495,618,2476,113,3,9,8,495,618,2476
113,3,19.0,6,643,804,3215,113,3,19,6,643,804,3215
113,3,25.0,11,584,730,2920,113,3,25,11,584,730,2920
113,3,33.0,19,532,666,2660,113,3,33,19,532,666,2660
113,5,3.0,7,500,625,2498,113,5,3,7,500,625,2498
113,5,15.0,10,1014,1267,5070,113,5,15,10,1014,1267,5070
113,7,5.0,6,469,585,2344,113,7,5,6,469,585,2344
113,7,15.0,16,570,713,2852,113,7,15,16,570,713,2852
113,7,23.0,12,504,629,2518,113,7,23,12,504,629,2518
113,7,31.0,12,516,646,2582,113,7,31,12,516,646,2582
113,7,41.0,11,552,690,2761,113,7,41,11,552,690,2761
113,7,47.0,8,393,491,1964,113,7,47,8,393,491,1964
113,7,53.0,19,628,785,3140,113,7,53,19,628,785,3140
113,7,59.0,10,393,491,1965,113,7,59,10,393,491,1965
113,9,1.0,20,504,629,2520,113,9,1,20,504,629,2520
113,9,7.0,26,528,660,2643,113,9,7,26,528,660,2643
113,9,13.0,4,499,624,2494,113,9,13,4,499,624,2494
113,9,19.0,13,568,710,2838,113,9,19,13,568,710,2838
113,9,23.0,29,511,638,2555,113,9,23,29,511,638,2555
113,9,29.0,32,435,544,2173,113,9,29,32,435,544,2173
113,9,35.0,20,533,667,2666,113,9,35,20,533,667,2666
113,11,3.0,21,487,608,2435,113,11,3,21,487,608,2435
113,11,5.0,20,599,748,2991,113,11,5,20,599,748,2991
113,11,11.0,8,442,551,2207,113,11,11,8,442,551,2207
113,11,17.0,12,603,753,3016,113,11,17,12,603,753,3016
113,11,25.0,3,518,648,2590,113,11,25,3,518,648,2590
113,11,35.0,12,393,492,1966,113,11,35,12,393,492,1966
113,11,37.0,15,484,606,2423,113,11,37,15,484,606,2423
113,13,1.0,7,550,689,2754,113,13,1,7,550,689,2754
113,13,11.0,9,451,562,2251,113,13,11,9,451,562,2251
113,13,15.0,3,526,657,2629,113,13,15,3,526,657,2629
113,13,23.0,5,535,669,2674,113,13,23,5,535,669,2674
113,13,33.0,14,406,507,2030,113,13,33,14,406,507,2030
113,13,39.0,14,555,693,2773,113,13,39,14,555,693,2773
113,15,1.0,7,1065,1330,5323,113,15,1,7,1065,1330,5323
113,15,7.0,11,806,1007,4030,113,15,7,11,806,1007,4030
113,15,15.0,12,915,1143,4573,113,15,15,12,915,1143,4573
113,15,19.0,37,737,920,3683,113,15,19,37,737,920,3683
113,15,23.0,12,1283,1604,6415,113,15,23,12,1283,1604,6415
113,15,33.0,5,612,764,3058,113,15,33,5,612,764,3058
113,15,41.0,3,394,493,1974,113,15,41,3,394,493,1974
113,15,43.0,20,689,861,3443,113,15,43,20,689,861,3443
113,17,7.0,18,558,699,2792,113,17,7,18,558,699,2792
113,17,13.0,17,596,745,2980,113,17,13,17,596,745,2980
113,17,19.0,17,504,629,2520,113,17,19,17,504,629,2520
113,17,25.0,13,509,635,2540,113,17,25,13,509,635,2540
113,17,31.0,10,448,560,2242,113,17,31,10,448,560,2242
113,17,39.0,2,541,677,2706,113,17,39,2,541,677,2706
113,17,45.0,7,340,426,1704,113,17,45,7,340,426,1704
113,19,5.0,5,531,664,2652,113,19,5,5,531,664,2652
113,19,11.0,3,503,629,2517,113,19,11,3,503,629,2517
113,19,19.0,23,563,704,2816,113,19,19,23,563,704,2816
113,19,25.0,8,612,766,3060,113,19,25,8,612,766,3060
113,19,31.0,22,596,746,2984,113,19,31,22,596,746,2984
113,19,35.0,7,524,655,2620,113,19,35,7,524,655,2620
113,19,43.0,13,369,461,1845,113,19,43,13,369,461,1845
113,19,47.0,15,546,682,2730,113,19,47,15,546,682,2730
113,19,55.0,4,321,401,1604,113,19,55,4,321,401,1604
113,19,63.0,9,537,671,2684,113,19,63,9,537,671,2684
115,1,1.0,9,707,883,3533,115,1,1,9,707,883,3533
115,1,7.0,32,648,809,3236,115,1,7,32,648,809,3236
115,1,9.0,17,766,957,3828,115,1,9,17,766,957,3828
115,1,15.0,21,537,671,2685,115,1,15,21,537,671,2685
115,1,23.0,20,617,772,3087,115,1,23,20,617,772,3087
115,3,3.0,2,559,699,2797,115,3,3,2,559,699,2797
115,3,9.0,14,566,707,2829,115,3,9,14,566,707,2829
115,3,15.0,14,536,669,2677,115,3,15,14,536,669,2677
115,3,27.0,6,561,702,2805,115,3,27,6,561,702,2805
115,3,31.0,4,474,593,2372,115,3,31,4,474,593,2372
115,3,33.0,3,563,704,2818,115,3,33,3,563,704,2818
115,3,45.0,2,532,666,2661,115,3,45,2,532,666,2661
115,3,51.0,3,554,693,2769,115,3,51,3,554,693,2769
115,3,71.0,7,518,648,2591,115,3,71,7,518,648,2591
115,5,3.0,26,575,719,2876,115,5,3,26,575,719,2876
115,5,7.0,11,676,844,3377,115,5,7,11,676,844,3377
115,5,13.0,7,587,733,2932,115,5,13,7,587,733,2932
115,5,17.0,21,594,742,2971,115,5,17,21,594,742,2971
115,5,27.0,19,556,695,2779,115,5,27,19,556,695,2779
115,5,35.0,3,575,719,2876,115,5,35,3,575,719,2876
115,5,53.0,8,595,745,2979,115,5,53,8,595,745,2979
115,5,61.0,20,563,703,2814,115,5,61,20,563,703,2814
115,5,65.0,10,547,684,2737,115,5,65,10,547,684,2737
115,7,1.0,12,733,915,3663,115,7,1,12,733,915,3663
115,7,13.0,17,521,651,2602,115,7,13,17,521,651,2602
115,7,19.0,7,569,712,2849,115,7,19,7,569,712,2849
115,7,41.0,8,588,735,2940,115,7,41,8,588,735,2940
115,7,47.0,6,546,682,2729,115,7,47,6,546,682,2729
115,7,49.0,3,592,740,2960,115,7,49,3,592,740,2960
115,7,51.0,18,497,621,2487,115,7,51,18,497,621,2487
115,7,59.0,10,546,682,2726,115,7,59,10,546,682,2726
115,7,67.0,2,547,684,2735,115,7,67,2,547,684,2735
115,7,71.0,16,770,963,3850,115,7,71,16,770,963,3850
115,7,95.0,13,548,684,2740,115,7,95,13,548,684,2740
115,9,11.0,20,559,699,2798,115,9,11,20,559,699,2798
115,9,17.0,6,538,673,2694,115,9,17,6,538,673,2694
115,9,21.0,13,554,693,2769,115,9,21,13,554,693,2769
115,9,33.0,9,589,736,2945,115,9,33,9,589,736,2945
115,9,53.0,8,504,629,2517,115,9,53,8,504,629,2517
115,9,55.0,10,497,621,2486,115,9,55,10,497,621,2486
115,9,57.0,6,410,512,2050,115,9,57,6,410,512,2050
115,9,83.0,3,506,632,2528,115,9,83,3,506,632,2528
115,9,85.0,6,552,689,2760,115,9,85,6,552,689,2760
115,11,5.0,14,530,662,2648,115,11,5,14,530,662,2648
115,11,13.0,12,530,662,2651,115,11,13,12,530,662,2651
115,11,17.0,20,471,589,2356,115,11,17,20,471,589,2356
115,11,19.0,5,528,660,2639,115,11,19,5,528,660,2639
115,11,35.0,15,406,507,2031,115,11,35,15,406,507,2031
115,11,43.0,9,564,705,2823,115,11,43,9,564,705,2823
115,11,45.0,14,516,645,2580,115,11,45,14,516,645,2580
115,11,61.0,11,559,699,2797,115,11,61,11,559,699,2797
115,13,3.0,11,608,759,3037,115,13,3,11,608,759,3037
115,13,9.0,12,558,698,2793,115,13,9,12,558,698,2793
115,13,17.0,11,568,710,2840,115,13,17,11,568,710,2840
115,13,33.0,7,558,698,2789,115,13,33,7,558,698,2789
115,13,35.0,5,589,736,2944,115,13,35,5,589,736,2944
115,13,39.0,6,538,673,2691,115,13,39,6,538,673,2691
115,13,43.0,10,542,678,2713,115,13,43,10,542,678,2713
115,13,57.0,4,509,636,2542,115,13,57,4,509,636,2542
115,13,75.0,10,548,686,2741,115,13,75,10,548,686,2741
115,13,79.0,8,561,700,2802,115,13,79,8,561,700,2802
115,15,13.0,15,527,658,2633,115,15,13,15,527,658,2633
115,15,21.0,16,486,609,2434,115,15,21,16,486,609,2434
115,15,29.0,7,584,730,2922,115,15,29,7,584,730,2922
115,15,39.0,12,523,655,2620,115,15,39,12,523,655,2620
115,15,49.0,13,499,624,2496,115,15,49,13,499,624,2496
115,15,59.0,3,507,635,2539,115,15,59,3,507,635,2539
115,15,67.0,23,582,728,2909,115,15,67,23,582,728,2909
117,1,1.0,4,494,618,2472,117,1,1,4,494,618,2472
117,1,7.0,20,393,491,1964,117,1,7,20,393,491,1964
117,1,11.0,8,503,628,2514,117,1,11,8,503,628,2514
117,1,25.0,10,411,514,2056,117,1,25,10,411,514,2056
117,3,1.0,11,432,539,2155,117,3,1,11,432,539,2155
117,3,5.0,18,456,572,2285,117,3,5,18,456,572,2285
117,3,9.0,11,388,485,1941,117,3,9,11,388,485,1941
117,5,7.0,11,374,468,1870,117,5,7,11,374,468,1870
117,5,15.0,10,359,448,1793,117,5,15,10,359,448,1793
117,5,25.0,4,388,485,1942,117,5,25,4,388,485,1942
117,5,33.0,5,378,472,1889,117,5,33,5,378,472,1889
117,5,43.0,11,398,497,1990,117,5,43,11,398,497,1990
117,5,51.0,8,384,481,1921,117,5,51,8,384,481,1921
117,7,5.0,12,367,458,1834,117,7,5,12,367,458,1834
117,7,11.0,13,392,490,1960,117,7,11,13,392,490,1960
117,7,19.0,12,384,481,1921,117,7,19,12,384,481,1921
117,7,25.0,5,384,481,1921,117,7,25,5,384,481,1921
117,7,31.0,16,355,444,1776,117,7,31,16,355,444,1776
117,7,41.0,6,384,481,1921,117,7,41,6,384,481,1921
117,9,5.0,16,373,466,1867,117,9,5,16,373,466,1867
117,9,11.0,9,370,462,1848,117,9,11,9,370,462,1848
117,9,15.0,3,372,465,1859,117,9,15,3,372,465,1859
117,9,29.0,5,384,481,1921,117,9,29,5,384,481,1921
117,11,4.0,5,381,476,1906,117,11,4,5,381,476,1906
117,11,9.0,17,345,431,1725,117,11,9,17,345,431,1725
117,11,15.0,5,376,470,1880,117,11,15,5,376,470,1880
117,11,19.0,21,409,510,2041,117,11,19,21,409,510,2041
117,11,23.0,16,337,420,1682,117,11,23,16,337,420,1682
117,11,29.0,9,384,481,1921,117,11,29,9,384,481,1921
117,13,5.0,4,437,546,2183,117,13,5,4,437,546,2183
117,13,11.0,11,384,481,1921,117,13,11,11,384,481,1921
117,13,17.0,7,384,481,1921,117,13,17,7,384,481,1921
117,13,23.0,16,409,510,2042,117,13,23,16,409,510,2042
117,13,29.0,5,373,466,1868,117,13,29,5,373,466,1868
117,13,33.0,16,378,472,1887,117,13,33,16,378,472,1887
117,13,39.0,5,364,455,1819,117,13,39,5,364,455,1819
117,15,1.0,18,475,594,2374,117,15,1,18,475,594,2374
117,15,11.0,14,384,481,1921,117,15,11,14,384,481,1921
117,15,19.0,9,403,503,2011,117,15,19,9,403,503,2011
117,15,25.0,12,384,481,1921,117,15,25,12,384,481,1921
117,15,31.0,10,401,502,2006,117,15,31,10,401,502,2006
117,15,37.0,15,407,509,2035,117,15,37,15,407,509,2035
117,15,41.0,4,340,425,1702,117,15,41,4,340,425,1702
117,15,49.0,1,396,495,1980,117,15,49,1,396,495,1980
201,1,1.0,16,405,507,2026,201,1,1,16,405,507,2026
201,1,7.0,10,345,430,1723,201,1,7,10,345,430,1723
201,3,11.0,3,156,195,782,201,3,11,3,156,195,782
201,3,27.0,4,321,401,1607,201,3,27,4,321,401,1607
201,5,7.0,4,384,479,1920,201,5,7,4,384,479,1920
201,5,11.0,8,297,370,1482,201,5,11,8,297,370,1482
201,5,31.0,8,237,296,1183,201,5,31,8,237,296,1183
201,7,2.0,20,213,266,1062,201,7,2,20,213,266,1062
201,7,7.0,8,118,148,593,201,7,7,8,118,148,593
201,7,25.0,2,188,235,940,201,7,25,2,188,235,940
201,9,7.0,7,250,313,1253,201,9,7,7,250,313,1253
201,9,11.0,8,399,498,1993,201,9,11,8,399,498,1993
201,11,11.0,8,238,298,1192,201,11,11,8,238,298,1192
201,13,19.0,3,534,667,2668,201,13,19,3,534,667,2668
201,13,23.0,4,210,263,1052,201,13,23,4,210,263,1052
201,13,47.0,4,230,288,1153,201,13,47,4,230,288,1153
201,15,1.0,5,390,487,1950,201,15,1,5,390,487,1950
201,15,7.0,2,366,458,1834,201,15,7,2,366,458,1834
201,15,13.0,9,213,266,1061,201,15,13,9,213,266,1061
201,15,37.0,7,249,311,1245,201,15,37,7,249,311,1245
201,15,41.0,5,375,469,1878,201,15,41,5,375,469,1878
201,15,45.0,5,200,249,999,201,15,45,5,200,249,999
201,17,13.0,3,312,390,1560,201,17,13,3,312,390,1560
201,17,33.0,4,312,390,1563,201,17,33,4,312,390,1563
201,19,3.0,6,323,403,1611,201,19,3,6,323,403,1611
201,19,9.0,3,278,347,1391,201,19,9,3,278,347,1391
201,19,15.0,1,292,365,1462,201,19,15,1,292,365,1462
201,19,19.0,7,366,458,1834,201,19,19,7,366,458,1834
201,19,35.0,3,366,458,1832,201,19,35,3,366,458,1832
201,19,41.0,10,376,471,1881,201,19,41,10,376,471,1881
201,19,53.0,4,384,479,1920,201,19,53,4,384,479,1920
201,19,61.0,10,310,388,1548,201,19,61,10,310,388,1548
203,1,1.0,19,224,281,1122,203,1,1,19,224,281,1122
203,1,3.0,2,211,264,1058,203,1,3,2,211,264,1058
203,1,5.0,15,257,320,1283,203,1,5,15,257,320,1283
203,1,7.0,4,313,392,1568,203,1,7,4,313,392,1568
203,1,13.0,6,272,339,1356,203,1,13,6,272,339,1356
203,3,17.0,2,285,356,1423,203,3,17,2,285,356,1423
203,3,37.0,12,334,417,1672,203,3,37,12,334,417,1672
203,4,7.0,4,308,384,1539,203,4,7,4,308,384,1539
203,4,9.0,3,278,346,1385,203,4,9,3,278,346,1385
203,4,11.0,2,279,348,1391,203,4,11,2,279,348,1391
203,5,17.0,6,236,294,1178,203,5,17,6,236,294,1178
203,5,29.0,4,246,307,1226,203,5,29,4,246,307,1226
203,7,2.0,6,267,334,1337,203,7,2,6,267,334,1337
203,9,5.0,4,324,404,1617,203,9,5,4,324,404,1617
203,11,1.0,8,203,255,1018,203,11,1,8,203,255,1018
203,11,9.0,9,307,384,1537,203,11,9,9,307,384,1537
203,11,17.0,1,243,304,1215,203,11,17,1,243,304,1215
203,11,29.0,4,383,478,1913,203,11,29,4,383,478,1913
203,13,1.0,5,224,281,1121,203,13,1,5,224,281,1121
203,13,17.0,1,202,253,1008,203,13,17,1,202,253,1008
203,13,31.0,4,225,282,1129,203,13,31,4,225,282,1129
203,15,3.0,1,117,146,585,203,15,3,1,117,146,585
203,15,11.0,14,232,291,1164,203,15,11,14,232,291,1164
203,15,15.0,4,155,193,776,203,15,15,4,155,193,776
203,15,31.0,11,269,337,1346,203,15,31,11,269,337,1346
203,15,39.0,1,149,186,745,203,15,39,1,149,186,745
203,17,15.0,2,300,375,1500,203,17,15,2,300,375,1500
203,17,27.0,6,368,460,1838,203,17,27,6,368,460,1838
203,17,35.0,5,254,318,1270,203,17,35,5,254,318,1270
203,19,5.0,4,228,285,1140,203,19,5,4,228,285,1140
203,19,15.0,3,213,267,1066,203,19,15,3,213,267,1066
203,21,21.0,5,282,353,1414,203,21,21,5,282,353,1414
205,1,3.0,1,123,155,619,205,1,3,1,123,155,619
205,1,7.0,8,322,403,1612,205,1,7,8,322,403,1612
205,1,9.0,10,194,242,970,205,1,9,10,194,242,970
205,1,13.0,15,291,365,1456,205,1,13,15,291,365,1456
205,1,19.0,4,261,326,1305,205,1,19,4,261,326,1305
205,1,27.0,11,165,205,820,205,1,27,11,165,205,820
205,5,1.0,8,307,383,1530,205,5,1,8,307,383,1530
205,5,17.0,2,322,403,1610,205,5,17,2,322,403,1610
205,5,31.0,6,393,491,1963,205,5,31,6,393,491,1963
205,7,15.0,4,363,453,1815,205,7,15,4,363,453,1815
205,7,31.0,3,133,166,666,205,7,31,3,133,166,666
205,8,3.0,3,295,370,1477,205,8,3,3,295,370,1477
205,8,23.0,3,259,323,1293,205,8,23,3,259,323,1293
205,9,51.0,2,264,331,1323,205,9,51,2,264,331,1323
205,9,65.0,4,276,344,1377,205,9,65,4,276,344,1377
205,11,1.0,10,274,342,1368,205,11,1,10,274,342,1368
205,11,3.0,15,322,403,1612,205,11,3,15,322,403,1612
205,11,11.0,7,310,388,1551,205,11,11,7,310,388,1551
205,11,15.0,22,345,432,1723,205,11,15,22,345,432,1723
205,11,19.0,9,280,349,1395,205,11,19,9,280,349,1395
205,11,23.0,7,323,404,1618,205,11,23,7,323,404,1618
205,13,1.0,10,322,403,1612,205,13,1,10,322,403,1612
205,13,11.0,16,307,383,1530,205,13,11,16,307,383,1530
205,13,29.0,4,399,498,1994,205,13,29,4,399,498,1994
205,15,11.0,2,319,399,1595,205,15,11,2,319,399,1595
205,15,27.0,1,344,430,1721,205,15,27,1,344,430,1721
205,19,5.0,11,216,271,1083,205,19,5,11,216,271,1083
205,19,17.0,4,312,389,1556,205,19,17,4,312,389,1556
205,19,33.0,7,247,309,1237,205,19,33,7,247,309,1237
205,19,43.0,3,307,383,1530,205,19,43,3,307,383,1530
207,1,3.0,8,248,310,1244,207,1,3,8,248,310,1244
207,1,5.0,9,200,249,996,207,1,5,9,200,249,996
207,1,11.0,4,197,247,989,207,1,11,4,197,247,989
207,1,13.0,5,306,382,1529,207,1,13,5,306,382,1529
207,1,15.0,7,165,205,821,207,1,15,7,165,205,821
207,3,3.0,2,184,230,922,207,3,3,2,184,230,922
207,3,7.0,2,185,232,927,207,3,7,2,185,232,927
207,3,25.0,6,148,184,738,207,3,25,6,148,184,738
207,4,5.0,18,158,197,792,207,4,5,18,158,197,792
207,4,7.0,4,211,263,1054,207,4,7,4,211,263,1054
207,4,17.0,2,164,205,819,207,4,17,2,164,205,819
207,5,3.0,8,88,111,441,207,5,3,8,88,111,441
207,5,7.0,3,175,218,873,207,5,7,3,175,218,873
207,5,9.0,1,127,159,637,207,5,9,1,127,159,637
207,7,7.0,4,159,199,794,207,7,7,4,159,199,794
207,7,21.0,7,109,137,545,207,7,21,7,109,137,545
207,7,31.0,6,115,144,578,207,7,31,6,115,144,578
207,7,37.0,2,153,193,769,207,7,37,2,153,193,769
207,9,1.0,3,187,235,938,207,9,1,3,187,235,938
207,9,13.0,5,156,195,781,207,9,13,5,156,195,781
207,9,21.0,1,176,220,881,207,9,21,1,176,220,881
207,11,7.0,1,150,187,749,207,11,7,1,150,187,749
207,11,25.0,1,150,188,753,207,11,25,1,150,188,753
207,11,33.0,4,159,199,793,207,11,33,4,159,199,793
207,12,1.0,4,233,292,1165,207,12,1,4,233,292,1165
207,12,15.0,7,158,197,789,207,12,15,7,158,197,789
207,12,17.0,1,178,223,894,207,12,17,1,178,223,894
207,12,19.0,3,161,202,807,207,12,19,3,161,202,807
209,1,3.0,12,287,359,1435,209,1,3,12,287,359,1435
209,1,5.0,21,296,370,1482,209,1,5,21,296,370,1482
209,1,9.0,6,248,310,1241,209,1,9,6,248,310,1241
209,1,13.0,9,290,362,1450,209,1,13,9,290,362,1450
209,3,21.0,16,305,380,1524,209,3,21,16,305,380,1524
209,3,29.0,5,299,373,1493,209,3,29,5,299,373,1493
209,3,43.0,5,311,387,1551,209,3,43,5,311,387,1551
209,5,1.0,5,450,562,2249,209,5,1,5,450,562,2249
209,5,19.0,1,312,389,1558,209,5,19,1,312,389,1558
209,5,33.0,10,279,347,1391,209,5,33,10,279,347,1391
209,7,13.0,6,358,448,1793,209,7,13,6,358,448,1793
209,7,31.0,3,308,384,1537,209,7,31,3,308,384,1537
209,9,5.0,6,312,389,1559,209,9,5,6,312,389,1559
209,9,15.0,9,286,356,1426,209,9,15,9,286,356,1426
209,9,31.0,6,297,370,1482,209,9,31,6,297,370,1482
209,11,9.0,2,370,463,1852,209,11,9,2,370,463,1852
209,11,27.0,3,340,425,1701,209,11,27,3,340,425,1701
209,11,43.0,3,318,398,1592,209,11,43,3,318,398,1592
209,13,1.0,4,365,455,1823,209,13,1,4,365,455,1823
209,13,13.0,5,281,350,1401,209,13,13,5,281,350,1401
209,13,33.0,2,355,443,1775,209,13,33,2,355,443,1775
209,15,3.0,5,415,519,2076,209,15,3,5,415,519,2076
209,15,7.0,3,326,407,1631,209,15,7,3,326,407,1631
209,15,33.0,8,404,505,2022,209,15,33,8,404,505,2022
209,15,47.0,2,317,395,1584,209,15,47,2,317,395,1584
209,17,3.0,6,342,429,1715,209,17,3,6,342,429,1715
209,17,9.0,6,325,406,1626,209,17,9,6,325,406,1626
209,17,19.0,8,298,372,1490,209,17,19,8,298,372,1490
209,17,27.0,4,284,353,1416,209,17,27,4,284,353,1416
209,17,31.0,5,301,375,1501,209,17,31,5,301,375,1501
209,19,11.0,7,266,331,1327,209,19,11,7,266,331,1327
209,21,1.0,19,304,379,1518,209,21,1,19,304,379,1518
209,21,5.0,2,204,255,1017,209,21,5,2,204,255,1017
209,21,21.0,6,261,326,1305,209,21,21,6,261,326,1305
209,21,33.0,7,280,348,1396,209,21,33,7,280,348,1396
209,21,41.0,4,431,539,2155,209,21,41,4,431,539,2155
211,1,5.0,23,208,260,1041,211,1,5,23,208,260,1041
211,1,9.0,16,486,607,2432,211,1,9,16,486,607,2432
211,1,13.0,7,328,410,1639,211,1,13,7,328,410,1639
211,3,1.0,6,281,352,1408,211,3,1,6,281,352,1408
211,3,9.0,3,568,710,2838,211,3,9,3,568,710,2838
211,3,23.0,5,435,543,2172,211,3,23,5,435,543,2172
211,3,37.0,2,359,450,1798,211,3,37,2,359,450,1798
211,5,1.0,7,244,305,1218,211,5,1,7,244,305,1218
211,5,9.0,7,260,326,1302,211,5,9,7,260,326,1302
211,5,15.0,7,338,423,1690,211,5,15,7,338,423,1690
211,5,23.0,6,332,416,1663,211,5,23,6,332,416,1663
211,5,43.0,7,309,387,1546,211,5,43,7,309,387,1546
211,5,45.0,11,393,491,1964,211,5,45,11,393,491,1964
211,7,7.0,2,243,303,1213,211,7,7,2,243,303,1213
211,7,11.0,5,236,295,1181,211,7,11,5,236,295,1181
211,7,19.0,15,194,243,970,211,7,19,15,194,243,970
211,7,27.0,5,193,241,965,211,7,27,5,193,241,965
211,7,33.0,8,291,364,1455,211,7,33,8,291,364,1455
211,9,5.0,3,321,402,1605,211,9,5,3,321,402,1605
211,9,21.0,3,251,315,1259,211,9,21,3,251,315,1259
211,9,31.0,9,332,416,1663,211,9,31,9,332,416,1663
211,9,37.0,2,494,617,2471,211,9,37,2,494,617,2471
211,9,45.0,11,275,343,1374,211,9,45,11,275,343,1374
211,9,53.0,13,255,318,1271,211,9,53,13,255,318,1271
211,9,57.0,5,227,284,1137,211,9,57,5,227,284,1137
211,9,63.0,8,182,228,912,211,9,63,8,182,228,912
211,9,65.0,5,412,516,2062,211,9,65,5,412,516,2062
211,9,72.0,4,406,508,2031,211,9,72,4,406,508,2031
211,11,1.0,16,317,397,1586,211,11,1,16,317,397,1586
211,11,5.0,9,506,633,2529,211,11,5,9,506,633,2529
211,11,15.0,7,298,373,1491,211,11,15,7,298,373,1491
211,11,25.0,15,346,434,1733,211,11,25,15,346,434,1733
211,11,29.0,5,367,459,1836,211,11,29,5,367,459,1836
211,11,41.0,4,369,462,1847,211,11,41,4,369,462,1847
211,11,47.0,5,312,391,1562,211,11,47,5,312,391,1562
211,11,55.0,9,354,442,1771,211,11,55,9,354,442,1771
211,11,65.0,19,452,565,2260,211,11,65,19,452,565,2260
213,1,1.0,18,324,406,1621,213,1,1,18,324,406,1621
213,1,5.0,15,291,363,1451,213,1,5,15,291,363,1451
213,1,7.0,5,303,378,1511,213,1,7,5,303,378,1511
213,1,11.0,13,308,384,1538,213,1,11,13,308,384,1538
213,1,13.0,4,343,428,1711,213,1,13,4,343,428,1711
213,1,17.0,5,293,366,1465,213,1,17,5,293,366,1465
213,3,5.0,6,321,402,1605,213,3,5,6,321,402,1605
213,5,1.0,3,269,336,1344,213,5,1,3,269,336,1344
213,5,11.0,3,255,318,1273,213,5,11,3,255,318,1273
213,5,19.0,12,290,362,1449,213,5,19,12,290,362,1449
213,5,33.0,1,261,326,1303,213,5,33,1,261,326,1303
213,5,41.0,8,295,368,1475,213,5,41,8,295,368,1475
213,7,3.0,8,331,414,1657,213,7,3,8,331,414,1657
213,7,11.0,5,290,363,1450,213,7,11,5,290,363,1450
213,7,27.0,1,386,483,1930,213,7,27,1,386,483,1930
213,7,31.0,1,294,367,1469,213,7,31,1,294,367,1469
213,7,39.0,2,233,292,1166,213,7,39,2,233,292,1166
213,9,17.0,4,293,366,1465,213,9,17,4,293,366,1465
213,11,1.0,4,325,406,1624,213,11,1,4,325,406,1624
213,11,7.0,5,198,247,988,213,11,7,5,198,247,988
213,11,21.0,3,288,361,1443,213,11,21,3,288,361,1443
213,11,29.0,3,308,385,1539,213,11,29,3,308,385,1539
213,11,37.0,8,296,370,1479,213,11,37,8,296,370,1479
213,11,53.0,3,352,439,1758,213,11,53,3,352,439,1758
213,13,1.0,21,272,340,1362,213,13,1,21,272,340,1362
213,13,7.0,3,291,364,1454,213,13,7,3,291,364,1454
213,13,19.0,8,284,355,1420,213,13,19,8,284,355,1420
