tinh,huyen,xa,diaban,hoso,chisxkd_1,chisxkd_2,chisxkd_3,chisxkd_4,chisxkd_5,chisxkd_6,chisxkd_7,chisxkd_8,chikhac_01,chikhac_02,chikhac_03,chikhac_04,chikhac_05,chikhac_06,chikhac_07,chikhac_08,chikhac_09,chikhac_10,chikhac_11,chikhac_12,chikhac_13,chikhac_14
101,3,3.0,23,13,65688.0,0.0,0.0,0.0,0.0,0.0,0.0,65688.0,50475.3,8350.0,180.0,2171.8,22053.5,7295.0,4965.0,2100.0,0.0,0.0,0.0,0.0,0.0,3360.0
101,3,3.0,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43810.2,4950.0,310.0,1963.8,19626.4,7582.0,3488.0,3600.0,0.0,0.0,0.0,0.0,0.0,2290.0
101,3,3.0,23,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148079.6,0.0,2000.0,4796.0,45988.6,13960.0,23185.0,8810.0,45000.0,0.0,0.0,0.0,0.0,4340.0
101,3,11.0,9,15,54552.0,0.0,0.0,0.0,0.0,0.0,0.0,54552.0,268980.0,0.0,370.0,2364.5,21110.5,6470.0,9395.0,5850.0,217000.0,0.0,0.0,0.0,0.0,6420.0
101,3,11.0,9,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99817.3,3090.0,300.0,2725.1,21805.2,7425.0,11910.0,2850.0,44000.0,0.0,0.0,0.0,0.0,5712.0
101,3,11.0,9,20,192.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,159192.7,970.0,170.0,1584.2,15195.5,3024.0,3310.0,1515.0,96000.0,0.0,0.0,0.0,35000.0,2424.0
101,3,13.0,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90465.1,0.0,1600.0,1884.2,11076.9,4748.0,5745.0,2010.0,48057.0,0.0,0.0,14000.0,0.0,1344.0
101,3,13.0,8,14,642.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,89365.2,8175.0,13000.0,3825.6,25241.6,11034.0,16320.0,3290.0,4663.0,0.0,0.0,0.0,0.0,3816.0
101,3,13.0,8,15,2076.0,0.0,0.0,0.0,0.0,0.0,0.0,2076.0,70579.7,5895.0,1370.0,3083.8,18453.9,11044.0,10660.0,3490.0,12731.0,0.0,0.0,0.0,0.0,3852.0
101,5,3.0,17,13,7740.0,0.0,0.0,0.0,0.0,0.0,0.0,7740.0,50014.4,0.0,3130.0,3069.6,17489.8,8290.0,8197.0,3728.0,0.0,0.0,0.0,3500.0,0.0,2610.0
101,5,3.0,17,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61871.0,0.0,10710.0,3364.8,20777.2,12920.0,10787.0,770.0,0.0,0.0,0.0,110.0,0.0,2432.0
101,5,3.0,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132295.6,10110.0,27870.0,5988.3,32411.3,6953.0,17388.0,4831.0,20000.0,0.0,0.0,3600.0,0.0,3144.0
101,5,11.0,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27523.2,2860.0,145.0,578.5,11860.7,5059.0,3410.0,1480.0,0.0,0.0,0.0,0.0,0.0,2130.0
101,5,11.0,7,14,185208.0,0.0,0.0,0.0,0.0,0.0,0.0,185208.0,84510.6,0.0,850.0,1675.2,30496.4,10820.0,13779.0,5850.0,15000.0,0.0,0.0,2300.0,0.0,3740.0
101,5,11.0,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86867.2,4532.0,535.0,1616.7001,24859.5,8296.0,12674.0,4200.0,19000.0,0.0,0.0,7500.0,0.0,3654.0
101,5,17.0,18,13,7008.0,0.0,0.0,0.0,0.0,0.0,0.0,7008.0,23180.0,0.0,320.0,838.0,9858.0,2232.0,1230.0,1650.0,5000.0,0.0,0.0,0.0,0.0,2052.0
101,5,17.0,18,14,15936.0,0.0,0.0,0.0,0.0,0.0,0.0,15936.0,47978.3,3480.0,4400.0,1453.0,23223.299,7652.0,3000.0,2490.0,0.0,0.0,0.0,0.0,0.0,2280.0
101,5,17.0,18,19,32520.0,0.0,0.0,0.0,0.0,0.0,0.0,32520.0,86617.6,14940.0,750.0,2069.8,23667.8,20540.0,10650.0,8900.0,0.0,0.0,0.0,0.0,0.0,5100.0
101,5,25.0,12,13,9156.0,0.0,0.0,0.0,0.0,0.0,0.0,9156.0,63080.9,3460.0,443.0,4737.6,26067.3,11074.0,14483.0,1640.0,0.0,0.0,0.0,0.0,0.0,1176.0
101,5,25.0,12,14,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.0,65664.4,5570.0,1582.0,4494.6,25721.8,9833.0,11539.0,1860.0,0.0,0.0,0.0,0.0,0.0,5064.0
101,5,25.0,12,15,348.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,55075.0,0.0,3140.0,4192.8,21247.2,9019.0,11660.0,2468.0,0.0,0.0,0.0,0.0,0.0,3348.0
101,5,33.0,12,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49363.4,6180.0,190.0,2083.2,15883.2,10973.0,8294.0,2910.0,0.0,0.0,0.0,450.0,0.0,2400.0
101,5,33.0,12,15,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,1668.0,59879.1,4352.0,2600.0,1553.1,19263.0,7425.0,8880.0,3510.0,0.0,0.0,0.0,9000.0,0.0,3296.0
101,5,33.0,12,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65982.2,6740.0,550.0,994.8,19530.4,9701.0,16006.0,8450.0,0.0,0.0,0.0,0.0,0.0,4010.0
101,5,35.0,16,14,56004.0,0.0,0.0,0.0,0.0,0.0,0.0,56004.0,93977.4,12663.0,1685.0,3336.8,41221.6,11046.0,10131.0,5570.0,5000.0,0.0,0.0,0.0,0.0,3324.0
101,5,35.0,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74580.4,5434.0,1810.0,3510.4001,35162.0,9272.0,10548.0,4710.0,0.0,0.0,0.0,1350.0,0.0,2784.0
101,5,35.0,16,19,13464.0,0.0,0.0,0.0,0.0,0.0,0.0,13464.0,82202.4,10600.0,1860.0,3067.0,37043.4,11016.0,9828.0,3580.0,0.0,0.0,0.0,0.0,0.0,5208.0
101,6,1.0,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43936.9,285.0,13020.0,937.8,20310.1,4020.0,2080.0,1580.0,0.0,0.0,0.0,0.0,0.0,1704.0
101,6,1.0,10,14,1388.0,1178.0,0.0,0.0,0.0,0.0,0.0,210.0,26477.5,734.0,470.0,1173.1,14728.4,3660.0,3840.0,960.0,0.0,0.0,0.0,0.0,0.0,912.0
101,6,1.0,10,19,4950.0,1050.0,0.0,0.0,0.0,0.0,0.0,3900.0,56849.1,610.0,90.0,1246.5,22407.6,5300.0,2715.0,5520.0,0.0,0.0,0.0,16500.0,0.0,2460.0
101,6,7.0,17,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55906.1,0.0,5830.0,2485.6,25659.5,6157.0,2320.0,5650.0,6400.0,0.0,0.0,0.0,0.0,1404.0
101,6,7.0,17,14,16296.0,0.0,0.0,0.0,0.0,0.0,0.0,16296.0,31904.9,1500.0,5470.0,1369.4,15558.5,2734.0,1040.0,3300.0,97.0,0.0,0.0,0.0,0.0,836.0
101,6,7.0,17,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61263.0,7640.0,5840.0,2863.3,26006.7,7334.0,3100.0,5933.0,0.0,0.0,0.0,1000.0,0.0,1546.0
101,6,11.0,12,13,1807.0,1807.0,0.0,0.0,0.0,0.0,0.0,0.0,60741.6,1080.0,1190.0,1929.8,26440.8,3410.0,1465.0,4834.0,0.0,0.0,0.0,0.0,18500.0,1892.0
101,6,11.0,12,14,396.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,16366.199,0.0,2600.0,522.6,5087.6,800.0,390.0,950.0,0.0,0.0,0.0,5500.0,0.0,516.0
101,6,11.0,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126373.9,0.0,2300.0,999.30005,13296.6,2280.0,1050.0,5840.0,0.0,0.0,0.0,0.0,100000.0,608.0
101,6,21.0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47149.4,8260.0,350.0,1556.9,15120.5,10308.0,8830.0,300.0,0.0,0.0,0.0,0.0,0.0,2424.0
101,6,21.0,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44403.6,0.0,13820.0,1119.6,10414.0,2782.0,730.0,3106.0,2400.0,0.0,0.0,2200.0,6500.0,1332.0
101,6,21.0,13,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64975.6,7180.0,260.0,1711.7,23006.9,9144.0,8265.0,1484.0,0.0,0.0,0.0,10900.0,0.0,3024.0
101,6,25.0,5,13,170996.0,0.0,106892.0,0.0,0.0,0.0,0.0,64104.0,80449.3,3920.0,670.0,2432.0,31580.3,10932.0,4600.0,7135.0,0.0,0.0,0.0,15400.0,0.0,3780.0
101,6,25.0,5,14,54817.0,0.0,54817.0,0.0,0.0,0.0,0.0,0.0,70759.5,8450.0,550.0,2961.6,31100.9,10461.0,5650.0,7722.0,0.0,0.0,0.0,1200.0,0.0,2664.0
101,6,25.0,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51038.9,2900.0,300.0,964.7,18539.2,8232.0,2180.0,3055.0,0.0,0.0,0.0,13700.0,0.0,1168.0
101,6,27.0,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62481.3,0.0,1500.0,4485.1,27406.2,8700.0,3030.0,13088.0,0.0,0.0,0.0,0.0,0.0,4272.0
101,6,27.0,5,14,36828.0,0.0,0.0,0.0,0.0,0.0,0.0,36828.0,50104.2,846.0,580.0,2502.8,24195.4,7808.0,5400.0,7668.0,0.0,0.0,0.0,0.0,0.0,1104.0
101,6,27.0,5,15,36834.0,1014.0,0.0,0.0,0.0,0.0,0.0,35820.0,37190.3,1765.0,760.0,1337.9,21045.4,6372.0,2250.0,2916.0,0.0,0.0,0.0,0.0,0.0,744.0
101,7,3.0,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134179.7,9500.0,300.0,6125.3,71910.4,15516.0,20810.0,3730.0,0.0,0.0,0.0,0.0,0.0,6288.0
101,7,3.0,19,14,26076.0,0.0,0.0,0.0,0.0,0.0,0.0,26076.0,110929.0,2750.0,300.0,3015.7,80061.3,11112.0,5820.0,3100.0,0.0,0.0,0.0,0.0,0.0,4770.0
101,7,3.0,19,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94608.6,2020.0,1170.0,5150.1,33866.5,19332.0,12065.0,6700.0,0.0,0.0,0.0,0.0,0.0,14305.0
101,7,11.0,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162911.4,7050.0,16500.0,3328.3,65325.1,24864.0,28550.0,6150.0,5000.0,0.0,0.0,0.0,0.0,6144.0
101,7,11.0,15,14,4356.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,58250.0,14850.0,350.0,1139.6,23734.4,8016.0,4740.0,1050.0,0.0,0.0,0.0,0.0,0.0,4370.0
101,7,11.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124798.7,4620.0,8525.0,2259.8,63569.9,14604.0,22390.0,1570.0,0.0,0.0,0.0,0.0,0.0,7260.0
101,7,15.0,13,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48012.3,3500.0,1040.0,3178.6,23869.7,5750.0,4490.0,3000.0,0.0,0.0,0.0,0.0,0.0,3184.0
101,7,15.0,13,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101503.9,3250.0,1440.0,3294.2,42635.7,15540.0,24330.0,7750.0,0.0,0.0,0.0,0.0,0.0,3264.0
101,7,15.0,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25370.5,0.0,200.0,2316.5,13020.0,3192.0,2270.0,3500.0,0.0,0.0,0.0,0.0,0.0,872.0
101,7,19.0,25,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86775.4,1600.0,12600.0,2359.7,30011.7,13222.0,18026.0,2860.0,0.0,0.0,0.0,0.0,0.0,6096.0
101,7,19.0,25,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52921.5,3850.0,6020.0,2371.8,21302.7,7548.0,7369.0,2900.0,0.0,0.0,0.0,0.0,0.0,1560.0
101,7,19.0,25,20,145368.0,0.0,0.0,0.0,0.0,0.0,0.0,145368.0,168116.9,3010.0,18050.0,4359.3,52663.6,19144.0,52986.0,10200.0,0.0,0.0,0.0,0.0,0.0,7704.0
101,7,21.0,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77010.5,1431.0,1965.0,3348.9,31099.6,7818.0,5960.0,1200.0,0.0,0.0,0.0,21800.0,0.0,2388.0
101,7,21.0,16,15,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,4440.0,118227.4,31570.0,15800.0,2775.4,41668.0,11398.0,10980.0,100.0,0.0,0.0,0.0,0.0,0.0,3936.0
101,7,21.0,16,20,2376.0,0.0,0.0,0.0,0.0,0.0,0.0,2376.0,71426.2,6440.0,460.0,3003.8,36732.4,9716.0,8960.0,1650.0,0.0,0.0,0.0,0.0,0.0,4464.0
101,7,27.0,3,13,13776.0,0.0,0.0,0.0,0.0,0.0,0.0,13776.0,52839.4,2060.0,240.0,2839.9,25605.5,10022.0,4929.0,3720.0,0.0,0.0,0.0,0.0,0.0,3423.0
101,7,27.0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27921.6,0.0,200.0,1996.7,15062.9,3276.0,2600.0,2180.0,0.0,0.0,0.0,1500.0,0.0,1106.0
101,7,27.0,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60552.5,5670.0,480.0,2307.5,25014.0,11096.0,8530.0,3575.0,0.0,0.0,0.0,0.0,0.0,3880.0
101,7,33.0,21,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291400.3,5506.0,460.0,4430.4,29940.9,21850.0,24205.0,184020.0,0.0,0.0,0.0,15000.0,0.0,5988.0
101,7,33.0,21,20,56064.0,0.0,0.0,0.0,0.0,0.0,0.0,56064.0,168779.5,11410.0,9090.0,5912.3,45605.2,32398.0,31730.0,12850.0,0.0,0.0,0.0,14300.0,0.0,5484.0
101,7,33.0,21,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59596.0,2000.0,930.0,1350.7,20497.3,11401.0,15071.0,6450.0,0.0,0.0,0.0,0.0,0.0,1896.0
101,7,37.0,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108215.5,0.0,8080.0,2886.7,25913.8,11659.0,18080.0,36700.0,0.0,0.0,0.0,0.0,0.0,4896.0
101,7,37.0,15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51357.1,0.0,11890.0,1681.9,13314.2,2234.0,4437.0,5400.0,0.0,0.0,0.0,0.0,10000.0,2400.0
101,7,37.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97930.1,10656.0,7000.0,2591.0,23438.1,7570.0,6539.0,4080.0,0.0,0.0,0.0,0.0,32000.0,4056.0
101,8,3.0,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48427.5,5383.0,380.0,1857.5,23430.0,8025.0,4173.0,1475.0,0.0,0.0,0.0,2000.0,0.0,1704.0
101,8,3.0,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31804.3,4773.0,175.0,1529.6,12702.7,6932.0,2569.0,1810.0,0.0,0.0,0.0,0.0,0.0,1313.0
101,8,3.0,7,15,6852.0,0.0,0.0,0.0,0.0,0.0,0.0,6852.0,59537.8,11100.0,215.0,2752.0,18974.8,11743.0,3884.0,2005.0,0.0,0.0,0.0,7100.0,0.0,1764.0
101,8,5.0,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131339.1,0.0,3640.0,3913.0,46884.1,19548.0,21040.0,9860.0,0.0,0.0,0.0,20300.0,0.0,6154.0
101,8,5.0,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75610.6,0.0,7500.0,2504.7,32815.9,13677.0,11815.0,3720.0,0.0,0.0,0.0,0.0,0.0,3578.0
101,8,5.0,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65210.9,490.0,5730.0,2958.3,35407.6,6765.0,7660.0,3500.0,0.0,0.0,0.0,0.0,0.0,2700.0
101,8,7.0,18,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56072.5,0.0,850.0,3205.8,23891.7,15032.0,6827.0,2690.0,0.0,0.0,0.0,0.0,0.0,3576.0
101,8,7.0,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93634.3,3883.0,985.0,3039.4,34148.9,16662.0,9266.0,1750.0,14000.0,0.0,0.0,4500.0,0.0,5400.0
101,8,7.0,18,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65867.4,1585.0,282.0,1972.5,16499.9,3943.0,2017.0,33840.0,0.0,0.0,0.0,0.0,0.0,5728.0
101,8,15.0,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68501.8,3085.0,610.0,1708.4,28423.4,11135.0,10400.0,10400.0,0.0,0.0,0.0,0.0,0.0,2740.0
101,8,15.0,27,15,69144.0,0.0,0.0,0.0,0.0,0.0,0.0,69144.0,47608.4,0.0,3550.0,1453.0,16103.4,3642.0,4130.0,7050.0,0.0,0.0,0.0,0.0,0.0,11680.0
101,8,15.0,27,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27452.2,0.0,4590.0,1133.7,13956.5,2582.0,2060.0,1450.0,0.0,0.0,0.0,0.0,0.0,1680.0
101,8,19.0,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61362.902,3200.0,1030.0,3368.5,29972.4,11282.0,5026.0,4460.0,0.0,0.0,0.0,0.0,0.0,3024.0
101,8,19.0,22,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56387.7,4480.0,1020.0,3227.3,26976.4,8348.0,3162.0,5050.0,0.0,0.0,0.0,2000.0,0.0,2124.0
101,8,19.0,22,20,33600.0,0.0,0.0,0.0,0.0,0.0,0.0,33600.0,52420.5,0.0,3030.0,2895.2,24363.3,7303.0,4626.0,6255.0,0.0,0.0,0.0,0.0,0.0,3948.0
101,8,25.0,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30373.6,0.0,4870.0,658.2,13351.4,4626.0,4390.0,1250.0,0.0,0.0,0.0,0.0,0.0,1228.0
101,8,25.0,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54651.8,1690.0,950.0,1294.0,23451.8,7753.0,9535.0,2550.0,0.0,0.0,0.0,6300.0,0.0,1128.0
101,8,25.0,6,19,76868.0,0.0,0.0,0.0,0.0,0.0,0.0,76868.0,30796.9,2750.0,820.0,493.3,17613.6,4012.0,3230.0,1050.0,0.0,0.0,0.0,0.0,0.0,828.0
101,8,27.0,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98775.1,5903.0,1625.0,5636.1,54910.0,14725.0,9794.0,2570.0,0.0,0.0,0.0,0.0,0.0,3612.0
101,8,27.0,16,14,588360.0,0.0,0.0,0.0,0.0,0.0,0.0,588360.0,487894.6,20425.0,1200.0,8635.6,61511.0,44879.0,38449.0,3565.0,300000.0,0.0,0.0,0.0,0.0,9230.0
101,8,27.0,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73279.8,0.0,3510.0,3950.2,34923.6,11958.0,10175.0,3577.0,0.0,0.0,0.0,1800.0,0.0,3386.0
101,9,3.0,23,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40664.7,2180.0,420.0,2166.8,14045.9,7602.0,9560.0,1410.0,0.0,0.0,0.0,0.0,0.0,3280.0
101,9,3.0,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23484.6,0.0,1500.0,1471.9,11322.7,3618.0,1620.0,880.0,0.0,0.0,0.0,0.0,0.0,3072.0
101,9,3.0,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67292.0,10050.0,370.0,1851.5,24529.5,14024.0,9367.0,4850.0,0.0,0.0,0.0,0.0,0.0,2250.0
101,9,5.0,8,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48961.1,0.0,600.0,1904.5,21943.6,9747.0,6188.0,1540.0,0.0,0.0,0.0,350.0,0.0,6688.0
101,9,5.0,8,15,7308.0,0.0,0.0,0.0,0.0,0.0,0.0,7308.0,39692.4,5015.0,370.0,1298.5,18759.9,7337.0,2953.0,1415.0,0.0,0.0,0.0,0.0,0.0,2544.0
101,9,5.0,8,24,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,7560.0,88766.9,5210.0,500.0,3326.6,35298.3,13433.0,11919.0,15300.0,0.0,0.0,0.0,0.0,0.0,3780.0
101,9,11.0,35,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49114.3,0.0,450.0,2786.8,18468.5,7621.0,7030.0,2450.0,0.0,0.0,0.0,7500.0,0.0,2808.0
101,9,11.0,35,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36146.5,0.0,700.0,2407.8,15720.7,3730.0,8420.0,2600.0,0.0,0.0,0.0,0.0,0.0,2568.0
101,9,11.0,35,20,97488.0,0.0,0.0,0.0,0.0,0.0,0.0,97488.0,67169.0,2750.0,550.0,4050.9,24817.1,13586.0,11365.0,5670.0,0.0,0.0,0.0,0.0,0.0,4380.0
101,9,15.0,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101544.3,9580.0,2290.0,2941.6,18985.7,10778.0,13507.0,4150.0,33200.0,0.0,0.0,3100.0,0.0,3012.0
101,9,15.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132020.4,7250.0,2490.0,3174.7,26105.7,12754.0,17032.0,4910.0,47100.0,0.0,0.0,8000.0,0.0,3204.0
101,9,15.0,15,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95809.8,7380.0,1170.0,3486.3,22169.5,11372.0,18082.0,3910.0,17100.0,0.0,0.0,7000.0,0.0,4140.0
101,9,19.0,26,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111680.8,3850.0,6500.0,3731.9,36678.9,11920.0,34200.0,10300.0,0.0,0.0,0.0,0.0,0.0,4500.0
101,9,19.0,26,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67823.6,0.0,500.0,1326.7,9134.9,5412.0,12120.0,2730.0,35000.0,0.0,0.0,0.0,0.0,1600.0
101,9,19.0,26,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57015.8,0.0,500.0,3017.8,23552.0,8116.0,15000.0,4250.0,0.0,0.0,0.0,0.0,0.0,2580.0
101,9,23.0,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22840.9,0.0,660.0,1429.8,10398.1,1345.0,1870.0,1550.0,5000.0,0.0,0.0,0.0,0.0,588.0
101,9,23.0,11,15,4788.0,0.0,0.0,0.0,0.0,0.0,0.0,4788.0,58185.4,3720.0,680.0,2151.4,21519.0,13299.0,9410.0,3770.0,0.0,0.0,0.0,0.0,0.0,3636.0
