tinh,huyen,xa,m9c3,m9c4,m9c5a,m9c5b,m9c5c,m9c6,m9c7
407,09,09,2,4.0,6.0,0.0,,37.0,1.0
407,09,09,3,3.0,2.0,0.0,,45.0,2.0
407,09,15,0,,,,,,
407,09,15,1,1.0,2.0,0.0,,35.0,1.0
407,09,15,2,1.0,2.0,0.0,,55.0,2.0
407,09,21,0,,,,,,
407,09,21,1,1.0,2.0,0.0,,0.5,1.0
407,09,21,2,1.0,2.0,0.0,,30.0,1.0
407,09,29,0,,,,,,
407,09,29,1,1.0,2.0,0.0,,4.0,1.0
407,09,29,2,1.0,2.0,0.0,,18.0,1.0
407,09,39,1,3.0,2.0,1.0,0.0,0.7,1.0
407,09,39,2,1.0,2.0,1.0,4.0,8.0,1.0
407,09,39,3,1.0,2.0,1.0,0.0,8.0,1.0
407,09,45,1,1.0,2.0,1.0,4.0,9.0,1.0
407,09,45,2,1.0,1.0,2.0,0.0,25.0,1.0
407,09,45,3,1.0,1.0,2.0,0.0,25.0,1.0
407,09,51,0,,,,,,
407,09,51,1,1.0,2.0,0.0,,5.0,1.0
407,09,51,2,1.0,2.0,0.0,,15.0,1.0
407,09,57,1,3.0,2.0,0.0,,0.1,1.0
407,09,57,2,1.0,2.0,1.0,0.0,9.0,1.0
407,09,57,3,1.0,2.0,1.0,0.0,10.0,1.0
407,11,07,0,,,,,,
407,11,07,1,1.0,2.0,0.0,,2.0,1.0
407,11,11,1,3.0,2.0,0.0,,4.0,1.0
407,11,11,2,1.0,2.0,0.0,,12.0,1.0
407,11,11,3,1.0,2.0,0.0,,25.0,1.0
407,11,17,0,,,,,,
407,11,17,1,3.0,2.0,0.0,,2.0,1.0
407,11,17,2,1.0,2.0,0.0,,15.0,1.0
407,11,21,0,,,,,,
407,11,21,1,1.0,2.0,0.0,,2.0,1.0
407,13,13,1,1.0,2.0,4.0,0.0,8.0,1.0
407,13,13,2,6.0,2.0,0.0,,8.0,2.0
407,13,13,3,6.0,4.0,0.0,,8.0,2.0
407,13,21,1,1.0,1.0,2.0,3.0,3.5,1.0
407,13,21,2,6.0,2.0,0.0,,3.0,1.0
407,13,21,3,3.0,2.0,0.0,,3.0,2.0
407,13,27,1,1.0,2.0,1.0,0.0,1.3,1.0
407,13,27,2,6.0,2.0,0.0,,1.1,1.0
407,13,27,3,6.0,2.0,0.0,,1.1,2.0
407,13,33,1,1.0,2.0,0.0,,7.0,1.0
407,13,33,2,6.0,2.0,4.0,0.0,7.0,2.0
407,13,33,3,6.0,2.0,0.0,,7.0,1.0
407,13,39,1,6.0,2.0,1.0,0.0,10.0,1.0
407,13,39,2,1.0,2.0,0.0,,35.0,2.0
407,13,39,3,5.0,6.0,0.0,,2.0,1.0
407,13,49,0,,,,,,
407,13,49,1,3.0,2.0,0.0,,5.0,1.0
407,13,49,2,1.0,2.0,0.0,,13.0,1.0
409,05,05,1,1.0,2.0,4.0,0.0,12.0,1.0
409,05,05,2,1.0,2.0,4.0,0.0,12.0,1.0
409,05,05,3,1.0,2.0,4.0,0.0,12.0,1.0
409,05,23,0,,,,,,
409,05,23,1,3.0,2.0,0.0,,7.0,1.0
409,05,29,1,1.0,1.0,2.0,0.0,8.0,1.0
409,05,29,2,1.0,2.0,0.0,,3.0,1.0
409,05,29,3,3.0,2.0,0.0,,5.0,1.0
409,05,39,0,,,,,,
409,05,39,1,3.0,1.0,2.0,0.0,1.0,1.0
409,05,39,2,1.0,1.0,2.0,0.0,10.0,1.0
409,05,41,1,1.0,2.0,4.0,0.0,3.0,1.0
409,05,41,2,3.0,2.0,4.0,0.0,3.0,1.0
409,05,41,3,5.0,2.0,4.0,0.0,1.0,1.0
409,07,03,0,,,,,,
409,07,03,1,1.0,2.0,4.0,5.0,5.0,1.0
409,07,03,2,1.0,2.0,4.0,5.0,13.0,1.0
409,07,05,0,,,,,,
409,07,05,1,1.0,2.0,0.0,,10.0,1.0
409,07,05,2,3.0,2.0,0.0,,10.0,1.0
409,07,13,1,1.0,2.0,0.0,,4.0,1.0
409,07,13,2,1.0,2.0,0.0,,4.0,1.0
409,07,13,3,1.0,2.0,0.0,,4.0,2.0
409,07,37,1,1.0,2.0,5.0,0.0,3.0,1.0
409,07,37,2,1.0,2.0,5.0,0.0,8.0,2.0
409,07,37,3,1.0,2.0,5.0,0.0,8.0,1.0
409,09,11,0,,,,,,
409,09,11,1,1.0,2.0,0.0,,7.0,1.0
409,09,11,2,1.0,2.0,0.0,,5.0,2.0
409,09,15,0,,,,,,
409,09,15,1,1.0,2.0,1.0,0.0,10.0,1.0
409,09,15,2,3.0,2.0,1.0,0.0,2.0,1.0
409,11,09,0,,,,,,
409,11,09,1,1.0,2.0,0.0,,7.0,1.0
409,11,17,0,,,,,,
409,11,17,1,1.0,2.0,0.0,,12.0,1.0
409,11,23,0,,,,,,
409,11,23,1,1.0,2.0,0.0,,5.0,1.0
409,11,23,2,3.0,2.0,0.0,,4.0,1.0
409,11,25,0,,,,,,
409,11,25,1,1.0,2.0,0.0,,5.0,1.0
409,11,31,0,,,,,,
409,11,31,1,3.0,2.0,0.0,,2.0,1.0
409,11,31,2,1.0,2.0,0.0,,9.0,1.0
409,11,33,1,1.0,2.0,0.0,,2.5,1.0
409,11,33,2,1.0,2.0,0.0,,2.5,1.0
409,11,33,3,6.0,2.0,0.0,,4.0,2.0
409,13,05,0,,,,,,
409,13,05,1,1.0,2.0,1.0,5.0,10.0,1.0
409,13,13,1,1.0,2.0,0.0,,11.0,1.0
409,13,13,2,1.0,2.0,0.0,,35.0,2.0
409,13,13,3,1.0,2.0,0.0,,35.0,2.0
409,13,19,0,,,,,,
409,13,19,1,1.0,2.0,0.0,,5.0,1.0
409,13,21,0,,,,,,
409,13,21,1,3.0,1.0,0.0,,20.0,2.0
409,13,21,2,1.0,2.0,4.0,0.0,4.0,1.0
409,13,31,0,,,,,,
409,13,31,1,6.0,2.0,0.0,,25.0,1.0
409,13,39,0,,,,,,
409,13,39,1,1.0,2.0,0.0,,5.0,1.0
409,15,17,1,1.0,2.0,1.0,4.0,3.0,1.0
409,15,17,2,1.0,2.0,4.0,1.0,18.0,1.0
409,15,17,3,6.0,2.0,0.0,,2.0,2.0
409,17,01,1,1.0,2.0,1.0,5.0,2.0,1.0
409,17,01,2,1.0,2.0,1.0,5.0,25.0,1.0
409,17,01,3,1.0,2.0,1.0,5.0,30.0,1.0
409,17,23,0,,,,,,
409,17,23,1,1.0,2.0,0.0,,70.0,1.0
411,01,47,1,3.0,2.0,0.0,,2.0,1.0
411,01,47,2,1.0,2.0,0.0,,4.0,1.0
411,01,47,3,1.0,2.0,0.0,,3.0,1.0
411,03,07,0,,,,,,
411,03,07,1,6.0,2.0,4.0,1.0,12.0,1.0
411,03,17,0,,,,,,
411,03,17,1,6.0,2.0,0.0,,5.0,1.0
411,03,17,2,6.0,2.0,0.0,,44.0,1.0
411,03,27,1,6.0,2.0,4.0,0.0,1.0,1.0
411,03,27,2,6.0,2.0,4.0,0.0,5.0,1.0
411,03,27,3,6.0,2.0,4.0,0.0,5.0,1.0
411,03,31,1,1.0,2.0,0.0,,16.0,1.0
411,03,31,2,3.0,2.0,0.0,,16.0,2.0
411,03,31,3,6.0,4.0,0.0,,12.0,1.0
411,05,13,1,1.0,1.0,2.0,0.0,7.0,1.0
411,05,13,2,1.0,1.0,2.0,0.0,7.0,1.0
411,05,13,3,6.0,1.0,5.0,0.0,7.0,2.0
411,05,19,1,1.0,1.0,5.0,2.0,6.0,1.0
411,05,19,2,1.0,1.0,5.0,2.0,14.0,1.0
411,05,19,3,6.0,1.0,5.0,2.0,6.0,2.0
411,05,21,1,3.0,1.0,0.0,,0.0,1.0
411,05,21,2,1.0,1.0,2.0,4.0,4.5,1.0
411,05,21,3,1.0,1.0,5.0,2.0,12.0,1.0
411,07,05,1,1.0,2.0,4.0,0.0,10.0,1.0
411,07,05,2,1.0,2.0,4.0,0.0,12.0,2.0
411,07,05,3,1.0,2.0,4.0,0.0,17.0,1.0
411,07,09,0,,,,,,
411,07,09,1,1.0,2.0,0.0,,3.0,1.0
411,07,09,2,1.0,2.0,0.0,,12.0,1.0
411,07,17,1,1.0,1.0,2.0,5.0,5.0,1.0
411,07,17,2,2.0,1.0,2.0,3.0,7.0,2.0
411,07,17,3,2.0,1.0,2.0,3.0,7.0,2.0
411,07,31,1,1.0,2.0,4.0,0.0,10.0,1.0
411,07,31,2,1.0,2.0,4.0,0.0,20.0,1.0
411,07,31,3,1.0,2.0,4.0,0.0,12.0,1.0
411,09,07,0,,,,,,
411,09,07,1,1.0,2.0,0.0,,10.0,1.0
411,09,09,0,,,,,,
411,09,09,1,1.0,2.0,0.0,,4.0,1.0
411,09,19,0,,,,,,
411,09,19,1,1.0,2.0,0.0,,9.0,1.0
411,09,25,0,,,,,,
411,09,25,1,1.0,2.0,0.0,,25.0,1.0
411,09,25,2,1.0,2.0,0.0,,27.0,1.0
411,09,31,0,,,,,,
411,09,31,1,1.0,2.0,0.0,,15.0,1.0
411,09,39,0,,,,,,
411,09,39,1,1.0,2.0,0.0,,20.0,1.0
411,11,07,1,2.0,2.0,0.0,,8.0,1.0
411,11,07,2,1.0,2.0,0.0,,9.0,1.0
411,11,07,3,1.0,2.0,0.0,,9.0,1.0
411,11,13,1,1.0,2.0,1.0,5.0,3.0,1.0
411,11,13,2,1.0,2.0,5.0,1.0,3.0,1.0
411,11,13,3,6.0,2.0,0.0,,3.0,2.0
411,11,19,1,1.0,2.0,5.0,0.0,1.0,1.0
411,11,19,2,1.0,2.0,5.0,1.0,6.0,1.0
411,11,19,3,2.0,2.0,1.0,0.0,7.0,1.0
411,13,07,1,1.0,2.0,1.0,5.0,14.0,1.0
411,13,07,2,1.0,2.0,1.0,5.0,24.0,1.0
411,13,07,3,1.0,2.0,1.0,5.0,24.0,1.0
411,13,09,0,,,,,,
411,13,09,1,1.0,2.0,1.0,5.0,3.0,1.0
411,13,11,0,,,,,,
411,13,11,1,1.0,2.0,0.0,,4.0,1.0
411,13,23,0,,,,,,
411,13,23,1,1.0,2.0,0.0,,1.0,1.0
411,13,33,0,,,,,,
411,13,33,1,1.0,2.0,0.0,,1.0,1.0
411,15,13,0,,,,,,
411,15,13,1,1.0,2.0,0.0,,6.0,1.0
411,17,13,1,1.0,2.0,0.0,,1.0,1.0
411,17,13,2,1.0,2.0,0.0,,50.0,2.0
411,17,13,3,1.0,2.0,0.0,,50.0,2.0
501,11,11,1,1.0,2.0,4.0,1.0,9.0,1.0
501,11,11,2,1.0,2.0,0.0,,2.0,1.0
501,11,11,3,1.0,1.0,2.0,0.0,2.5,2.0
501,11,13,1,1.0,2.0,1.0,0.0,2.0,1.0
501,11,13,2,2.0,1.0,2.0,5.0,7.0,2.0
501,11,13,3,1.0,1.0,2.0,5.0,8.0,2.0
501,11,17,1,1.0,1.0,5.0,2.0,2.0,1.0
501,11,17,2,1.0,1.0,5.0,2.0,7.0,1.0
501,11,17,3,1.0,1.0,5.0,2.0,15.0,1.0
501,11,21,1,1.0,2.0,1.0,5.0,4.0,1.0
501,11,21,2,1.0,2.0,1.0,5.0,7.0,1.0
501,11,21,3,2.0,5.0,1.0,2.0,15.0,1.0
501,11,23,1,1.0,2.0,5.0,0.0,3.0,1.0
501,11,23,2,1.0,2.0,0.0,,7.0,1.0
501,11,23,3,2.0,1.0,2.0,5.0,15.0,1.0
501,11,25,1,1.0,1.0,2.0,5.0,6.0,1.0
501,11,25,2,1.0,6.0,2.0,1.0,15.0,1.0
501,11,25,3,2.0,1.0,2.0,6.0,15.0,1.0
503,01,37,1,1.0,2.0,1.0,0.0,10.0,1.0
503,01,37,2,2.0,2.0,1.0,0.0,10.0,1.0
503,01,37,3,1.0,2.0,1.0,0.0,10.0,1.0
503,05,25,1,1.0,2.0,0.0,,0.2,1.0
503,05,25,2,5.0,6.0,0.0,,0.5,1.0
503,05,25,3,3.0,2.0,0.0,,0.2,1.0
503,07,07,0,,,,,,
503,07,07,1,1.0,2.0,4.0,0.0,22.0,1.0
503,07,07,2,1.0,2.0,4.0,0.0,15.0,1.0
503,07,11,0,,,,,,
503,07,11,1,1.0,2.0,0.0,,10.0,1.0
503,07,11,2,3.0,2.0,0.0,,10.0,1.0
503,07,15,0,,,,,,
503,07,15,1,1.0,2.0,3.0,4.0,4.0,1.0
503,07,15,2,1.0,2.0,3.0,4.0,15.0,1.0
503,07,25,0,,,,,,
503,07,25,1,1.0,2.0,4.0,0.0,10.0,1.0
503,07,25,2,1.0,2.0,4.0,0.0,1.0,1.0
503,07,31,0,,,,,,
503,07,31,1,1.0,2.0,4.0,0.0,3.0,1.0
503,09,05,0,,,,,,
503,09,05,1,1.0,2.0,0.0,,4.0,1.0
503,09,05,2,3.0,2.0,0.0,,0.0,1.0
503,09,07,0,,,,,,
503,09,07,1,1.0,2.0,1.0,0.0,6.0,1.0
503,09,07,2,1.0,2.0,1.0,0.0,20.0,2.0
503,09,11,0,,,,,,
503,09,11,1,1.0,2.0,0.0,,3.0,1.0
503,09,11,2,3.0,2.0,0.0,,3.0,1.0
503,09,15,0,,,,,,
503,09,15,1,1.0,2.0,0.0,,6.0,1.0
503,09,15,2,3.0,2.0,0.0,,3.0,1.0
503,09,19,0,,,,,,
503,09,19,1,1.0,2.0,0.0,,3.0,1.0
503,09,19,2,1.0,2.0,0.0,,7.0,2.0
503,09,23,0,,,,,,
503,09,23,1,1.0,2.0,0.0,,18.0,1.0
503,09,23,2,1.0,2.0,0.0,,15.0,1.0
503,09,29,0,,,,,,
503,09,29,1,1.0,2.0,0.0,,2.0,1.0
503,09,29,2,3.0,2.0,0.0,,7.0,1.0
503,11,07,1,1.0,1.0,2.0,0.0,6.0,1.0
503,11,07,2,6.0,2.0,0.0,,30.0,2.0
503,11,07,3,2.0,1.0,2.0,0.0,30.0,1.0
503,11,13,1,6.0,2.0,4.0,5.0,6.0,1.0
503,11,13,2,2.0,2.0,4.0,5.0,10.0,1.0
503,11,13,3,1.0,2.0,4.0,5.0,10.0,1.0
503,11,19,1,1.0,2.0,0.0,,2.5,1.0
503,11,19,2,2.0,2.0,5.0,0.0,2.5,1.0
503,11,19,3,1.0,2.0,0.0,,2.5,1.0
503,11,23,1,1.0,2.0,1.0,0.0,10.0,1.0
503,11,23,2,6.0,2.0,1.0,0.0,10.0,2.0
503,11,23,3,2.0,2.0,1.0,0.0,10.0,1.0
503,15,03,0,,,,,,
503,15,03,1,1.0,1.0,2.0,3.0,19.0,1.0
503,15,03,2,2.0,1.0,2.0,3.0,19.0,1.0
503,15,09,1,1.0,2.0,5.0,1.0,3.0,1.0
503,15,09,2,2.0,1.0,2.0,4.0,3.0,1.0
503,15,09,3,6.0,2.0,1.0,4.0,3.0,2.0
503,15,15,0,,,,,,
503,15,15,1,1.0,2.0,0.0,,4.0,1.0
503,15,15,2,1.0,2.0,0.0,,18.0,1.0
503,15,21,1,1.0,2.0,0.0,,4.0,1.0
503,15,21,2,1.0,2.0,0.0,,10.0,1.0
503,15,21,3,1.0,2.0,0.0,,10.0,1.0
503,15,29,0,,,,,,
503,15,29,1,3.0,2.0,0.0,,8.0,1.0
503,15,29,2,3.0,2.0,0.0,,3.0,1.0
503,15,35,0,,,,,,
503,15,35,1,3.0,2.0,1.0,0.0,10.0,1.0
503,15,35,2,1.0,2.0,1.0,0.0,20.0,2.0
503,15,39,0,,,,,,
503,15,39,1,3.0,2.0,1.0,0.0,0.3,1.0
503,17,15,0,,,,,,
503,17,15,1,1.0,2.0,0.0,,4.0,1.0
503,17,21,0,,,,,,
503,17,21,1,1.0,2.0,0.0,,1.0,1.0
503,17,25,0,,,,,,
503,17,25,1,1.0,2.0,0.0,,3.0,1.0
503,17,33,0,,,,,,
503,17,33,1,1.0,2.0,0.0,,3.0,1.0
503,19,15,0,,,,,,
503,19,15,1,1.0,2.0,0.0,,2.5,1.0
503,19,15,2,6.0,2.0,0.0,,2.5,2.0
503,21,03,0,,,,,,
503,21,03,1,1.0,2.0,0.0,,15.0,1.0
503,21,21,0,,,,,,
503,21,21,1,1.0,2.0,0.0,,9.0,1.0
503,23,17,0,,,,,,
503,23,17,1,1.0,2.0,0.0,,45.0,1.0
503,23,17,2,1.0,2.0,0.0,,45.0,1.0
503,25,05,1,1.0,1.0,2.0,0.0,25.0,1.0
503,25,05,2,2.0,1.0,2.0,0.0,25.0,1.0
503,25,05,3,3.0,1.0,2.0,0.0,25.0,1.0
503,25,13,0,,,,,,
503,25,13,1,1.0,2.0,0.0,,12.0,1.0
503,25,13,2,3.0,2.0,0.0,,10.0,1.0
503,25,17,1,1.0,1.0,2.0,0.0,1.0,1.0
503,25,17,2,1.0,2.0,1.0,0.0,1.2,1.0
503,25,17,3,1.0,2.0,1.0,0.0,1.8,1.0
503,25,23,1,1.0,2.0,1.0,5.0,6.0,1.0
503,25,23,2,1.0,1.0,2.0,5.0,7.0,1.0
503,25,23,3,1.0,2.0,1.0,0.0,6.0,1.0
503,25,27,1,1.0,2.0,0.0,,3.0,1.0
503,25,27,2,1.0,2.0,0.0,,3.0,1.0
503,25,27,3,1.0,2.0,0.0,,3.0,1.0
503,28,17,1,1.0,1.0,2.0,4.0,10.0,1.0
503,28,17,2,1.0,1.0,2.0,4.0,12.0,1.0
503,28,17,3,1.0,2.0,1.0,4.0,13.0,1.0
503,28,23,1,1.0,2.0,1.0,4.0,35.0,1.0
503,28,23,2,1.0,2.0,1.0,4.0,5.0,1.0
503,28,23,3,1.0,2.0,1.0,4.0,5.0,1.0
503,28,29,1,2.0,2.0,1.0,4.0,15.0,2.0
503,28,29,2,1.0,2.0,1.0,4.0,1.0,2.0
503,28,29,3,1.0,2.0,1.0,4.0,15.0,2.0
503,28,33,1,1.0,1.0,2.0,0.0,7.0,1.0
503,28,33,2,1.0,2.0,1.0,0.0,6.0,1.0
503,28,33,3,1.0,2.0,1.0,0.0,6.0,2.0
503,29,09,0,,,,,,
503,29,09,1,1.0,2.0,4.0,0.0,0.1,1.0
505,01,15,0,,,,,,
505,01,15,1,1.0,2.0,0.0,,1.0,1.0
505,05,05,0,,,,,,
505,05,05,1,1.0,2.0,1.0,0.0,5.0,1.0
505,05,05,2,1.0,2.0,1.0,0.0,40.0,1.0
505,05,09,0,,,,,,
505,05,09,1,1.0,2.0,0.0,,8.0,1.0
505,05,09,2,3.0,5.0,0.0,,3.0,2.0
505,05,17,1,1.0,2.0,0.0,,10.0,1.0
505,05,17,2,1.0,2.0,0.0,,13.0,1.0
505,05,17,3,1.0,2.0,0.0,,13.0,1.0
505,05,23,1,3.0,2.0,0.0,,0.5,1.0
505,05,23,2,1.0,2.0,0.0,,5.0,1.0
505,05,23,3,1.0,2.0,0.0,,5.0,1.0
505,05,27,0,,,,,,
505,05,27,1,1.0,2.0,0.0,,3.0,1.0
505,05,35,0,,,,,,
505,05,35,1,1.0,2.0,0.0,,15.0,1.0
505,05,35,2,1.0,2.0,0.0,,25.0,1.0
505,05,41,0,,,,,,
505,05,41,1,1.0,2.0,0.0,,6.0,1.0
505,05,47,0,,,,,,
505,05,47,1,1.0,2.0,0.0,,25.0,1.0
505,05,47,2,1.0,2.0,0.0,,25.0,1.0
505,09,05,1,1.0,2.0,0.0,,6.0,2.0
505,09,05,2,1.0,2.0,0.0,,6.0,2.0
505,09,05,3,3.0,2.0,0.0,,1.0,1.0
505,09,11,1,1.0,2.0,3.0,5.0,15.0,1.0
505,09,11,2,3.0,2.0,0.0,,10.0,1.0
505,09,11,3,4.0,6.0,0.0,,2.0,1.0
505,09,15,1,1.0,1.0,2.0,0.0,6.0,1.0
505,09,15,2,1.0,1.0,2.0,0.0,6.0,1.0
505,09,15,3,1.0,1.0,2.0,0.0,6.0,1.0
505,09,19,0,,,,,,
505,09,19,1,1.0,2.0,0.0,,12.0,1.0
505,09,19,2,1.0,2.0,0.0,,12.0,1.0
505,09,25,1,1.0,1.0,2.0,0.0,18.0,1.0
505,09,25,2,1.0,2.0,0.0,,16.0,1.0
505,09,25,3,1.0,2.0,0.0,,16.0,1.0
505,09,33,1,1.0,1.0,2.0,0.0,1.5,1.0
505,09,33,2,1.0,1.0,2.0,0.0,1.5,1.0
505,09,33,3,1.0,1.0,2.0,0.0,2.0,1.0
505,09,37,1,1.0,2.0,0.0,,17.0,2.0
505,09,37,2,1.0,2.0,0.0,,17.0,2.0
505,09,37,3,3.0,2.0,0.0,,5.0,2.0
505,11,03,0,,,,,,
505,11,03,1,1.0,1.0,2.0,5.0,24.0,1.0
505,13,05,0,,,,,,
505,13,05,1,1.0,2.0,0.0,,7.0,1.0
505,13,05,2,3.0,2.0,0.0,,3.0,1.0
505,13,15,0,,,,,,
505,13,15,1,1.0,2.0,0.0,,28.0,1.0
505,15,07,1,1.0,1.0,2.0,5.0,16.0,1.0
505,15,07,2,1.0,1.0,2.0,5.0,20.0,1.0
505,15,07,3,1.0,1.0,2.0,5.0,20.0,1.0
505,15,17,1,1.0,1.0,2.0,5.0,5.0,1.0
505,15,17,2,1.0,1.0,2.0,5.0,0.5,1.0
505,15,17,3,3.0,1.0,2.0,5.0,0.5,1.0
505,15,21,0,,,,,,
505,15,21,1,1.0,2.0,0.0,,5.0,1.0
505,15,21,2,1.0,1.0,2.0,0.0,5.0,1.0
505,15,25,0,,,,,,
505,15,25,1,1.0,2.0,0.0,,15.0,1.0
505,15,27,0,,,,,,
505,15,27,1,1.0,2.0,0.0,,2.0,1.0
505,15,27,2,1.0,1.0,2.0,0.0,6.0,1.0
505,15,31,1,1.0,2.0,0.0,,4.0,1.0
505,15,31,2,1.0,2.0,1.0,0.0,6.0,1.0
505,15,31,3,1.0,2.0,1.0,0.0,6.0,1.0
505,17,05,1,1.0,2.0,0.0,,3.0,1.0
505,17,05,2,3.0,2.0,0.0,,3.0,1.0
505,17,05,3,1.0,2.0,0.0,,14.0,1.0
505,17,11,1,1.0,2.0,1.0,5.0,7.0,1.0
505,17,11,2,1.0,2.0,1.0,5.0,15.0,1.0
505,17,11,3,1.0,2.0,1.0,5.0,15.0,1.0
505,17,15,0,,,,,,
505,17,15,1,1.0,2.0,0.0,,10.0,1.0
505,17,15,2,1.0,2.0,0.0,,20.0,1.0
505,17,23,1,1.0,2.0,0.0,,4.0,1.0
505,17,23,2,1.0,2.0,0.0,,10.0,1.0
505,17,23,3,1.0,2.0,0.0,,10.0,1.0
505,21,03,1,5.0,6.0,0.0,,1.0,1.0
505,21,03,2,1.0,2.0,0.0,,7.0,1.0
505,21,03,3,1.0,2.0,0.0,,15.0,1.0
505,21,09,1,1.0,2.0,4.0,0.0,15.0,1.0
505,21,09,2,1.0,2.0,4.0,0.0,15.0,1.0
505,21,09,3,1.0,2.0,4.0,0.0,15.0,1.0
505,21,13,0,,,,,,
505,21,13,1,1.0,1.0,2.0,0.0,3.0,1.0
505,21,13,2,1.0,1.0,2.0,0.0,5.0,1.0
505,21,19,1,1.0,2.0,0.0,,5.0,1.0
505,21,19,2,2.0,2.0,0.0,,20.0,1.0
505,21,19,3,1.0,2.0,1.0,0.0,20.0,1.0
505,21,23,1,1.0,2.0,0.0,,28.0,1.0
505,21,23,2,1.0,2.0,0.0,,28.0,1.0
505,21,23,3,3.0,2.0,0.0,,2.0,1.0
505,21,25,0,,,,,,
505,21,25,1,1.0,2.0,1.0,0.0,2.0,1.0
505,21,25,2,1.0,1.0,2.0,0.0,30.0,1.0
505,23,07,1,1.0,2.0,0.0,,12.0,1.0
505,23,07,2,1.0,2.0,0.0,,12.0,1.0
505,23,07,3,3.0,2.0,0.0,,12.0,1.0
505,23,11,1,1.0,2.0,1.0,0.0,14.0,1.0
505,23,11,2,1.0,2.0,1.0,0.0,14.0,1.0
505,23,11,3,1.0,2.0,0.0,,14.0,1.0
505,23,17,1,1.0,2.0,1.0,0.0,4.0,1.0
505,23,17,2,1.0,2.0,1.0,0.0,4.0,1.0
505,23,17,3,1.0,2.0,0.0,,4.0,1.0
505,23,23,1,1.0,2.0,0.0,,15.0,1.0
505,23,23,2,1.0,2.0,0.0,,15.0,1.0
505,23,23,3,3.0,2.0,0.0,,15.0,1.0
505,23,25,1,1.0,2.0,0.0,,25.0,1.0
505,23,25,2,1.0,2.0,0.0,,25.0,1.0
505,23,25,3,3.0,2.0,0.0,,25.0,1.0
505,25,09,0,,,,,,
505,25,09,1,1.0,1.0,2.0,0.0,7.0,1.0
505,25,09,2,3.0,2.0,0.0,,7.0,1.0
505,25,31,1,1.0,2.0,1.0,0.0,2.0,1.0
505,25,31,2,6.0,2.0,0.0,,2.0,1.0
505,25,31,3,1.0,2.0,0.0,,2.0,1.0
507,01,29,1,1.0,2.0,1.0,0.0,26.0,1.0
507,01,29,2,1.0,2.0,1.0,0.0,27.0,1.0
507,01,29,3,1.0,2.0,1.0,0.0,27.0,1.0
507,03,13,0,,,,,,
507,03,13,1,1.0,2.0,0.0,,0.0,1.0
507,03,13,2,1.0,2.0,0.0,,8.0,1.0
507,05,07,1,1.0,2.0,0.0,,5.0,1.0
507,05,07,2,3.0,2.0,0.0,,5.0,1.0
507,05,07,3,3.0,2.0,0.0,,5.0,1.0
507,05,13,0,,,,,,
507,05,13,1,1.0,1.0,2.0,5.0,2.0,1.0
507,05,13,2,3.0,2.0,0.0,,1.0,1.0
507,05,17,0,,,,,,
507,05,17,1,1.0,2.0,0.0,,5.0,1.0
507,05,17,2,3.0,2.0,0.0,,5.0,1.0
507,05,21,0,,,,,,
507,05,21,1,1.0,2.0,0.0,,4.0,1.0
507,05,21,2,3.0,2.0,0.0,,4.0,1.0
507,05,25,1,1.0,2.0,1.0,0.0,1.5,1.0
507,05,25,2,3.0,2.0,0.0,,1.5,1.0
507,05,25,3,2.0,2.0,1.0,0.0,10.0,1.0
507,05,29,1,1.0,2.0,0.0,,5.0,1.0
507,05,29,2,2.0,2.0,0.0,,5.0,2.0
507,05,29,3,3.0,2.0,0.0,,5.0,1.0
507,05,33,0,,,,,,
507,05,33,1,1.0,2.0,5.0,0.0,5.0,1.0
507,05,33,2,3.0,2.0,0.0,,5.0,1.0
507,07,11,0,,,,,,
507,07,11,1,1.0,2.0,0.0,,7.0,1.0
507,07,11,2,3.0,2.0,0.0,,7.0,1.0
507,07,15,0,,,,,,
507,07,15,1,3.0,2.0,0.0,,3.0,1.0
507,07,15,2,1.0,2.0,0.0,,3.0,1.0
507,07,24,0,,,,,,
507,07,24,1,1.0,2.0,0.0,,12.0,1.0
507,07,24,2,3.0,2.0,0.0,,12.0,1.0
507,09,05,1,1.0,2.0,0.0,,25.0,1.0
507,09,05,2,1.0,2.0,0.0,,5.0,1.0
507,09,05,3,3.0,2.0,0.0,,5.0,1.0
507,09,17,0,,,,,,
507,09,17,1,1.0,2.0,0.0,,7.0,1.0
507,09,17,2,3.0,2.0,0.0,,7.0,1.0
507,09,23,0,,,,,,
507,09,23,1,1.0,2.0,0.0,,17.0,1.0
507,09,27,0,,,,,,
507,09,27,1,1.0,2.0,0.0,,2.0,1.0
507,09,27,2,3.0,2.0,0.0,,2.0,1.0
507,09,31,0,,,,,,
507,09,31,1,1.0,2.0,0.0,,11.0,1.0
507,09,31,2,3.0,2.0,0.0,,8.0,1.0
507,11,09,0,,,,,,
507,11,09,1,1.0,2.0,4.0,0.0,5.0,1.0
507,11,09,2,1.0,2.0,4.0,0.0,5.0,1.0
507,13,05,1,1.0,2.0,0.0,,8.0,1.0
507,13,05,2,1.0,2.0,0.0,,15.0,1.0
507,13,05,3,3.0,2.0,0.0,,8.0,1.0
507,13,09,1,3.0,2.0,0.0,,0.0,1.0
507,13,09,2,1.0,2.0,0.0,,30.0,1.0
507,13,09,3,1.0,2.0,0.0,,30.0,1.0
507,13,13,1,1.0,2.0,0.0,,7.0,1.0
507,13,13,2,1.0,2.0,0.0,,7.0,1.0
