tinh,huyen,xa,m2tt,m2c9,m2c10a,m2c10b,m2c11,m2c12,m2c13a,m2c13b,m2c13c,m2c14a,m2c14b,m2c14c,m2c15
305,09,03,1,7,1,2008,-1,2,,,,,,,
305,09,13,1,7,2,2008,11,2,,,,,,,
305,09,13,2,4,7,2007,7,1,1.0,4.0,0.0,1.0,0.0,,8000.0
305,09,23,1,7,1,2008,675,2,,,,,,,
305,09,23,2,6,5,2008,350,1,1.0,0.0,,3.0,0.0,,10000.0
305,09,35,1,7,2,2008,15,2,,,,,,,
305,09,35,2,4,8,2007,20,1,4.0,0.0,,1.0,0.0,,3000.0
305,10,15,1,5,6,2008,0,1,1.0,5.0,0.0,1.0,2.0,0.0,10000.0
305,11,15,1,4,5,2008,20,2,,,,,,,
305,11,15,2,7,1,2008,1133,1,4.0,0.0,,1.0,0.0,,2000.0
305,11,15,3,3,9,2007,416,1,1.0,0.0,,6.0,0.0,,3000.0
305,11,15,4,1,5,2007,1,1,3.0,0.0,,1.0,0.0,,500.0
305,11,25,1,3,9,2007,76,2,,,,,,,
305,11,35,1,7,1,2008,302,1,1.0,0.0,,6.0,0.0,,2000.0
305,11,35,2,4,9,2007,158,1,4.0,0.0,,4.0,0.0,,3700.0
305,11,35,3,4,5,2006,164,2,,,,,,,
305,11,35,4,4,5,2005,203,2,,,,,,,
305,11,35,5,3,3,2005,17,2,,,,,,,
305,11,47,1,7,1,2007,84,2,,,,,,,
305,11,47,2,4,9,2006,48,2,,,,,,,
305,11,59,1,7,1,2008,75,2,,,,,,,
305,11,59,2,3,9,2007,110,1,1.0,0.0,,6.0,0.0,,3000.0
305,11,59,3,4,4,2006,60,2,,,,,,,
305,11,69,1,7,1,2008,163,1,1.0,0.0,,6.0,0.0,,2500.0
305,11,69,2,3,9,2007,755,1,1.0,0.0,,6.0,0.0,,5100.0
305,13,13,1,7,3,2008,1043,1,1.0,0.0,,1.0,0.0,,6000.0
305,13,13,2,3,10,2007,850,2,,,,,,,
305,13,13,3,6,2,2006,665,2,,,,,,,
305,13,13,4,5,3,2005,650,2,,,,,,,
305,13,27,1,7,1,2008,1200,2,,,,,,,
305,13,27,2,3,7,2007,1015,2,,,,,,,
305,13,27,3,6,1,2005,860,2,,,,,,,
305,13,37,1,5,3,2008,440,2,,,,,,,
305,13,37,2,7,1,2008,440,2,,,,,,,
305,13,37,3,3,9,2007,430,2,,,,,,,
305,13,37,4,5,3,2007,440,2,,,,,,,
305,13,37,5,5,3,2006,436,2,,,,,,,
305,15,07,1,3,10,2007,5,2,,,,,,,
305,15,07,2,4,7,2007,0,2,,,,,,,
305,15,07,3,4,5,2006,8,2,,,,,,,
305,15,07,4,4,4,2006,26,2,,,,,,,
305,15,07,5,4,9,2005,60,2,,,,,,,
305,15,15,1,4,7,2007,20,2,,,,,,,
305,15,15,2,4,10,2007,151,1,1.0,0.0,,2.0,0.0,,53000.0
305,15,15,3,4,5,2006,0,2,,,,,,,
305,15,15,4,4,4,2005,0,2,,,,,,,
305,15,15,5,4,9,2005,0,2,,,,,,,
305,15,25,1,4,7,2007,60,2,,,,,,,
305,15,25,2,4,10,2007,80,1,1.0,0.0,,7.0,0.0,,1000000.0
305,15,25,3,4,4,2006,20,2,,,,,,,
305,15,25,4,4,5,2006,25,2,,,,,,,
305,15,25,5,4,9,2005,35,2,,,,,,,
305,15,35,1,4,10,2007,0,2,,,,,,,
305,15,35,2,4,7,2007,0,2,,,,,,,
305,15,35,3,4,9,2005,100,2,,,,,,,
305,15,35,4,5,2,2005,20,2,,,,,,,
305,15,47,1,4,10,2007,5,1,1.0,0.0,,2.0,6.0,0.0,300.0
305,15,47,2,5,3,2007,106,2,,,,,,,
305,15,47,3,4,7,2007,2,2,,,,,,,
305,15,47,4,4,5,2006,15,2,,,,,,,
305,15,47,5,4,3,2006,2,1,1.0,0.0,,1.0,0.0,,1000.0
305,15,57,1,4,10,2007,480,1,1.0,0.0,,2.0,6.0,0.0,22000.0
305,15,57,2,4,7,2007,0,2,,,,,,,
305,15,57,3,5,4,2006,100,2,,,,,,,
305,15,57,4,6,10,2005,62,2,,,,,,,
305,17,11,1,3,8,2007,20,1,1.0,0.0,,2.0,0.0,,200.0
305,17,23,1,7,1,2008,1172,1,4.0,0.0,,2.0,6.0,0.0,276000.0
305,17,23,2,3,10,2007,285,1,4.0,0.0,,2.0,6.0,0.0,203000.0
305,19,09,1,7,12,2007,1189,1,1.0,0.0,,1.0,2.0,0.0,86699.0
305,19,09,2,5,1,2007,1181,2,,,,,,,
305,19,09,3,3,10,2007,1189,1,1.0,0.0,,2.0,0.0,,71660.0
305,19,17,1,5,2,2008,795,2,,,,,,,
305,19,17,2,4,9,2007,795,1,1.0,0.0,,2.0,0.0,,6000.0
401,01,27,1,6,3,2008,20,2,,,,,,,
401,09,33,1,3,9,2007,101,1,1.0,2.0,0.0,4.0,2.0,0.0,35000.0
401,09,33,2,3,10,2007,127,1,1.0,2.0,0.0,3.0,4.0,0.0,38000.0
401,11,13,1,3,10,2007,60,1,1.0,5.0,0.0,2.0,6.0,0.0,30000.0
401,11,13,2,4,3,2006,43,2,,,,,,,
401,11,13,3,5,6,2005,30,2,,,,,,,
401,13,07,1,7,2,2008,1208,1,1.0,0.0,,1.0,6.0,0.0,200000.0
401,13,07,2,3,8,2007,410,1,1.0,0.0,,2.0,4.0,0.0,200000.0
401,13,07,3,6,11,2006,520,1,1.0,0.0,,2.0,6.0,0.0,50100.0
401,13,07,4,4,9,2006,104,1,1.0,0.0,,2.0,4.0,0.0,35000.0
401,13,07,5,2,4,2006,9,1,1.0,0.0,,3.0,1.0,0.0,45000.0
401,13,31,1,6,2,2008,802,2,,,,,,,
401,13,31,2,7,5,2007,210,1,4.0,0.0,,2.0,0.0,,60000.0
401,13,31,3,4,7,2007,412,1,4.0,0.0,,2.0,0.0,,71000.0
401,15,07,1,3,10,2007,198,1,1.0,2.0,5.0,2.0,6.0,0.0,19000.0
401,15,39,1,3,10,2007,1850,1,1.0,2.0,0.0,2.0,4.0,0.0,70000.0
401,19,09,1,3,10,2007,1366,1,1.0,4.0,5.0,2.0,4.0,0.0,476000.0
401,19,27,1,6,4,2008,2,1,1.0,0.0,,1.0,0.0,,1300.0
401,19,27,2,3,10,2007,676,1,1.0,5.0,4.0,2.0,0.0,,1300.0
401,19,45,1,6,4,2008,1155,1,1.0,0.0,,1.0,0.0,,4340.0
401,19,45,2,7,2,2008,1155,1,1.0,5.0,0.0,6.0,0.0,,5400.0
401,19,45,3,5,5,2007,1155,2,,,,,,,
401,19,45,4,3,10,2007,1155,1,1.0,5.0,2.0,2.0,1.0,3.0,1720000.0
401,21,01,1,3,5,2007,212,1,1.0,4.0,5.0,2.0,1.0,4.0,70000.0
401,21,01,2,6,3,2007,13,1,1.0,3.0,5.0,1.0,2.0,4.0,25000.0
401,21,11,1,3,7,2007,17,1,1.0,3.0,6.0,2.0,6.0,4.0,8500.0
401,21,29,1,6,4,2008,4,1,1.0,0.0,,1.0,0.0,,8000.0
401,21,29,2,4,7,2007,850,1,1.0,0.0,,1.0,0.0,,5000.0
401,21,29,3,5,3,2007,1000,1,1.0,0.0,,1.0,0.0,,6000.0
401,21,29,4,1,5,2007,2,1,1.0,0.0,,1.0,0.0,,7000.0
401,21,29,5,7,5,2007,2,1,1.0,0.0,,1.0,0.0,,8000.0
401,21,45,1,3,9,2005,10,1,1.0,0.0,,1.0,0.0,,32500.0
401,21,45,2,5,4,2005,1500,2,,,,,,,
401,21,45,3,6,2,2005,17,1,1.0,0.0,,1.0,0.0,,45000.0
401,23,23,1,7,2,2008,1245,1,1.0,0.0,,2.0,4.0,0.0,400000.0
401,25,09,1,6,2,2008,187,1,1.0,0.0,,1.0,0.0,,4797.0
401,25,09,2,2,11,2007,17,1,1.0,0.0,,3.0,0.0,,10342.0
401,25,09,3,3,7,2007,218,2,,,,,,,
401,25,09,4,4,5,2006,103,2,,,,,,,
401,25,09,5,5,5,2006,351,2,,,,,,,
401,27,07,1,6,4,2008,67,1,1.0,0.0,,1.0,0.0,,2600.0
401,27,07,2,7,2,2008,1019,1,1.0,0.0,,1.0,0.0,,3650.0
401,27,23,1,7,2,2008,1735,1,1.0,0.0,,1.0,0.0,,268.0
401,27,23,2,6,5,2008,217,1,1.0,0.0,,1.0,0.0,,203.0
401,29,09,1,6,3,2008,69,1,1.0,0.0,,1.0,0.0,,320700.0
401,29,09,2,7,1,2008,967,1,1.0,0.0,,1.0,0.0,,99485.0
401,29,09,3,3,10,2007,184,1,1.0,2.0,4.0,2.0,0.0,,2425500.0
401,29,23,1,6,3,2008,5,1,1.0,0.0,,1.0,0.0,,16500.0
401,29,23,2,7,1,2008,1020,1,1.0,0.0,,1.0,0.0,,189000.0
401,29,23,3,3,10,2007,820,1,1.0,4.0,5.0,2.0,3.0,6.0,4340000.0
401,31,25,1,3,9,2007,1010,2,,,,,,,
401,31,25,2,6,3,2007,1010,2,,,,,,,
401,33,07,1,6,4,2008,8,2,,,,,,,
401,33,07,2,3,7,2007,1267,1,1.0,0.0,,1.0,2.0,0.0,50926.0
401,33,07,3,7,2,2007,1267,1,1.0,0.0,,1.0,0.0,,19400.0
401,33,07,4,6,5,2007,1267,1,1.0,0.0,,2.0,0.0,,50000.0
401,33,11,1,4,8,2005,1350,1,1.0,3.0,0.0,1.0,2.0,4.0,120000.0
401,33,39,1,7,1,2008,400,1,1.0,0.0,,1.0,0.0,,48500.0
401,33,39,2,7,2,2007,800,1,1.0,0.0,,2.0,0.0,,99600.0
401,33,39,3,3,9,2007,1634,1,1.0,0.0,,2.0,0.0,,2700.0
401,33,39,4,3,10,2005,1016,1,1.0,0.0,,1.0,2.0,0.0,227000.0
401,33,53,1,7,2,2008,1067,1,1.0,0.0,,6.0,0.0,,25000.0
401,33,53,2,5,9,2007,1067,1,1.0,0.0,,1.0,0.0,,16000.0
401,33,53,3,6,4,2007,980,1,1.0,0.0,,1.0,0.0,,37000.0
401,33,53,4,4,8,2005,1007,1,1.0,0.0,,1.0,0.0,,98000.0
401,35,15,1,3,10,2007,1520,1,1.0,2.0,4.0,2.0,3.0,4.0,966210.0
401,35,15,2,7,1,2006,1690,1,1.0,6.0,0.0,1.0,0.0,,75260.0
401,35,15,3,6,4,2006,160,1,1.0,0.0,,1.0,0.0,,91625.0
401,35,31,1,6,4,2008,210,1,1.0,2.0,3.0,1.0,2.0,3.0,1230.0
401,35,43,1,6,4,2008,7,1,1.0,6.0,0.0,1.0,0.0,,14250.0
401,35,57,1,6,4,2008,890,1,1.0,0.0,,1.0,0.0,,296790.0
401,35,57,2,3,10,2007,160,2,,,,,,,
401,37,19,1,6,4,2008,700,1,1.0,0.0,,1.0,0.0,,290.0
401,37,19,2,5,2,2008,815,2,,,,,,,
401,37,19,3,3,8,2007,500,1,1.0,4.0,0.0,1.0,0.0,,40.0
401,37,33,1,6,4,2008,168,1,1.0,0.0,,1.0,0.0,,200000.0
401,37,33,2,3,6,2006,15,2,,,,,,,
401,37,45,1,3,4,2007,141,1,1.0,2.0,6.0,1.0,2.0,4.0,10000.0
401,37,45,2,6,3,2007,153,1,1.0,2.0,6.0,1.0,2.0,4.0,98000.0
401,37,45,3,4,5,2007,230,1,1.0,2.0,6.0,1.0,2.0,4.0,50000.0
401,37,45,4,5,2,2006,430,2,,,,,,,
401,37,45,5,1,3,2006,156,1,1.0,2.0,6.0,1.0,2.0,4.0,180000.0
401,37,61,1,3,8,2005,1546,1,1.0,2.0,4.0,2.0,1.0,6.0,100000.0
401,37,61,2,6,4,2005,82,1,1.0,0.0,,1.0,0.0,,92000.0
401,37,75,1,6,4,2008,220,1,1.0,0.0,,1.0,0.0,,1200000.0
401,37,75,2,3,6,2006,120,1,4.0,2.0,1.0,2.0,1.0,3.0,20000.0
401,39,11,1,4,8,2005,20,2,,,,,,,
401,39,41,1,6,4,2008,239,1,1.0,0.0,,1.0,0.0,,1091825.0
401,39,49,1,2,10,2007,130,2,,,,,,,
401,39,49,2,3,8,2007,1730,1,5.0,0.0,,2.0,0.0,,25000.0
401,39,49,3,4,7,2005,1730,1,1.0,2.0,6.0,1.0,2.0,7.0,200000.0
401,41,17,1,6,4,2008,420,1,1.0,2.0,4.0,1.0,2.0,6.0,2800000.0
401,41,17,2,3,8,2007,250,1,1.0,4.0,2.0,1.0,2.0,6.0,80000.0
401,41,17,3,4,8,2007,250,1,1.0,2.0,4.0,1.0,2.0,6.0,60000.0
401,41,17,4,5,4,2006,1300,1,1.0,0.0,,1.0,0.0,,45000.0
401,41,29,1,6,4,2008,456,1,1.0,0.0,,1.0,0.0,,1205000.0
401,41,29,2,7,2,2008,1375,1,1.0,0.0,,6.0,0.0,,9500.0
401,41,29,3,3,9,2007,12,1,5.0,0.0,,1.0,0.0,,228000.0
401,41,29,4,4,9,2007,16,2,,,,,,,
401,41,43,1,6,4,2008,604,1,1.0,0.0,,1.0,2.0,0.0,30175.0
401,41,57,1,6,4,2008,50,1,1.0,2.0,4.0,6.0,0.0,,500.0
401,41,57,2,3,8,2007,275,1,1.0,2.0,4.0,2.0,3.0,4.0,500.0
401,43,09,1,6,4,2008,12,1,1.0,0.0,,1.0,0.0,,10000.0
401,43,09,2,3,9,2007,16,2,,,,,,,
401,43,09,3,4,5,2007,10,2,,,,,,,
401,43,09,4,2,1,2006,4,2,,,,,,,
401,43,09,5,4,9,2005,8,2,,,,,,,
401,43,25,1,6,4,2008,3,1,1.0,0.0,,1.0,3.0,0.0,8200.0
401,43,25,2,3,9,2007,114,1,1.0,0.0,,2.0,3.0,0.0,30000.0
401,43,41,1,6,4,2008,22,1,1.0,0.0,,1.0,3.0,0.0,81000.0
401,43,41,2,7,2,2008,720,1,1.0,0.0,,1.0,0.0,,55000.0
401,43,41,3,3,9,2007,300,1,1.0,0.0,,2.0,0.0,,19000.0
401,43,57,1,6,4,2008,68,1,1.0,0.0,,1.0,0.0,,117000.0
401,43,57,2,3,9,2007,19,2,,,,,,,
401,43,57,3,4,9,2005,13,2,,,,,,,
401,43,71,1,6,4,2007,6,1,1.0,0.0,,1.0,3.0,0.0,22000.0
401,43,71,2,6,7,2007,115,2,,,,,,,
401,43,71,3,3,9,2007,1100,1,1.0,0.0,,2.0,3.0,0.0,42000.0
401,43,87,1,6,4,2007,8,1,1.0,0.0,,1.0,3.0,0.0,9720.0
401,45,05,1,6,4,2006,200,2,,,,,,,
401,45,17,1,7,2,2008,590,1,1.0,0.0,,1.0,0.0,,24042.0
401,45,17,2,6,4,2008,141,1,1.0,0.0,,1.0,0.0,,479596.0
401,45,17,3,3,9,2007,500,2,,,,,,,
401,45,31,1,6,4,2008,649,1,1.0,0.0,,1.0,0.0,,2013975.0
401,45,31,2,7,2,2008,1118,1,1.0,0.0,,1.0,0.0,,133195.0
401,47,07,1,6,4,2008,178,1,1.0,0.0,,1.0,0.0,,883000.0
401,47,07,2,7,2,2008,1276,1,1.0,0.0,,1.0,6.0,0.0,64544.0
401,47,07,3,6,2,2007,280,1,1.0,0.0,,1.0,0.0,,12300.0
401,47,07,4,4,6,2006,120,2,,,,,,,
401,47,21,1,6,5,2008,100,2,,,,,,,
401,47,21,2,6,4,2008,271,1,1.0,0.0,,1.0,0.0,,277000.0
401,47,21,3,7,2,2008,790,1,1.0,0.0,,1.0,6.0,0.0,58255.0
401,47,21,4,5,4,2007,790,2,,,,,,,
401,47,21,5,4,5,2006,15,1,1.0,0.0,,1.0,0.0,,3000.0
401,47,33,1,7,2,2008,1500,1,1.0,0.0,,1.0,6.0,0.0,80966.0
401,47,45,1,6,4,2008,352,1,1.0,0.0,,1.0,0.0,,621832.0
401,47,45,2,7,2,2008,1285,1,1.0,0.0,,1.0,6.0,0.0,78098.0
401,47,57,1,3,8,2008,900,2,,,,,,,
401,47,57,2,4,4,2008,1063,1,1.0,0.0,,1.0,0.0,,1642253.0
401,47,57,3,7,2,2008,1063,1,1.0,0.0,,1.0,6.0,0.0,76764.0
401,47,57,4,4,8,2007,75,2,,,,,,,
401,47,57,5,6,6,2006,300,2,,,,,,,
401,51,19,1,6,4,2008,251,1,1.0,0.0,,1.0,0.0,,1649845.0
401,51,19,2,7,1,2008,1,1,1.0,0.0,,1.0,0.0,,73464.0
401,51,33,1,7,2,2008,408,1,1.0,0.0,,1.0,0.0,,28000.0
401,51,33,2,6,4,2008,128,1,1.0,0.0,,1.0,0.0,,389664.0
401,51,45,1,6,4,2008,876,1,1.0,0.0,,1.0,0.0,,19700.0
401,51,45,2,7,2,2008,1642,1,1.0,0.0,,1.0,0.0,,21775.0
401,51,59,1,7,2,2008,383,1,1.0,0.0,,1.0,0.0,,10400.0
401,51,59,2,3,7,2007,126,1,1.0,2.0,0.0,1.0,2.0,0.0,55000.0
401,53,11,1,6,4,2008,59,1,1.0,3.0,0.0,1.0,0.0,,335325.0
401,53,11,2,3,8,2007,958,1,1.0,0.0,,1.0,0.0,,48000.0
401,53,23,1,4,7,2006,120,2,,,,,,,
401,53,39,1,6,4,2008,72,1,1.0,0.0,,1.0,0.0,,50790.0
401,53,51,1,5,2,2006,679,1,1.0,0.0,,6.0,0.0,,80000.0
401,53,51,2,3,6,2005,170,1,1.0,0.0,,6.0,0.0,,2800.0
403,01,29,1,6,4,2008,3,1,1.0,0.0,,1.0,0.0,,7500.0
403,01,29,2,7,2,2008,750,1,1.0,0.0,,6.0,0.0,,30000.0
403,01,29,3,3,9,2007,502,2,,,,,,,
403,03,11,1,6,4,2008,170,1,1.0,0.0,,3.0,0.0,,15.0
403,03,11,2,5,2,2008,450,1,1.0,0.0,,1.0,6.0,0.0,47.0
403,05,19,1,3,10,2007,900,1,1.0,2.0,3.0,2.0,1.0,4.0,61500.0
403,05,19,2,5,8,2007,1001,1,1.0,2.0,3.0,2.0,1.0,4.0,-1.0
403,05,19,3,4,4,2006,30,2,,,,,,,
403,05,19,4,6,4,2006,600,2,,,,,,,
403,07,13,1,7,2,2008,1341,1,1.0,0.0,,2.0,1.0,6.0,609.0
403,07,13,2,3,10,2007,104,1,1.0,4.0,5.0,2.0,4.0,6.0,574.0
403,11,09,1,4,10,2007,1170,1,1.0,2.0,3.0,2.0,1.0,3.0,200000.0
403,11,09,2,6,12,2007,920,1,1.0,2.0,3.0,6.0,7.0,0.0,30000.0
403,11,09,3,7,11,2007,452,2,,,,,,,
403,11,23,1,7,12,2007,619,1,1.0,6.0,4.0,2.0,1.0,0.0,100000.0
403,11,23,2,3,10,2007,746,1,1.0,6.0,4.0,2.0,4.0,3.0,200000.0
403,11,23,3,6,4,2006,746,2,,,,,,,
403,11,41,1,7,12,2007,1400,1,1.0,2.0,7.0,2.0,1.0,0.0,144000.0
403,11,41,2,3,10,2007,800,1,1.0,0.0,,2.0,4.0,3.0,40000.0
403,11,41,3,4,5,2006,300,2,,,,,,,
403,13,13,1,4,9,2007,-1,1,1.0,4.0,0.0,2.0,0.0,,-1.0
403,13,13,2,5,5,2007,-1,2,,,,,,,
403,13,13,3,7,11,2007,-1,2,,,,,,,
403,13,31,1,7,1,2008,811,1,1.0,2.0,7.0,2.0,5.0,6.0,-1.0
403,13,31,2,3,5,2007,811,1,1.0,2.0,7.0,2.0,5.0,6.0,-1.0
403,13,43,1,3,8,2007,173,1,1.0,4.0,0.0,2.0,1.0,6.0,135000.0
403,13,43,2,5,3,2005,450,2,,,,,,,
403,15,05,1,4,3,2008,4,1,1.0,4.0,0.0,1.0,0.0,,7000.0
403,15,05,2,6,1,2008,138,1,1.0,4.0,6.0,1.0,0.0,,376000.0
403,15,05,3,3,10,2007,185,1,1.0,4.0,6.0,1.0,2.0,4.0,60000.0
403,15,05,4,4,5,2006,2,1,4.0,6.0,0.0,1.0,0.0,,2000.0
403,15,35,1,6,1,2007,97,1,1.0,4.0,0.0,1.0,2.0,4.0,194000.0
403,15,35,2,3,10,2007,931,1,1.0,4.0,0.0,1.0,2.0,4.0,270000.0
403,15,35,3,4,6,2007,31,1,1.0,4.0,0.0,1.0,2.0,4.0,16500.0
403,17,07,1,7,2,2008,17,1,1.0,0.0,,1.0,0.0,,501000.0
403,17,07,2,6,9,2007,13,1,1.0,0.0,,1.0,0.0,,401000.0
403,17,07,3,3,-1,2006,17,2,,,,,,,
403,17,17,1,6,10,2007,65,1,1.0,6.0,0.0,3.0,0.0,,10000.0
403,17,17,2,4,7,2006,300,1,2.0,3.0,4.0,1.0,0.0,,13000.0
403,17,23,1,6,4,2008,28,1,1.0,0.0,,1.0,0.0,,46280.0
403,17,23,2,2,5,2006,730,2,,,,,,,
403,17,33,1,6,1,2008,120,1,1.0,0.0,,1.0,0.0,,-1.0
403,17,33,2,7,12,2007,45,1,1.0,0.0,,6.0,0.0,,-1.0
403,17,43,1,6,4,2008,1,1,1.0,0.0,,1.0,0.0,,9000.0
403,17,43,2,6,5,2008,1,1,1.0,0.0,,1.0,0.0,,2000.0
403,17,51,1,6,2,2008,600,1,1.0,0.0,,6.0,2.0,0.0,70000.0
403,17,63,1,6,2,2008,950,1,1.0,0.0,,1.0,2.0,0.0,253700.0
403,17,63,2,6,3,2006,135,1,1.0,6.0,0.0,1.0,2.0,0.0,103000.0
403,17,75,1,2,9,2007,210,2,,,,,,,
403,19,15,1,7,1,2008,1890,1,1.0,0.0,,6.0,2.0,0.0,570000.0
403,19,15,2,3,9,2007,1890,1,1.0,0.0,,2.0,6.0,5.0,175000.0
403,19,25,1,6,4,2008,-1,1,1.0,0.0,,6.0,0.0,,-1.0
403,19,25,2,2,3,2008,20,1,1.0,2.0,4.0,3.0,0.0,,-1.0
403,19,25,3,6,2,2008,34,1,1.0,0.0,,1.0,0.0,,-1.0
403,19,25,4,3,10,2007,251,1,1.0,2.0,0.0,2.0,0.0,,-1.0
403,19,25,5,4,7,2007,3,1,1.0,0.0,,1.0,2.0,0.0,-1.0
403,19,35,1,7,1,2008,-1,1,1.0,0.0,,1.0,0.0,,11000.0
403,19,35,2,5,7,2007,-1,1,1.0,0.0,,1.0,2.0,6.0,126135.0
403,19,35,3,3,10,2007,-1,1,1.0,0.0,,6.0,0.0,,44279.0
403,21,15,1,5,6,2005,1150,2,,,,,,,
403,21,15,2,3,4,2005,1150,2,,,,,,,
403,21,15,3,4,3,2005,1150,2,,,,,,,
403,23,03,1,7,2,2008,1646,1,1.0,0.0,,6.0,0.0,,53250.0
403,23,03,2,4,9,2007,1723,1,1.0,0.0,,6.0,0.0,,3900.0
403,23,11,1,7,2,2008,1050,1,1.0,0.0,,6.0,0.0,,1552.0
403,23,19,1,6,3,2008,18,1,1.0,0.0,,1.0,0.0,,50500.0
403,23,19,2,7,2,2008,1100,1,1.0,0.0,,6.0,2.0,0.0,125000.0
403,23,19,3,3,9,2007,470,2,,,,,,,
403,23,29,1,6,4,2008,160,1,1.0,0.0,,1.0,3.0,0.0,167100.0
403,23,29,2,7,2,2008,953,1,1.0,7.0,0.0,1.0,6.0,0.0,39305.0
403,23,29,3,6,8,2007,20,1,1.0,0.0,,1.0,3.0,0.0,7385.0
403,23,39,1,7,2,2008,1050,1,1.0,0.0,,6.0,0.0,,1850.0
403,23,49,1,4,5,2008,10,2,,,,,,,
403,23,49,2,6,3,2008,22,1,1.0,0.0,,1.0,0.0,,-1.0
403,23,49,3,7,2,2008,1950,1,1.0,0.0,,1.0,6.0,0.0,-1.0
403,23,49,4,4,8,2006,500,1,1.0,0.0,,1.0,0.0,,30000.0
403,23,59,1,7,2,2008,1250,1,1.0,0.0,,6.0,0.0,,36000.0
403,23,59,2,3,10,2007,450,2,,,,,,,
403,25,03,1,7,2,2008,2920,2,,,,,,,
403,25,11,1,7,2,2008,3433,2,,,,,,,
403,25,11,2,3,7,2006,3146,2,,,,,,,
403,25,21,1,7,2,2008,2030,2,,,,,,,
403,25,21,2,6,7,2007,-1,2,,,,,,,
403,25,31,1,6,4,2008,79,2,,,,,,,
403,25,31,2,5,2,2008,1727,2,,,,,,,
403,25,41,1,6,4,2008,82,2,,,,,,,
403,25,41,2,7,2,2008,1504,2,,,,,,,
403,25,41,3,6,9,2005,1200,2,,,,,,,
403,25,51,1,6,5,2008,26,2,,,,,,,
403,25,51,2,7,2,2008,2257,2,,,,,,,
403,27,09,1,6,2,2008,800,1,1.0,0.0,,6.0,0.0,,2100.0
403,27,09,2,3,9,2007,800,1,1.0,2.0,0.0,2.0,6.0,0.0,40000.0
403,27,21,1,3,6,2007,150,1,1.0,4.0,0.0,2.0,7.0,0.0,70700.0
403,27,21,2,6,6,2007,750,2,,,,,,,
403,27,21,3,4,4,2007,750,1,1.0,0.0,,1.0,0.0,,43050.0
403,27,21,4,5,7,2006,355,2,,,,,,,
403,27,37,1,3,10,2007,400,2,,,,,,,
403,27,37,2,4,11,2007,850,2,,,,,,,
403,27,37,3,6,4,2007,1000,2,,,,,,,
403,29,05,1,5,2,2008,1450,1,1.0,0.0,,2.0,0.0,,45612.0
403,29,05,2,3,8,2007,171,1,1.0,0.0,,6.0,0.0,,16200.0
403,29,19,1,3,10,2007,30,2,,,,,,,
403,29,19,2,5,7,2007,160,2,,,,,,,
403,29,55,1,6,10,2007,3,2,,,,,,,
403,29,55,2,3,6,2007,-1,2,,,,,,,
403,31,03,1,3,8,2007,302,1,1.0,4.0,0.0,1.0,2.0,4.0,20100.0
403,31,13,1,5,6,2008,1681,2,,,,,,,
403,31,13,2,4,5,2008,10,2,,,,,,,
403,31,13,3,6,4,2008,1681,2,,,,,,,
403,31,13,4,3,10,2007,37,2,,,,,,,
403,31,23,1,3,9,2007,150,1,1.0,0.0,,6.0,0.0,,2000.0
403,31,47,1,7,7,2008,1131,1,1.0,0.0,,1.0,0.0,,-1.0
403,31,47,2,6,3,2008,1131,1,1.0,0.0,,1.0,0.0,,173000.0
403,31,61,1,3,10,2007,153,1,1.0,2.0,0.0,1.0,2.0,0.0,200000.0
403,31,73,1,7,2,2008,1219,1,1.0,0.0,,1.0,6.0,0.0,49000.0
403,31,73,2,3,8,2007,1219,1,1.0,0.0,,2.0,3.0,4.0,30000.0
403,31,73,3,6,7,2007,1219,1,1.0,0.0,,1.0,3.0,0.0,22000.0
403,33,09,1,7,1,2008,2133,1,1.0,0.0,,1.0,2.0,6.0,421.0
403,33,23,1,6,2,2008,610,2,,,,,,,
403,33,23,2,5,8,2007,610,2,,,,,,,
403,33,23,3,3,5,2007,1120,1,2.0,3.0,0.0,1.0,0.0,,3000.0
403,33,37,1,5,2,2008,-1,1,1.0,0.0,,6.0,0.0,,-1.0
403,33,37,2,3,8,2007,-1,1,1.0,0.0,,6.0,0.0,,-1.0
403,33,47,1,6,10,2007,800,1,1.0,0.0,,1.0,0.0,,80000.0
403,33,47,2,4,9,2007,100,1,1.0,0.0,,1.0,0.0,,10000.0
403,33,47,3,3,9,2007,200,1,1.0,0.0,,1.0,0.0,,20000.0
403,33,47,4,5,8,2006,400,1,1.0,0.0,,1.0,0.0,,40000.0
403,33,55,1,6,12,2007,1,1,1.0,0.0,,1.0,0.0,,6000.0
403,33,65,1,5,8,2007,1807,2,,,,,,,
403,33,65,2,5,5,2007,1807,2,,,,,,,
403,35,11,1,6,4,2008,4,1,1.0,0.0,,1.0,0.0,,4100.0
403,35,21,1,3,7,2007,20,1,2.0,3.0,6.0,1.0,2.0,5.0,70000.0
403,35,33,1,6,4,2008,4,1,1.0,0.0,,6.0,0.0,,1200.0
403,35,33,2,3,9,2007,250,1,1.0,0.0,,1.0,0.0,,4000.0
403,35,41,1,6,4,2008,523,1,1.0,0.0,,1.0,0.0,,20000.0
403,35,41,2,5,4,2008,1515,2,,,,,,,
403,35,41,3,3,8,2007,400,1,1.0,2.0,3.0,1.0,2.0,6.0,187.0
403,37,07,1,6,1,2008,7,2,,,,,,,
403,37,07,2,7,1,2008,1500,1,1.0,0.0,,1.0,0.0,,150000.0
