tinh,huyen,xa,m2tt,m2c9,m2c10a,m2c10b,m2c11,m2c12,m2c13a,m2c13b,m2c13c,m2c14a,m2c14b,m2c14c,m2c15
117,05,15,3,3,10,2007,1264,1,1.0,4.0,5.0,1.0,2.0,3.0,1900000.0
117,05,25,1,7,2,2008,80,1,1.0,0.0,,1.0,0.0,,150000.0
117,05,25,2,3,8,2007,200,1,1.0,0.0,,2.0,0.0,,180000.0
117,05,33,1,7,2,2008,1035,1,1.0,2.0,0.0,1.0,0.0,,40000.0
117,05,33,2,3,10,2007,415,1,1.0,2.0,0.0,1.0,2.0,4.0,681000.0
117,05,33,3,4,9,2007,1000,2,,,,,,,
117,05,43,1,7,2,2008,1312,1,1.0,0.0,,2.0,0.0,,10000.0
117,05,43,2,3,10,2007,1312,1,1.0,4.0,0.0,2.0,0.0,,37000.0
117,05,51,1,7,2,2008,1313,1,1.0,0.0,,1.0,2.0,0.0,110160.0
117,05,51,2,3,8,2006,70,1,1.0,0.0,,2.0,0.0,,300000.0
117,07,05,1,4,9,2005,105,1,5.0,0.0,,2.0,4.0,0.0,10000.0
117,07,11,1,4,9,2005,125,1,4.0,0.0,,2.0,0.0,,7738.0
117,07,19,1,3,10,2007,430,1,1.0,2.0,3.0,2.0,1.0,4.0,1073000.0
117,07,19,2,4,9,2005,131,1,2.0,1.0,0.0,2.0,4.0,0.0,8790.0
117,07,25,1,4,9,2005,110,1,4.0,0.0,,2.0,0.0,,2910.0
117,07,41,1,3,10,2007,1074,1,1.0,2.0,4.0,2.0,1.0,4.0,1894000.0
117,07,41,2,4,9,2005,74,1,5.0,0.0,,2.0,1.0,0.0,4700.0
117,09,05,1,3,10,2007,291,1,1.0,0.0,,1.0,0.0,,30500.0
117,09,11,1,6,2,2008,10,1,1.0,0.0,,1.0,0.0,,23600.0
117,09,11,2,7,1,2008,1390,1,1.0,0.0,,1.0,0.0,,70560.0
117,09,11,3,3,10,2007,25,1,1.0,0.0,,1.0,0.0,,675.0
117,09,15,1,7,1,2008,868,1,1.0,0.0,,1.0,0.0,,90830.0
117,09,29,1,2,5,2008,30,2,,,,,,,
117,11,04,1,7,2,2008,30,1,1.0,0.0,,1.0,0.0,,53140.0
117,11,04,2,4,8,2007,40,1,1.0,4.0,0.0,2.0,0.0,,25000.0
117,11,04,3,6,3,2007,13,1,1.0,0.0,,1.0,0.0,,35000.0
117,11,09,1,7,2,2008,2006,1,1.0,0.0,,1.0,0.0,,153843.0
117,11,15,1,6,4,2008,225,1,1.0,0.0,,1.0,0.0,,1235023.0
117,11,15,2,7,1,2008,1933,1,1.0,0.0,,1.0,0.0,,157562.0
117,11,19,1,7,1,2008,1190,1,1.0,0.0,,1.0,0.0,,46147.0
117,11,23,1,6,4,2008,56,1,1.0,0.0,,1.0,0.0,,224705.0
117,11,23,2,7,1,2008,1525,1,1.0,0.0,,1.0,0.0,,78420.0
117,11,29,1,7,1,2008,1421,1,1.0,0.0,,1.0,0.0,,91834.0
117,13,05,1,7,2,2008,850,1,1.0,0.0,,1.0,0.0,,50000.0
117,13,05,2,4,10,2005,550,1,1.0,0.0,,1.0,0.0,,8000.0
117,13,11,1,7,2,2008,1225,1,1.0,0.0,,1.0,0.0,,34000.0
117,13,11,2,6,4,2007,620,1,1.0,0.0,,1.0,0.0,,5000.0
117,13,11,3,4,10,2007,1350,1,1.0,0.0,,1.0,0.0,,15000.0
117,13,17,1,7,2,2008,2650,1,1.0,0.0,,1.0,0.0,,185000.0
117,13,17,2,4,10,2005,1300,1,1.0,0.0,,1.0,0.0,,25000.0
117,13,23,1,7,2,2008,1050,1,1.0,0.0,,1.0,6.0,0.0,30000.0
117,13,23,2,6,4,2007,850,1,1.0,0.0,,1.0,6.0,0.0,9000.0
117,13,23,3,4,10,2007,1520,1,1.0,0.0,,1.0,6.0,0.0,22000.0
117,13,29,1,7,2,2008,1750,1,1.0,0.0,,1.0,6.0,0.0,30000.0
117,13,29,2,6,4,2007,720,1,1.0,0.0,,1.0,6.0,0.0,8000.0
117,13,29,3,4,10,2007,1350,1,1.0,0.0,,1.0,6.0,0.0,12000.0
117,13,33,1,7,2,2008,1300,1,1.0,0.0,,1.0,0.0,,142000.0
117,13,33,2,4,10,2005,750,1,1.0,0.0,,1.0,0.0,,10000.0
117,13,39,1,7,2,2008,2225,1,1.0,0.0,,1.0,6.0,0.0,33000.0
117,13,39,2,6,4,2007,450,1,1.0,0.0,,1.0,6.0,0.0,10000.0
117,13,39,3,4,10,2007,1850,1,1.0,0.0,,1.0,6.0,0.0,25500.0
117,15,11,1,7,1,2008,820,1,1.0,0.0,,6.0,1.0,0.0,6000.0
117,15,19,1,6,2,2008,800,2,,,,,,,
117,15,31,1,1,12,2007,1,1,4.0,0.0,,1.0,0.0,,6000.0
117,15,41,1,1,3,2007,1,2,,,,,,,
117,15,49,1,6,5,2008,210,2,,,,,,,
117,15,49,2,4,10,2006,200,2,,,,,,,
201,03,11,1,7,2,2008,566,1,1.0,0.0,,1.0,0.0,,12000.0
201,03,27,1,7,1,2008,571,1,1.0,0.0,,1.0,0.0,,14300.0
201,05,07,1,1,1,2008,1,1,1.0,0.0,,4.0,5.0,0.0,5000.0
201,05,31,1,1,12,2007,2,1,1.0,4.0,6.0,2.0,6.0,1.0,5000.0
201,05,31,2,6,7,2007,26,1,1.0,6.0,4.0,3.0,6.0,1.0,18000.0
201,05,31,3,4,8,2005,84,1,1.0,2.0,4.0,2.0,4.0,6.0,20000.0
201,05,31,4,3,8,2005,84,1,1.0,2.0,4.0,2.0,4.0,6.0,13000.0
201,07,02,1,7,2,2008,84,1,1.0,0.0,,1.0,0.0,,99000.0
201,07,25,1,3,4,2008,94,1,1.0,2.0,4.0,1.0,0.0,,43000.0
201,07,25,2,7,2,2008,24,1,1.0,0.0,,4.0,1.0,0.0,86000.0
201,07,25,3,3,7,2007,45,1,1.0,2.0,4.0,1.0,0.0,,20000.0
201,07,25,4,3,5,2007,19,1,1.0,4.0,6.0,1.0,0.0,,13500.0
201,07,25,5,3,4,2006,32,1,1.0,0.0,,1.0,0.0,,37000.0
201,09,07,1,7,2,2008,430,1,1.0,0.0,,1.0,0.0,,55000.0
201,09,07,2,7,7,2006,3,1,1.0,0.0,,1.0,0.0,,1500.0
201,09,11,1,1,2,2008,1,1,1.0,0.0,,1.0,2.0,4.0,3500.0
201,09,11,2,7,2,2008,680,1,1.0,0.0,,1.0,7.0,0.0,102000.0
201,11,11,1,6,2,2008,71,1,1.0,0.0,,1.0,0.0,,94000.0
201,13,19,1,7,2,2008,146,1,1.0,0.0,,1.0,0.0,,-1.0
201,13,19,2,1,5,2008,1,1,2.0,4.0,0.0,1.0,0.0,,8000.0
201,13,23,1,7,2,2008,-1,1,1.0,0.0,,1.0,0.0,,-1.0
201,13,47,1,7,2,2008,-1,1,1.0,0.0,,1.0,2.0,7.0,-1.0
201,13,47,2,3,7,2007,16,1,1.0,0.0,,1.0,0.0,,84000.0
201,13,47,3,6,4,2005,67,1,1.0,0.0,,1.0,0.0,,414000.0
201,15,07,1,6,2,2008,30,1,1.0,0.0,,1.0,3.0,0.0,320000.0
201,15,07,2,6,4,2006,46,1,1.0,0.0,,1.0,0.0,,800000.0
201,15,13,1,7,2,2008,441,1,1.0,0.0,,1.0,6.0,0.0,226000.0
201,15,13,2,6,9,2007,665,1,1.0,0.0,,6.0,0.0,,8700.0
201,15,13,3,3,8,2007,26,1,1.0,0.0,,6.0,0.0,,4000.0
201,15,37,1,7,2,2008,750,1,1.0,0.0,,1.0,6.0,0.0,-1.0
201,15,37,2,4,8,2007,4,2,,,,,,,
201,15,37,3,6,6,2006,7,1,1.0,0.0,,1.0,0.0,,-1.0
201,15,41,1,7,2,2008,1000,1,1.0,0.0,,1.0,6.0,0.0,246000.0
201,15,41,2,6,9,2007,430,1,1.0,0.0,,1.0,0.0,,-1.0
201,15,45,1,3,7,2008,-1,1,1.0,0.0,,1.0,6.0,0.0,-1.0
201,15,45,2,6,5,2008,-1,1,1.0,0.0,,1.0,6.0,0.0,-1.0
201,15,45,3,7,2,2008,-1,1,1.0,0.0,,1.0,6.0,0.0,-1.0
201,17,13,1,7,2,2008,57,1,1.0,0.0,,1.0,0.0,,58000.0
201,17,13,2,4,4,2007,290,1,1.0,0.0,,7.0,2.0,0.0,32725.0
201,17,13,3,6,6,2007,273,1,1.0,0.0,,3.0,2.0,0.0,167000.0
201,17,33,1,7,2,2008,840,1,1.0,0.0,,1.0,2.0,0.0,340000.0
201,19,09,1,1,2,2006,0,2,,,,,,,
201,19,15,1,7,2,2008,51,1,1.0,0.0,,1.0,6.0,0.0,-1.0
201,19,15,2,1,2,2007,1,1,1.0,0.0,,1.0,0.0,,4000.0
201,19,19,1,1,2,2008,1,1,1.0,0.0,,1.0,0.0,,5000.0
201,19,19,2,7,2,2008,44,1,1.0,0.0,,1.0,0.0,,-1.0
201,19,19,3,1,7,2007,2,2,,,,,,,
201,19,35,1,3,2,2008,100,1,1.0,4.0,0.0,6.0,0.0,,-1.0
201,19,35,2,4,4,2008,15,1,1.0,4.0,0.0,1.0,0.0,,8000.0
201,19,35,3,3,7,2007,150,2,,,,,,,
201,19,41,1,4,4,2008,316,1,1.0,0.0,,1.0,6.0,0.0,126000.0
201,19,41,2,4,2,2008,6,1,1.0,0.0,,1.0,0.0,,-1.0
201,19,41,3,6,2,2006,7,1,1.0,0.0,,1.0,6.0,0.0,-1.0
201,19,53,1,1,9,2007,2,2,,,,,,,
201,19,53,2,6,4,2006,70,1,1.0,2.0,0.0,1.0,2.0,0.0,17400.0
201,19,61,1,3,8,2008,-1,1,1.0,0.0,,1.0,0.0,,-1.0
201,19,61,2,4,4,2008,-1,1,1.0,0.0,,1.0,0.0,,-1.0
201,19,61,3,7,2,2008,-1,1,1.0,0.0,,1.0,6.0,0.0,-1.0
201,19,61,4,1,10,2007,1,1,1.0,0.0,,1.0,0.0,,3000.0
203,01,09,1,3,8,2008,21,2,,,,,,,
203,01,09,2,3,7,2007,10,1,1.0,0.0,,1.0,6.0,0.0,12000.0
203,01,09,3,3,8,2006,16,2,,,,,,,
203,01,13,1,3,6,2007,6,2,,,,,,,
203,01,13,2,3,6,2006,12,2,,,,,,,
203,03,17,1,7,2,2008,524,1,1.0,0.0,,1.0,0.0,,-1.0
203,03,17,2,4,4,2007,76,1,7.0,1.0,0.0,1.0,6.0,0.0,165525.0
203,03,37,1,4,4,2008,-1,2,,,,,,,
203,03,37,2,7,2,2008,-1,1,1.0,0.0,,1.0,0.0,,266817.0
203,04,03,1,7,1,2008,180,1,1.0,0.0,,1.0,0.0,,98000.0
203,04,03,2,4,8,2007,4,1,1.0,0.0,,1.0,0.0,,8000.0
203,04,03,3,6,6,2007,200,2,,,,,,,
203,04,07,1,4,4,2008,96,1,1.0,0.0,,1.0,0.0,,130592.0
203,04,07,2,7,1,2008,76,1,1.0,0.0,,1.0,0.0,,105000.0
203,04,07,3,4,4,2007,43,1,1.0,0.0,,1.0,0.0,,45500.0
203,04,09,1,3,7,2008,2,1,1.0,0.0,,1.0,0.0,,1000.0
203,04,09,2,3,6,2008,2,1,1.0,0.0,,1.0,0.0,,1000.0
203,04,11,1,3,1,2008,128,1,1.0,0.0,,1.0,0.0,,240500.0
203,05,17,1,3,9,2007,57,1,1.0,0.0,,2.0,0.0,,18900.0
203,05,17,2,6,9,2007,-1,2,,,,,,,
203,05,17,3,4,4,2007,21,1,4.0,0.0,,1.0,0.0,,2400.0
203,05,17,4,1,3,2006,1,1,1.0,0.0,,1.0,0.0,,1500.0
203,05,23,1,6,1,2008,42,1,1.0,0.0,,1.0,0.0,,66950.0
203,05,23,2,3,9,2007,50,1,1.0,4.0,0.0,1.0,2.0,6.0,25462.0
203,05,29,1,7,1,2008,33,1,1.0,0.0,,1.0,0.0,,40500.0
203,07,02,1,7,1,2008,185,1,1.0,0.0,,1.0,0.0,,222500.0
203,07,02,2,3,7,2007,235,2,,,,,,,
203,07,02,3,4,5,2006,420,2,,,,,,,
203,07,15,1,3,9,2007,54,2,,,,,,,
203,07,15,2,3,6,2007,54,2,,,,,,,
203,09,05,1,5,3,2006,-1,1,1.0,0.0,,6.0,0.0,,10500.0
203,09,05,2,6,12,2005,147,1,1.0,0.0,,1.0,0.0,,35970.0
203,11,09,1,1,12,2007,-1,1,1.0,0.0,,1.0,0.0,,-1.0
203,11,09,2,6,10,2007,-1,1,1.0,0.0,,1.0,0.0,,-1.0
203,11,17,1,6,3,2008,32,1,1.0,0.0,,1.0,0.0,,4960.0
203,11,17,2,7,2,2008,74,1,1.0,0.0,,1.0,0.0,,155800.0
203,11,19,1,7,2,2008,99,1,1.0,0.0,,2.0,0.0,,194200.0
203,11,19,2,6,3,2007,61,1,1.0,0.0,,1.0,0.0,,9150.0
203,11,29,1,7,2,2008,91,1,1.0,0.0,,1.0,0.0,,231000.0
203,11,29,2,6,5,2007,41,1,1.0,0.0,,1.0,0.0,,4248.0
203,13,29,1,1,6,2007,2,1,9.0,0.0,,1.0,0.0,,560000.0
203,13,31,1,6,7,2008,-1,2,,,,,,,
203,13,31,2,3,4,2008,-1,2,,,,,,,
203,13,31,3,4,2,2008,-1,1,1.0,0.0,,1.0,0.0,,13255.0
203,13,31,4,7,2,2008,-1,1,1.0,0.0,,1.0,0.0,,580000.0
203,13,31,5,4,3,2007,47,1,1.0,0.0,,1.0,0.0,,4872.0
203,15,25,1,3,7,2007,3,2,,,,,,,
203,15,39,1,3,5,2007,60,2,,,,,,,
203,17,15,1,7,2,2007,300,2,,,,,,,
203,17,15,2,7,2,2006,300,2,,,,,,,
203,17,15,3,6,4,2006,28,2,,,,,,,
203,17,27,1,4,5,2007,12,2,,,,,,,
203,17,27,2,3,4,2006,90,2,,,,,,,
203,17,27,3,6,3,2006,550,2,,,,,,,
203,17,27,4,5,3,2005,550,2,,,,,,,
203,17,29,1,4,2,2007,26,1,1.0,0.0,,1.0,0.0,,-1.0
203,17,29,2,1,1,2007,1,1,4.0,0.0,,1.0,0.0,,500.0
203,17,35,1,4,5,2007,14,2,,,,,,,
203,17,35,2,5,8,2007,14,2,,,,,,,
203,19,15,1,7,8,2008,154,1,1.0,0.0,,1.0,0.0,,22000.0
203,19,15,2,4,7,2007,5,1,1.0,2.0,4.0,1.0,7.0,0.0,2089.0
203,19,15,3,4,4,2007,2,2,,,,,,,
203,19,15,4,4,6,2006,3,1,1.0,2.0,4.0,1.0,7.0,0.0,-1.0
203,19,21,1,4,5,2008,1,2,,,,,,,
203,19,21,2,7,2,2008,75,1,1.0,0.0,,1.0,0.0,,79500.0
203,19,21,3,4,6,2007,40,1,1.0,0.0,,7.0,0.0,,38000.0
203,19,21,4,4,7,2006,5,2,,,,,,,
203,21,21,1,6,2,2008,82,1,1.0,0.0,,1.0,0.0,,91500.0
203,21,21,2,3,7,2006,284,1,1.0,0.0,,6.0,0.0,,20278.0
205,01,19,1,5,2,2008,125,2,,,,,,,
205,01,19,2,6,3,2008,160,2,,,,,,,
205,01,19,3,1,7,2008,1,1,1.0,4.0,6.0,1.0,0.0,,3660.0
205,01,19,4,3,8,2008,113,1,1.0,4.0,0.0,1.0,2.0,0.0,31100.0
205,05,01,1,6,2,2008,-1,1,1.0,2.0,3.0,1.0,2.0,6.0,14550.0
205,05,17,1,3,4,2008,5,1,1.0,2.0,4.0,1.0,2.0,6.0,-1.0
205,05,17,2,6,2,2008,86,1,1.0,2.0,4.0,1.0,2.0,6.0,19610.0
205,05,31,1,3,8,2008,236,2,,,,,,,
205,05,31,2,6,3,2008,6,1,1.0,0.0,,1.0,0.0,,1000.0
205,05,31,3,7,2,2008,23,1,1.0,0.0,,1.0,0.0,,92000.0
205,07,15,1,3,7,2007,0,1,1.0,0.0,,1.0,0.0,,15000.0
205,08,03,1,7,2,2008,70,1,1.0,2.0,0.0,1.0,2.0,6.0,88500.0
205,08,03,2,4,5,2007,17,1,1.0,7.0,0.0,7.0,0.0,,47600.0
205,08,23,1,4,8,2008,20,2,,,,,,,
205,08,23,2,7,3,2008,41,1,1.0,2.0,4.0,2.0,6.0,1.0,81400.0
205,09,51,1,6,12,2007,120,1,1.0,0.0,,1.0,2.0,0.0,60000.0
205,09,65,1,6,1,2008,0,1,1.0,0.0,,1.0,2.0,0.0,60.0
205,11,11,1,6,2,2008,1056,1,1.0,0.0,,1.0,0.0,,44025.0
205,11,11,2,1,10,2005,1,1,4.0,2.0,1.0,1.0,4.0,3.0,14500.0
205,11,15,1,5,3,2008,200,2,,,,,,,
205,11,15,2,6,3,2008,250,2,,,,,,,
205,11,19,1,3,6,2007,190,1,2.0,1.0,0.0,1.0,4.0,0.0,29500.0
205,11,19,2,3,7,2007,150,1,2.0,1.0,0.0,1.0,4.0,0.0,17500.0
205,11,19,3,6,4,2007,1500,1,1.0,0.0,,7.0,0.0,,3000.0
205,11,23,1,3,7,2008,250,1,1.0,2.0,0.0,1.0,0.0,,20000.0
205,11,23,2,6,5,2008,600,2,,,,,,,
205,13,11,1,6,4,2008,7,1,1.0,0.0,,1.0,0.0,,7000.0
205,13,11,2,7,1,2008,663,1,1.0,2.0,0.0,2.0,0.0,,49000.0
205,13,11,3,1,10,2007,1,2,,,,,,,
205,13,11,4,6,3,2007,622,2,,,,,,,
205,13,11,5,5,4,2007,622,2,,,,,,,
205,15,11,1,6,2,2008,90,2,,,,,,,
205,15,11,2,4,9,2007,115,1,1.0,0.0,,1.0,0.0,,2000.0
205,15,11,3,7,4,2007,230,2,,,,,,,
205,15,11,4,4,4,2007,130,2,,,,,,,
205,15,11,5,4,6,2006,200,2,,,,,,,
205,15,27,1,3,8,2008,17,1,1.0,2.0,4.0,2.0,4.0,6.0,20000.0
205,15,27,2,7,2,2008,20,1,1.0,0.0,,1.0,0.0,,27900.0
205,15,27,3,6,4,2007,150,2,,,,,,,
205,15,27,4,1,1,2006,375,2,,,,,,,
205,19,05,1,7,2,2008,0,1,1.0,0.0,,1.0,0.0,,74374.0
205,19,17,1,7,2,2008,754,1,1.0,0.0,,1.0,6.0,0.0,23919.0
205,19,33,1,7,2,2008,470,1,1.0,2.0,0.0,1.0,0.0,,26762.0
205,19,33,2,4,10,2007,15,1,2.0,0.0,,1.0,0.0,,460.0
205,19,43,1,4,8,2008,89,1,1.0,0.0,,1.0,0.0,,250000.0
205,19,43,2,7,2,2008,50,1,1.0,0.0,,1.0,0.0,,308000.0
207,01,11,1,4,8,2008,9,1,1.0,4.0,0.0,1.0,4.0,0.0,7000.0
207,01,15,1,3,7,2006,185,1,1.0,0.0,,1.0,6.0,0.0,85.0
207,01,15,2,4,7,2006,155,2,,,,,,,
207,03,03,1,3,7,2006,195,1,1.0,3.0,0.0,1.0,7.0,0.0,33360.0
207,03,07,1,3,8,2008,0,2,,,,,,,
207,03,07,2,4,7,2008,0,2,,,,,,,
207,03,07,3,6,2,2008,0,1,1.0,0.0,,1.0,0.0,,-1.0
207,03,07,4,6,5,2007,0,2,,,,,,,
207,03,07,5,3,7,2006,0,2,,,,,,,
207,03,25,1,7,2,2008,50,1,2.0,1.0,0.0,6.0,1.0,0.0,10000.0
207,04,05,1,1,10,2007,1,1,1.0,4.0,0.0,1.0,2.0,4.0,7000.0
207,04,07,1,7,1,2008,180,1,1.0,2.0,0.0,1.0,2.0,0.0,37000.0
207,04,07,2,6,7,2007,199,1,1.0,2.0,4.0,1.0,2.0,6.0,-1.0
207,04,07,3,5,5,2006,402,2,,,,,,,
207,04,07,4,6,2,2006,70,2,,,,,,,
207,04,17,1,3,7,2007,183,1,1.0,0.0,,1.0,0.0,,28576.0
207,04,17,2,3,6,2006,334,1,1.0,2.0,3.0,1.0,0.0,,53713.0
207,04,17,3,6,6,2006,621,2,,,,,,,
207,05,03,1,7,2,2007,151,1,1.0,2.0,0.0,1.0,7.0,0.0,430400.0
207,05,03,2,6,6,2007,54,1,9.0,0.0,,9.0,0.0,,-1.0
207,05,07,1,7,2,2007,269,1,1.0,0.0,,1.0,0.0,,261000.0
207,05,07,2,6,6,2006,269,1,1.0,0.0,,1.0,0.0,,4000.0
207,05,09,1,7,1,2008,-1,1,1.0,2.0,0.0,1.0,0.0,,212000.0
207,05,09,2,6,2,2007,65,1,1.0,0.0,,1.0,0.0,,5000.0
207,05,09,3,4,5,2007,25,1,1.0,0.0,,1.0,0.0,,20000.0
207,05,09,4,3,5,2007,11,1,1.0,0.0,,1.0,0.0,,15000.0
207,05,09,5,5,7,2006,40,2,,,,,,,
207,07,07,1,3,7,2005,138,2,,,,,,,
207,07,21,1,3,7,2006,156,1,1.0,2.0,4.0,1.0,2.0,7.0,150000.0
207,07,31,1,1,5,2008,1,1,1.0,4.0,0.0,1.0,0.0,,5230.0
207,07,31,2,4,4,2007,173,1,1.0,0.0,,1.0,0.0,,168624.0
207,09,13,1,2,4,2008,1,2,,,,,,,
207,09,21,1,6,2,2008,63,1,1.0,4.0,3.0,1.0,4.0,6.0,52700.0
207,09,21,2,4,6,2006,58,2,,,,,,,
207,11,07,1,5,12,2007,22,1,1.0,0.0,,1.0,0.0,,8800.0
207,11,25,1,6,3,2008,320,1,1.0,2.0,5.0,1.0,2.0,0.0,120000.0
207,11,33,1,5,12,2007,368,2,,,,,,,
207,11,33,2,3,6,2006,6,1,1.0,4.0,2.0,1.0,2.0,4.0,27500.0
207,12,15,1,1,4,2007,2,1,1.0,6.0,4.0,1.0,4.0,5.0,1200.0
207,12,15,2,4,4,2007,591,1,1.0,0.0,,1.0,0.0,,-1.0
207,12,15,3,3,6,2006,77,1,1.0,0.0,,6.0,0.0,,8431.0
207,12,15,4,6,3,2006,1,1,1.0,0.0,,6.0,0.0,,18000.0
207,12,17,1,4,4,2007,77,1,1.0,0.0,,1.0,0.0,,8320.0
207,12,19,1,4,4,2007,64,1,1.0,0.0,,1.0,0.0,,22600.0
209,01,13,1,7,10,2008,11,2,,,,,,,
209,03,21,1,6,2,2008,49,2,,,,,,,
209,03,21,2,5,9,2007,1040,2,,,,,,,
209,03,21,3,3,6,2007,10,2,,,,,,,
209,03,21,4,4,6,2006,5,2,,,,,,,
209,03,29,1,3,9,2008,512,2,,,,,,,
209,03,29,2,6,2,2008,686,1,1.0,0.0,,1.0,0.0,,686000.0
209,03,43,1,4,8,2007,30,2,,,,,,,
209,03,43,2,5,5,2007,160,2,,,,,,,
209,05,19,1,6,1,2008,116,1,1.0,0.0,,1.0,0.0,,431000.0
209,05,19,2,6,2,2006,210,2,,,,,,,
209,05,33,1,3,7,2008,0,2,,,,,,,
209,05,33,2,6,1,2008,135,1,1.0,0.0,,1.0,0.0,,343000.0
209,07,13,1,6,4,2007,120,2,,,,,,,
209,07,13,2,1,6,2006,1,1,4.0,6.0,0.0,1.0,2.0,4.0,2500.0
209,07,13,3,4,3,2006,30,2,,,,,,,
209,07,31,1,3,9,2008,11,2,,,,,,,
209,07,31,2,1,7,2008,1,2,,,,,,,
209,07,31,3,6,2,2008,1,1,1.0,0.0,,1.0,0.0,,278.0
209,09,05,1,6,2,2008,92,1,1.0,0.0,,1.0,0.0,,63000.0
209,09,15,1,6,2,2008,50,1,1.0,0.0,,1.0,0.0,,72000.0
209,09,15,2,6,12,2007,21,2,,,,,,,
209,09,31,1,1,12,2007,78,1,1.0,0.0,,1.0,0.0,,142000.0
209,11,09,1,3,5,2008,2,2,,,,,,,
209,11,09,2,6,12,2007,64,1,1.0,0.0,,1.0,0.0,,191000.0
209,11,09,3,5,9,2007,40,2,,,,,,,
209,11,27,1,6,12,2007,87,2,,,,,,,
209,11,27,2,5,6,2006,452,2,,,,,,,
209,11,43,1,6,12,2007,42,2,,,,,,,
209,13,13,1,4,7,2007,1,1,2.0,3.0,0.0,1.0,0.0,,500.0
209,17,09,1,7,1,2008,804,1,1.0,0.0,,1.0,0.0,,152000.0
209,17,09,2,6,1,2006,17,1,1.0,0.0,,1.0,3.0,0.0,1000.0
209,17,19,1,7,1,2008,80,1,1.0,0.0,,1.0,0.0,,246000.0
209,17,27,1,7,1,2008,108,1,1.0,0.0,,1.0,0.0,,170000.0
209,17,31,1,6,5,2008,730,2,,,,,,,
209,17,31,2,7,1,2008,53,1,1.0,0.0,,1.0,0.0,,99500.0
209,19,11,1,3,9,2005,36,1,4.0,1.0,6.0,1.0,3.0,2.0,54000.0
209,21,05,1,6,1,2008,0,1,1.0,0.0,,1.0,0.0,,-1.0
209,21,05,2,5,5,2006,0,2,,,,,,,
209,21,05,3,4,4,2005,0,2,,,,,,,
209,21,33,1,7,1,2008,1468,1,1.0,0.0,,1.0,0.0,,60000.0
209,21,33,2,5,5,2008,678,2,,,,,,,
211,01,13,1,3,8,2008,470,2,,,,,,,
211,01,13,2,7,2,2008,512,1,1.0,0.0,,1.0,0.0,,40000.0
211,03,37,1,7,2,2008,-1,1,1.0,0.0,,1.0,0.0,,322600.0
211,05,09,1,4,8,2006,2,1,1.0,0.0,,1.0,0.0,,8000.0
211,05,23,1,1,9,2007,3,1,1.0,2.0,6.0,1.0,5.0,6.0,17000.0
211,05,45,1,1,2,2008,1,1,1.0,4.0,7.0,1.0,5.0,0.0,10000.0
211,09,21,1,7,2,2008,1400,1,1.0,0.0,,1.0,0.0,,40000.0
211,09,37,1,1,5,2007,1,1,1.0,0.0,,1.0,4.0,0.0,10000.0
211,09,45,1,3,8,2006,700,2,,,,,,,
211,09,53,1,1,10,2006,1,1,7.0,0.0,,7.0,0.0,,-1.0
211,09,57,1,4,7,2007,135,1,1.0,0.0,,5.0,0.0,,10300.0
211,09,63,1,1,8,2007,1,2,,,,,,,
211,09,65,1,1,2,2008,1,2,,,,,,,
211,11,05,1,7,1,2008,763,1,1.0,0.0,,1.0,0.0,,50560.0
211,11,05,2,6,8,2008,11,2,,,,,,,
211,11,15,1,1,1,2008,28,1,1.0,0.0,,6.0,0.0,,3650.0
211,11,25,1,7,12,2007,1700,2,,,,,,,
211,11,29,1,5,3,2006,2021,2,,,,,,,
211,11,41,1,7,1,2008,670,1,1.0,4.0,0.0,6.0,4.0,7.0,4450.0
211,11,47,1,4,4,2006,150,2,,,,,,,
211,11,55,1,4,4,2006,670,2,,,,,,,
211,11,55,2,5,3,2006,1468,2,,,,,,,
211,11,65,1,6,6,2006,1200,1,1.0,0.0,,1.0,0.0,,700000.0
213,01,17,1,7,2,2008,515,1,1.0,0.0,,1.0,0.0,,30733.0
213,05,11,1,1,2,2008,1,1,1.0,4.0,0.0,1.0,0.0,,8300.0
213,05,11,2,1,9,2007,1,1,1.0,4.0,6.0,1.0,7.0,0.0,3427.0
213,05,11,3,1,5,2007,1,1,1.0,4.0,6.0,1.0,7.0,0.0,16912.0
213,05,19,1,4,8,2008,9,1,2.0,6.0,0.0,6.0,7.0,0.0,7400.0
213,05,19,2,6,2,2008,18,1,1.0,0.0,,1.0,0.0,,36000.0
213,05,19,3,6,4,2006,14,1,1.0,0.0,,1.0,0.0,,3200.0
213,05,33,1,3,8,2008,113,2,,,,,,,
213,05,33,2,5,2,2008,158,1,1.0,0.0,,6.0,0.0,,8600.0
213,05,33,3,6,3,2007,19,1,1.0,0.0,,1.0,0.0,,38000.0
213,05,41,1,6,4,2008,27,2,,,,,,,
213,05,41,2,4,3,2008,2,1,4.0,0.0,,1.0,0.0,,1500.0
213,05,41,3,5,2,2008,66,2,,,,,,,
213,05,41,4,7,4,2007,2,2,,,,,,,
213,05,41,5,1,10,2007,1,1,4.0,0.0,,1.0,0.0,,3000.0
213,07,03,1,7,2,2008,240,1,1.0,0.0,,6.0,1.0,0.0,100440.0
213,07,03,2,3,8,2008,309,1,1.0,0.0,,1.0,6.0,0.0,22000.0
213,07,11,1,7,2,2008,673,1,1.0,0.0,,1.0,0.0,,20900.0
213,07,27,1,7,2,2008,900,1,1.0,0.0,,1.0,0.0,,39200.0
