tinh,huyen,xa,diaban,hoso,m4b17ma,m4b17c2,m4b17c3,m4b17c4,m4b17c5,m4b17c6
107,17,17.0,4,15,1.0,20.0,0.0,0.0,0.0,20.0
107,17,17.0,4,15,2.0,60.0,0.0,0.0,10.0,70.0
107,17,29.0,12,13,3.0,35.0,5.0,0.0,0.0,40.0
107,17,29.0,12,13,2.0,129.0,40.0,0.0,0.0,169.0
107,17,29.0,12,13,1.0,43.0,9.0,0.0,0.0,52.0
107,17,29.0,12,13,4.0,45.0,5.0,0.0,0.0,50.0
107,17,29.0,12,15,3.0,70.0,0.0,0.0,0.0,70.0
107,17,29.0,12,15,4.0,60.0,0.0,0.0,0.0,60.0
107,17,29.0,12,15,1.0,65.0,29.0,0.0,5.0,99.0
107,17,29.0,12,15,2.0,195.0,55.0,0.0,10.0,260.0
107,17,29.0,12,19,3.0,26.0,0.0,0.0,0.0,26.0
107,17,29.0,12,19,4.0,35.0,0.0,0.0,0.0,35.0
107,17,29.0,12,19,1.0,30.0,2.0,0.0,0.0,32.0
107,17,29.0,12,19,2.0,90.0,3.0,0.0,0.0,93.0
107,17,37.0,10,13,1.0,115.0,0.0,0.0,10.0,125.0
107,17,37.0,10,13,3.0,120.0,0.0,0.0,0.0,120.0
107,17,37.0,10,13,2.0,330.0,0.0,0.0,15.0,345.0
107,17,37.0,10,14,1.0,50.0,0.0,0.0,0.0,50.0
107,17,37.0,10,14,2.0,150.0,0.0,0.0,0.0,150.0
107,17,37.0,10,14,4.0,25.0,0.0,0.0,0.0,25.0
107,17,37.0,10,14,3.0,25.0,0.0,0.0,0.0,25.0
107,17,37.0,10,15,3.0,60.0,0.0,0.0,0.0,60.0
107,17,37.0,10,15,4.0,26.0,0.0,0.0,0.0,26.0
107,17,37.0,10,15,2.0,180.0,6.0,0.0,0.0,186.0
107,17,37.0,10,15,1.0,65.0,5.0,0.0,0.0,70.0
107,19,13.0,8,13,3.0,89.0,0.0,0.0,0.0,89.0
107,19,13.0,8,13,1.0,125.0,2.0,0.0,6.0,133.0
107,19,13.0,8,13,4.0,375.0,0.0,0.0,0.0,375.0
107,19,13.0,8,14,4.0,185.0,0.0,0.0,0.0,185.0
107,19,13.0,8,14,5.0,100.0,0.0,0.0,0.0,100.0
107,19,13.0,8,14,3.0,29.0,0.0,0.0,0.0,29.0
107,19,13.0,8,14,1.0,65.0,0.0,0.0,0.0,65.0
107,19,13.0,8,24,3.0,93.0,0.0,0.0,0.0,93.0
107,19,13.0,8,24,4.0,510.0,0.0,0.0,25.0,535.0
107,19,13.0,8,24,1.0,120.0,3.0,0.0,0.0,123.0
107,19,21.0,5,13,4.0,365.0,0.0,0.0,0.0,365.0
107,19,21.0,5,13,1.0,126.0,0.0,0.0,16.0,142.0
107,19,21.0,5,13,3.0,60.0,0.0,0.0,0.0,60.0
107,19,21.0,5,14,4.0,317.0,0.0,0.0,0.0,317.0
107,19,21.0,5,14,1.0,150.0,0.0,0.0,0.0,150.0
107,19,21.0,5,14,3.0,62.0,0.0,0.0,0.0,62.0
107,19,21.0,5,15,3.0,65.0,0.0,0.0,0.0,65.0
107,19,21.0,5,15,1.0,95.0,0.0,0.0,10.0,105.0
107,19,21.0,5,15,4.0,245.0,0.0,0.0,38.0,283.0
107,19,29.0,9,13,1.0,160.0,9.0,0.0,3.0,172.0
107,19,29.0,9,13,4.0,610.0,0.0,0.0,0.0,610.0
107,19,29.0,9,13,3.0,145.0,0.0,0.0,0.0,145.0
107,19,29.0,9,15,3.0,173.0,4.0,0.0,0.0,177.0
107,19,29.0,9,15,1.0,220.0,8.0,0.0,6.0,234.0
107,19,29.0,9,15,4.0,1000.0,0.0,0.0,4.0,1004.0
107,19,29.0,9,19,3.0,30.0,0.0,0.0,0.0,30.0
107,19,29.0,9,19,1.0,70.0,0.0,0.0,0.0,70.0
107,19,29.0,9,19,4.0,143.0,0.0,0.0,0.0,143.0
107,21,3.0,12,13,4.0,150.0,0.0,0.0,0.0,150.0
107,21,3.0,12,13,3.0,50.0,0.0,0.0,0.0,50.0
107,21,3.0,12,13,2.0,50.0,20.0,0.0,0.0,70.0
107,21,3.0,12,13,1.0,100.0,10.0,0.0,0.0,110.0
107,21,3.0,12,14,2.0,141.0,56.0,0.0,0.0,197.0
107,21,3.0,12,14,1.0,66.0,28.0,0.0,0.0,94.0
107,21,3.0,12,14,3.0,45.0,20.0,0.0,0.0,65.0
107,21,3.0,12,15,1.0,52.0,0.0,0.0,0.0,52.0
107,21,3.0,12,15,3.0,32.0,0.0,0.0,0.0,32.0
107,21,3.0,12,15,2.0,104.0,0.0,0.0,0.0,104.0
107,21,13.0,5,13,3.0,120.0,5.0,0.0,0.0,125.0
107,21,13.0,5,13,1.0,210.0,20.0,0.0,0.0,230.0
107,21,13.0,5,13,2.0,450.0,20.0,0.0,0.0,470.0
107,21,13.0,5,14,3.0,50.0,0.0,0.0,0.0,50.0
107,21,13.0,5,14,2.0,200.0,10.0,0.0,0.0,210.0
107,21,13.0,5,14,1.0,100.0,5.0,0.0,0.0,105.0
107,21,13.0,5,15,3.0,30.0,0.0,0.0,0.0,30.0
107,21,13.0,5,15,1.0,96.0,0.0,0.0,0.0,96.0
107,21,13.0,5,15,2.0,180.0,0.0,0.0,50.0,230.0
107,21,21.0,5,13,,,,,,
107,21,21.0,5,14,3.0,42.0,6.0,0.0,0.0,48.0
107,21,21.0,5,14,1.0,95.0,42.0,0.0,0.0,137.0
107,21,21.0,5,14,2.0,243.0,47.0,0.0,0.0,290.0
107,21,21.0,5,15,2.0,0.0,25.0,0.0,50.0,75.0
107,21,21.0,5,15,3.0,0.0,6.0,0.0,30.0,36.0
107,21,21.0,5,15,1.0,0.0,13.0,0.0,20.0,33.0
107,21,29.0,4,13,1.0,260.0,20.0,0.0,15.0,295.0
107,21,29.0,4,13,3.0,130.0,10.0,0.0,0.0,140.0
107,21,29.0,4,13,4.0,500.0,50.0,0.0,10.0,560.0
107,21,29.0,4,13,2.0,100.0,0.0,0.0,10.0,110.0
107,21,29.0,4,14,1.0,70.0,14.0,0.0,0.0,84.0
107,21,29.0,4,14,2.0,140.0,10.0,0.0,0.0,150.0
107,21,29.0,4,14,3.0,40.0,8.0,0.0,0.0,48.0
107,21,29.0,4,15,4.0,120.0,0.0,0.0,0.0,120.0
107,21,29.0,4,15,2.0,50.0,0.0,0.0,0.0,50.0
107,21,29.0,4,15,3.0,40.0,0.0,0.0,0.0,40.0
107,21,29.0,4,15,1.0,70.0,0.0,0.0,0.0,70.0
107,21,37.0,18,13,2.0,451.0,11.0,0.0,0.0,462.0
107,21,37.0,18,13,3.0,123.0,10.0,0.0,0.0,133.0
107,21,37.0,18,13,1.0,210.0,15.0,0.0,0.0,225.0
107,21,37.0,18,14,3.0,72.0,0.0,0.0,0.0,72.0
107,21,37.0,18,14,1.0,156.0,0.0,0.0,0.0,156.0
107,21,37.0,18,14,2.0,288.0,0.0,0.0,0.0,288.0
107,21,37.0,18,15,,,,,,
107,23,1.0,12,13,2.0,80.0,0.0,0.0,0.0,80.0
107,23,1.0,12,13,1.0,20.0,0.0,0.0,0.0,20.0
107,23,1.0,12,13,3.0,8.0,0.0,0.0,0.0,8.0
107,23,1.0,12,14,4.0,51.0,0.0,0.0,0.0,51.0
107,23,1.0,12,14,2.0,10.0,0.0,0.0,0.0,10.0
107,23,1.0,12,14,3.0,5.0,0.0,0.0,0.0,5.0
107,23,1.0,12,14,1.0,27.0,0.0,0.0,0.0,27.0
107,23,1.0,12,15,2.0,320.0,0.0,0.0,0.0,320.0
107,23,1.0,12,15,3.0,40.0,0.0,0.0,0.0,40.0
107,23,1.0,12,15,1.0,80.0,3.0,0.0,0.0,83.0
107,23,9.0,14,14,1.0,84.0,3.0,0.0,0.0,87.0
107,23,9.0,14,14,2.0,140.0,0.0,0.0,15.0,155.0
107,23,9.0,14,14,3.0,34.0,0.0,0.0,0.0,34.0
107,23,9.0,14,15,,,,,,
107,23,9.0,14,19,1.0,24.0,0.0,0.0,0.0,24.0
107,23,9.0,14,19,3.0,9.0,0.0,0.0,0.0,9.0
107,23,9.0,14,19,2.0,48.0,0.0,0.0,0.0,48.0
107,23,19.0,7,13,2.0,150.0,0.0,0.0,0.0,150.0
107,23,19.0,7,13,1.0,74.0,15.0,0.0,0.0,89.0
107,23,19.0,7,13,3.0,14.0,5.0,0.0,0.0,19.0
107,23,19.0,7,14,4.0,0.0,30.0,0.0,0.0,30.0
107,23,19.0,7,14,5.0,100.0,0.0,0.0,0.0,100.0
107,23,19.0,7,14,3.0,20.0,0.0,0.0,0.0,20.0
107,23,19.0,7,14,1.0,50.0,10.0,0.0,0.0,60.0
107,23,19.0,7,15,2.0,20.0,0.0,0.0,0.0,20.0
107,23,19.0,7,15,1.0,28.0,0.0,0.0,0.0,28.0
107,23,31.0,3,13,2.0,480.0,0.0,0.0,20.0,500.0
107,23,31.0,3,13,1.0,95.0,5.0,0.0,0.0,100.0
107,23,31.0,3,13,3.0,60.0,0.0,0.0,0.0,60.0
107,23,31.0,3,14,3.0,24.0,0.0,0.0,0.0,24.0
107,23,31.0,3,14,1.0,65.0,0.0,0.0,0.0,65.0
107,23,31.0,3,14,2.0,200.0,0.0,0.0,0.0,200.0
107,23,31.0,3,19,1.0,70.0,25.0,0.0,0.0,95.0
107,23,31.0,3,19,2.0,224.0,60.0,0.0,25.0,309.0
107,23,31.0,3,19,3.0,126.0,0.0,0.0,0.0,126.0
107,23,39.0,4,13,3.0,40.0,0.0,0.0,0.0,40.0
107,23,39.0,4,13,1.0,84.0,6.0,0.0,0.0,90.0
107,23,39.0,4,13,2.0,252.0,5.0,3.0,2.0,262.0
107,23,39.0,4,13,4.0,0.0,0.0,5.0,0.0,5.0
107,23,39.0,4,14,2.0,192.0,0.0,0.0,0.0,192.0
107,23,39.0,4,14,1.0,96.0,5.0,0.0,3.0,104.0
107,23,39.0,4,14,3.0,38.0,0.0,0.0,0.0,38.0
107,23,39.0,4,15,2.0,50.0,0.0,0.0,0.0,50.0
107,23,39.0,4,15,4.0,100.0,0.0,30.0,0.0,130.0
107,23,39.0,4,15,1.0,100.0,5.0,15.0,0.0,120.0
107,23,53.0,3,13,2.0,120.0,0.0,0.0,0.0,120.0
107,23,53.0,3,13,3.0,12.0,2.0,0.0,0.0,14.0
107,23,53.0,3,13,1.0,60.0,4.0,0.0,0.0,64.0
107,23,53.0,3,14,4.0,180.0,30.0,0.0,30.0,240.0
107,23,53.0,3,14,3.0,36.0,0.0,0.0,0.0,36.0
107,23,53.0,3,14,1.0,90.0,0.0,0.0,0.0,90.0
107,23,53.0,3,15,,,,,,
109,1,1.0,12,13,,,,,,
109,1,1.0,12,14,,,,,,
109,1,1.0,12,15,1.0,0.0,2.0,0.0,3.0,5.0
109,1,1.0,12,15,2.0,0.0,0.0,0.0,20.0,20.0
109,1,7.0,5,13,,,,,,
109,1,7.0,5,14,,,,,,
109,1,7.0,5,15,1.0,0.0,2.0,0.0,0.0,2.0
109,2,1.0,13,13,,,,,,
109,2,1.0,13,14,,,,,,
109,2,1.0,13,15,,,,,,
109,2,3.0,10,13,1.0,30.0,2.0,12.0,0.0,44.0
109,2,3.0,10,13,2.0,58.0,2.0,0.0,0.0,60.0
109,2,3.0,10,13,4.0,13.0,0.0,15.0,0.0,28.0
109,2,3.0,10,14,1.0,48.0,0.0,0.0,0.0,48.0
109,2,3.0,10,14,3.0,12.0,0.0,0.0,0.0,12.0
109,2,3.0,10,14,4.0,52.0,0.0,0.0,0.0,52.0
109,2,3.0,10,15,1.0,0.0,20.0,0.0,0.0,20.0
109,2,3.0,10,15,3.0,0.0,18.0,0.0,0.0,18.0
109,2,3.0,10,15,4.0,0.0,0.0,0.0,5.0,5.0
109,2,9.0,14,13,4.0,14.0,0.0,0.0,0.0,14.0
109,2,9.0,14,13,1.0,17.0,7.0,0.0,0.0,24.0
109,2,9.0,14,14,3.0,7.0,1.0,0.0,0.0,8.0
109,2,9.0,14,14,2.0,6.0,0.0,0.0,0.0,6.0
109,2,9.0,14,14,4.0,32.0,0.0,0.0,2.0,34.0
109,2,9.0,14,14,1.0,51.0,2.0,0.0,0.0,53.0
109,2,9.0,14,15,4.0,0.0,1.0,0.0,0.0,1.0
109,2,15.0,9,13,,,,,,
109,2,15.0,9,15,1.0,140.0,5.0,3.0,1.0,149.0
109,2,15.0,9,15,3.0,80.0,5.0,2.0,2.0,89.0
109,2,15.0,9,15,4.0,160.0,20.0,0.0,4.0,184.0
109,2,15.0,9,15,5.0,0.0,4.0,0.0,0.0,4.0
109,2,15.0,9,15,2.0,280.0,15.0,5.0,0.0,300.0
109,2,15.0,9,20,1.0,0.0,0.0,0.0,3.0,3.0
109,2,19.0,12,13,,,,,,
109,2,19.0,12,14,1.0,0.0,8.0,0.0,0.0,8.0
109,2,19.0,12,14,2.0,0.0,18.0,0.0,0.0,18.0
109,2,19.0,12,15,1.0,0.0,0.0,0.0,46.0,46.0
109,2,19.0,12,15,2.0,0.0,0.0,0.0,34.0,34.0
109,2,19.0,12,15,3.0,0.0,0.0,0.0,3.0,3.0
109,3,31.0,11,13,3.0,72.0,0.0,0.0,0.0,72.0
109,3,31.0,11,13,1.0,48.0,4.0,0.0,0.0,52.0
109,3,31.0,11,13,2.0,120.0,0.0,0.0,0.0,120.0
109,3,31.0,11,14,1.0,65.0,4.0,0.0,4.0,73.0
109,3,31.0,11,14,2.0,130.0,0.0,0.0,0.0,130.0
109,3,31.0,11,14,3.0,65.0,0.0,0.0,0.0,65.0
109,3,31.0,11,15,3.0,68.0,0.0,0.0,0.0,68.0
109,3,31.0,11,15,1.0,75.0,1.0,0.0,0.0,76.0
109,3,31.0,11,15,2.0,135.0,0.0,0.0,0.0,135.0
109,3,37.0,9,13,1.0,82.0,0.0,0.0,0.0,82.0
109,3,37.0,9,13,2.0,115.0,0.0,0.0,0.0,115.0
109,3,37.0,9,13,3.0,58.0,0.0,0.0,0.0,58.0
109,3,37.0,9,14,,,,,,
109,3,37.0,9,15,,,,,,
109,3,49.0,2,13,1.0,48.0,0.0,0.0,0.0,48.0
109,3,49.0,2,13,2.0,96.0,0.0,0.0,0.0,96.0
109,3,49.0,2,13,3.0,48.0,0.0,0.0,0.0,48.0
109,3,49.0,2,15,2.0,20.0,0.0,0.0,0.0,20.0
109,3,49.0,2,15,1.0,14.0,0.0,0.0,0.0,14.0
109,3,49.0,2,19,1.0,225.0,0.0,0.0,0.0,225.0
109,3,49.0,2,19,4.0,75.0,0.0,0.0,0.0,75.0
109,4,5.0,7,13,1.0,150.0,15.0,0.0,0.0,165.0
109,4,5.0,7,13,3.0,0.0,7.0,0.0,0.0,7.0
109,4,5.0,7,13,2.0,80.0,18.0,0.0,0.0,98.0
109,4,5.0,7,13,4.0,60.0,0.0,0.0,0.0,60.0
109,4,5.0,7,14,2.0,188.0,15.0,0.0,0.0,203.0
109,4,5.0,7,14,4.0,0.0,4.0,0.0,0.0,4.0
109,4,5.0,7,14,1.0,167.0,12.0,0.0,0.0,179.0
109,4,5.0,7,14,3.0,62.0,0.0,0.0,0.0,62.0
109,4,5.0,7,15,2.0,80.0,60.0,0.0,0.0,140.0
109,4,5.0,7,15,1.0,80.0,28.0,0.0,0.0,108.0
109,4,5.0,7,15,3.0,40.0,23.0,0.0,0.0,63.0
109,4,11.0,14,13,,,,,,
109,4,11.0,14,14,,,,,,
109,4,11.0,14,15,3.0,6.0,0.0,0.0,0.0,6.0
109,4,11.0,14,15,1.0,22.0,0.0,0.0,0.0,22.0
109,4,11.0,14,15,2.0,24.0,0.0,0.0,0.0,24.0
109,4,15.0,12,13,3.0,6.0,0.0,0.0,0.0,6.0
109,4,15.0,12,13,1.0,40.0,10.0,0.0,0.0,50.0
109,4,15.0,12,13,4.0,30.0,0.0,0.0,0.0,30.0
109,4,15.0,12,13,2.0,20.0,0.0,0.0,0.0,20.0
109,4,15.0,12,14,3.0,12.0,3.0,0.0,0.0,15.0
109,4,15.0,12,14,2.0,115.0,0.0,0.0,30.0,145.0
109,4,15.0,12,14,1.0,113.0,12.0,0.0,0.0,125.0
109,4,15.0,12,15,2.0,150.0,0.0,0.0,200.0,350.0
109,4,15.0,12,15,3.0,25.0,0.0,0.0,0.0,25.0
109,4,15.0,12,15,1.0,105.0,0.0,0.0,0.0,105.0
109,4,21.0,1,13,1.0,90.0,60.0,45.0,0.0,195.0
109,4,21.0,1,13,2.0,57.0,50.0,30.0,9.0,146.0
109,4,21.0,1,13,3.0,60.0,54.0,30.0,11.0,155.0
109,4,21.0,1,14,3.0,67.0,0.0,0.0,5.0,72.0
109,4,21.0,1,14,2.0,50.0,0.0,0.0,6.0,56.0
109,4,21.0,1,14,1.0,75.0,0.0,0.0,0.0,75.0
109,4,21.0,1,15,2.0,50.0,74.0,35.0,20.0,179.0
109,4,21.0,1,15,1.0,81.0,53.0,40.0,0.0,174.0
109,4,21.0,1,15,3.0,48.0,63.0,30.0,0.0,141.0
109,4,29.0,3,13,3.0,17.0,0.0,0.0,0.0,17.0
109,4,29.0,3,13,1.0,49.0,0.0,0.0,0.0,49.0
109,4,29.0,3,13,2.0,54.0,0.0,0.0,0.0,54.0
109,4,29.0,3,14,1.0,85.0,0.0,0.0,0.0,85.0
109,4,29.0,3,14,2.0,76.0,0.0,0.0,0.0,76.0
109,4,29.0,3,14,3.0,23.0,0.0,0.0,0.0,23.0
109,4,29.0,3,15,2.0,36.0,0.0,0.0,0.0,36.0
109,4,29.0,3,15,1.0,36.0,0.0,0.0,0.0,36.0
109,4,29.0,3,15,3.0,10.0,0.0,0.0,0.0,10.0
109,5,3.0,12,13,,,,,,
109,5,3.0,12,14,,,,,,
109,5,3.0,12,15,3.0,22.0,51.0,0.0,0.0,73.0
109,5,3.0,12,15,1.0,33.0,102.0,0.0,0.0,135.0
109,5,3.0,12,15,2.0,55.0,83.0,0.0,0.0,138.0
109,5,11.0,4,13,2.0,360.0,0.0,0.0,0.0,360.0
109,5,11.0,4,13,3.0,72.0,0.0,0.0,0.0,72.0
109,5,11.0,4,13,1.0,216.0,30.0,0.0,0.0,246.0
109,5,11.0,4,14,4.0,20.0,10.0,3.0,0.0,33.0
109,5,11.0,4,14,3.0,15.0,0.0,0.0,0.0,15.0
109,5,11.0,4,14,1.0,120.0,3.0,1.0,0.0,124.0
109,5,11.0,4,14,2.0,235.0,8.0,5.0,0.0,248.0
109,5,11.0,4,20,,,,,,
109,5,17.0,12,13,2.0,92.0,0.0,155.0,320.0,567.0
109,5,17.0,12,13,3.0,23.0,0.0,54.0,180.0,257.0
109,5,17.0,12,13,1.0,69.0,0.0,115.0,355.0,539.0
109,5,17.0,12,14,3.0,18.0,0.0,0.0,6.0,24.0
109,5,17.0,12,14,1.0,108.0,30.0,0.0,36.0,174.0
109,5,17.0,12,14,2.0,181.0,35.0,0.0,108.0,324.0
109,5,17.0,12,15,2.0,124.0,25.0,0.0,66.0,215.0
109,5,17.0,12,15,3.0,12.0,0.0,0.0,4.0,16.0
109,5,17.0,12,15,1.0,93.0,6.0,0.0,44.0,143.0
109,5,21.0,15,13,,,,,,
109,5,21.0,15,14,2.0,0.0,180.0,25.0,0.0,205.0
109,5,21.0,15,14,4.0,0.0,70.0,10.0,0.0,80.0
109,5,21.0,15,14,1.0,0.0,30.0,2.0,0.0,32.0
109,5,21.0,15,15,2.0,0.0,0.0,0.0,10.0,10.0
109,5,21.0,15,15,1.0,0.0,0.0,0.0,3.0,3.0
109,5,21.0,15,15,4.0,0.0,0.0,0.0,15.0,15.0
109,5,21.0,15,15,3.0,0.0,0.0,0.0,2.0,2.0
109,6,1.0,8,14,1.0,120.0,15.0,5.0,0.0,140.0
109,6,1.0,8,14,4.0,0.0,0.0,20.0,10.0,30.0
109,6,1.0,8,14,3.0,45.0,10.0,0.0,0.0,55.0
109,6,1.0,8,14,2.0,100.0,50.0,20.0,0.0,170.0
109,6,1.0,8,19,3.0,40.0,0.0,0.0,0.0,40.0
109,6,1.0,8,19,2.0,100.0,0.0,0.0,0.0,100.0
109,6,1.0,8,19,1.0,150.0,0.0,0.0,0.0,150.0
109,6,1.0,8,19,4.0,0.0,0.0,0.0,10.0,10.0
109,6,1.0,8,23,2.0,130.0,10.0,0.0,0.0,140.0
109,6,1.0,8,23,1.0,150.0,2.0,0.0,0.0,152.0
109,6,1.0,8,23,3.0,52.0,0.0,0.0,0.0,52.0
109,6,5.0,16,13,2.0,0.0,28.0,21.0,15.0,64.0
109,6,5.0,16,13,1.0,0.0,32.0,10.0,5.0,47.0
109,6,5.0,16,13,3.0,0.0,10.0,6.0,0.0,16.0
109,6,5.0,16,14,1.0,0.0,90.0,24.0,0.0,114.0
109,6,5.0,16,14,2.0,0.0,300.0,40.0,0.0,340.0
109,6,5.0,16,14,4.0,0.0,200.0,0.0,0.0,200.0
109,6,5.0,16,14,3.0,0.0,200.0,16.0,0.0,216.0
109,6,5.0,16,15,3.0,0.0,10.0,0.0,0.0,10.0
109,6,5.0,16,15,2.0,0.0,50.0,0.0,30.0,80.0
109,6,5.0,16,15,1.0,0.0,0.0,0.0,10.0,10.0
109,6,11.0,3,13,4.0,0.0,0.0,10.0,0.0,10.0
109,6,11.0,3,13,3.0,26.0,8.0,0.0,0.0,34.0
109,6,11.0,3,13,2.0,43.0,30.0,45.0,20.0,138.0
109,6,11.0,3,13,1.0,78.0,30.0,21.0,10.0,139.0
109,6,11.0,3,14,2.0,68.0,130.0,50.0,0.0,248.0
109,6,11.0,3,14,1.0,72.0,110.0,25.0,0.0,207.0
109,6,11.0,3,14,3.0,31.0,33.0,20.0,0.0,84.0
109,6,11.0,3,15,2.0,83.0,0.0,75.0,0.0,158.0
109,6,11.0,3,15,3.0,11.0,0.0,15.0,0.0,26.0
109,6,11.0,3,15,1.0,83.0,15.0,60.0,0.0,158.0
109,6,15.0,18,13,1.0,0.0,90.0,12.0,0.0,102.0
109,6,15.0,18,13,2.0,0.0,100.0,12.0,0.0,112.0
109,6,15.0,18,13,3.0,0.0,25.0,12.0,0.0,37.0
109,6,15.0,18,14,2.0,0.0,160.0,0.0,0.0,160.0
109,6,15.0,18,14,3.0,0.0,32.0,0.0,0.0,32.0
109,6,15.0,18,14,1.0,0.0,180.0,0.0,0.0,180.0
109,6,15.0,18,15,,,,,,
109,6,21.0,3,14,4.0,0.0,0.0,0.0,5.0,5.0
109,6,21.0,3,14,1.0,0.0,108.0,0.0,2.0,110.0
109,6,21.0,3,14,3.0,0.0,30.0,0.0,0.0,30.0
109,6,21.0,3,14,2.0,0.0,120.0,0.0,5.0,125.0
109,6,21.0,3,15,3.0,31.0,7.0,0.0,0.0,38.0
109,6,21.0,3,15,1.0,70.0,27.0,0.0,10.0,107.0
109,6,21.0,3,15,4.0,0.0,0.0,0.0,25.0,25.0
109,6,21.0,3,15,2.0,66.0,30.0,0.0,50.0,146.0
109,6,21.0,3,20,1.0,63.0,26.0,20.0,3.0,112.0
109,6,21.0,3,20,5.0,0.0,0.0,0.0,10.0,10.0
109,6,21.0,3,20,3.0,24.0,5.0,0.0,0.0,29.0
109,6,21.0,3,20,2.0,80.0,25.0,30.0,5.0,140.0
109,6,27.0,16,13,,,,,,
109,6,27.0,16,15,,,,,,
109,6,27.0,16,20,,,,,,
109,6,33.0,20,13,3.0,10.0,10.0,0.0,0.0,20.0
109,6,33.0,20,13,4.0,56.0,0.0,0.0,0.0,56.0
109,6,33.0,20,13,1.0,0.0,16.0,0.0,0.0,16.0
109,6,33.0,20,14,4.0,320.0,0.0,0.0,0.0,320.0
109,6,33.0,20,14,2.0,0.0,2.0,25.0,0.0,27.0
109,6,33.0,20,14,1.0,0.0,1.0,20.0,0.0,21.0
109,6,33.0,20,14,3.0,0.0,0.0,6.0,0.0,6.0
109,6,33.0,20,19,3.0,66.0,0.0,0.0,0.0,66.0
109,6,33.0,20,19,2.0,141.0,0.0,0.0,0.0,141.0
109,6,33.0,20,19,1.0,141.0,0.0,0.0,0.0,141.0
109,6,39.0,7,14,4.0,0.0,0.0,25.0,0.0,25.0
109,6,39.0,7,14,1.0,44.0,45.0,0.0,0.0,89.0
109,6,39.0,7,14,3.0,20.0,12.0,0.0,0.0,32.0
109,6,39.0,7,14,2.0,44.0,50.0,0.0,0.0,94.0
109,6,39.0,7,15,2.0,45.0,80.0,0.0,0.0,125.0
109,6,39.0,7,15,1.0,45.0,72.0,0.0,0.0,117.0
109,6,39.0,7,15,3.0,21.0,20.0,0.0,0.0,41.0
109,6,39.0,7,20,2.0,90.0,60.0,0.0,0.0,150.0
109,6,39.0,7,20,3.0,42.0,15.0,0.0,0.0,57.0
109,6,39.0,7,20,1.0,90.0,54.0,0.0,0.0,144.0
109,6,45.0,13,13,3.0,30.0,0.0,0.0,0.0,30.0
109,6,45.0,13,13,2.0,55.0,0.0,0.0,0.0,55.0
109,6,45.0,13,13,1.0,70.0,0.0,0.0,0.0,70.0
109,6,45.0,13,14,,,,,,
109,6,45.0,13,15,5.0,15.0,0.0,0.0,0.0,15.0
109,6,45.0,13,15,4.0,148.0,0.0,0.0,0.0,148.0
109,7,3.0,13,13,4.0,520.0,100.0,0.0,30.0,650.0
109,7,3.0,13,13,5.0,130.0,0.0,0.0,20.0,150.0
109,7,3.0,13,13,1.0,130.0,20.0,0.0,0.0,150.0
109,7,3.0,13,14,4.0,200.0,0.0,0.0,0.0,200.0
109,7,3.0,13,14,1.0,50.0,0.0,0.0,0.0,50.0
109,7,3.0,13,15,4.0,250.0,0.0,0.0,0.0,250.0
109,7,3.0,13,15,1.0,70.0,0.0,0.0,0.0,70.0
109,7,9.0,4,15,3.0,30.0,0.0,0.0,0.0,30.0
109,7,9.0,4,15,2.0,90.0,0.0,0.0,0.0,90.0
109,7,9.0,4,15,1.0,60.0,0.0,0.0,0.0,60.0
109,7,9.0,4,19,,,,,,
109,7,9.0,4,20,,,,,,
109,7,17.0,10,13,3.0,120.0,0.0,0.0,0.0,120.0
109,7,17.0,10,13,1.0,240.0,7.0,0.0,0.0,247.0
109,7,17.0,10,13,2.0,360.0,0.0,0.0,0.0,360.0
109,7,17.0,10,14,1.0,41.0,10.0,0.0,0.0,51.0
109,7,17.0,10,14,2.0,136.0,0.0,0.0,0.0,136.0
109,7,17.0,10,14,4.0,270.0,0.0,0.0,0.0,270.0
109,7,17.0,10,14,3.0,40.0,0.0,0.0,0.0,40.0
109,7,17.0,10,15,3.0,27.0,0.0,0.0,0.0,27.0
109,7,17.0,10,15,1.0,82.0,0.0,0.0,0.0,82.0
109,7,17.0,10,15,2.0,102.0,0.0,0.0,0.0,102.0
109,7,23.0,8,13,4.0,216.0,0.0,0.0,0.0,216.0
109,7,23.0,8,13,1.0,0.0,10.0,0.0,0.0,10.0
109,7,23.0,8,14,2.0,0.0,30.0,0.0,0.0,30.0
109,7,23.0,8,14,4.0,430.0,0.0,0.0,0.0,430.0
109,7,23.0,8,14,1.0,0.0,30.0,0.0,0.0,30.0
109,7,23.0,8,15,4.0,650.0,0.0,0.0,0.0,650.0
109,7,23.0,8,15,2.0,50.0,0.0,0.0,0.0,50.0
109,7,23.0,8,15,1.0,40.0,0.0,0.0,0.0,40.0
109,7,31.0,6,13,4.0,850.0,0.0,0.0,0.0,850.0
109,7,31.0,6,13,1.0,68.0,2.0,0.0,0.0,70.0
109,7,31.0,6,13,2.0,0.0,0.0,0.0,21.0,21.0
109,7,31.0,6,14,2.0,0.0,450.0,0.0,0.0,450.0
109,7,31.0,6,14,1.0,240.0,30.0,0.0,0.0,270.0
109,7,31.0,6,14,3.0,100.0,0.0,0.0,0.0,100.0
109,7,31.0,6,15,,,,,,
109,7,37.0,4,13,,,,,,
109,7,37.0,4,14,2.0,0.0,40.0,0.0,0.0,40.0
109,7,37.0,4,14,1.0,23.0,42.0,0.0,0.0,65.0
