tinh,huyen,xa,m4c15,m4c16,m4c17,m4c18,m4c19,m4c20,m4c21a,m4c21b,m4c21c,m4c22,m4c23,m4c24
209,19,11,6,58.7,,78.6,,,,,,,,
209,19,11,7,5712.9,,7556.3,,,,,,,,
209,21,05,0,5226.5,,5280.0,,,,,,,,
209,21,05,1,517.6,62.0,526.9,30.0,100.0,,,,2003.0,10.0,2.0
209,21,05,2,11.8,0.0,7.6,0.0,97.0,5.0,0.0,,2002.0,5.0,3.0
209,21,05,3,4.8,,4.8,,0.0,5.0,0.0,,,,
209,21,05,4,1707.2,,1667.2,,0.0,5.0,0.0,,,,
209,21,05,5,41.0,,40.0,,95.0,5.0,0.0,,2006.0,15.0,1.0
209,21,05,6,50.3,,59.2,,,,,,,,
209,21,05,7,2893.8,,2974.6,,,,,,,,
209,21,21,0,2483.0,,2206.5,,,,,,,,
209,21,21,1,492.0,26.0,396.9,25.0,92.0,5.0,0.0,,2004.0,7.0,1.0
209,21,21,2,130.2,0.0,90.6,0.0,95.0,5.0,0.0,,2004.0,0.0,
209,21,21,3,13.8,,5.1,,95.0,5.0,0.0,,2004.0,0.0,
209,21,21,4,391.8,,248.9,,90.0,5.0,0.0,,2004.0,0.0,
209,21,21,5,35.8,,31.8,,98.0,5.0,0.0,,2004.0,0.0,
209,21,21,6,67.6,,71.4,,,,,,,,
209,21,21,7,1351.8,,1361.8,,,,,,,,
209,21,33,0,2697.0,,2641.6,,,,,,,,
209,21,33,1,531.9,17.0,456.8,14.0,74.0,5.0,0.0,,1995.0,12.0,1.0
209,21,33,2,321.5,2.0,121.4,0.0,97.0,5.0,0.0,,1995.0,6.0,3.0
209,21,33,3,3.5,,11.9,,75.0,5.0,0.0,,1995.0,0.0,
209,21,33,4,675.2,,780.5,,70.0,5.0,0.0,,1995.0,0.0,
209,21,33,5,52.5,,51.7,,85.0,5.0,0.0,,1995.0,0.0,
209,21,33,6,379.1,,416.9,,,,,,,,
209,21,33,7,733.3,,802.4,,,,,,,,
209,21,41,0,571.4,,708.4,,,,,,,,
209,21,41,1,222.0,55.0,353.7,40.0,99.0,3.0,5.0,0.0,1999.0,66.0,2.0
209,21,41,2,120.7,0.0,112.5,0.0,99.0,3.0,5.0,0.0,1999.0,0.0,
209,21,41,3,7.6,,7.6,,100.0,,,,1999.0,0.0,
209,21,41,4,77.4,,87.4,,95.0,3.0,5.0,0.0,1999.0,0.0,
209,21,41,5,36.6,,36.5,,90.0,3.0,5.0,0.0,1999.0,0.0,
209,21,41,6,107.1,,110.7,,,,,,,,
211,01,09,0,873.5,,643.2,,,,,,,,
211,01,09,1,558.0,100.0,402.6,100.0,84.0,2.0,3.0,4.0,2005.0,0.0,
211,01,09,2,71.4,0.0,30.9,0.0,84.0,2.0,3.0,4.0,2005.0,0.0,
211,01,09,3,24.0,,23.7,,84.0,2.0,3.0,4.0,2005.0,0.0,
211,01,09,4,34.1,,0.0,,84.0,2.0,3.0,4.0,2005.0,0.0,
211,01,09,5,110.1,,110.1,,84.0,2.0,3.0,4.0,2005.0,2403.0,3.0
211,01,09,6,75.9,,75.9,,,,,,,,
211,01,13,0,476.0,,475.0,,,,,,,,
211,01,13,1,159.0,70.0,190.0,60.0,-1.0,3.0,0.0,,-1.0,-1.0,9.0
211,01,13,2,41.0,0.0,32.0,0.0,-1.0,3.0,0.0,,-1.0,-1.0,9.0
211,01,13,3,91.0,,38.0,,1.0,3.0,0.0,,-1.0,-1.0,9.0
211,01,13,4,15.0,,17.0,,-1.0,3.0,0.0,,-1.0,-1.0,9.0
211,01,13,5,69.0,,69.0,,-1.0,3.0,0.0,,-1.0,-1.0,9.0
211,01,13,6,91.0,,67.0,,,,,,,,
211,01,13,7,10.0,,62.0,,,,,,,,
211,03,09,0,5120.2,,5116.7,,,,,,,,
211,03,09,1,232.8,100.0,219.8,100.0,100.0,,,,1996.0,0.0,
211,03,09,2,68.2,0.0,3.0,0.0,100.0,,,,1996.0,0.0,
211,03,09,3,1.0,,1.0,,100.0,,,,1996.0,0.0,
211,03,09,4,4376.1,,3535.2,,100.0,,,,-1.0,0.0,
211,03,09,5,19.5,,15.7,,100.0,,,,1996.0,0.0,
211,03,09,6,60.2,,0.0,,,,,,,,
211,03,09,7,362.4,,1342.0,,,,,,,,
211,03,23,0,3371.3,,0.0,,,,,,,,
211,03,23,1,232.4,0.0,0.0,0.0,-1.0,5.0,0.0,,-1.0,-1.0,9.0
211,03,23,2,7.4,0.0,0.0,0.0,-1.0,5.0,0.0,,-1.0,-1.0,9.0
211,03,23,3,5.5,,0.0,,-1.0,5.0,0.0,,-1.0,-1.0,9.0
211,03,23,4,217.4,,0.0,,-1.0,5.0,0.0,,-1.0,-1.0,9.0
211,03,23,5,21.2,,0.0,,-1.0,5.0,0.0,,-1.0,-1.0,9.0
211,03,23,6,2226.4,,0.0,,,,,,,,
211,03,23,7,661.0,,0.0,,,,,,,,
211,03,37,0,10410.0,,7590.0,,,,,,,,
211,03,37,1,515.0,60.0,423.0,58.0,100.0,,,,1995.0,0.0,
211,03,37,2,75.0,1.0,1.0,0.0,100.0,,,,1995.0,0.0,
211,03,37,3,10.0,,12.0,,100.0,,,,1995.0,0.0,
211,03,37,4,8711.0,,6952.0,,0.0,1.0,0.0,,,,
211,03,37,5,54.0,,32.0,,0.0,3.0,0.0,,,,
211,03,37,6,131.0,,44.0,,,,,,,,
211,03,37,7,914.0,,126.0,,,,,,,,
211,05,09,0,4172.6,,4112.6,,,,,,,,
211,05,09,1,542.5,48.0,581.9,40.0,0.0,5.0,0.0,,,,
211,05,09,2,165.1,0.0,172.3,0.0,0.0,5.0,0.0,,,,
211,05,09,3,21.5,,22.6,,0.0,5.0,0.0,,,,
211,05,09,4,2362.5,,1255.5,,17.0,1.0,0.0,,2006.0,0.0,
211,05,09,5,46.4,,43.4,,48.0,1.0,0.0,,1995.0,0.0,
211,05,09,6,219.8,,61.6,,,,,,,,
211,05,09,7,814.8,,1975.3,,,,,,,,
211,05,15,0,7026.0,,7203.0,,,,,,,,
211,05,15,1,458.0,100.0,473.0,100.0,100.0,,,,1996.0,0.0,
211,05,15,2,43.0,0.0,31.0,0.0,0.0,4.0,1.0,0.0,,,
211,05,15,3,28.0,,15.0,,0.0,4.0,1.0,0.0,,,
211,05,15,4,6163.0,,5011.0,,50.0,4.0,1.0,0.0,1996.0,0.0,
211,05,15,5,56.0,,45.0,,100.0,,,,1996.0,0.0,
211,05,15,6,139.0,,285.0,,,,,,,,
211,05,15,7,139.0,,1343.0,,,,,,,,
211,05,23,0,5580.2,,5580.3,,,,,,,,
211,05,23,1,479.9,100.0,438.4,90.0,0.0,4.0,1.0,0.0,,,
211,05,23,2,59.0,0.0,38.2,0.0,0.0,4.0,1.0,0.0,,,
211,05,23,3,16.5,,16.9,,0.0,4.0,1.0,0.0,,,
211,05,23,4,4301.7,,4290.6,,40.0,1.0,3.0,0.0,2005.0,0.0,
211,05,23,5,48.3,,43.2,,0.0,4.0,1.0,0.0,,,
211,05,23,6,98.7,,74.4,,,,,,,,
211,05,23,7,576.1,,678.6,,,,,,,,
211,05,43,0,4154.8,,4135.7,,,,,,,,
211,05,43,1,222.6,74.0,233.5,65.0,0.0,5.0,0.0,,,,
211,05,43,2,62.0,0.0,68.3,0.0,0.0,5.0,0.0,,,,
211,05,43,3,1.0,,1.2,,0.0,5.0,0.0,,,,
211,05,43,4,3392.3,,1013.5,,0.0,5.0,0.0,,,,
211,05,43,5,38.3,,34.7,,0.0,5.0,0.0,,,,
211,05,43,6,222.3,,96.5,,,,,,,,
211,05,43,7,216.3,,2688.0,,,,,,,,
211,05,45,0,2000.0,,2059.0,,,,,,,,
211,05,45,1,451.0,100.0,446.0,100.0,100.0,,,,1996.0,0.0,
211,05,45,2,129.0,0.0,56.0,0.0,100.0,,,,1996.0,0.0,
211,05,45,3,2.0,,2.0,,100.0,,,,1996.0,0.0,
211,05,45,4,726.0,,726.0,,70.0,1.0,4.0,0.0,1996.0,0.0,
211,05,45,5,57.0,,55.0,,100.0,,,,1996.0,0.0,
211,05,45,6,326.0,,289.0,,,,,,,,
211,05,45,7,309.0,,485.0,,,,,,,,
211,07,07,0,2787.0,,2786.0,,,,,,,,
211,07,07,1,136.7,75.0,137.8,70.0,100.0,,,,2001.0,10.0,2.0
211,07,07,2,566.6,51.0,567.7,30.0,40.0,1.0,3.0,4.0,2001.0,6.0,2.0
211,07,07,3,7.5,,7.6,,100.0,,,,2001.0,0.0,
211,07,07,4,1928.2,,1928.2,,30.0,1.0,2.0,4.0,2001.0,4.0,2.0
211,07,07,5,12.6,,12.5,,90.0,1.0,2.0,4.0,2001.0,8.0,1.0
211,07,07,6,26.7,,24.4,,,,,,,,
211,07,07,7,108.7,,107.8,,,,,,,,
211,07,11,0,3032.7,,3033.1,,,,,,,,
211,07,11,1,175.9,80.0,175.9,60.0,100.0,,,,2001.0,5.0,2.0
211,07,11,2,453.5,20.0,453.5,20.0,60.0,1.0,3.0,5.0,2001.0,6.0,2.0
211,07,11,3,12.2,,12.6,,0.0,1.0,3.0,4.0,,,
211,07,11,4,2225.3,,2225.3,,0.0,1.0,3.0,4.0,,,
211,07,11,5,27.4,,27.4,,0.0,1.0,3.0,4.0,,,
211,07,11,6,29.7,,29.7,,,,,,,,
211,07,11,7,108.7,,108.7,,,,,,,,
211,07,19,0,2353.0,,368.0,,,,,,,,
211,07,19,1,372.0,75.0,368.0,60.0,95.0,1.0,2.0,3.0,1996.0,20.0,2.0
211,07,19,2,200.0,75.0,0.0,0.0,85.0,1.0,2.0,4.0,2005.0,8.0,2.0
211,07,19,3,11.0,,0.0,,100.0,,,,-1.0,-1.0,2.0
211,07,19,4,1379.0,,0.0,,100.0,,,,-1.0,-1.0,2.0
211,07,19,5,45.0,,0.0,,100.0,,,,-1.0,-1.0,2.0
211,07,19,6,60.0,,0.0,,,,,,,,
211,07,19,7,286.0,,0.0,,,,,,,,
211,07,27,0,2802.8,,2802.8,,,,,,,,
211,07,27,1,196.2,80.0,196.2,50.0,100.0,,,,2000.0,0.0,
211,07,27,2,197.1,30.0,197.1,15.0,80.0,1.0,3.0,4.0,2000.0,0.0,
211,07,27,3,11.1,,11.1,,100.0,,,,2000.0,0.0,
211,07,27,4,2143.6,,2143.6,,90.0,2.0,1.0,3.0,2005.0,2.0,2.0
211,07,27,5,21.8,,21.8,,80.0,2.0,1.0,3.0,2005.0,4.0,1.0
211,07,27,6,44.0,,44.0,,,,,,,,
211,07,27,7,189.0,,189.0,,,,,,,,
211,07,33,0,6310.0,,0.0,,,,,,,,
211,07,33,1,394.6,77.0,0.0,0.0,60.0,1.0,0.0,,1996.0,0.0,
211,07,33,2,288.5,0.0,0.0,0.0,60.0,1.0,0.0,,1996.0,0.0,
211,07,33,3,17.8,,0.0,,60.0,1.0,0.0,,1996.0,0.0,
211,07,33,4,5045.4,,0.0,,60.0,1.0,0.0,,1996.0,0.0,
211,07,33,5,37.8,,0.0,,60.0,1.0,0.0,,1996.0,0.0,
211,07,33,6,85.3,,0.0,,,,,,,,
211,07,33,7,440.6,,0.0,,,,,,,,
211,09,21,0,3838.0,,2511.0,,,,,,,,
211,09,21,1,596.0,34.0,541.0,21.0,41.0,1.0,0.0,,1996.0,520.0,3.0
211,09,21,2,366.0,0.0,33.0,0.0,18.0,1.0,0.0,,1996.0,210.0,3.0
211,09,21,3,7.0,,1.0,,15.0,1.0,0.0,,1996.0,120.0,3.0
211,09,21,4,2653.0,,1880.0,,28.0,1.0,0.0,,1996.0,0.0,
211,09,21,5,68.0,,48.0,,16.0,1.0,0.0,,1996.0,30.0,3.0
211,09,21,6,63.0,,1.0,,,,,,,,
211,09,21,7,85.0,,7.0,,,,,,,,
211,09,31,0,5599.3,,5660.6,,,,,,,,
211,09,31,1,268.6,85.0,181.4,60.0,85.0,1.0,5.0,0.0,1996.0,0.0,
211,09,31,2,21.4,0.0,28.0,0.0,78.0,1.0,5.0,0.0,1996.0,0.0,
211,09,31,3,6.1,,7.1,,100.0,,,,1996.0,0.0,
211,09,31,4,5158.7,,4086.0,,50.0,5.0,0.0,,2004.0,0.0,
211,09,31,5,28.2,,23.0,,95.0,5.0,0.0,,1996.0,0.0,
211,09,31,6,65.0,,60.4,,,,,,,,
211,09,31,7,51.3,,1274.7,,,,,,,,
211,09,37,0,2467.6,,2449.0,,,,,,,,
211,09,37,1,455.2,70.0,456.7,50.0,0.0,5.0,0.0,,,,
211,09,37,2,502.1,0.0,99.5,0.0,85.0,5.0,0.0,,1996.0,0.0,
211,09,37,3,33.6,,38.3,,100.0,,,,-1.0,-1.0,9.0
211,09,37,4,1206.9,,1190.0,,50.0,5.0,0.0,,2004.0,0.0,
211,09,37,5,63.9,,80.3,,90.0,5.0,0.0,,1996.0,0.0,
211,09,37,6,140.8,,150.7,,,,,,,,
211,09,37,7,65.1,,433.5,,,,,,,,
211,09,45,0,1189.0,,1189.0,,,,,,,,
211,09,45,1,320.0,70.0,320.0,75.0,50.0,5.0,0.0,,1995.0,10.0,9.0
211,09,45,2,265.0,30.0,265.0,30.0,70.0,1.0,0.0,,1995.0,10.0,9.0
211,09,45,3,9.0,,9.0,,73.0,5.0,0.0,,1995.0,10.0,9.0
211,09,45,4,273.0,,273.0,,0.0,1.0,0.0,,,,
211,09,45,5,65.0,,65.0,,52.0,5.0,0.0,,1995.0,10.0,9.0
211,09,45,6,253.0,,253.0,,,,,,,,
211,09,45,7,4.0,,4.0,,,,,,,,
211,09,53,0,1571.1,,1505.9,,,,,,,,
211,09,53,1,659.8,72.0,743.0,68.0,80.0,4.0,1.0,0.0,1996.0,70.0,1.0
211,09,53,2,286.0,0.0,95.0,0.0,85.0,4.0,1.0,0.0,1996.0,0.0,
211,09,53,3,22.4,,32.4,,0.0,5.0,0.0,,,,
211,09,53,4,497.4,,510.0,,80.0,1.0,0.0,,1996.0,0.0,
211,09,53,5,102.7,,71.0,,80.0,4.0,0.0,,1996.0,0.0,
211,09,53,7,2.8,,54.5,,,,,,,,
211,09,57,0,1168.8,,1260.5,,,,,,,,
211,09,57,1,260.4,86.0,287.5,56.0,98.0,5.0,1.0,0.0,1995.0,0.0,
211,09,57,2,158.4,0.0,120.6,0.0,88.0,5.0,1.0,0.0,1995.0,0.0,
211,09,57,3,16.0,,16.0,,0.0,1.0,0.0,,,,
211,09,57,4,593.2,,471.5,,0.0,1.0,0.0,,,,
211,09,57,5,36.4,,31.4,,100.0,,,,1995.0,0.0,
211,09,57,6,61.7,,74.0,,,,,,,,
211,09,57,7,42.7,,259.5,,,,,,,,
211,09,63,0,3655.0,,3559.0,,,,,,,,
211,09,63,1,592.0,40.0,478.0,30.0,66.0,1.0,0.0,,1995.0,6.0,2.0
211,09,63,2,410.0,0.0,415.0,0.0,56.0,1.0,0.0,,1995.0,-1.0,2.0
211,09,63,3,21.0,,22.0,,100.0,,,,1995.0,-1.0,2.0
211,09,63,4,2272.0,,2006.0,,7.0,1.0,0.0,,1995.0,-1.0,9.0
211,09,63,5,52.0,,37.0,,67.0,1.0,0.0,,1995.0,-1.0,9.0
211,09,63,6,305.0,,101.0,,,,,,,,
211,09,63,7,3.0,,500.0,,,,,,,,
211,09,65,0,3136.2,,3077.8,,,,,,,,
211,09,65,1,759.2,25.0,762.9,14.0,81.0,2.0,1.0,3.0,1995.0,11.0,1.0
211,09,65,2,723.3,0.0,756.4,0.0,75.0,5.0,2.0,0.0,1995.0,0.0,
211,09,65,3,30.7,,30.7,,75.0,1.0,2.0,3.0,1995.0,0.0,
211,09,65,4,1245.3,,1093.7,,10.0,1.0,2.0,3.0,1995.0,0.0,
211,09,65,5,117.2,,85.9,,60.0,1.0,2.0,3.0,1995.0,0.0,
211,09,65,6,225.9,,190.1,,,,,,,,
211,09,65,7,34.6,,158.1,,,,,,,,
211,09,72,0,2054.1,,2049.3,,,,,,,,
211,09,72,1,401.9,60.0,382.2,0.0,95.0,1.0,0.0,,1996.0,0.0,
211,09,72,2,278.9,0.0,131.8,0.0,95.0,1.0,0.0,,1996.0,0.0,
211,09,72,3,15.0,,17.0,,100.0,,,,1996.0,0.0,
211,09,72,4,1069.8,,1132.7,,30.0,1.0,0.0,,1996.0,0.0,
211,09,72,5,45.1,,39.0,,98.0,1.0,0.0,,1996.0,0.0,
211,09,72,6,213.6,,190.2,,,,,,,,
211,09,72,7,29.8,,156.4,,,,,,,,
211,11,05,0,3175.0,,3282.0,,,,,,,,
211,11,05,1,458.0,77.0,436.0,30.0,80.0,1.0,0.0,,2006.0,15.0,2.0
211,11,05,2,131.0,0.0,191.0,0.0,80.0,1.0,0.0,,2006.0,0.0,
211,11,05,3,4.0,,3.0,,50.0,1.0,0.0,,2006.0,0.0,
211,11,05,4,2502.0,,2594.0,,40.0,1.0,0.0,,2006.0,0.0,
211,11,05,5,34.0,,30.0,,70.0,1.0,0.0,,2006.0,0.0,
211,11,05,6,45.0,,25.0,,,,,,,,
211,11,05,7,1.0,,3.0,,,,,,,,
211,11,15,0,2172.5,,2176.3,,,,,,,,
211,11,15,1,405.2,99.0,406.3,99.0,85.0,1.0,0.0,,1996.0,13.0,3.0
211,11,15,2,149.1,0.0,149.8,0.0,75.0,1.0,0.0,,1996.0,13.0,3.0
211,11,15,3,14.8,,14.8,,90.0,1.0,0.0,,1996.0,13.0,3.0
211,11,15,4,1166.0,,1167.0,,0.0,1.0,0.0,,,,
211,11,15,5,34.5,,34.5,,95.0,1.0,0.0,,1996.0,13.0,3.0
211,11,15,6,177.0,,178.0,,,,,,,,
211,11,15,7,225.9,,225.9,,,,,,,,
211,11,25,0,4866.0,,4802.0,,,,,,,,
211,11,25,1,501.0,60.0,460.0,40.0,60.0,1.0,2.0,0.0,-1.0,0.0,
211,11,25,2,173.0,0.0,150.0,0.0,0.0,1.0,0.0,,,,
211,11,25,3,22.0,,22.0,,0.0,1.0,0.0,,,,
211,11,25,4,3847.0,,3847.0,,0.0,1.0,0.0,,,,
211,11,25,5,72.0,,72.0,,0.0,1.0,0.0,,,,
211,11,25,6,232.0,,232.0,,,,,,,,
211,11,25,7,19.0,,19.0,,,,,,,,
211,11,29,0,3913.0,,3913.0,,,,,,,,
211,11,29,1,924.0,40.0,924.0,30.0,90.0,1.0,0.0,,1996.0,0.0,
211,11,29,2,502.0,0.0,502.0,0.0,90.0,1.0,0.0,,1996.0,0.0,
211,11,29,3,7.0,,7.0,,0.0,1.0,0.0,,,,
211,11,29,4,1356.0,,1356.0,,0.0,1.0,0.0,,,,
211,11,29,5,56.0,,56.0,,90.0,1.0,0.0,,1996.0,0.0,
211,11,29,6,242.0,,242.0,,,,,,,,
211,11,29,7,826.0,,826.0,,,,,,,,
211,11,41,0,871.0,,876.0,,,,,,,,
211,11,41,1,199.0,70.0,257.0,70.0,82.0,1.0,0.0,,1996.0,2.0,1.0
211,11,41,2,94.0,0.0,95.0,0.0,80.0,1.0,0.0,,1996.0,0.0,
211,11,41,3,9.0,,9.0,,80.0,1.0,0.0,,1996.0,0.0,
211,11,41,4,475.0,,407.0,,70.0,1.0,0.0,,1996.0,0.0,
211,11,41,5,20.0,,20.0,,100.0,,,,1996.0,0.0,
211,11,41,6,72.0,,70.0,,,,,,,,
211,11,41,7,2.0,,18.0,,,,,,,,
211,11,47,0,3030.7,,0.0,,,,,,,,
211,11,47,1,427.6,40.0,0.0,0.0,2.0,5.0,0.0,,-1.0,-1.0,9.0
211,11,47,2,143.2,0.0,0.0,0.0,0.0,5.0,0.0,,,,
211,11,47,3,4.1,,0.0,,0.0,5.0,0.0,,,,
211,11,47,4,2240.3,,0.0,,0.0,5.0,0.0,,,,
211,11,47,5,37.2,,0.0,,95.0,5.0,0.0,,2006.0,-1.0,9.0
211,11,47,6,82.9,,0.0,,,,,,,,
211,11,47,7,95.4,,0.0,,,,,,,,
211,11,55,0,2394.0,,1957.0,,,,,,,,
211,11,55,1,465.0,100.0,420.0,100.0,100.0,,,,1996.0,0.0,
211,11,55,2,246.0,0.0,215.0,0.0,50.0,1.0,0.0,,1996.0,0.0,
211,11,55,3,5.0,,5.0,,100.0,,,,1996.0,0.0,
211,11,55,4,1565.0,,1212.0,,10.0,1.0,0.0,,1996.0,0.0,
211,11,55,5,46.0,,32.0,,100.0,,,,1996.0,0.0,
211,11,55,6,57.0,,43.0,,,,,,,,
211,11,55,7,10.0,,30.0,,,,,,,,
211,11,65,0,3222.6,,0.0,,,,,,,,
211,11,65,1,1046.6,62.0,0.0,0.0,80.0,4.0,0.0,,1996.0,0.0,
211,11,65,2,218.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,
211,11,65,3,14.0,,0.0,,80.0,4.0,0.0,,1996.0,0.0,
211,11,65,4,1734.0,,0.0,,90.0,4.0,0.0,,1996.0,0.0,
211,11,65,5,64.0,,0.0,,90.0,4.0,0.0,,1996.0,0.0,
211,11,65,6,141.0,,0.0,,,,,,,,
211,11,65,7,5.0,,0.0,,,,,,,,
213,01,17,0,571.0,,562.5,,,,,,,,
213,01,17,1,165.6,90.0,168.6,90.0,100.0,,,,1999.0,15.0,1.0
213,01,17,2,72.1,0.0,22.9,0.0,100.0,,,,1999.0,0.0,
213,01,17,3,7.5,,8.7,,100.0,,,,1999.0,0.0,
213,01,17,4,28.3,,33.1,,100.0,,,,1999.0,0.0,
213,01,17,5,20.5,,19.5,,100.0,,,,1999.0,8.0,1.0
213,01,17,6,250.8,,200.1,,,,,,,,
213,01,17,7,26.2,,109.6,,,,,,,,
213,05,11,0,2874.5,,2873.0,,,,,,,,
213,05,11,1,258.8,70.0,252.1,65.0,55.0,1.0,0.0,,2001.0,0.0,
213,05,11,2,54.3,15.0,25.4,10.0,60.0,1.0,0.0,,2001.0,0.0,
213,05,11,3,4.0,,3.6,,95.0,1.0,0.0,,2001.0,0.0,
213,05,11,4,2116.8,,502.0,,88.0,1.0,0.0,,2001.0,0.0,
213,05,11,5,16.8,,16.2,,70.0,1.0,0.0,,2001.0,3.0,1.0
213,05,11,6,188.9,,27.8,,,,,,,,
213,05,11,7,234.9,,2045.9,,,,,,,,
213,05,19,0,2799.0,,2777.0,,,,,,,,
213,05,19,1,457.2,65.0,456.9,40.0,83.0,1.0,4.0,0.0,2002.0,5.0,2.0
213,05,19,2,216.1,20.0,115.4,10.0,80.0,1.0,4.0,0.0,2002.0,0.0,
213,05,19,3,14.3,,14.3,,0.0,1.0,4.0,0.0,,,
213,05,19,4,1793.2,,540.0,,25.0,1.0,4.0,0.0,2003.0,0.0,
213,05,19,5,64.1,,62.6,,92.0,2.0,0.0,,2003.0,15.0,1.0
213,05,19,6,141.0,,218.4,,,,,,,,
213,05,19,7,113.1,,1369.4,,,,,,,,
213,05,33,0,2143.2,,2162.0,,,,,,,,
213,05,33,1,279.8,90.0,283.8,70.0,95.0,1.0,4.0,0.0,2001.0,0.0,
213,05,33,2,100.8,30.0,24.9,20.0,95.0,1.0,4.0,0.0,2001.0,0.0,
213,05,33,3,13.2,,12.1,,50.0,1.0,4.0,0.0,2001.0,0.0,
213,05,33,4,1482.6,,95104.0,,70.0,1.0,4.0,0.0,2001.0,0.0,
213,05,33,5,26.4,,25.6,,97.0,4.0,1.0,0.0,2001.0,6.0,1.0
213,05,33,6,93.2,,128.1,,,,,,,,
213,05,33,7,147.2,,736.1,,,,,,,,
213,05,41,0,3740.2,,3750.0,,,,,,,,
213,05,41,1,272.5,85.0,267.4,70.0,95.0,1.0,4.0,2.0,2000.0,0.0,
213,05,41,2,344.1,10.0,237.4,7.0,70.0,1.0,4.0,2.0,2000.0,0.0,
213,05,41,3,9.0,,1.1,,90.0,1.0,4.0,0.0,2000.0,0.0,
213,05,41,4,2412.4,,1618.5,,10.0,1.0,4.0,2.0,2000.0,0.0,
213,05,41,5,33.6,,33.3,,95.0,4.0,1.0,3.0,2000.0,5.0,1.0
213,05,41,6,634.3,,649.9,,,,,,,,
213,05,41,7,34.3,,942.4,,,,,,,,
213,07,03,0,7536.0,,7487.0,,,,,,,,
213,07,03,1,1045.7,20.0,676.9,16.0,85.0,1.0,0.0,,2003.0,0.0,
213,07,03,2,121.4,0.0,77.8,19.0,90.0,1.0,0.0,,2003.0,0.0,
213,07,03,3,11.4,,11.5,,90.0,1.0,0.0,,2003.0,0.0,
213,07,03,4,5388.1,,3510.9,,15.0,1.0,0.0,,2003.0,0.0,
213,07,03,5,42.1,,24.8,,90.0,4.0,0.0,,2003.0,0.0,
213,07,03,6,264.1,,49.7,,,,,,,,
213,07,03,7,663.2,,3135.4,,,,,,,,
213,07,11,0,3622.0,,3624.0,,,,,,,,
213,07,11,1,670.0,65.0,240.4,55.0,100.0,,,,2001.0,18.0,1.0
213,07,11,2,151.1,0.0,51.5,0.0,100.0,,,,2001.0,0.0,
213,07,11,3,5.0,,3.2,,100.0,,,,2001.0,0.0,
213,07,11,4,2382.8,,2226.2,,20.0,1.0,4.0,0.0,2001.0,0.0,
213,07,11,5,19.3,,20.8,,100.0,,,,2000.0,0.0,
213,07,11,6,53.3,,46.0,,,,,,,,
213,07,11,7,340.5,,1035.9,,,,,,,,
213,07,27,0,2809.4,,2810.0,,,,,,,,
213,07,27,1,271.2,48.0,210.4,47.0,95.0,1.0,0.0,,1999.0,0.0,
213,07,27,2,187.2,0.0,198.3,0.0,70.0,1.0,0.0,,1999.0,0.0,
213,07,27,3,7.1,,7.5,,75.0,1.0,0.0,,1999.0,0.0,
213,07,27,4,1945.1,,1833.3,,90.0,1.0,0.0,,1999.0,0.0,
213,07,27,5,27.4,,26.7,,95.0,4.0,0.0,,2000.0,0.0,
213,07,27,6,249.6,,84.4,,,,,,,,
213,07,27,7,121.8,,449.4,,,,,,,,
213,07,31,0,2650.0,,2519.0,,,,,,,,
213,07,31,1,356.3,60.0,365.2,58.0,70.0,1.0,0.0,,2000.0,153.0,1.0
213,07,31,2,113.9,0.0,89.4,0.0,70.0,1.0,0.0,,2000.0,0.0,
213,07,31,3,27.2,,29.2,,60.0,1.0,0.0,,2000.0,0.0,
213,07,31,4,1665.6,,1005.4,,70.0,1.0,0.0,,2000.0,0.0,
213,07,31,5,53.6,,52.5,,85.0,1.0,0.0,,2000.0,0.0,
213,07,31,6,73.4,,86.3,,,,,,,,
213,07,31,7,360.0,,891.0,,,,,,,,
213,07,39,0,1080.6,,1069.5,,,,,,,,
213,07,39,1,115.9,70.0,93.6,62.0,85.0,1.0,5.0,0.0,1994.0,0.0,
213,07,39,2,95.0,0.0,104.4,0.0,35.0,1.0,4.0,0.0,2001.0,0.0,
213,07,39,3,7.3,,2.6,,100.0,,,,2001.0,0.0,
213,07,39,4,743.8,,650.8,,35.0,1.0,4.0,0.0,2001.0,0.0,
213,07,39,5,11.6,,12.9,,97.0,2.0,0.0,,2001.0,0.0,
213,07,39,6,47.8,,38.1,,,,,,,,
213,07,39,7,59.2,,167.1,,,,,,,,
213,09,17,0,33.1,,31.8,,,,,,,,
213,09,17,1,3.4,60.0,3.1,73.0,51.0,1.0,0.0,,2004.0,0.0,
213,09,17,2,2.3,0.0,2.6,0.0,0.0,1.0,0.0,,,,
213,09,17,4,20.9,,5.8,,0.0,1.0,0.0,,,,
213,09,17,5,0.2,,0.1,,0.0,1.0,0.0,,,,
213,09,17,6,0.3,,0.2,,,,,,,,
213,09,17,7,6.0,,20.0,,,,,,,,
213,11,07,0,1330.0,,1330.2,,,,,,,,
213,11,07,1,142.5,66.0,137.0,61.0,75.0,1.0,4.0,0.0,1996.0,0.0,
213,11,07,2,144.2,3.0,141.6,0.0,60.0,1.0,4.0,0.0,1996.0,6.0,2.0
213,11,07,3,3.2,,3.2,,100.0,,,,1996.0,0.0,
213,11,07,4,914.2,,912.6,,100.0,,,,1996.0,1.0,2.0
213,11,07,5,12.9,,11.7,,80.0,1.0,0.0,,1996.0,13.0,3.0
